timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,episode
3,max_1,max,0,4,47.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.5,60.0,3
4,fair_1,fair,0,4,53.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,13.75,56.25,3
4,max_1,max,0,4,48.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,8.75,75.0,3
5,fair_1,fair,0,4,55.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,15.0,60.0,3
5,max_1,max,0,4,35.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-5.0,135.0,3
6,fair_1,fair,0,4,47.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,7.5,67.5,3
6,max_1,max,0,4,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,135.0,3
7,fair_1,fair,0,4,53.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,13.75,71.25,3
7,max_1,max,0,4,53.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,135.0,3
8,fair_1,fair,0,4,60.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,20.0,75.0,3
8,max_1,max,0,4,50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,10.0,165.0,3
9,fair_1,fair,0,4,56.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,16.25,78.75,3
9,max_1,max,0,4,46.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,6.25,195.0,3
0,fair_1,fair,0,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,4
0,max_1,max,0,4,36.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-3.75,0.0,4
1,fair_1,fair,0,4,21.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-18.75,78.75,4
1,max_1,max,0,4,21.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-18.75,0.0,4
2,fair_1,fair,0,4,18.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-21.25,101.25,4
2,max_1,max,0,4,18.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-21.25,0.0,4
3,fair_1,fair,0,4,31.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-8.75,108.75,4
3,max_1,max,0,4,31.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-8.75,0.0,4
4,fair_1,fair,0,4,43.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,3.75,116.25,4
4,max_1,max,0,4,43.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3.75,0.0,4
5,fair_1,fair,0,4,56.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,16.25,123.75,4
5,max_1,max,0,4,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,4
6,fair_1,fair,0,4,68.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,28.75,131.25,4
6,max_1,max,0,4,63.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,23.75,15.0,4
7,fair_1,fair,0,4,76.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,36.25,138.75,4
7,max_1,max,0,4,56.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,16.25,75.0,4
8,fair_1,fair,0,4,68.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,28.75,146.25,4
8,max_1,max,0,4,48.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,8.75,135.0,4
9,fair_1,fair,0,4,67.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,27.5,157.5,4
9,max_1,max,0,4,52.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,12.5,180.0,4
0,fair_1,fair,0,4,35.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-5.0,45.0,5
0,max_1,max,0,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,30.0,5
1,fair_1,fair,0,4,22.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-17.5,67.5,5
1,max_1,max,0,4,2.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-37.5,90.0,5
2,fair_1,fair,0,4,-1.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-41.25,101.25,5
2,max_1,max,0,4,-21.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-61.25,150.0,5
3,fair_1,fair,0,4,-8.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-48.75,108.75,5
3,max_1,max,0,4,-28.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-68.75,210.0,5
4,fair_1,fair,0,4,11.25,20.0,20.0,60.0,60.0,1.0,40.0,0.0,-28.75,108.75,5
4,max_1,max,0,4,-8.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-48.75,270.0,5
5,fair_1,fair,0,4,-6.25,5.0,5.0,15.0,7.5,0.5,2.5,7.5,-46.25,116.25,5
5,max_1,max,0,4,-26.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-66.25,330.0,5
6,fair_1,fair,0,4,-20.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-60.0,120.0,5
6,max_1,max,0,4,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-80.0,390.0,5
7,fair_1,fair,0,4,-33.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-73.75,123.75,5
7,max_1,max,0,4,-53.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-93.75,450.0,5
8,fair_1,fair,0,4,-53.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-93.75,123.75,5
8,max_1,max,0,4,-73.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-113.75,510.0,5
9,fair_1,fair,0,4,-73.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-113.75,123.75,5
9,max_1,max,0,4,-78.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-118.75,525.0,5
0,fair_1,fair,0,4,52.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,12.5,7.5,6
0,max_1,max,0,4,37.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-2.5,45.0,6
1,fair_1,fair,0,4,33.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-6.25,41.25,6
1,max_1,max,0,4,23.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-16.25,75.0,6
2,fair_1,fair,0,4,21.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-18.75,63.75,6
2,max_1,max,0,4,16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-23.75,90.0,6
3,fair_1,fair,0,4,28.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-11.25,71.25,6
3,max_1,max,0,4,23.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-16.25,105.0,6
4,fair_1,fair,0,4,30.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-10.0,75.0,6
4,max_1,max,0,4,20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-20.0,135.0,6
5,fair_1,fair,0,4,60.0,20.0,20.0,60.0,60.0,1.0,40.0,0.0,20.0,75.0,6
5,max_1,max,0,4,50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,10.0,165.0,6
6,fair_1,fair,0,4,50.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,10.0,75.0,6
6,max_1,max,0,4,40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,0.0,195.0,6
7,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,75.0,6
7,max_1,max,0,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,240.0,6
8,fair_1,fair,0,4,37.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-2.5,82.5,6
8,max_1,max,0,4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,240.0,6
9,fair_1,fair,0,4,56.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,16.25,93.75,6
9,max_1,max,0,4,46.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,6.25,270.0,6
0,fair_1,fair,0,4,52.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,12.5,7.5,7
0,max_1,max,0,4,52.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,12.5,0.0,7
1,fair_1,fair,0,4,58.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,18.75,11.25,7
1,max_1,max,0,4,53.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,13.75,15.0,7
2,fair_1,fair,0,4,60.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,20.0,15.0,7
2,max_1,max,0,4,55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,30.0,7
3,fair_1,fair,0,4,61.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,21.25,18.75,7
3,max_1,max,0,4,61.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,21.25,30.0,7
4,fair_1,fair,0,4,91.25,15.0,15.0,45.0,45.0,1.0,30.0,0.0,51.25,18.75,7
4,max_1,max,0,4,81.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,41.25,60.0,7
5,fair_1,fair,0,4,86.25,10.0,10.0,30.0,15.0,0.5,5.0,15.0,46.25,33.75,7
5,max_1,max,0,4,81.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,41.25,75.0,7
6,fair_1,fair,0,4,93.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,53.75,41.25,7
6,max_1,max,0,4,83.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,43.75,105.0,7
7,fair_1,fair,0,4,96.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,56.25,48.75,7
7,max_1,max,0,4,91.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,51.25,120.0,7
8,fair_1,fair,0,4,110.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,70.0,60.0,7
8,max_1,max,0,4,100.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,150.0,7
9,fair_1,fair,0,4,106.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,66.25,63.75,7
9,max_1,max,0,4,86.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,46.25,210.0,7
0,fair_1,fair,0,4,35.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-5.0,45.0,8
0,max_1,max,0,4,20.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-20.0,45.0,8
1,fair_1,fair,0,4,0.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-40.0,105.0,8
1,max_1,max,0,4,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-60.0,105.0,8
2,fair_1,fair,0,4,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-80.0,165.0,8
2,max_1,max,0,4,-60.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-100.0,165.0,8
3,fair_1,fair,0,4,-60.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-100.0,165.0,8
3,max_1,max,0,4,-65.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-105.0,180.0,8
4,fair_1,fair,0,4,-65.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-105.0,165.0,8
4,max_1,max,0,4,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.0,180.0,8
5,fair_1,fair,0,4,-58.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-98.75,168.75,8
5,max_1,max,0,4,-68.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-108.75,210.0,8
6,fair_1,fair,0,4,-56.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-96.25,176.25,8
6,max_1,max,0,4,-66.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-106.25,240.0,8
7,fair_1,fair,0,4,-47.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-87.5,187.5,8
7,max_1,max,0,4,-62.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-102.5,285.0,8
8,fair_1,fair,0,4,-56.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-96.25,191.25,8
8,max_1,max,0,4,-66.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-106.25,315.0,8
9,fair_1,fair,0,4,-53.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-93.75,198.75,8
9,max_1,max,0,4,-58.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-98.75,330.0,8
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,9
0,max_1,max,0,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,45.0,9
1,fair_1,fair,0,4,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-15.0,0.0,9
1,max_1,max,0,4,15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-25.0,75.0,9
2,fair_1,fair,0,4,21.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-18.75,3.75,9
2,max_1,max,0,4,16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-23.75,90.0,9
3,fair_1,fair,0,4,22.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-17.5,7.5,9
3,max_1,max,0,4,12.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-27.5,120.0,9
4,fair_1,fair,0,4,42.5,15.0,15.0,45.0,45.0,1.0,30.0,0.0,2.5,7.5,9
4,max_1,max,0,4,27.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-12.5,165.0,9
5,fair_1,fair,0,4,33.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-6.25,11.25,9
5,max_1,max,0,4,13.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-26.25,225.0,9
6,fair_1,fair,0,4,20.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-20.0,15.0,9
6,max_1,max,0,4,0.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-40.0,285.0,9
7,fair_1,fair,0,4,12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-27.5,22.5,9
7,max_1,max,0,4,-7.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-47.5,345.0,9
8,fair_1,fair,0,4,-1.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-41.25,26.25,9
8,max_1,max,0,4,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.25,345.0,9
9,fair_1,fair,0,4,5.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-35.0,30.0,9
9,max_1,max,0,4,-10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-50.0,390.0,9
0,fair_1,fair,0,4,52.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,12.5,7.5,10
0,max_1,max,0,4,32.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-7.5,60.0,10
1,fair_1,fair,0,4,38.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-1.25,11.25,10
1,max_1,max,0,4,23.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-16.25,105.0,10
2,fair_1,fair,0,4,36.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-3.75,18.75,10
2,max_1,max,0,4,26.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-13.75,135.0,10
3,fair_1,fair,0,4,22.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-17.5,52.5,10
3,max_1,max,0,4,12.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-27.5,165.0,10
4,fair_1,fair,0,4,25.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-15.0,60.0,10
4,max_1,max,0,4,20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-20.0,180.0,10
5,fair_1,fair,0,4,32.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-7.5,67.5,10
5,max_1,max,0,4,27.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-12.5,195.0,10
6,fair_1,fair,0,4,40.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,0.0,75.0,10
6,max_1,max,0,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,240.0,10
7,fair_1,fair,0,4,43.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,3.75,86.25,10
7,max_1,max,0,4,23.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-16.25,300.0,10
8,fair_1,fair,0,4,30.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-10.0,90.0,10
8,max_1,max,0,4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,300.0,10
9,fair_1,fair,0,4,36.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-3.75,93.75,10
9,max_1,max,0,4,31.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-8.75,315.0,10
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,11
0,max_1,max,0,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,11
1,fair_1,fair,0,4,20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-20.0,0.0,11
1,max_1,max,0,4,15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-25.0,75.0,11
2,fair_1,fair,0,4,11.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-28.75,33.75,11
2,max_1,max,0,4,-8.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-48.75,135.0,11
3,fair_1,fair,0,4,3.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-36.25,41.25,11
3,max_1,max,0,4,-1.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-41.25,150.0,11
4,fair_1,fair,0,4,11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-28.75,48.75,11
4,max_1,max,0,4,1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-38.75,180.0,11
5,fair_1,fair,0,4,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-26.25,56.25,11
5,max_1,max,0,4,8.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-31.25,195.0,11
6,fair_1,fair,0,4,16.25,15.0,15.0,45.0,22.5,0.5,7.5,22.5,-23.75,78.75,11
6,max_1,max,0,4,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.75,195.0,11
7,fair_1,fair,0,4,35.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-5.0,90.0,11
7,max_1,max,0,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,195.0,11
8,fair_1,fair,0,4,60.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,20.0,105.0,11
8,max_1,max,0,4,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,195.0,11
9,fair_1,fair,0,4,66.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,26.25,108.75,11
9,max_1,max,0,4,61.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,21.25,210.0,11
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,12
0,max_1,max,0,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,12
1,fair_1,fair,0,4,41.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,1.25,3.75,12
1,max_1,max,0,4,36.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-3.75,30.0,12
2,fair_1,fair,0,4,36.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-3.75,3.75,12
2,max_1,max,0,4,21.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-18.75,75.0,12
