episode,investor_return,a1_return,a1_repay,a2_return,a2_repay
96,142.5,60.0,0.6,37.5,0.85
97,423.75,161.25,0.525,15.0,0.975
98,63.75,157.5,0.5,18.75,0.825
99,201.25,198.75,0.45,120.0,0.75
100,226.25,236.25,0.55,97.5,0.675
101,205.0,135.0,0.5,30.0,0.75
102,130.0,7.5,0.525,52.5,0.75
103,245.0,123.75,0.575,11.25,0.825
104,246.25,7.5,0.525,116.25,0.8
105,238.75,97.5,0.55,93.75,0.825
106,111.25,195.0,0.525,33.75,0.75
107,252.5,7.5,0.525,150.0,0.75
108,260.0,210.0,0.575,90.0,0.75
109,36.25,90.0,0.45,33.75,0.85
110,232.5,127.5,0.55,120.0,0.75
111,145.0,120.0,0.45,45.0,0.85
112,38.75,22.5,0.55,18.75,0.8
113,202.5,135.0,0.525,112.5,0.725
114,198.75,146.25,0.55,165.0,0.6
115,51.25,15.0,0.475,63.75,0.775
116,253.75,210.0,0.575,56.25,0.775
117,287.5,157.5,0.725,165.0,0.55
118,95.0,135.0,0.575,30.0,0.875
119,61.25,105.0,0.55,63.75,0.6
120,125.0,168.75,0.525,56.25,0.8
121,125.0,52.5,0.475,172.5,0.55
122,17.5,22.5,0.525,270.0,0.4
123,93.75,30.0,0.5,176.25,0.5
124,105.0,255.0,0.525,0.0,0.65
125,127.5,37.5,0.475,135.0,0.625
126,198.75,105.0,0.525,146.25,0.625
127,121.25,105.0,0.45,93.75,0.675
128,112.5,300.0,0.45,37.5,0.6
129,90.0,7.5,0.425,142.5,0.625
130,226.25,180.0,0.5,153.75,0.675
131,27.5,37.5,0.5,15.0,0.6
132,260.0,138.75,0.525,101.25,0.775
133,113.75,18.75,0.45,67.5,0.675
134,202.5,247.5,0.55,150.0,0.55
135,36.25,15.0,0.425,18.75,0.725
136,153.75,213.75,0.475,112.5,0.675
137,145.0,33.75,0.475,71.25,0.75
138,193.75,210.0,0.525,26.25,0.775
139,65.0,108.75,0.5,116.25,0.625
140,95.0,161.25,0.475,33.75,0.775
141,78.75,90.0,0.5,41.25,0.65
142,135.0,217.5,0.5,37.5,0.775
143,175.0,195.0,0.525,60.0,0.725
144,273.75,172.5,0.525,123.75,0.75
145,92.5,210.0,0.5,67.5,0.65
146,172.5,202.5,0.5,105.0,0.7
147,43.75,0.0,0.55,26.25,0.65
148,215.0,172.5,0.5,142.5,0.7
149,252.5,292.5,0.4,135.0,0.75
150,97.5,0.0,0.4,112.5,0.675
151,68.75,93.75,0.525,37.5,0.7
152,158.75,281.25,0.5,30.0,0.8
153,132.5,206.25,0.525,71.25,0.65
154,82.5,135.0,0.5,22.5,0.75
155,167.5,67.5,0.55,135.0,0.65
156,203.75,22.5,0.5,153.75,0.7
157,178.75,255.0,0.4,146.25,0.7
158,258.75,202.5,0.5,138.75,0.725
159,132.5,142.5,0.5,75.0,0.75
160,87.5,0.0,0.575,52.5,0.7
161,176.25,52.5,0.525,71.25,0.775
162,142.5,247.5,0.5,150.0,0.525
163,122.5,277.5,0.5,30.0,0.475
164,80.0,0.0,0.45,210.0,0.55
165,73.75,18.75,0.525,37.5,0.775
166,60.0,15.0,0.4,45.0,0.725
167,88.75,82.5,0.5,48.75,0.725
168,127.5,26.25,0.45,56.25,0.775
169,158.75,30.0,0.45,161.25,0.65
170,217.5,37.5,0.525,75.0,0.8
171,205.0,135.0,0.5,150.0,0.7
172,115.0,262.5,0.5,22.5,0.5
173,93.75,15.0,0.5,41.25,0.75
174,48.75,120.0,0.45,11.25,0.725
175,236.25,105.0,0.525,78.75,0.8
176,82.5,180.0,0.475,67.5,0.75
177,47.5,150.0,0.45,52.5,0.6
178,53.75,142.5,0.5,3.75,0.75
179,132.5,150.0,0.5,37.5,0.8
180,117.5,22.5,0.575,60.0,0.75
181,56.25,146.25,0.475,7.5,0.725
182,105.0,52.5,0.5,82.5,0.7
183,80.0,78.75,0.45,41.25,0.7
184,18.75,37.5,0.5,3.75,0.75
185,62.5,120.0,0.525,7.5,0.675
186,243.75,180.0,0.55,56.25,0.825
187,112.5,195.0,0.5,52.5,0.775
188,161.25,202.5,0.575,56.25,0.625
189,16.25,30.0,0.525,3.75,0.825
190,15.0,63.75,0.425,11.25,0.7
191,71.25,157.5,0.475,11.25,0.7
192,102.5,15.0,0.5,202.5,0.55
193,98.75,165.0,0.45,26.25,0.825
194,63.75,22.5,0.5,123.75,0.575
195,92.5,307.5,0.425,210.0,0.45
196,136.25,90.0,0.55,123.75,0.65
197,61.25,90.0,0.5,18.75,0.775
198,113.75,41.25,0.525,315.0,0.475
199,92.5,93.75,0.525,93.75,0.55
200,102.5,225.0,0.45,202.5,0.475
201,131.25,255.0,0.475,63.75,0.7
202,86.25,90.0,0.6,33.75,0.825
203,22.5,60.0,0.45,37.5,0.825
204,110.0,165.0,0.45,225.0,0.525
205,222.5,221.25,0.575,176.25,0.55
206,126.25,78.75,0.525,165.0,0.525
207,88.75,165.0,0.475,86.25,0.55
208,143.75,183.75,0.5,202.5,0.575
209,176.25,165.0,0.425,138.75,0.6
210,40.0,120.0,0.55,30.0,0.7
211,46.25,75.0,0.55,18.75,0.625
212,140.0,315.0,0.45,315.0,0.45
213,86.25,60.0,0.425,63.75,0.75
214,48.75,127.5,0.45,93.75,0.675
215,126.25,52.5,0.55,191.25,0.5
216,70.0,67.5,0.45,262.5,0.4
217,-55.0,225.0,0.475,390.0,0.35
218,86.25,251.25,0.475,22.5,0.775
219,90.0,22.5,0.55,187.5,0.55
220,123.75,60.0,0.575,146.25,0.6
221,38.75,172.5,0.45,318.75,0.4
222,97.5,225.0,0.525,187.5,0.325
223,61.25,93.75,0.475,105.0,0.6
224,65.0,153.75,0.525,101.25,0.45
225,32.5,168.75,0.45,258.75,0.4
226,50.0,22.5,0.5,67.5,0.75
227,2.5,105.0,0.375,52.5,0.7
228,1.25,60.0,0.425,48.75,0.7
229,90.0,7.5,0.5,82.5,0.65
230,106.25,187.5,0.475,146.25,0.55
231,42.5,116.25,0.5,101.25,0.625
232,58.75,0.0,0.525,41.25,0.85
233,33.75,45.0,0.525,41.25,0.8
234,41.25,37.5,0.475,41.25,0.475
235,87.5,157.5,0.5,195.0,0.45
236,6.25,202.5,0.45,161.25,0.425
237,-5.0,60.0,0.5,105.0,0.6
238,-17.5,120.0,0.5,367.5,0.25
239,1.25,60.0,0.525,198.75,0.55
240,0.0,60.0,0.5,60.0,0.75
241,106.25,307.5,0.45,176.25,0.5
242,37.5,37.5,0.45,105.0,0.625
243,73.75,258.75,0.525,67.5,0.675
244,207.5,292.5,0.5,30.0,0.85
245,57.5,153.75,0.475,78.75,0.55
246,125.0,135.0,0.5,90.0,0.6
247,108.75,232.5,0.45,138.75,0.5
248,52.5,37.5,0.575,180.0,0.45
249,71.25,270.0,0.45,168.75,0.6
250,141.25,165.0,0.6,123.75,0.45
251,36.25,37.5,0.5,26.25,0.725
252,38.75,97.5,0.4,153.75,0.55
253,-20.0,52.5,0.475,337.5,0.25
254,50.0,30.0,0.45,30.0,0.725
255,0.0,217.5,0.45,352.5,0.25
256,53.75,97.5,0.45,18.75,0.8
257,33.75,7.5,0.5,108.75,0.55
258,112.5,217.5,0.475,120.0,0.525
259,-90.0,67.5,0.5,472.5,0.15
260,-20.0,277.5,0.475,382.5,0.325
261,-16.25,0.0,0.45,176.25,0.475
262,75.0,138.75,0.525,206.25,0.475
263,15.0,101.25,0.4,3.75,0.625
264,83.75,127.5,0.5,138.75,0.475
265,52.5,112.5,0.5,135.0,0.575
266,0.0,0.0,0.425,90.0,0.525
267,82.5,180.0,0.575,277.5,0.275
268,65.0,135.0,0.5,150.0,0.525
269,51.25,217.5,0.5,161.25,0.45
270,36.25,303.75,0.425,180.0,0.475
271,-26.25,101.25,0.5,375.0,0.2
272,108.75,270.0,0.5,191.25,0.475
273,101.25,270.0,0.5,138.75,0.5
274,33.75,82.5,0.6,303.75,0.35
275,36.25,108.75,0.55,375.0,0.275
276,27.5,37.5,0.5,165.0,0.4
277,27.5,142.5,0.55,150.0,0.375
278,175.0,270.0,0.55,105.0,0.55
279,21.25,93.75,0.425,75.0,0.475
280,117.5,210.0,0.5,112.5,0.5
281,41.25,138.75,0.525,60.0,0.375
282,43.75,116.25,0.5,90.0,0.575
283,2.5,116.25,0.45,131.25,0.3
284,-5.0,15.0,0.575,240.0,0.3
285,98.75,255.0,0.5,176.25,0.425
286,50.0,270.0,0.5,330.0,0.35
287,-26.25,37.5,0.5,378.75,0.275
288,27.5,142.5,0.45,60.0,0.65
289,46.25,56.25,0.525,7.5,0.675
290,-66.25,183.75,0.475,352.5,0.15
291,3.75,75.0,0.5,191.25,0.425
292,88.75,221.25,0.525,0.0,0.7
293,66.25,217.5,0.525,86.25,0.45
294,32.5,146.25,0.525,131.25,0.45
295,1.25,22.5,0.5,176.25,0.45
296,23.75,157.5,0.525,168.75,0.4
297,21.25,52.5,0.5,116.25,0.45
298,-48.75,26.25,0.475,352.5,0.125
299,26.25,116.25,0.375,97.5,0.425
300,-43.75,78.75,0.4,255.0,0.175
301,13.75,26.25,0.5,90.0,0.35
302,16.25,30.0,0.5,183.75,0.375
303,8.75,78.75,0.475,52.5,0.3
304,10.0,127.5,0.475,172.5,0.325
305,-60.0,0.0,0.475,270.0,0.15
306,-43.75,153.75,0.45,450.0,0.2
307,25.0,82.5,0.5,112.5,0.3
308,25.0,30.0,0.45,15.0,0.25
309,10.0,41.25,0.475,108.75,0.375
310,26.25,93.75,0.475,0.0,0.0
311,-75.0,101.25,0.45,333.75,0.075
312,31.25,37.5,0.5,11.25,0.3
313,-47.5,30.0,0.525,187.5,0.075
314,-91.25,311.25,0.4,510.0,0.1
315,60.0,165.0,0.525,135.0,0.35
316,72.5,150.0,0.575,157.5,0.35
317,-5.0,120.0,0.45,105.0,0.225
318,40.0,120.0,0.475,0.0,0.0
319,20.0,15.0,0.5,45.0,0.2
320,-162.5,67.5,0.6,585.0,0.0
321,7.5,97.5,0.45,45.0,0.0
322,16.25,142.5,0.55,191.25,0.1
323,41.25,202.5,0.475,176.25,0.35
324,-17.5,56.25,0.55,341.25,0.175
325,60.0,97.5,0.55,82.5,0.325
326,10.0,86.25,0.475,183.75,0.25
327,47.5,150.0,0.45,22.5,0.2
328,-67.5,22.5,0.525,225.0,0.0
329,36.25,172.5,0.6,341.25,0.15
330,-17.5,37.5,0.6,300.0,0.2
331,55.0,131.25,0.6,243.75,0.075
332,15.0,240.0,0.5,225.0,0.0
333,-37.5,112.5,0.5,435.0,0.175
334,47.5,75.0,0.55,37.5,0.25
335,-78.75,142.5,0.475,206.25,0.025
336,28.75,112.5,0.5,168.75,0.3
337,-27.5,127.5,0.5,210.0,0.075
338,-32.5,93.75,0.5,198.75,0.075
339,-10.0,37.5,0.525,112.5,0.325
340,-57.5,22.5,0.45,225.0,0.175
341,6.25,0.0,0.45,183.75,0.35
342,-6.25,45.0,0.45,71.25,0.2
343,102.5,187.5,0.625,120.0,0.15
344,-75.0,45.0,0.45,330.0,0.125
345,3.75,45.0,0.475,41.25,0.3
346,8.75,18.75,0.4,22.5,0.275
347,41.25,187.5,0.5,71.25,0.225
348,11.25,93.75,0.425,105.0,0.375
349,-28.75,165.0,0.5,303.75,0.075
350,16.25,345.0,0.4,108.75,0.225
351,68.75,285.0,0.5,86.25,0.175
352,7.5,165.0,0.55,187.5,0.3
353,-43.75,45.0,0.475,228.75,0.175
354,-40.0,150.0,0.475,390.0,0.225
355,31.25,210.0,0.475,138.75,0.375
356,55.0,112.5,0.5,202.5,0.25
357,20.0,30.0,0.5,60.0,0.475
358,47.5,243.75,0.425,138.75,0.325
359,50.0,277.5,0.475,202.5,0.3
360,13.75,90.0,0.5,236.25,0.3
361,-10.0,262.5,0.45,187.5,0.15
362,-58.75,63.75,0.475,315.0,0.175
363,0.0,15.0,0.5,165.0,0.3
364,-2.5,30.0,0.525,22.5,0.25
365,-17.5,150.0,0.4,127.5,0.225
366,13.75,135.0,0.4,101.25,0.375
367,15.0,11.25,0.525,153.75,0.325
368,62.5,236.25,0.475,11.25,0.25
369,77.5,258.75,0.475,153.75,0.25
370,-72.5,0.0,0.575,262.5,0.1
371,-106.25,120.0,0.325,446.25,0.125
372,-46.25,7.5,0.45,258.75,0.15
373,77.5,292.5,0.5,90.0,0.225
374,16.25,180.0,0.45,63.75,0.3
375,12.5,187.5,0.475,150.0,0.175
376,102.5,247.5,0.55,120.0,0.375
377,-3.75,0.0,0.425,123.75,0.325
378,135.0,157.5,0.6,7.5,0.425
379,40.0,187.5,0.5,112.5,0.2
380,1.25,157.5,0.45,161.25,0.25
381,30.0,172.5,0.475,127.5,0.375
382,71.25,210.0,0.5,108.75,0.35
383,-6.25,7.5,0.525,108.75,0.35
384,-88.75,78.75,0.425,510.0,0.15
385,92.5,165.0,0.55,22.5,0.35
386,-21.25,30.0,0.525,161.25,0.25
387,6.25,165.0,0.425,48.75,0.325
388,-48.75,30.0,0.55,408.75,0.225
389,52.5,172.5,0.5,75.0,0.275
390,-43.75,52.5,0.55,311.25,0.175
391,80.0,213.75,0.525,26.25,0.3
392,17.5,165.0,0.425,97.5,0.275
393,30.0,120.0,0.525,90.0,0.275
394,6.25,60.0,0.5,63.75,0.3
395,-25.0,60.0,0.45,255.0,0.3
396,22.5,26.25,0.475,101.25,0.45
397,28.75,90.0,0.525,11.25,0.3
398,56.25,210.0,0.55,363.75,0.225
399,11.25,60.0,0.5,78.75,0.35
400,-58.75,0.0,0.45,408.75,0.2
401,45.0,217.5,0.575,427.5,0.225
402,66.25,168.75,0.6,165.0,0.225
403,26.25,262.5,0.45,71.25,0.325
404,15.0,75.0,0.475,90.0,0.275
405,43.75,30.0,0.525,116.25,0.45
406,-77.5,37.5,0.5,480.0,0.175
407,82.5,255.0,0.5,82.5,0.275
408,27.5,127.5,0.4,225.0,0.325
409,20.0,243.75,0.425,266.25,0.3
410,65.0,90.0,0.575,75.0,0.275
411,41.25,180.0,0.5,228.75,0.35
412,18.75,105.0,0.45,56.25,0.4
413,77.5,135.0,0.55,367.5,0.35
414,-5.0,15.0,0.6,90.0,0.325
415,3.75,15.0,0.6,11.25,0.225
416,7.5,82.5,0.45,270.0,0.3
417,80.0,300.0,0.475,0.0,0.3
418,0.0,67.5,0.525,202.5,0.25
419,85.0,165.0,0.575,0.0,0.225
420,21.25,15.0,0.5,153.75,0.4
421,137.5,247.5,0.55,45.0,0.35
422,96.25,187.5,0.5,176.25,0.425
423,85.0,210.0,0.5,135.0,0.4
424,50.0,22.5,0.525,157.5,0.475
425,55.0,183.75,0.525,41.25,0.35
426,151.25,217.5,0.525,191.25,0.475
427,90.0,101.25,0.475,108.75,0.575
428,86.25,131.25,0.625,322.5,0.35
429,27.5,67.5,0.5,45.0,0.6
430,58.75,33.75,0.6,127.5,0.625
431,10.0,56.25,0.525,303.75,0.4
432,2.5,30.0,0.5,367.5,0.3
433,66.25,116.25,0.475,247.5,0.4
434,2.5,33.75,0.525,123.75,0.625
435,126.25,120.0,0.525,123.75,0.7
436,100.0,258.75,0.5,11.25,0.85
437,151.25,112.5,0.475,116.25,0.7
438,81.25,120.0,0.475,78.75,0.675
439,118.75,135.0,0.5,116.25,0.675
440,110.0,60.0,0.5,0.0,0.925
441,62.5,157.5,0.475,0.0,0.825
442,86.25,22.5,0.5,191.25,0.55
443,248.75,180.0,0.65,161.25,0.55
444,113.75,210.0,0.5,56.25,0.725
445,177.5,217.5,0.45,135.0,0.7
446,80.0,67.5,0.55,22.5,0.85
447,141.25,105.0,0.5,3.75,0.85
448,175.0,277.5,0.5,37.5,0.825
449,245.0,262.5,0.45,52.5,0.8
450,45.0,75.0,0.5,0.0,1.0
451,115.0,225.0,0.55,0.0,0.925
452,145.0,225.0,0.45,180.0,0.675
453,240.0,150.0,0.55,0.0,0.925
454,213.75,262.5,0.5,123.75,0.625
455,163.75,120.0,0.5,56.25,0.75
456,72.5,67.5,0.5,0.0,0.9
457,213.75,127.5,0.5,78.75,0.775
458,28.75,120.0,0.5,11.25,0.875
459,110.0,135.0,0.525,225.0,0.6
460,133.75,30.0,0.5,26.25,0.875
461,106.25,315.0,0.4,258.75,0.55
462,173.75,60.0,0.6,56.25,0.775
463,123.75,345.0,0.425,11.25,0.875
464,233.75,255.0,0.5,101.25,0.775
465,170.0,157.5,0.575,22.5,0.9
466,58.75,22.5,0.55,108.75,0.65
467,28.75,37.5,0.575,33.75,0.8
468,96.25,116.25,0.475,67.5,0.775
469,73.75,67.5,0.5,198.75,0.4
470,72.5,135.0,0.5,352.5,0.375
471,156.25,210.0,0.5,93.75,0.75
472,153.75,255.0,0.5,191.25,0.525
473,115.0,52.5,0.575,172.5,0.525
474,58.75,11.25,0.525,90.0,0.775
475,23.75,146.25,0.45,0.0,0.85
476,61.25,82.5,0.5,146.25,0.65
477,102.5,7.5,0.5,30.0,0.875
478,147.5,270.0,0.475,202.5,0.55
479,157.5,206.25,0.525,206.25,0.525
480,133.75,101.25,0.475,135.0,0.625
481,26.25,48.75,0.575,315.0,0.3
482,137.5,142.5,0.5,90.0,0.7
483,90.0,221.25,0.425,168.75,0.6
484,68.75,157.5,0.5,3.75,0.9
485,122.5,37.5,0.5,60.0,0.7
486,16.25,315.0,0.45,438.75,0.25
487,88.75,135.0,0.475,146.25,0.7
488,117.5,0.0,0.525,142.5,0.65
489,125.0,123.75,0.525,251.25,0.525
490,96.25,180.0,0.45,93.75,0.75
491,122.5,150.0,0.575,247.5,0.4
492,127.5,191.25,0.525,11.25,0.925
493,103.75,45.0,0.525,131.25,0.65
494,68.75,67.5,0.5,3.75,0.775
495,146.25,202.5,0.55,41.25,0.75
496,30.0,60.0,0.45,0.0,0.75
497,62.5,30.0,0.45,187.5,0.525
498,171.25,247.5,0.475,11.25,0.925
499,175.0,67.5,0.55,37.5,0.775
500,96.25,15.0,0.5,48.75,0.8
501,110.0,127.5,0.5,202.5,0.55
502,152.5,112.5,0.5,105.0,0.725
503,155.0,11.25,0.525,93.75,0.725
504,113.75,210.0,0.5,26.25,0.725
505,83.75,221.25,0.475,15.0,0.8
506,78.75,131.25,0.575,0.0,0.925
507,120.0,285.0,0.475,75.0,0.8
508,107.5,71.25,0.525,131.25,0.575
509,40.0,127.5,0.5,22.5,0.85
510,125.0,303.75,0.475,131.25,0.475
511,33.75,105.0,0.5,11.25,0.875
512,72.5,97.5,0.45,150.0,0.575
513,97.5,221.25,0.475,11.25,0.75
514,-26.25,0.0,0.475,326.25,0.275
515,172.5,142.5,0.55,195.0,0.55
516,60.0,22.5,0.45,67.5,0.675
517,33.75,67.5,0.425,198.75,0.5
518,20.0,37.5,0.5,22.5,0.85
519,100.0,198.75,0.475,41.25,0.825
520,113.75,37.5,0.45,108.75,0.65
521,48.75,33.75,0.525,187.5,0.475
522,97.5,255.0,0.5,157.5,0.625
523,58.75,150.0,0.4,311.25,0.45
524,55.0,45.0,0.525,30.0,0.825
525,103.75,146.25,0.45,60.0,0.775
526,108.75,78.75,0.5,82.5,0.65
527,21.25,52.5,0.425,26.25,0.75
528,106.25,78.75,0.55,225.0,0.5
529,122.5,183.75,0.475,123.75,0.525
530,48.75,97.5,0.475,33.75,0.625
531,182.5,202.5,0.55,45.0,0.775
532,56.25,90.0,0.5,93.75,0.625
533,37.5,82.5,0.475,30.0,0.825
534,15.0,15.0,0.55,300.0,0.35
535,126.25,135.0,0.55,138.75,0.65
536,11.25,97.5,0.475,11.25,0.925
537,187.5,206.25,0.525,86.25,0.65
538,85.0,165.0,0.5,30.0,0.65
539,82.5,93.75,0.45,63.75,0.65
540,102.5,142.5,0.5,45.0,0.85
541,47.5,165.0,0.45,7.5,0.775
542,202.5,165.0,0.575,142.5,0.575
543,80.0,30.0,0.3,150.0,0.55
544,133.75,105.0,0.45,71.25,0.75
545,116.25,97.5,0.4,176.25,0.6
546,57.5,63.75,0.425,48.75,0.75
547,170.0,45.0,0.625,165.0,0.6
548,115.0,330.0,0.425,45.0,0.75
549,62.5,7.5,0.175,30.0,0.875
550,127.5,191.25,0.475,41.25,0.825
551,66.25,67.5,0.55,26.25,0.875
552,181.25,225.0,0.55,93.75,0.65
553,157.5,198.75,0.475,93.75,0.675
554,135.0,30.0,0.45,285.0,0.525
555,136.25,296.25,0.475,37.5,0.75
556,62.5,150.0,0.45,307.5,0.425
557,186.25,135.0,0.45,78.75,0.75
558,117.5,180.0,0.525,22.5,0.85
559,-7.5,105.0,0.4,292.5,0.375
560,116.25,150.0,0.5,63.75,0.525
561,71.25,157.5,0.475,251.25,0.425
562,117.5,127.5,0.35,75.0,0.75
563,60.0,22.5,0.35,247.5,0.45
564,157.5,135.0,0.525,37.5,0.8
565,63.75,105.0,0.475,191.25,0.55
566,53.75,157.5,0.5,228.75,0.525
567,95.0,45.0,0.225,30.0,0.8
568,106.25,217.5,0.5,26.25,0.75
569,56.25,90.0,0.4,303.75,0.35
570,161.25,240.0,0.45,48.75,0.8
571,76.25,120.0,0.55,33.75,0.75
572,55.0,52.5,0.325,112.5,0.65
573,77.5,37.5,0.275,195.0,0.55
574,30.0,135.0,0.325,15.0,0.9
575,31.25,150.0,0.5,408.75,0.3
576,58.75,45.0,0.25,116.25,0.575
577,55.0,86.25,0.325,348.75,0.4
578,85.0,195.0,0.55,30.0,0.75
579,70.0,150.0,0.475,30.0,0.9
580,115.0,7.5,0.25,67.5,0.725
581,85.0,30.0,0.45,45.0,0.75
582,198.75,277.5,0.525,33.75,0.75
583,93.75,135.0,0.35,161.25,0.525
584,160.0,292.5,0.475,157.5,0.6
585,180.0,97.5,0.45,52.5,0.75
586,183.75,307.5,0.475,108.75,0.7
587,130.0,127.5,0.55,172.5,0.525
588,105.0,172.5,0.5,142.5,0.575
589,113.75,240.0,0.45,56.25,0.6
590,61.25,161.25,0.575,337.5,0.325
591,26.25,67.5,0.25,26.25,0.725
592,41.25,82.5,0.45,26.25,0.625
593,110.0,142.5,0.45,37.5,0.725
594,160.0,183.75,0.525,86.25,0.625
595,56.25,105.0,0.4,18.75,0.675
596,117.5,273.75,0.425,318.75,0.45
597,80.0,225.0,0.5,15.0,0.625
598,146.25,255.0,0.5,108.75,0.575
599,90.0,63.75,0.375,116.25,0.65
600,66.25,15.0,0.3,108.75,0.5
601,73.75,112.5,0.5,33.75,0.65
602,36.25,318.75,0.425,375.0,0.3
603,67.5,277.5,0.5,45.0,0.8
604,117.5,270.0,0.475,52.5,0.625
605,101.25,22.5,0.25,176.25,0.55
606,135.0,135.0,0.6,240.0,0.45
607,141.25,157.5,0.5,101.25,0.675
608,20.0,37.5,0.5,352.5,0.375
609,18.75,150.0,0.425,11.25,0.65
610,127.5,82.5,0.4,330.0,0.45
611,148.75,187.5,0.55,273.75,0.425
612,33.75,120.0,0.35,56.25,0.65
613,80.0,7.5,0.1,262.5,0.525
614,201.25,236.25,0.6,82.5,0.6
615,73.75,123.75,0.45,82.5,0.6
616,36.25,15.0,0.2,18.75,0.75
617,75.0,97.5,0.575,7.5,0.625
618,86.25,52.5,0.4,41.25,0.75
619,81.25,15.0,0.425,63.75,0.725
620,87.5,22.5,0.275,60.0,0.675
621,193.75,97.5,0.35,168.75,0.65
622,92.5,142.5,0.45,45.0,0.6
623,160.0,232.5,0.525,37.5,0.775
624,48.75,127.5,0.275,63.75,0.65
625,242.5,217.5,0.5,90.0,0.75
626,113.75,150.0,0.375,56.25,0.725
627,108.75,273.75,0.425,37.5,0.775
628,150.0,138.75,0.475,71.25,0.75
629,135.0,213.75,0.475,41.25,0.75
630,91.25,37.5,0.35,71.25,0.65
