timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
11,max_1,max,1,4,10333.25,0.0,0.0,0.0,0.0,0.0,0.0,333.25,192.75,,
11,fair_2,fair,1,4,10318.25,15.0,45.0,0.0,0.0,-15.0,45.0,318.25,363.75,,
11,max_2,max,1,4,10330.75,10.0,30.0,22.5,0.75,12.5,7.5,330.75,116.25,,
12,fair_1,fair,1,4,10350.75,10.0,30.0,30.0,1.0,20.0,0.0,350.75,226.5,,
12,max_1,max,1,4,10351.75,20.0,60.0,21.0,0.35,1.0,39.0,351.75,231.75,,
12,fair_2,fair,1,4,10334.75,20.0,60.0,3.0,0.05,-17.0,57.0,334.75,420.75,,
12,max_2,max,1,4,10347.25,10.0,30.0,22.5,0.75,12.5,7.5,347.25,123.75,,
13,fair_1,fair,1,4,10387.25,20.0,60.0,60.0,1.0,40.0,0.0,387.25,226.5,,
13,max_1,max,1,4,10397.25,20.0,60.0,30.0,0.5,10.0,30.0,397.25,261.75,,
13,fair_2,fair,1,4,10401.25,20.0,60.0,24.0,0.4,4.0,36.0,401.25,456.75,,
13,max_2,max,1,4,10407.5,5.0,15.0,11.25,0.75,6.25,3.75,407.5,127.5,,
14,fair_1,fair,1,4,10390.5,20.0,60.0,3.0,0.05,-17.0,57.0,390.5,283.5,,
14,max_1,max,1,4,10391.0,10.0,30.0,10.5,0.35,0.5,19.5,391.0,281.25,,
14,fair_2,fair,1,4,10381.0,10.0,30.0,0.0,0.0,-10.0,30.0,381.0,486.75,,
14,max_2,max,1,4,10390.25,5.0,15.0,14.25,0.95,9.25,0.75,390.25,128.25,,
15,fair_1,fair,1,4,10400.25,5.0,15.0,15.0,1.0,10.0,0.0,400.25,283.5,,
15,max_1,max,1,4,10401.25,20.0,60.0,21.0,0.35,1.0,39.0,401.25,320.25,,
15,fair_2,fair,1,4,10384.25,20.0,60.0,3.0,0.05,-17.0,57.0,384.25,543.75,,
15,max_2,max,1,4,10396.75,10.0,30.0,22.5,0.75,12.5,7.5,396.75,135.75,,
16,fair_1,fair,1,4,10436.75,20.0,60.0,60.0,1.0,40.0,0.0,436.75,283.5,,
16,max_1,max,1,4,10425.75,20.0,60.0,9.0,0.15,-11.0,51.0,425.75,371.25,,
16,fair_2,fair,1,4,10429.75,20.0,60.0,24.0,0.4,4.0,36.0,429.75,579.75,,
16,max_2,max,1,4,10454.75,20.0,60.0,45.0,0.75,25.0,15.0,454.75,150.75,,
17,fair_1,fair,1,4,10494.75,20.0,60.0,60.0,1.0,40.0,0.0,494.75,283.5,,
17,max_1,max,1,4,10484.75,10.0,30.0,0.0,0.0,-10.0,30.0,484.75,401.25,,
17,fair_2,fair,1,4,10464.75,20.0,60.0,0.0,0.0,-20.0,60.0,464.75,639.75,,
17,max_2,max,1,4,10477.75,20.0,60.0,33.0,0.55,13.0,27.0,477.75,177.75,,
18,fair_1,fair,1,4,10517.75,20.0,60.0,60.0,1.0,40.0,0.0,517.75,283.5,,
18,max_1,max,1,4,10512.75,20.0,60.0,15.0,0.25,-5.0,45.0,512.75,446.25,,
18,fair_2,fair,1,4,10492.75,20.0,60.0,0.0,0.0,-20.0,60.0,492.75,699.75,,
18,max_2,max,1,4,10517.75,20.0,60.0,45.0,0.75,25.0,15.0,517.75,192.75,,
19,fair_1,fair,1,4,10497.75,20.0,60.0,0.0,0.0,-20.0,60.0,497.75,343.5,,
19,max_1,max,1,4,10497.75,0.0,0.0,0.0,0.0,0.0,0.0,497.75,446.25,,
19,fair_2,fair,1,4,10487.75,10.0,30.0,0.0,0.0,-10.0,30.0,487.75,729.75,,
19,max_2,max,1,4,10494.25,10.0,30.0,16.5,0.55,6.5,13.5,494.25,206.25,,
20,fair_1,fair,1,4,10494.25,0.0,0.0,0.0,0.2,0.0,0.0,494.25,343.5,,
20,max_1,max,1,4,10494.5,5.0,15.0,5.25,0.35,0.25,9.75,494.5,456.0,,
20,fair_2,fair,1,4,10531.5,20.0,60.0,57.0,0.95,37.0,3.0,531.5,732.75,,
20,max_2,max,1,4,10544.0,10.0,30.0,22.5,0.75,12.5,7.5,544.0,213.75,,
21,fair_1,fair,1,4,10584.0,20.0,60.0,60.0,1.0,40.0,0.0,584.0,343.5,,
21,max_1,max,1,4,10609.0,20.0,60.0,45.0,0.75,25.0,15.0,609.0,471.0,,
21,fair_2,fair,1,4,10610.0,5.0,15.0,6.0,0.4,1.0,9.0,610.0,741.75,,
21,max_2,max,1,4,10616.25,5.0,15.0,11.25,0.75,6.25,3.75,616.25,217.5,,
22,fair_1,fair,1,4,10653.25,20.0,60.0,57.0,0.95,37.0,3.0,653.25,346.5,,
22,max_1,max,1,4,10658.25,10.0,30.0,15.0,0.5,5.0,15.0,658.25,486.0,,
22,fair_2,fair,1,4,10698.25,20.0,60.0,60.0,1.0,40.0,0.0,698.25,741.75,,
22,max_2,max,1,4,10708.25,20.0,60.0,30.0,0.5,10.0,30.0,708.25,247.5,,
23,fair_1,fair,1,4,10748.25,20.0,60.0,60.0,1.0,40.0,0.0,748.25,346.5,,
23,max_1,max,1,4,10770.25,20.0,60.0,42.0,0.7,22.0,18.0,770.25,504.0,,
23,fair_2,fair,1,4,10774.25,20.0,60.0,24.0,0.4,4.0,36.0,774.25,777.75,,
23,max_2,max,1,4,10780.5,5.0,15.0,11.25,0.75,6.25,3.75,780.5,251.25,,
24,fair_1,fair,1,4,10763.5,20.0,60.0,3.0,0.05,-17.0,57.0,763.5,403.5,,
24,max_1,max,1,4,10774.5,10.0,30.0,21.0,0.7,11.0,9.0,774.5,513.0,,
24,fair_2,fair,1,4,10770.25,5.0,15.0,0.75,0.05,-4.25,14.25,770.25,792.0,,
24,max_2,max,1,4,10776.5,5.0,15.0,11.25,0.75,6.25,3.75,776.5,255.0,,
25,fair_1,fair,1,4,10776.5,0.0,0.0,0.0,1.0,0.0,0.0,776.5,403.5,,
25,max_1,max,1,4,10756.5,20.0,60.0,0.0,0.0,-20.0,60.0,756.5,573.0,,
25,fair_2,fair,1,4,10793.5,20.0,60.0,57.0,0.95,37.0,3.0,793.5,795.0,,
25,max_2,max,1,4,10806.0,10.0,30.0,22.5,0.75,12.5,7.5,806.0,262.5,,
26,fair_1,fair,1,4,10826.0,10.0,30.0,30.0,1.0,20.0,0.0,826.0,403.5,,
26,max_1,max,1,4,10821.0,5.0,15.0,0.0,0.0,-5.0,15.0,821.0,588.0,,
26,fair_2,fair,1,4,10801.0,20.0,60.0,0.0,0.0,-20.0,60.0,801.0,855.0,,
26,max_2,max,1,4,10813.5,10.0,30.0,22.5,0.75,12.5,7.5,813.5,270.0,,
27,fair_1,fair,1,4,10853.5,20.0,60.0,60.0,1.0,40.0,0.0,853.5,403.5,,
27,max_1,max,1,4,10842.5,20.0,60.0,9.0,0.15,-11.0,51.0,842.5,639.0,,
27,fair_2,fair,1,4,10825.5,20.0,60.0,3.0,0.05,-17.0,57.0,825.5,912.0,,
27,max_2,max,1,4,10850.5,20.0,60.0,45.0,0.75,25.0,15.0,850.5,285.0,,
28,fair_1,fair,1,4,10890.5,20.0,60.0,60.0,1.0,40.0,0.0,890.5,403.5,,
28,max_1,max,1,4,10870.5,20.0,60.0,0.0,0.0,-20.0,60.0,870.5,699.0,,
28,fair_2,fair,1,4,10874.5,20.0,60.0,24.0,0.4,4.0,36.0,874.5,948.0,,
28,max_2,max,1,4,10887.5,20.0,60.0,33.0,0.55,13.0,27.0,887.5,312.0,,
29,fair_1,fair,1,4,10867.5,20.0,60.0,0.0,0.0,-20.0,60.0,867.5,463.5,,
29,max_1,max,1,4,10867.5,0.0,0.0,0.0,0.0,0.0,0.0,867.5,699.0,,
29,fair_2,fair,1,4,10862.5,5.0,15.0,0.0,0.0,-5.0,15.0,862.5,963.0,,
29,max_2,max,1,4,10866.0,10.0,30.0,13.5,0.45,3.5,16.5,866.0,328.5,,
30,fair_1,fair,1,4,10866.0,0.0,0.0,0.0,0.2,0.0,0.0,866.0,463.5,,
30,max_1,max,1,4,10866.0,0.0,0.0,0.0,0.3,0.0,0.0,866.0,699.0,,
30,fair_2,fair,1,4,10903.0,20.0,60.0,57.0,0.95,37.0,3.0,903.0,966.0,,
30,max_2,max,1,4,10903.0,0.0,0.0,0.0,0.75,0.0,0.0,903.0,328.5,,
31,fair_1,fair,1,4,10940.0,20.0,60.0,57.0,0.95,37.0,3.0,940.0,466.5,,
31,max_1,max,1,4,10959.0,20.0,60.0,39.0,0.65,19.0,21.0,959.0,720.0,,
31,fair_2,fair,1,4,10939.0,20.0,60.0,0.0,0.0,-20.0,60.0,939.0,1026.0,,
31,max_2,max,1,4,10945.25,5.0,15.0,11.25,0.75,6.25,3.75,945.25,332.25,,
32,fair_1,fair,1,4,10985.25,20.0,60.0,60.0,1.0,40.0,0.0,985.25,466.5,,
32,max_1,max,1,4,11004.25,20.0,60.0,39.0,0.65,19.0,21.0,1004.25,741.0,,
32,fair_2,fair,1,4,10987.25,20.0,60.0,3.0,0.05,-17.0,57.0,987.25,1083.0,,
32,max_2,max,1,4,10993.5,5.0,15.0,11.25,0.75,6.25,3.75,993.5,336.0,,
33,fair_1,fair,1,4,11033.5,20.0,60.0,60.0,1.0,40.0,0.0,1033.5,466.5,,
33,max_1,max,1,4,11052.5,20.0,60.0,39.0,0.65,19.0,21.0,1052.5,762.0,,
33,fair_2,fair,1,4,11074.5,20.0,60.0,42.0,0.7,22.0,18.0,1074.5,1101.0,,
33,max_2,max,1,4,11080.75,5.0,15.0,11.25,0.75,6.25,3.75,1080.75,339.75,,
34,fair_1,fair,1,4,11117.75,20.0,60.0,57.0,0.95,37.0,3.0,1117.75,469.5,,
34,max_1,max,1,4,11127.75,20.0,60.0,30.0,0.5,10.0,30.0,1127.75,792.0,,
34,fair_2,fair,1,4,11110.75,20.0,60.0,3.0,0.05,-17.0,57.0,1110.75,1158.0,,
34,max_2,max,1,4,11110.75,0.0,0.0,0.0,0.75,0.0,0.0,1110.75,339.75,,
35,fair_1,fair,1,4,11150.75,20.0,60.0,60.0,1.0,40.0,0.0,1150.75,469.5,,
35,max_1,max,1,4,11160.75,20.0,60.0,30.0,0.5,10.0,30.0,1160.75,822.0,,
35,fair_2,fair,1,4,11143.75,20.0,60.0,3.0,0.05,-17.0,57.0,1143.75,1215.0,,
35,max_2,max,1,4,11150.0,5.0,15.0,11.25,0.75,6.25,3.75,1150.0,343.5,,
36,fair_1,fair,1,4,11142.0,20.0,60.0,12.0,0.2,-8.0,48.0,1142.0,517.5,,
36,max_1,max,1,4,11122.0,20.0,60.0,0.0,0.0,-20.0,60.0,1122.0,882.0,,
36,fair_2,fair,1,4,11112.0,10.0,30.0,0.0,0.0,-10.0,30.0,1112.0,1245.0,,
36,max_2,max,1,4,11130.75,15.0,45.0,33.75,0.75,18.75,11.25,1130.75,354.75,,
37,fair_1,fair,1,4,11130.75,0.0,0.0,0.0,0.0,0.0,0.0,1130.75,517.5,,
37,max_1,max,1,4,11130.75,0.0,0.0,0.0,0.0,0.0,0.0,1130.75,882.0,,
37,fair_2,fair,1,4,11167.75,20.0,60.0,57.0,0.95,37.0,3.0,1167.75,1248.0,,
37,max_2,max,1,4,11174.25,10.0,30.0,16.5,0.55,6.5,13.5,1174.25,368.25,,
38,fair_1,fair,1,4,11214.25,20.0,60.0,60.0,1.0,40.0,0.0,1214.25,517.5,,
38,max_1,max,1,4,11233.25,20.0,60.0,39.0,0.65,19.0,21.0,1233.25,903.0,,
38,fair_2,fair,1,4,11229.0,5.0,15.0,0.75,0.05,-4.25,14.25,1229.0,1262.25,,
38,max_2,max,1,4,11235.25,5.0,15.0,11.25,0.75,6.25,3.75,1235.25,372.0,,
39,fair_1,fair,1,4,11218.25,20.0,60.0,3.0,0.05,-17.0,57.0,1218.25,574.5,,
39,max_1,max,1,4,11218.75,10.0,30.0,10.5,0.35,0.5,19.5,1218.75,922.5,,
39,fair_2,fair,1,4,11238.75,10.0,30.0,30.0,1.0,20.0,0.0,1238.75,1262.25,,
39,max_2,max,1,4,11251.25,10.0,30.0,22.5,0.75,12.5,7.5,1251.25,379.5,,
40,fair_1,fair,1,4,11271.25,10.0,30.0,30.0,1.0,20.0,0.0,1271.25,574.5,,
40,max_1,max,1,4,11251.25,20.0,60.0,0.0,0.0,-20.0,60.0,1251.25,982.5,,
40,fair_2,fair,1,4,11288.25,20.0,60.0,57.0,0.95,37.0,3.0,1288.25,1265.25,,
40,max_2,max,1,4,11313.25,20.0,60.0,45.0,0.75,25.0,15.0,1313.25,394.5,,
41,fair_1,fair,1,4,11293.25,20.0,60.0,0.0,0.0,-20.0,60.0,1293.25,634.5,,
41,max_1,max,1,4,11295.75,5.0,15.0,7.5,0.5,2.5,7.5,1295.75,990.0,,
41,fair_2,fair,1,4,11297.75,10.0,30.0,12.0,0.4,2.0,18.0,1297.75,1283.25,,
41,max_2,max,1,4,11310.25,10.0,30.0,22.5,0.75,12.5,7.5,1310.25,402.0,,
42,fair_1,fair,1,4,11328.75,10.0,30.0,28.5,0.95,18.5,1.5,1328.75,636.0,,
42,max_1,max,1,4,11329.25,10.0,30.0,10.5,0.35,0.5,19.5,1329.25,1009.5,,
42,fair_2,fair,1,4,11329.25,0.0,0.0,0.0,0.0,0.0,0.0,1329.25,1283.25,,
42,max_2,max,1,4,11341.75,10.0,30.0,22.5,0.75,12.5,7.5,1341.75,409.5,,
43,fair_1,fair,1,4,11327.75,20.0,60.0,6.0,0.1,-14.0,54.0,1327.75,690.0,,
43,max_1,max,1,4,11340.25,10.0,30.0,22.5,0.75,12.5,7.5,1340.25,1017.0,,
43,fair_2,fair,1,4,11358.75,10.0,30.0,28.5,0.95,18.5,1.5,1358.75,1284.75,,
43,max_2,max,1,4,11368.75,5.0,15.0,15.0,1.0,10.0,0.0,1368.75,409.5,,
44,fair_1,fair,1,4,11381.25,10.0,30.0,22.5,0.75,12.5,7.5,1381.25,697.5,,
44,max_1,max,1,4,11361.25,20.0,60.0,0.0,0.0,-20.0,60.0,1361.25,1077.0,,
44,fair_2,fair,1,4,11341.25,20.0,60.0,0.0,0.0,-20.0,60.0,1341.25,1344.75,,
44,max_2,max,1,4,11366.25,20.0,60.0,45.0,0.75,25.0,15.0,1366.25,424.5,,
45,fair_1,fair,1,4,11406.25,20.0,60.0,60.0,1.0,40.0,0.0,1406.25,697.5,,
45,max_1,max,1,4,11386.25,20.0,60.0,0.0,0.0,-20.0,60.0,1386.25,1137.0,,
45,fair_2,fair,1,4,11369.25,20.0,60.0,3.0,0.05,-17.0,57.0,1369.25,1401.75,,
45,max_2,max,1,4,11375.5,5.0,15.0,11.25,0.75,6.25,3.75,1375.5,428.25,,
46,fair_1,fair,1,4,11415.5,20.0,60.0,60.0,1.0,40.0,0.0,1415.5,697.5,,
46,max_1,max,1,4,11395.5,20.0,60.0,0.0,0.0,-20.0,60.0,1395.5,1197.0,,
46,fair_2,fair,1,4,11375.5,20.0,60.0,0.0,0.0,-20.0,60.0,1375.5,1461.75,,
46,max_2,max,1,4,11400.5,20.0,60.0,45.0,0.75,25.0,15.0,1400.5,443.25,,
47,fair_1,fair,1,4,11440.5,20.0,60.0,60.0,1.0,40.0,0.0,1440.5,697.5,,
47,max_1,max,1,4,11420.5,20.0,60.0,0.0,0.0,-20.0,60.0,1420.5,1257.0,,
47,fair_2,fair,1,4,11400.5,20.0,60.0,0.0,0.0,-20.0,60.0,1400.5,1521.75,,
47,max_2,max,1,4,11425.5,20.0,60.0,45.0,0.75,25.0,15.0,1425.5,458.25,,
48,fair_1,fair,1,4,11417.5,20.0,60.0,12.0,0.2,-8.0,48.0,1417.5,745.5,,
48,max_1,max,1,4,11412.5,5.0,15.0,0.0,0.0,-5.0,15.0,1412.5,1272.0,,
48,fair_2,fair,1,4,11392.5,20.0,60.0,0.0,0.0,-20.0,60.0,1392.5,1581.75,,
48,max_2,max,1,4,11417.5,20.0,60.0,45.0,0.75,25.0,15.0,1417.5,473.25,,
49,fair_1,fair,1,4,11409.5,20.0,60.0,12.0,0.2,-8.0,48.0,1409.5,793.5,,
49,max_1,max,1,4,11404.5,5.0,15.0,0.0,0.0,-5.0,15.0,1404.5,1287.0,,
49,fair_2,fair,1,4,11384.5,20.0,60.0,0.0,0.0,-20.0,60.0,1384.5,1641.75,,
49,max_2,max,1,4,11403.25,15.0,45.0,33.75,0.75,18.75,11.25,1403.25,484.5,,
50,fair_1,fair,1,4,11386.25,20.0,60.0,3.0,0.05,-17.0,57.0,1386.25,850.5,,
50,max_1,max,1,4,11381.25,5.0,15.0,0.0,0.0,-5.0,15.0,1381.25,1302.0,,
50,fair_2,fair,1,4,11361.25,20.0,60.0,0.0,0.0,-20.0,60.0,1361.25,1701.75,,
50,max_2,max,1,4,11367.5,5.0,15.0,11.25,0.75,6.25,3.75,1367.5,488.25,,
51,fair_1,fair,1,4,11407.5,20.0,60.0,60.0,1.0,40.0,0.0,1407.5,850.5,,
51,max_1,max,1,4,11413.0,5.0,15.0,10.5,0.7,5.5,4.5,1413.0,1306.5,,
51,fair_2,fair,1,4,11438.0,20.0,60.0,45.0,0.75,25.0,15.0,1438.0,1716.75,,
51,max_2,max,1,4,11463.0,20.0,60.0,45.0,0.75,25.0,15.0,1463.0,503.25,,
52,fair_1,fair,1,4,11503.0,20.0,60.0,60.0,1.0,40.0,0.0,1503.0,850.5,,
52,max_1,max,1,4,11515.5,10.0,30.0,22.5,0.75,12.5,7.5,1515.5,1314.0,,
52,fair_2,fair,1,4,11516.5,5.0,15.0,6.0,0.4,1.0,9.0,1516.5,1725.75,,
52,max_2,max,1,4,11529.0,10.0,30.0,22.5,0.75,12.5,7.5,1529.0,510.75,,
53,fair_1,fair,1,4,11569.0,20.0,60.0,60.0,1.0,40.0,0.0,1569.0,850.5,,
53,max_1,max,1,4,11581.5,10.0,30.0,22.5,0.75,12.5,7.5,1581.5,1321.5,,
53,fair_2,fair,1,4,11621.5,20.0,60.0,60.0,1.0,40.0,0.0,1621.5,1725.75,,
53,max_2,max,1,4,11646.5,20.0,60.0,45.0,0.75,25.0,15.0,1646.5,525.75,,
54,fair_1,fair,1,4,11656.5,20.0,60.0,30.0,0.5,10.0,30.0,1656.5,880.5,,
54,max_1,max,1,4,11669.0,10.0,30.0,22.5,0.75,12.5,7.5,1669.0,1329.0,,
54,fair_2,fair,1,4,11671.0,10.0,30.0,12.0,0.4,2.0,18.0,1671.0,1743.75,,
54,max_2,max,1,4,11683.5,10.0,30.0,22.5,0.75,12.5,7.5,1683.5,533.25,,
55,fair_1,fair,1,4,11675.5,20.0,60.0,12.0,0.2,-8.0,48.0,1675.5,928.5,,
55,max_1,max,1,4,11686.5,10.0,30.0,21.0,0.7,11.0,9.0,1686.5,1338.0,,
55,fair_2,fair,1,4,11676.5,10.0,30.0,0.0,0.0,-10.0,30.0,1676.5,1773.75,,
55,max_2,max,1,4,11682.75,5.0,15.0,11.25,0.75,6.25,3.75,1682.75,537.0,,
56,fair_1,fair,1,4,11674.75,20.0,60.0,12.0,0.2,-8.0,48.0,1674.75,976.5,,
56,max_1,max,1,4,11696.75,20.0,60.0,42.0,0.7,22.0,18.0,1696.75,1356.0,,
56,fair_2,fair,1,4,11688.25,10.0,30.0,1.5,0.05,-8.5,28.5,1688.25,1802.25,,
56,max_2,max,1,4,11694.5,5.0,15.0,11.25,0.75,6.25,3.75,1694.5,540.75,,
57,fair_1,fair,1,4,11684.5,10.0,30.0,0.0,0.0,-10.0,30.0,1684.5,1006.5,,
57,max_1,max,1,4,11664.5,20.0,60.0,0.0,0.0,-20.0,60.0,1664.5,1416.0,,
57,fair_2,fair,1,4,11644.5,20.0,60.0,0.0,0.0,-20.0,60.0,1644.5,1862.25,,
57,max_2,max,1,4,11669.5,20.0,60.0,45.0,0.75,25.0,15.0,1669.5,555.75,,
58,fair_1,fair,1,4,11689.5,10.0,30.0,30.0,1.0,20.0,0.0,1689.5,1006.5,,
58,max_1,max,1,4,11695.75,5.0,15.0,11.25,0.75,6.25,3.75,1695.75,1419.75,,
58,fair_2,fair,1,4,11699.75,20.0,60.0,24.0,0.4,4.0,36.0,1699.75,1898.25,,
58,max_2,max,1,4,11712.25,10.0,30.0,22.5,0.75,12.5,7.5,1712.25,563.25,,
59,fair_1,fair,1,4,11752.25,20.0,60.0,60.0,1.0,40.0,0.0,1752.25,1006.5,,
59,max_1,max,1,4,11764.75,10.0,30.0,22.5,0.75,12.5,7.5,1764.75,1427.25,,
59,fair_2,fair,1,4,11765.75,5.0,15.0,6.0,0.4,1.0,9.0,1765.75,1907.25,,
59,max_2,max,1,4,11772.0,5.0,15.0,11.25,0.75,6.25,3.75,1772.0,567.0,,
60,fair_1,fair,1,4,11812.0,20.0,60.0,60.0,1.0,40.0,0.0,1812.0,1006.5,,
60,max_1,max,1,4,11822.0,20.0,60.0,30.0,0.5,10.0,30.0,1822.0,1457.25,,
60,fair_2,fair,1,4,11805.0,20.0,60.0,3.0,0.05,-17.0,57.0,1805.0,1964.25,,
60,max_2,max,1,4,11811.25,5.0,15.0,11.25,0.75,6.25,3.75,1811.25,570.75,,
61,fair_1,fair,1,4,11794.25,20.0,60.0,3.0,0.05,-17.0,57.0,1794.25,1063.5,,
61,max_1,max,1,4,11816.25,20.0,60.0,42.0,0.7,22.0,18.0,1816.25,1475.25,,
61,fair_2,fair,1,4,11799.25,20.0,60.0,3.0,0.05,-17.0,57.0,1799.25,2021.25,,
61,max_2,max,1,4,11805.5,5.0,15.0,11.25,0.75,6.25,3.75,1805.5,574.5,,
62,fair_1,fair,1,4,11845.5,20.0,60.0,60.0,1.0,40.0,0.0,1845.5,1063.5,,
62,max_1,max,1,4,11855.5,20.0,60.0,30.0,0.5,10.0,30.0,1855.5,1505.25,,
