episode,investor_return,fair_1_return,fair_1_repay,max_1_return,max_1_repay
75,50.0,30.0,0.875,180.0,0.1
76,-10.0,67.5,0.65,172.5,0.3
77,-40.0,93.75,0.65,356.25,0.05
78,-10.0,48.75,0.7,221.25,0.075
79,68.75,93.75,0.675,127.5,0.225
80,116.25,75.0,0.675,138.75,0.4
81,42.5,71.25,0.7,236.25,0.15
82,-7.5,56.25,0.575,71.25,0.3
83,62.5,15.0,0.775,142.5,0.05
84,131.25,142.5,0.725,356.25,0.125
85,-8.75,135.0,0.575,303.75,0.075
86,0.0,48.75,0.675,281.25,0.2
87,183.75,78.75,0.75,127.5,0.15
88,88.75,112.5,0.625,168.75,0.25
89,17.5,26.25,0.675,56.25,0.275
90,217.5,180.0,0.7,82.5,0.15
91,268.75,150.0,0.75,71.25,0.225
92,-57.5,228.75,0.275,168.75,0.15
93,35.0,101.25,0.7,123.75,0.25
94,95.0,195.0,0.55,90.0,0.125
95,-17.5,138.75,0.5,408.75,0.15
96,0.0,195.0,0.5,255.0,0.175
97,23.75,202.5,0.325,153.75,0.3
98,106.25,30.0,0.675,63.75,0.4
99,-12.5,22.5,0.475,90.0,0.225
100,23.75,86.25,0.65,120.0,0.225
101,81.25,52.5,0.675,326.25,0.275
102,-76.25,78.75,0.3,247.5,0.075
103,-18.75,146.25,0.525,292.5,0.15
104,-56.25,75.0,0.35,251.25,0.1
105,-18.75,33.75,0.475,225.0,0.2
106,25.0,228.75,0.425,176.25,0.15
107,-42.5,138.75,0.425,213.75,0.05
108,-68.75,123.75,0.45,315.0,0.125
109,11.25,93.75,0.4,15.0,0.15
110,13.75,90.0,0.675,146.25,0.125
111,-12.5,90.0,0.5,112.5,0.2
112,1.25,138.75,0.525,120.0,0.225
113,16.25,48.75,0.625,45.0,0.2
114,7.5,7.5,0.475,165.0,0.325
115,5.0,232.5,0.475,202.5,0.075
116,-53.75,56.25,0.425,187.5,0.25
117,-12.5,22.5,0.5,180.0,0.225
118,-28.75,26.25,0.475,292.5,0.15
119,-3.75,33.75,0.425,0.0,0.275
120,88.75,63.75,0.65,157.5,0.2
121,-73.75,90.0,0.475,273.75,0.125
122,-35.0,0.0,0.4,195.0,0.225
123,15.0,116.25,0.525,168.75,0.2
124,86.25,161.25,0.625,112.5,0.25
125,181.25,60.0,0.825,48.75,0.2
126,10.0,30.0,0.45,30.0,0.25
127,-40.0,37.5,0.55,172.5,0.15
128,7.5,206.25,0.4,56.25,0.15
129,53.75,105.0,0.475,11.25,0.125
130,42.5,123.75,0.55,153.75,0.125
131,-11.25,22.5,0.6,48.75,0.15
132,-98.75,112.5,0.45,356.25,0.125
133,-186.25,71.25,0.475,555.0,0.05
134,-32.5,75.0,0.65,397.5,0.175
135,17.5,11.25,0.5,131.25,0.225
136,25.0,93.75,0.525,161.25,0.1
137,-50.0,112.5,0.4,217.5,0.15
138,58.75,240.0,0.575,71.25,0.15
139,-57.5,168.75,0.375,198.75,0.125
140,33.75,165.0,0.5,71.25,0.075
141,-3.75,131.25,0.525,172.5,0.075
142,-36.25,337.5,0.4,228.75,0.025
143,-22.5,108.75,0.4,183.75,0.1
144,-45.0,198.75,0.3,86.25,0.175
145,-11.25,150.0,0.475,191.25,0.1
146,-83.75,258.75,0.325,225.0,0.05
147,-40.0,93.75,0.35,206.25,0.25
148,-96.25,236.25,0.25,300.0,0.1
149,-87.5,157.5,0.5,510.0,0.15
150,-18.75,183.75,0.3,15.0,0.15
151,132.5,146.25,0.625,131.25,0.225
152,-1.25,112.5,0.5,108.75,0.05
153,-56.25,120.0,0.4,206.25,0.125
154,-31.25,101.25,0.425,120.0,0.175
155,46.25,161.25,0.575,172.5,0.05
156,-25.0,176.25,0.45,288.75,0.075
157,16.25,93.75,0.5,270.0,0.225
158,-20.0,97.5,0.475,142.5,0.1
159,13.75,116.25,0.525,180.0,0.125
160,-25.0,150.0,0.5,225.0,0.15
161,81.25,168.75,0.525,150.0,0.125
162,20.0,213.75,0.4,146.25,0.125
163,-13.75,37.5,0.65,206.25,0.15
164,-41.25,135.0,0.525,146.25,0.125
165,-11.25,82.5,0.4,108.75,0.25
166,-42.5,131.25,0.425,191.25,0.125
167,-27.5,63.75,0.45,153.75,0.175
168,-16.25,52.5,0.5,183.75,0.2
169,21.25,180.0,0.475,138.75,0.15
170,16.25,150.0,0.475,93.75,0.15
171,68.75,3.75,0.65,217.5,0.35
172,-10.0,195.0,0.375,165.0,0.325
173,50.0,210.0,0.55,240.0,0.225
174,101.25,123.75,0.6,105.0,0.125
175,-52.5,127.5,0.475,225.0,0.05
176,-68.75,187.5,0.4,341.25,0.075
177,27.5,157.5,0.475,45.0,0.075
178,53.75,120.0,0.55,86.25,0.1
179,111.25,168.75,0.55,120.0,0.2
180,-12.5,67.5,0.525,165.0,0.125
181,-17.5,0.0,0.55,127.5,0.225
182,103.75,86.25,0.7,150.0,0.3
183,38.75,138.75,0.6,142.5,0.1
184,11.25,67.5,0.575,41.25,0.2
185,13.75,161.25,0.475,255.0,0.2
186,-6.25,191.25,0.475,105.0,0.125
187,21.25,82.5,0.55,176.25,0.375
188,-22.5,112.5,0.475,150.0,0.2
189,47.5,75.0,0.65,97.5,0.15
190,-8.75,165.0,0.4,183.75,0.225
191,86.25,135.0,0.6,18.75,0.3
192,-11.25,11.25,0.475,210.0,0.325
193,56.25,67.5,0.725,296.25,0.125
194,66.25,187.5,0.5,146.25,0.175
195,17.5,48.75,0.675,243.75,0.2
196,78.75,187.5,0.525,153.75,0.3
197,-32.5,123.75,0.5,78.75,0.1
198,-17.5,67.5,0.525,210.0,0.15
199,-35.0,258.75,0.275,56.25,0.1
200,-23.75,67.5,0.575,86.25,0.4
201,21.25,86.25,0.425,52.5,0.325
202,-33.75,202.5,0.325,251.25,0.175
203,-31.25,97.5,0.4,153.75,0.225
204,-6.25,217.5,0.4,108.75,0.15
205,-17.5,153.75,0.325,213.75,0.275
206,-77.5,165.0,0.225,442.5,0.25
207,18.75,45.0,0.475,206.25,0.25
208,-88.75,90.0,0.375,438.75,0.125
209,133.75,187.5,0.575,138.75,0.15
210,-32.5,75.0,0.45,157.5,0.15
211,-91.25,270.0,0.425,491.25,0.1
212,20.0,228.75,0.525,371.25,0.15
213,51.25,236.25,0.45,112.5,0.25
214,67.5,247.5,0.525,45.0,0.225
215,22.5,270.0,0.45,97.5,0.2
216,-16.25,0.0,0.65,146.25,0.25
217,-95.0,183.75,0.425,371.25,0.125
218,-90.0,56.25,0.425,453.75,0.175
219,-85.0,202.5,0.425,382.5,0.175
220,105.0,127.5,0.65,157.5,0.225
221,20.0,262.5,0.525,427.5,0.15
222,-11.25,71.25,0.4,30.0,0.35
223,-6.25,82.5,0.475,423.75,0.25
224,10.0,30.0,0.45,240.0,0.3
225,73.75,153.75,0.575,202.5,0.125
226,-1.25,75.0,0.575,86.25,0.175
227,-22.5,153.75,0.325,198.75,0.275
228,37.5,236.25,0.425,116.25,0.25
229,12.5,101.25,0.55,116.25,0.275
230,-5.0,71.25,0.575,123.75,0.375
231,121.25,108.75,0.55,90.0,0.45
232,-33.75,142.5,0.375,191.25,0.125
233,8.75,281.25,0.425,0.0,0.1
234,-16.25,101.25,0.4,255.0,0.275
235,-35.0,120.0,0.425,165.0,0.2
236,18.75,123.75,0.45,247.5,0.225
237,5.0,90.0,0.375,15.0,0.275
238,-21.25,116.25,0.325,135.0,0.2
239,-42.5,228.75,0.325,243.75,0.15
240,26.25,157.5,0.425,86.25,0.225
241,-8.75,60.0,0.45,408.75,0.275
242,-10.0,150.0,0.325,60.0,0.075
243,-52.5,75.0,0.4,457.5,0.2
244,-91.25,127.5,0.275,273.75,0.1
245,16.25,142.5,0.5,161.25,0.2
246,60.0,11.25,0.475,318.75,0.35
247,83.75,123.75,0.525,172.5,0.275
248,3.75,116.25,0.45,60.0,0.225
249,-10.0,382.5,0.325,187.5,0.3
250,102.5,150.0,0.625,97.5,0.2
251,71.25,236.25,0.525,52.5,0.25
252,57.5,138.75,0.475,63.75,0.1
253,-8.75,120.0,0.5,378.75,0.2
254,75.0,37.5,0.575,37.5,0.35
255,-41.25,82.5,0.575,288.75,0.15
256,46.25,82.5,0.725,191.25,0.3
257,41.25,191.25,0.45,37.5,0.2
258,-42.5,82.5,0.6,390.0,0.2
259,61.25,288.75,0.5,210.0,0.15
260,-11.25,90.0,0.575,161.25,0.2
261,17.5,86.25,0.6,146.25,0.15
262,-11.25,97.5,0.55,183.75,0.075
263,162.5,82.5,0.7,165.0,0.325
264,-70.0,63.75,0.675,386.25,0.1
265,271.25,120.0,0.8,108.75,0.15
266,53.75,105.0,0.7,71.25,0.3
267,-37.5,90.0,0.575,247.5,0.125
268,73.75,63.75,0.775,112.5,0.1
269,117.5,71.25,0.725,41.25,0.175
270,72.5,45.0,0.7,112.5,0.275
271,183.75,90.0,0.75,176.25,0.275
272,135.0,153.75,0.65,41.25,0.175
273,51.25,101.25,0.675,67.5,0.2
274,168.75,142.5,0.725,168.75,0.125
275,100.0,78.75,0.7,71.25,0.1
276,105.0,108.75,0.65,86.25,0.15
277,23.75,0.0,0.8,56.25,0.175
278,15.0,45.0,0.675,0.0,0.125
279,15.0,93.75,0.6,131.25,0.075
280,91.25,93.75,0.725,105.0,0.175
281,-11.25,26.25,0.725,165.0,0.325
282,125.0,135.0,0.7,60.0,0.2
283,1.25,33.75,0.775,195.0,0.35
284,53.75,71.25,0.75,345.0,0.15
285,-7.5,3.75,0.625,63.75,0.25
286,-16.25,56.25,0.6,210.0,0.225
287,62.5,60.0,0.75,157.5,0.3
288,225.0,90.0,0.725,75.0,0.225
289,-13.75,56.25,0.675,247.5,0.1
290,3.75,37.5,0.725,78.75,0.225
291,3.75,3.75,0.625,112.5,0.35
292,52.5,172.5,0.575,165.0,0.225
293,103.75,165.0,0.625,71.25,0.275
294,91.25,67.5,0.75,11.25,0.325
295,27.5,56.25,0.75,116.25,0.175
296,43.75,33.75,0.8,112.5,0.2
297,125.0,202.5,0.625,142.5,0.1
298,58.75,60.0,0.675,71.25,0.175
299,31.25,63.75,0.6,165.0,0.225
300,101.25,75.0,0.775,153.75,0.125
301,235.0,146.25,0.75,48.75,0.2
302,56.25,105.0,0.7,198.75,0.075
303,-56.25,37.5,0.7,468.75,0.2
304,20.0,127.5,0.6,232.5,0.15
305,181.25,112.5,0.775,356.25,0.2
306,53.75,90.0,0.7,206.25,0.1
307,105.0,75.0,0.775,210.0,0.2
308,52.5,202.5,0.525,195.0,0.225
309,-50.0,30.0,0.6,240.0,0.125
310,128.75,60.0,0.8,101.25,0.15
311,40.0,78.75,0.65,41.25,0.2
312,45.0,45.0,0.75,120.0,0.075
313,16.25,123.75,0.6,180.0,0.1
314,96.25,41.25,0.8,22.5,0.3
315,57.5,26.25,0.75,146.25,0.15
316,163.75,168.75,0.7,127.5,0.1
317,175.0,90.0,0.775,45.0,0.15
318,120.0,135.0,0.65,225.0,0.2
319,-10.0,108.75,0.625,221.25,0.15
320,93.75,71.25,0.725,285.0,0.125
321,50.0,93.75,0.7,386.25,0.175
322,11.25,138.75,0.55,180.0,0.175
323,50.0,67.5,0.675,202.5,0.175
324,27.5,15.0,0.7,97.5,0.3
325,82.5,82.5,0.75,255.0,0.125
326,38.75,153.75,0.55,97.5,0.05
327,-31.25,67.5,0.65,153.75,0.225
328,-2.5,18.75,0.775,153.75,0.15
329,75.0,90.0,0.725,105.0,0.15
330,142.5,112.5,0.725,105.0,0.175
331,43.75,30.0,0.7,56.25,0.275
332,-5.0,15.0,0.65,60.0,0.275
333,77.5,120.0,0.65,142.5,0.2
334,32.5,101.25,0.6,116.25,0.2
335,28.75,300.0,0.475,311.25,0.2
336,-5.0,60.0,0.675,285.0,0.15
337,-6.25,11.25,0.675,195.0,0.25
338,156.25,108.75,0.775,195.0,0.1
339,106.25,48.75,0.8,105.0,0.175
340,58.75,157.5,0.625,183.75,0.125
341,48.75,41.25,0.75,210.0,0.25
342,43.75,33.75,0.65,142.5,0.225
343,212.5,105.0,0.725,82.5,0.25
344,67.5,93.75,0.75,378.75,0.1
345,183.75,127.5,0.75,168.75,0.25
346,58.75,228.75,0.5,202.5,0.2
347,60.0,101.25,0.675,168.75,0.2
348,92.5,71.25,0.725,236.25,0.275
349,117.5,112.5,0.675,0.0,0.125
350,142.5,63.75,0.725,63.75,0.275
351,15.0,26.25,0.7,108.75,0.15
352,125.0,97.5,0.675,157.5,0.275
353,-57.5,0.0,0.7,337.5,0.175
354,115.0,93.75,0.75,161.25,0.1
355,18.75,30.0,0.7,101.25,0.25
356,10.0,108.75,0.55,131.25,0.25
357,250.0,75.0,0.825,75.0,0.275
358,61.25,33.75,0.8,375.0,0.275
359,186.25,172.5,0.7,191.25,0.275
360,33.75,135.0,0.6,41.25,0.275
361,68.75,142.5,0.675,438.75,0.125
362,52.5,105.0,0.55,112.5,0.225
363,153.75,82.5,0.8,123.75,0.125
364,202.5,161.25,0.7,56.25,0.075
365,177.5,105.0,0.8,157.5,0.075
366,-26.25,0.0,0.775,236.25,0.25
367,113.75,78.75,0.675,37.5,0.125
368,156.25,56.25,0.725,37.5,0.35
369,153.75,101.25,0.75,45.0,0.05
370,93.75,93.75,0.675,52.5,0.25
371,8.75,101.25,0.625,390.0,0.125
372,135.0,135.0,0.7,90.0,0.075
373,103.75,18.75,0.85,97.5,0.325
374,132.5,191.25,0.65,26.25,0.125
375,-22.5,15.0,0.725,187.5,0.15
376,36.25,101.25,0.7,202.5,0.15
377,111.25,90.0,0.725,108.75,0.2
378,203.75,138.75,0.725,247.5,0.2
379,5.0,7.5,0.75,67.5,0.225
380,78.75,52.5,0.725,408.75,0.275
381,182.5,127.5,0.725,90.0,0.25
382,21.25,60.0,0.625,78.75,0.225
383,85.0,90.0,0.65,15.0,0.125
384,102.5,71.25,0.625,146.25,0.5
385,68.75,105.0,0.65,146.25,0.175
386,60.0,120.0,0.65,240.0,0.225
387,68.75,60.0,0.675,11.25,0.35
388,183.75,135.0,0.725,11.25,0.125
389,7.5,63.75,0.65,198.75,0.175
390,32.5,37.5,0.725,180.0,0.225
391,200.0,67.5,0.825,52.5,0.2
392,141.25,138.75,0.675,30.0,0.075
393,90.0,48.75,0.775,101.25,0.325
394,-2.5,41.25,0.725,371.25,0.2
395,92.5,108.75,0.7,168.75,0.15
396,96.25,48.75,0.775,165.0,0.2
397,128.75,97.5,0.75,153.75,0.1
398,47.5,52.5,0.75,180.0,0.15
399,-13.75,15.0,0.725,318.75,0.2
400,88.75,48.75,0.75,142.5,0.3
401,41.25,33.75,0.75,105.0,0.15
402,65.0,86.25,0.675,108.75,0.175
403,92.5,75.0,0.725,142.5,0.15
404,-60.0,3.75,0.75,266.25,0.15
405,173.75,146.25,0.7,150.0,0.175
406,6.25,33.75,0.7,150.0,0.2
407,-15.0,48.75,0.575,116.25,0.1
408,51.25,138.75,0.55,180.0,0.2
409,23.75,75.0,0.65,191.25,0.15
410,133.75,93.75,0.725,112.5,0.2
411,57.5,71.25,0.75,191.25,0.05
412,66.25,108.75,0.65,105.0,0.225
413,130.0,86.25,0.775,123.75,0.15
414,92.5,112.5,0.7,255.0,0.2
415,42.5,82.5,0.65,195.0,0.075
416,30.0,90.0,0.675,330.0,0.175
417,85.0,60.0,0.775,135.0,0.2
418,63.75,26.25,0.8,180.0,0.225
419,36.25,52.5,0.675,191.25,0.15
420,35.0,26.25,0.725,198.75,0.275
421,93.75,33.75,0.8,142.5,0.275
422,26.25,52.5,0.7,71.25,0.325
423,-27.5,90.0,0.575,187.5,0.125
424,80.0,93.75,0.7,116.25,0.275
425,146.25,105.0,0.75,288.75,0.175
426,66.25,75.0,0.75,258.75,0.075
427,67.5,60.0,0.7,112.5,0.125
428,132.5,138.75,0.625,138.75,0.175
429,100.0,225.0,0.625,255.0,0.075
430,121.25,63.75,0.8,165.0,0.3
431,160.0,93.75,0.775,116.25,0.325
432,111.25,108.75,0.725,90.0,0.15
433,31.25,82.5,0.7,296.25,0.2
434,58.75,90.0,0.675,191.25,0.225
435,105.0,60.0,0.75,165.0,0.225
436,55.0,22.5,0.75,82.5,0.325
437,157.5,168.75,0.675,153.75,0.175
438,36.25,56.25,0.75,187.5,0.1
439,0.0,165.0,0.55,435.0,0.125
440,73.75,93.75,0.7,202.5,0.125
441,166.25,138.75,0.725,45.0,0.15
442,8.75,60.0,0.775,401.25,0.1
443,95.0,37.5,0.75,37.5,0.225
444,135.0,75.0,0.775,120.0,0.125
445,37.5,75.0,0.65,157.5,0.225
446,73.75,71.25,0.725,135.0,0.075
447,68.75,78.75,0.675,112.5,0.1
448,66.25,176.25,0.625,307.5,0.175
449,112.5,161.25,0.675,236.25,0.125
450,35.0,75.0,0.75,390.0,0.15
451,-31.25,15.0,0.65,146.25,0.175
452,70.0,105.0,0.725,225.0,0.05
453,28.75,26.25,0.75,165.0,0.25
454,-13.75,22.5,0.675,161.25,0.275
455,141.25,157.5,0.675,101.25,0.05
456,210.0,97.5,0.825,202.5,0.25
457,68.75,86.25,0.675,45.0,0.125
458,176.25,153.75,0.725,150.0,0.075
459,70.0,101.25,0.625,198.75,0.325
460,82.5,82.5,0.775,285.0,0.05
461,217.5,112.5,0.775,30.0,0.125
462,73.75,63.75,0.725,112.5,0.125
463,126.25,131.25,0.65,142.5,0.175
464,88.75,97.5,0.75,303.75,0.175
465,72.5,75.0,0.725,52.5,0.2
466,7.5,26.25,0.7,56.25,0.15
467,101.25,75.0,0.725,123.75,0.125
468,45.0,67.5,0.575,37.5,0.25
469,63.75,86.25,0.7,180.0,0.1
470,36.25,33.75,0.775,120.0,0.075
471,15.0,45.0,0.625,150.0,0.15
472,116.25,101.25,0.75,172.5,0.05
473,121.25,146.25,0.65,172.5,0.225
474,-26.25,60.0,0.725,236.25,0.175
475,98.75,71.25,0.775,180.0,0.125
476,-7.5,48.75,0.725,348.75,0.175
477,62.5,41.25,0.75,56.25,0.15
478,151.25,123.75,0.775,375.0,0.125
479,180.0,161.25,0.7,138.75,0.1
480,102.5,101.25,0.725,206.25,0.25
481,182.5,138.75,0.75,198.75,0.125
482,152.5,127.5,0.7,30.0,0.15
483,63.75,30.0,0.775,86.25,0.2
484,92.5,82.5,0.75,255.0,0.2
485,50.0,52.5,0.75,157.5,0.225
486,106.25,63.75,0.725,0.0,0.4
487,112.5,97.5,0.75,240.0,0.175
488,-31.25,30.0,0.75,341.25,0.175
489,1.25,82.5,0.675,326.25,0.1
490,70.0,142.5,0.675,367.5,0.175
491,137.5,101.25,0.725,11.25,0.075
492,140.0,120.0,0.75,240.0,0.075
493,55.0,93.75,0.675,341.25,0.075
494,10.0,127.5,0.575,232.5,0.125
495,111.25,71.25,0.75,127.5,0.2
496,62.5,97.5,0.625,90.0,0.175
497,40.0,63.75,0.7,146.25,0.05
498,66.25,75.0,0.75,288.75,0.15
499,108.75,105.0,0.7,236.25,0.175
500,113.75,123.75,0.7,202.5,0.05
501,57.5,63.75,0.75,198.75,0.15
502,33.75,56.25,0.75,210.0,0.05
503,121.25,75.0,0.75,93.75,0.275
504,35.0,135.0,0.625,240.0,0.075
505,121.25,131.25,0.7,217.5,0.15
506,81.25,63.75,0.775,195.0,0.125
507,0.0,22.5,0.6,187.5,0.35
508,75.0,112.5,0.7,172.5,0.05
509,-20.0,33.75,0.725,176.25,0.175
510,162.5,101.25,0.75,26.25,0.025
511,-47.5,41.25,0.6,206.25,0.125
512,17.5,30.0,0.675,52.5,0.325
513,161.25,131.25,0.775,427.5,0.2
514,18.75,71.25,0.675,180.0,0.125
515,40.0,26.25,0.75,93.75,0.375
516,23.75,86.25,0.625,120.0,0.1
517,191.25,116.25,0.775,112.5,0.125
518,-18.75,56.25,0.675,202.5,0.1
519,21.25,22.5,0.775,176.25,0.2
520,61.25,60.0,0.8,258.75,0.05
521,72.5,67.5,0.7,90.0,0.15
522,95.0,78.75,0.8,116.25,0.25
523,193.75,191.25,0.675,45.0,0.075
524,7.5,37.5,0.725,285.0,0.15
525,-65.0,15.0,0.725,480.0,0.175
526,121.25,93.75,0.75,195.0,0.075
527,48.75,135.0,0.675,446.25,0.175
528,231.25,165.0,0.725,123.75,0.325
529,123.75,150.0,0.675,86.25,0.1
530,102.5,86.25,0.75,161.25,0.2
531,-11.25,33.75,0.725,97.5,0.2
532,13.75,101.25,0.675,255.0,0.1
533,102.5,108.75,0.675,198.75,0.1
534,165.0,131.25,0.75,273.75,0.225
535,147.5,116.25,0.7,86.25,0.325
536,28.75,15.0,0.55,116.25,0.25
537,-12.5,22.5,0.75,240.0,0.075
538,42.5,150.0,0.525,127.5,0.075
539,30.0,30.0,0.75,330.0,0.175
540,55.0,45.0,0.675,120.0,0.2
541,155.0,108.75,0.75,116.25,0.1
542,198.75,131.25,0.75,150.0,0.15
543,145.0,112.5,0.725,232.5,0.2
544,111.25,71.25,0.7,37.5,0.3
545,-63.75,48.75,0.7,405.0,0.05
546,77.5,108.75,0.675,243.75,0.175
547,1.25,30.0,0.725,48.75,0.225
548,12.5,97.5,0.55,90.0,0.175
549,162.5,150.0,0.7,97.5,0.2
550,-58.75,82.5,0.625,506.25,0.075
551,101.25,172.5,0.625,86.25,0.2
552,170.0,112.5,0.75,67.5,0.1
553,73.75,153.75,0.625,172.5,0.125
554,38.75,52.5,0.75,198.75,0.25
555,82.5,71.25,0.775,206.25,0.05
556,181.25,161.25,0.725,187.5,0.125
557,2.5,11.25,0.65,116.25,0.2
558,16.25,22.5,0.7,101.25,0.275
559,135.0,131.25,0.725,183.75,0.05
560,88.75,71.25,0.7,90.0,0.1
561,77.5,198.75,0.575,243.75,0.275
562,-25.0,101.25,0.65,213.75,0.125
563,93.75,97.5,0.75,258.75,0.125
564,47.5,52.5,0.725,210.0,0.175
565,28.75,45.0,0.75,146.25,0.075
566,-76.25,18.75,0.625,367.5,0.125
567,-7.5,41.25,0.6,266.25,0.2
568,41.25,37.5,0.75,131.25,0.15
569,20.0,22.5,0.65,157.5,0.35
570,43.75,82.5,0.7,243.75,0.05
571,32.5,48.75,0.75,168.75,0.05
572,10.0,71.25,0.725,318.75,0.125
573,25.0,60.0,0.75,255.0,0.075
574,160.0,116.25,0.75,123.75,0.075
575,25.0,37.5,0.675,217.5,0.225
576,60.0,97.5,0.7,202.5,0.2
577,-3.75,37.5,0.6,176.25,0.2
578,51.25,123.75,0.6,225.0,0.1
579,132.5,82.5,0.775,195.0,0.125
580,30.0,112.5,0.675,307.5,0.2
581,135.0,86.25,0.75,108.75,0.175
582,91.25,63.75,0.75,105.0,0.25
583,33.75,67.5,0.625,108.75,0.05
584,78.75,97.5,0.675,123.75,0.15
585,100.0,60.0,0.775,90.0,0.075
586,-6.25,26.25,0.75,270.0,0.125
587,97.5,78.75,0.75,213.75,0.1
588,-78.75,7.5,0.775,341.25,0.1
589,35.0,105.0,0.675,90.0,0.075
590,25.0,60.0,0.675,45.0,0.05
591,112.5,93.75,0.75,123.75,0.15
592,66.25,60.0,0.725,93.75,0.225
593,90.0,97.5,0.75,262.5,0.05
594,7.5,86.25,0.675,206.25,0.125
595,86.25,116.25,0.725,277.5,0.075
596,-93.75,33.75,0.75,510.0,0.075
597,125.0,161.25,0.675,123.75,0.275
598,66.25,52.5,0.75,221.25,0.225
599,111.25,142.5,0.625,26.25,0.15
600,188.75,120.0,0.75,71.25,0.2
601,83.75,86.25,0.7,60.0,0.2
602,175.0,112.5,0.75,142.5,0.325
603,67.5,56.25,0.775,206.25,0.2
604,112.5,82.5,0.7,75.0,0.025
605,0.0,45.0,0.7,135.0,0.1
606,51.25,15.0,0.775,153.75,0.275
607,-13.75,15.0,0.775,318.75,0.225
608,48.75,116.25,0.7,285.0,0.075
609,0.0,15.0,0.775,285.0,0.225
610,83.75,101.25,0.675,75.0,0.2
611,98.75,60.0,0.75,11.25,0.1
612,177.5,86.25,0.8,56.25,0.225
613,126.25,191.25,0.6,112.5,0.125
614,-133.75,60.0,0.6,483.75,0.1
615,7.5,18.75,0.775,153.75,0.15
616,107.5,116.25,0.7,86.25,0.175
617,5.0,37.5,0.725,247.5,0.125
618,-3.75,90.0,0.625,243.75,0.15
619,-7.5,247.5,0.475,240.0,0.05
620,82.5,93.75,0.65,183.75,0.1
621,25.0,41.25,0.675,243.75,0.2
622,58.75,15.0,0.775,56.25,0.2
623,-22.5,86.25,0.65,206.25,0.025
624,117.5,157.5,0.65,75.0,0.125
625,63.75,101.25,0.725,345.0,0.1
