episode,investor_return,fair_1_return,fair_1_repay,max_1_return,max_1_repay
72,13.75,165.0,0.6,161.25,0.075
73,18.75,90.0,0.775,131.25,0.1
74,82.5,15.0,0.725,202.5,0.2
75,23.75,41.25,0.8,225.0,0.1
76,55.0,67.5,0.65,187.5,0.225
77,47.5,86.25,0.725,356.25,0.05
78,-2.5,37.5,0.85,225.0,0.025
79,53.75,93.75,0.675,172.5,0.225
80,131.25,60.0,0.75,138.75,0.4
81,31.25,97.5,0.7,251.25,0.15
82,62.5,97.5,0.675,120.0,0.275
83,65.0,82.5,0.775,202.5,0.05
84,118.75,45.0,0.875,326.25,0.125
85,21.25,120.0,0.625,348.75,0.075
86,16.25,37.5,0.825,266.25,0.2
87,193.75,26.25,0.85,150.0,0.125
88,178.75,30.0,0.825,221.25,0.25
89,246.25,60.0,0.825,63.75,0.175
90,261.25,71.25,0.875,277.5,0.15
91,125.0,41.25,0.85,243.75,0.225
92,-5.0,161.25,0.5,213.75,0.15
93,167.5,33.75,0.925,138.75,0.25
94,140.0,150.0,0.65,90.0,0.125
95,32.5,63.75,0.8,423.75,0.125
96,135.0,82.5,0.8,262.5,0.15
97,67.5,228.75,0.525,153.75,0.3
98,111.25,60.0,0.75,78.75,0.325
99,51.25,18.75,0.85,180.0,0.15
100,122.5,86.25,0.725,161.25,0.2
101,107.5,45.0,0.8,307.5,0.25
102,-55.0,86.25,0.625,258.75,0.025
103,56.25,135.0,0.625,198.75,0.125
104,45.0,18.75,0.85,266.25,0.05
105,91.25,90.0,0.725,258.75,0.125
106,123.75,90.0,0.75,176.25,0.15
107,32.5,82.5,0.7,225.0,0.0
108,-7.5,45.0,0.825,322.5,0.075
109,5.0,90.0,0.625,135.0,0.0
110,46.25,63.75,0.8,180.0,0.1
111,21.25,56.25,0.725,142.5,0.15
112,12.5,112.5,0.575,135.0,0.175
113,50.0,15.0,0.7,45.0,0.175
114,26.25,7.5,0.725,176.25,0.25
115,-15.0,206.25,0.5,258.75,0.025
116,66.25,93.75,0.65,210.0,0.1
117,-46.25,26.25,0.625,270.0,0.1
118,-33.75,75.0,0.625,318.75,0.075
119,86.25,153.75,0.525,90.0,0.175
120,58.75,48.75,0.8,262.5,0.125
121,-1.25,142.5,0.575,288.75,0.05
122,-93.75,0.0,0.5,303.75,0.075
123,37.5,82.5,0.675,180.0,0.15
124,112.5,105.0,0.7,172.5,0.225
125,102.5,135.0,0.675,52.5,0.15
126,6.25,93.75,0.525,30.0,0.125
127,-50.0,26.25,0.625,213.75,0.075
128,73.75,131.25,0.65,75.0,0.1
129,25.0,116.25,0.55,48.75,0.1
130,87.5,86.25,0.7,176.25,0.1
131,42.5,37.5,0.75,60.0,0.0
132,-53.75,60.0,0.65,363.75,0.1
133,-142.5,172.5,0.525,480.0,0.075
134,-17.5,41.25,0.725,416.25,0.1
135,52.5,15.0,0.725,142.5,0.15
136,-13.75,123.75,0.575,210.0,0.05
137,-52.5,127.5,0.5,255.0,0.0
138,65.0,210.0,0.575,135.0,0.1
139,-23.75,101.25,0.65,262.5,0.075
140,47.5,127.5,0.575,75.0,0.05
141,3.75,101.25,0.65,195.0,0.025
142,45.0,135.0,0.625,240.0,0.0
143,-15.0,108.75,0.5,206.25,0.05
144,17.5,225.0,0.4,97.5,0.15
145,-40.0,157.5,0.425,232.5,0.075
146,-75.0,165.0,0.45,270.0,0.0
147,-61.25,71.25,0.475,270.0,0.1
148,-72.5,225.0,0.375,337.5,0.075
149,-52.5,112.5,0.525,300.0,0.1
150,-1.25,161.25,0.45,120.0,0.1
151,43.75,168.75,0.55,187.5,0.175
152,-18.75,108.75,0.575,150.0,0.0
153,-55.0,93.75,0.5,221.25,0.025
154,7.5,71.25,0.625,131.25,0.125
155,27.5,90.0,0.675,262.5,0.025
156,15.0,150.0,0.6,315.0,0.025
157,-8.75,82.5,0.5,296.25,0.15
158,-23.75,138.75,0.55,255.0,0.05
159,-8.75,123.75,0.55,195.0,0.05
160,45.0,183.75,0.6,251.25,0.075
161,82.5,157.5,0.625,210.0,0.075
162,51.25,153.75,0.525,255.0,0.1
163,-1.25,48.75,0.675,232.5,0.075
164,-11.25,105.0,0.6,146.25,0.125
165,-6.25,206.25,0.4,180.0,0.1
166,28.75,217.5,0.525,213.75,0.05
167,-7.5,75.0,0.6,262.5,0.125
168,-40.0,48.75,0.575,221.25,0.05
169,76.25,157.5,0.625,146.25,0.125
170,52.5,146.25,0.575,101.25,0.1
171,31.25,11.25,0.45,247.5,0.3
172,8.75,161.25,0.55,180.0,0.275
173,36.25,127.5,0.5,176.25,0.2
174,-33.75,63.75,0.5,180.0,0.0
175,-60.0,127.5,0.45,232.5,0.025
176,-63.75,247.5,0.45,356.25,0.025
177,-28.75,210.0,0.3,48.75,0.05
178,-27.5,221.25,0.325,86.25,0.05
179,8.75,236.25,0.375,165.0,0.1
180,-110.0,75.0,0.45,345.0,0.0
181,-45.0,30.0,0.275,165.0,0.025
182,-17.5,168.75,0.3,168.75,0.25
183,-45.0,243.75,0.325,161.25,0.05
184,-8.75,187.5,0.3,41.25,0.175
185,-75.0,183.75,0.25,281.25,0.125
186,-72.5,232.5,0.35,150.0,0.05
187,-27.5,206.25,0.35,191.25,0.325
188,-62.5,135.0,0.3,187.5,0.15
189,-42.5,138.75,0.375,153.75,0.125
190,-73.75,187.5,0.225,296.25,0.175
191,-30.0,221.25,0.325,168.75,0.225
192,-53.75,22.5,0.275,281.25,0.225
193,-118.75,198.75,0.225,330.0,0.05
194,-83.75,236.25,0.25,217.5,0.075
195,-21.25,71.25,0.475,240.0,0.1
196,-56.25,326.25,0.275,210.0,0.275
197,-13.75,142.5,0.45,251.25,0.025
198,-116.25,236.25,0.225,270.0,0.0
199,-60.0,270.0,0.275,120.0,0.025
200,1.25,67.5,0.3,191.25,0.35
201,-15.0,146.25,0.325,78.75,0.175
202,-100.0,262.5,0.2,217.5,0.075
203,-62.5,108.75,0.25,183.75,0.125
204,-88.75,296.25,0.175,112.5,0.05
205,-47.5,176.25,0.275,251.25,0.175
206,-105.0,292.5,0.25,412.5,0.2
207,-33.75,90.0,0.25,243.75,0.15
208,-160.0,120.0,0.175,420.0,0.05
209,-56.25,221.25,0.275,195.0,0.1
210,-66.25,101.25,0.375,345.0,0.075
211,-140.0,277.5,0.375,472.5,0.05
212,-26.25,176.25,0.425,360.0,0.1
213,-25.0,251.25,0.275,123.75,0.2
214,97.5,202.5,0.575,90.0,0.175
215,2.5,285.0,0.425,112.5,0.125
216,-37.5,11.25,0.375,176.25,0.025
217,-162.5,217.5,0.275,405.0,0.025
218,-155.0,90.0,0.25,465.0,0.075
219,-85.0,187.5,0.35,337.5,0.075
220,-37.5,243.75,0.4,213.75,0.125
221,-145.0,120.0,0.4,465.0,0.05
222,-25.0,71.25,0.4,63.75,0.275
223,-72.5,112.5,0.425,330.0,0.15
224,-13.75,67.5,0.45,296.25,0.2
225,1.25,183.75,0.525,285.0,0.0
226,18.75,146.25,0.475,105.0,0.025
227,-22.5,157.5,0.425,225.0,0.2
228,52.5,206.25,0.525,131.25,0.15
229,-52.5,142.5,0.35,150.0,0.175
230,52.5,135.0,0.5,142.5,0.25
231,51.25,120.0,0.55,138.75,0.325
232,-22.5,142.5,0.425,210.0,0.075
233,-5.0,176.25,0.6,378.75,0.025
234,-6.25,86.25,0.575,270.0,0.2
235,18.75,108.75,0.5,232.5,0.15
236,-23.75,86.25,0.55,247.5,0.175
237,37.5,97.5,0.45,15.0,0.15
238,5.0,180.0,0.5,285.0,0.1
239,-42.5,112.5,0.475,270.0,0.1
240,51.25,168.75,0.475,90.0,0.125
241,-41.25,101.25,0.35,360.0,0.2
242,-55.0,150.0,0.475,225.0,0.0
243,22.5,112.5,0.475,165.0,0.15
244,-107.5,127.5,0.4,330.0,0.0
245,5.0,135.0,0.5,180.0,0.1
246,50.0,45.0,0.5,225.0,0.3
247,25.0,157.5,0.55,277.5,0.15
248,-12.5,112.5,0.475,120.0,0.175
249,147.5,195.0,0.65,217.5,0.225
250,82.5,157.5,0.55,90.0,0.075
251,85.0,165.0,0.55,60.0,0.15
252,45.0,97.5,0.625,217.5,0.025
253,-46.25,120.0,0.5,386.25,0.125
254,72.5,131.25,0.5,176.25,0.3
255,-56.25,86.25,0.525,210.0,0.0
256,-37.5,105.0,0.575,262.5,0.2
257,80.0,120.0,0.65,90.0,0.075
258,-80.0,127.5,0.5,322.5,0.1
259,127.5,82.5,0.775,240.0,0.05
260,71.25,116.25,0.575,172.5,0.15
261,-38.75,108.75,0.275,180.0,0.0
262,3.75,71.25,0.625,195.0,0.0
263,128.75,86.25,0.675,225.0,0.25
264,-32.5,82.5,0.725,360.0,0.0
265,186.25,146.25,0.725,127.5,0.075
266,5.0,116.25,0.65,138.75,0.175
267,-41.25,71.25,0.625,270.0,0.025
268,60.0,75.0,0.675,135.0,0.0
269,117.5,86.25,0.7,86.25,0.15
270,76.25,26.25,0.625,127.5,0.15
271,57.5,176.25,0.65,206.25,0.125
272,98.75,146.25,0.65,105.0,0.1
273,27.5,71.25,0.475,161.25,0.1
274,160.0,120.0,0.75,210.0,0.0
275,50.0,90.0,0.625,150.0,0.0
276,113.75,75.0,0.75,131.25,0.025
277,17.5,22.5,0.65,180.0,0.0
278,41.25,108.75,0.5,0.0,0.025
279,-16.25,86.25,0.65,390.0,0.0
280,30.0,93.75,0.7,206.25,0.075
281,121.25,82.5,0.675,206.25,0.2
282,-37.5,191.25,0.45,236.25,0.1
283,96.25,33.75,0.75,240.0,0.2
284,-75.0,165.0,0.525,360.0,0.05
285,-16.25,11.25,0.55,75.0,0.075
286,-72.5,112.5,0.4,240.0,0.15
287,100.0,195.0,0.6,195.0,0.225
288,171.25,105.0,0.6,93.75,0.15
289,0.0,90.0,0.625,180.0,0.0
290,-21.25,48.75,0.45,172.5,0.075
291,-2.5,93.75,0.575,138.75,0.175
292,18.75,172.5,0.45,168.75,0.125
293,53.75,116.25,0.575,150.0,0.15
294,80.0,135.0,0.575,15.0,0.225
295,-38.75,78.75,0.675,240.0,0.05
296,32.5,45.0,0.775,172.5,0.1
297,180.0,135.0,0.75,165.0,0.05
298,-20.0,120.0,0.675,300.0,0.0
299,17.5,45.0,0.5,217.5,0.075
300,10.0,150.0,0.575,120.0,0.0
301,1.25,123.75,0.5,105.0,0.1
302,-32.5,172.5,0.45,210.0,0.0
303,-90.0,48.75,0.675,401.25,0.1
304,-53.75,153.75,0.375,270.0,0.0
305,125.0,82.5,0.8,382.5,0.125
306,-10.0,90.0,0.7,360.0,0.0
307,20.0,120.0,0.65,270.0,0.1
308,26.25,198.75,0.475,165.0,0.1
309,-51.25,78.75,0.35,232.5,0.025
310,-62.5,187.5,0.375,195.0,0.0
311,0.0,165.0,0.425,45.0,0.0
312,-30.0,135.0,0.35,135.0,0.0
313,-106.25,206.25,0.25,210.0,0.0
314,66.25,63.75,0.575,30.0,0.175
315,-43.75,93.75,0.475,180.0,0.05
316,-55.0,180.0,0.375,135.0,0.0
317,55.0,195.0,0.525,60.0,0.0
318,-15.0,157.5,0.55,307.5,0.075
319,-87.5,142.5,0.225,255.0,0.05
320,-125.0,255.0,0.25,300.0,0.0
321,-141.25,266.25,0.15,225.0,0.075
322,-111.25,221.25,0.2,240.0,0.1
323,-91.25,202.5,0.3,228.75,0.075
324,96.25,206.25,0.575,127.5,0.125
325,-102.5,120.0,0.175,292.5,0.025
326,-25.0,165.0,0.325,150.0,0.0
327,-138.75,288.75,0.2,240.0,0.15
328,-73.75,63.75,0.225,180.0,0.025
329,-42.5,198.75,0.3,153.75,0.05
330,23.75,191.25,0.5,105.0,0.1
331,-17.5,71.25,0.475,86.25,0.15
332,72.5,142.5,0.525,75.0,0.1
333,27.5,172.5,0.55,210.0,0.1
334,-10.0,120.0,0.425,60.0,0.075
335,-97.5,228.75,0.4,318.75,0.125
336,-65.0,105.0,0.55,300.0,0.1
337,32.5,37.5,0.725,240.0,0.15
338,66.25,168.75,0.65,225.0,0.0
339,22.5,112.5,0.65,135.0,0.1
340,40.0,157.5,0.575,202.5,0.05
341,42.5,30.0,0.7,247.5,0.1
342,115.0,75.0,0.7,180.0,0.075
343,167.5,127.5,0.65,105.0,0.15
344,47.5,112.5,0.7,270.0,0.05
345,237.5,67.5,0.875,195.0,0.175
346,-25.0,202.5,0.45,292.5,0.075
347,66.25,116.25,0.65,187.5,0.125
348,82.5,60.0,0.775,277.5,0.175
349,-55.0,90.0,0.675,225.0,0.05
350,45.0,60.0,0.675,135.0,0.25
351,61.25,41.25,0.65,127.5,0.025
352,131.25,90.0,0.725,198.75,0.175
353,-86.25,3.75,0.675,352.5,0.05
354,103.75,60.0,0.8,206.25,0.025
355,-57.5,22.5,0.675,285.0,0.0
356,-5.0,198.75,0.55,146.25,0.2
357,315.0,48.75,0.9,86.25,0.225
358,147.5,15.0,0.925,367.5,0.225
359,15.0,71.25,0.65,213.75,0.2
360,16.25,120.0,0.65,123.75,0.175
361,121.25,90.0,0.775,408.75,0.1
362,37.5,97.5,0.575,135.0,0.15
363,86.25,78.75,0.85,285.0,0.05
364,87.5,172.5,0.65,120.0,0.025
365,217.5,52.5,0.875,180.0,0.0
366,16.25,3.75,0.85,270.0,0.05
367,91.25,123.75,0.575,45.0,0.0
368,135.0,56.25,0.75,78.75,0.275
369,37.5,232.5,0.5,60.0,0.0
370,102.5,97.5,0.65,60.0,0.2
371,11.25,93.75,0.65,375.0,0.05
372,161.25,108.75,0.725,90.0,0.025
373,98.75,41.25,0.775,120.0,0.225
374,41.25,63.75,0.65,285.0,0.075
375,-13.75,26.25,0.725,187.5,0.025
376,50.0,135.0,0.75,285.0,0.05
377,88.75,86.25,0.75,165.0,0.075
378,95.0,165.0,0.6,270.0,0.15
379,42.5,37.5,0.7,90.0,0.1
380,82.5,52.5,0.65,255.0,0.15
381,160.0,105.0,0.75,135.0,0.225
382,2.5,67.5,0.6,90.0,0.125
383,62.5,112.5,0.6,15.0,0.05
384,143.75,78.75,0.725,187.5,0.45
385,20.0,105.0,0.575,225.0,0.075
386,30.0,123.75,0.625,176.25,0.15
387,88.75,41.25,0.7,270.0,0.25
388,-35.0,150.0,0.55,195.0,0.025
389,25.0,101.25,0.575,213.75,0.075
390,16.25,37.5,0.675,206.25,0.125
391,112.5,123.75,0.7,123.75,0.15
392,16.25,183.75,0.6,270.0,0.0
393,78.75,56.25,0.775,105.0,0.275
394,-15.0,33.75,0.65,311.25,0.075
395,88.75,93.75,0.725,217.5,0.125
396,81.25,30.0,0.825,198.75,0.1
397,60.0,112.5,0.725,187.5,0.075
398,-18.75,63.75,0.675,285.0,0.0
399,-51.25,11.25,0.75,360.0,0.1
400,123.75,33.75,0.8,172.5,0.2
401,30.0,30.0,0.8,120.0,0.05
402,8.75,97.5,0.675,303.75,0.1
403,82.5,60.0,0.775,187.5,0.075
404,-76.25,26.25,0.65,360.0,0.0
405,115.0,67.5,0.8,217.5,0.1
406,1.25,26.25,0.8,202.5,0.1
407,-41.25,41.25,0.6,210.0,0.0
408,36.25,123.75,0.6,240.0,0.1
409,15.0,135.0,0.575,300.0,0.05
410,112.5,67.5,0.775,210.0,0.1
411,6.25,101.25,0.65,262.5,0.025
412,21.25,108.75,0.65,210.0,0.15
413,128.75,71.25,0.8,150.0,0.0
414,48.75,101.25,0.7,300.0,0.1
415,43.75,93.75,0.675,202.5,0.05
416,57.5,105.0,0.725,307.5,0.05
417,28.75,48.75,0.825,292.5,0.075
418,100.0,45.0,0.8,195.0,0.125
419,-12.5,97.5,0.625,225.0,0.05
420,30.0,22.5,0.825,187.5,0.175
421,45.0,52.5,0.725,172.5,0.2
422,25.0,45.0,0.825,240.0,0.275
423,-91.25,135.0,0.475,206.25,0.025
424,225.0,71.25,0.85,123.75,0.225
425,87.5,75.0,0.775,247.5,0.075
426,20.0,90.0,0.675,270.0,0.0
427,53.75,56.25,0.7,120.0,0.05
428,165.0,105.0,0.7,180.0,0.1
429,85.0,195.0,0.625,300.0,0.025
430,108.75,41.25,0.825,180.0,0.25
431,116.25,63.75,0.8,120.0,0.275
432,70.0,150.0,0.6,90.0,0.1
433,20.0,60.0,0.75,330.0,0.1
434,68.75,82.5,0.725,198.75,0.075
435,45.0,82.5,0.8,232.5,0.175
436,10.0,45.0,0.7,135.0,0.275
437,86.25,168.75,0.675,315.0,0.1
438,57.5,105.0,0.675,187.5,0.05
439,20.0,135.0,0.6,435.0,0.1
440,17.5,105.0,0.625,217.5,0.025
441,-20.0,150.0,0.6,150.0,0.1
442,-66.25,116.25,0.625,450.0,0.0
443,78.75,26.25,0.75,105.0,0.1
444,105.0,75.0,0.775,180.0,0.0
445,55.0,75.0,0.7,180.0,0.125
446,38.75,86.25,0.625,225.0,0.0
447,53.75,93.75,0.65,112.5,0.025
448,3.75,176.25,0.575,330.0,0.1
449,67.5,138.75,0.675,243.75,0.075
450,30.0,97.5,0.675,262.5,0.075
451,6.25,63.75,0.55,180.0,0.0
452,-21.25,71.25,0.65,240.0,0.0
453,-1.25,26.25,0.775,195.0,0.1
454,-36.25,60.0,0.6,176.25,0.225
455,73.75,146.25,0.65,120.0,0.0
456,77.5,22.5,0.825,180.0,0.15
457,-87.5,123.75,0.6,453.75,0.025
458,143.75,146.25,0.725,210.0,0.0
459,45.0,93.75,0.625,221.25,0.25
460,48.75,101.25,0.625,270.0,0.0
461,215.0,101.25,0.8,33.75,0.1
462,71.25,86.25,0.675,142.5,0.025
463,133.75,123.75,0.675,142.5,0.125
464,66.25,86.25,0.75,307.5,0.15
465,65.0,75.0,0.675,60.0,0.05
466,-16.25,41.25,0.7,75.0,0.025
467,50.0,56.25,0.75,153.75,0.075
468,88.75,153.75,0.625,97.5,0.175
469,33.75,86.25,0.7,270.0,0.05
470,138.75,116.25,0.8,405.0,0.025
471,-2.5,82.5,0.625,270.0,0.0
472,71.25,123.75,0.675,225.0,0.025
473,141.25,131.25,0.675,217.5,0.2
474,-35.0,60.0,0.725,165.0,0.025
475,30.0,71.25,0.775,378.75,0.05
476,16.25,75.0,0.725,348.75,0.1
477,55.0,60.0,0.775,135.0,0.0
478,177.5,112.5,0.8,300.0,0.1
479,180.0,142.5,0.725,157.5,0.075
480,106.25,86.25,0.75,217.5,0.2
481,140.0,105.0,0.775,255.0,0.1
482,172.5,97.5,0.775,60.0,0.125
483,22.5,22.5,0.8,135.0,0.1
484,58.75,82.5,0.75,288.75,0.1
485,100.0,67.5,0.775,172.5,0.175
486,46.25,26.25,0.725,37.5,0.35
487,91.25,93.75,0.75,255.0,0.1
488,-25.0,56.25,0.75,378.75,0.075
489,-5.0,93.75,0.675,341.25,0.05
490,20.0,97.5,0.7,262.5,0.125
491,83.75,101.25,0.725,165.0,0.0
492,5.0,52.5,0.75,262.5,0.025
493,50.0,93.75,0.675,296.25,0.025
494,-5.0,127.5,0.575,247.5,0.05
495,83.75,71.25,0.775,225.0,0.1
496,-8.75,41.25,0.625,217.5,0.15
497,48.75,71.25,0.7,150.0,0.0
498,33.75,75.0,0.75,371.25,0.1
499,17.5,63.75,0.7,288.75,0.075
500,91.25,123.75,0.7,225.0,0.0
501,83.75,86.25,0.75,210.0,0.1
502,-51.25,56.25,0.75,435.0,0.0
503,137.5,67.5,0.775,105.0,0.25
504,35.0,135.0,0.625,240.0,0.025
505,28.75,63.75,0.7,217.5,0.1
506,55.0,56.25,0.775,228.75,0.1
507,-3.75,101.25,0.6,202.5,0.325
508,73.75,116.25,0.7,180.0,0.025
509,95.0,105.0,0.725,210.0,0.075
510,110.0,93.75,0.75,146.25,0.025
511,-96.25,41.25,0.6,315.0,0.0
512,20.0,30.0,0.675,60.0,0.25
513,73.75,86.25,0.775,360.0,0.15
514,-16.25,63.75,0.675,202.5,0.05
515,101.25,67.5,0.775,101.25,0.3
516,27.5,97.5,0.625,165.0,0.05
517,102.5,67.5,0.775,120.0,0.1
518,-30.0,56.25,0.675,213.75,0.025
519,21.25,33.75,0.775,195.0,0.05
520,47.5,67.5,0.775,225.0,0.0
521,57.5,67.5,0.7,105.0,0.075
522,113.75,56.25,0.85,180.0,0.2
523,160.0,180.0,0.675,60.0,0.025
524,-7.5,37.5,0.725,300.0,0.1
525,0.0,71.25,0.75,288.75,0.125
526,115.0,90.0,0.775,225.0,0.05
527,17.5,120.0,0.7,412.5,0.15
528,223.75,127.5,0.75,138.75,0.3
529,80.0,150.0,0.675,180.0,0.025
530,115.0,86.25,0.75,168.75,0.175
531,-18.75,56.25,0.725,232.5,0.05
532,-15.0,101.25,0.675,303.75,0.025
533,62.5,93.75,0.675,213.75,0.05
534,175.0,97.5,0.8,307.5,0.2
535,180.0,93.75,0.725,116.25,0.25
536,11.25,123.75,0.55,135.0,0.15
537,6.25,78.75,0.75,315.0,0.0
538,22.5,165.0,0.525,142.5,0.025
539,-1.25,30.0,0.75,371.25,0.075
540,40.0,45.0,0.675,105.0,0.075
541,111.25,93.75,0.75,135.0,0.0
542,176.25,131.25,0.75,172.5,0.1
543,122.5,112.5,0.725,285.0,0.15
544,166.25,97.5,0.75,236.25,0.25
545,-57.5,52.5,0.7,375.0,0.0
546,32.5,97.5,0.675,270.0,0.1
547,-10.0,45.0,0.725,135.0,0.1
548,5.0,157.5,0.55,127.5,0.05
549,138.75,108.75,0.7,112.5,0.175
550,12.5,82.5,0.625,225.0,0.0
551,83.75,116.25,0.625,90.0,0.125
552,140.0,112.5,0.75,187.5,0.05
553,68.75,153.75,0.625,187.5,0.075
554,27.5,52.5,0.75,210.0,0.15
555,41.25,63.75,0.775,285.0,0.0
556,103.75,112.5,0.725,213.75,0.075
557,-38.75,11.25,0.65,187.5,0.05
558,12.5,22.5,0.7,105.0,0.175
559,92.5,112.5,0.725,195.0,0.0
560,70.0,71.25,0.7,138.75,0.075
561,66.25,198.75,0.575,255.0,0.25
562,-21.25,131.25,0.65,240.0,0.05
563,72.5,93.75,0.75,273.75,0.075
564,63.75,71.25,0.725,225.0,0.1
565,58.75,71.25,0.75,180.0,0.0
566,-71.25,26.25,0.625,375.0,0.1
567,-26.25,41.25,0.6,285.0,0.15
568,62.5,52.5,0.75,165.0,0.1
569,2.5,22.5,0.65,165.0,0.225
570,22.5,82.5,0.7,285.0,0.0
571,40.0,60.0,0.75,180.0,0.025
572,62.5,71.25,0.725,176.25,0.1
573,33.75,71.25,0.75,255.0,0.05
574,138.75,116.25,0.75,165.0,0.025
575,-2.5,105.0,0.675,247.5,0.15
576,43.75,97.5,0.7,228.75,0.175
577,-20.0,37.5,0.6,202.5,0.125
578,38.75,93.75,0.6,247.5,0.025
579,87.5,67.5,0.775,225.0,0.1
580,11.25,108.75,0.675,360.0,0.15
581,116.25,86.25,0.75,127.5,0.125
582,113.75,93.75,0.75,202.5,0.2
583,12.5,67.5,0.625,150.0,0.0
584,52.5,97.5,0.675,150.0,0.1
585,86.25,63.75,0.775,150.0,0.05
586,12.5,26.25,0.75,161.25,0.025
587,100.0,67.5,0.775,232.5,0.075
588,-52.5,30.0,0.775,352.5,0.05
589,10.0,108.75,0.675,161.25,0.025
590,20.0,60.0,0.675,60.0,0.0
591,98.75,93.75,0.75,157.5,0.1
592,51.25,60.0,0.725,108.75,0.175
593,68.75,86.25,0.75,225.0,0.0
594,-33.75,86.25,0.675,337.5,0.075
595,30.0,112.5,0.725,397.5,0.05
596,11.25,33.75,0.75,165.0,0.025
597,42.5,138.75,0.675,228.75,0.25
598,67.5,60.0,0.75,232.5,0.175
599,107.5,142.5,0.625,30.0,0.1
600,176.25,120.0,0.75,93.75,0.15
601,95.0,90.0,0.7,75.0,0.15
602,157.5,108.75,0.75,153.75,0.275
603,60.0,56.25,0.775,213.75,0.175
604,112.5,82.5,0.7,75.0,0.0
605,6.25,48.75,0.7,135.0,0.05
606,13.75,22.5,0.75,183.75,0.2
607,-6.25,56.25,0.75,360.0,0.1
608,26.25,123.75,0.675,300.0,0.05
609,12.5,41.25,0.75,296.25,0.2
610,58.75,105.0,0.675,146.25,0.15
611,87.5,60.0,0.75,52.5,0.075
612,75.0,48.75,0.8,206.25,0.125
613,103.75,191.25,0.6,135.0,0.075
614,-115.0,75.0,0.6,450.0,0.05
615,56.25,56.25,0.825,187.5,0.1
616,93.75,116.25,0.7,120.0,0.125
617,3.75,41.25,0.725,255.0,0.1
618,-30.0,90.0,0.625,300.0,0.1
619,-22.5,247.5,0.475,255.0,0.0
620,90.0,90.0,0.65,120.0,0.05
621,22.5,48.75,0.675,258.75,0.175
622,21.25,26.25,0.75,202.5,0.15
623,0.0,108.75,0.65,251.25,0.025
624,37.5,52.5,0.65,90.0,0.1
