episode,investor_return,a1_return,a1_repay,a2_return,a2_repay
110,101.25,168.75,0.525,90.0,0.225
111,197.5,56.25,0.55,176.25,0.675
112,37.5,251.25,0.45,41.25,0.3
113,208.75,120.0,0.5,191.25,0.6
114,125.0,45.0,0.55,150.0,0.625
115,55.0,30.0,0.35,165.0,0.65
116,28.75,30.0,0.5,161.25,0.475
117,63.75,33.75,0.5,292.5,0.475
118,57.5,127.5,0.55,15.0,0.275
119,133.75,217.5,0.5,138.75,0.525
120,85.0,180.0,0.525,45.0,0.275
121,28.75,15.0,0.55,56.25,0.35
122,41.25,97.5,0.4,251.25,0.45
123,78.75,123.75,0.55,97.5,0.35
124,32.5,30.0,0.5,7.5,0.475
125,81.25,127.5,0.525,251.25,0.425
126,68.75,138.75,0.525,82.5,0.375
127,100.0,228.75,0.475,71.25,0.575
128,51.25,120.0,0.5,288.75,0.4
129,96.25,123.75,0.5,270.0,0.425
130,70.0,157.5,0.5,82.5,0.5
131,105.0,202.5,0.6,112.5,0.275
132,40.0,120.0,0.5,120.0,0.35
133,17.5,37.5,0.425,75.0,0.425
134,197.5,165.0,0.675,157.5,0.45
135,88.75,135.0,0.6,56.25,0.3
136,103.75,135.0,0.55,161.25,0.575
137,8.75,45.0,0.475,56.25,0.375
138,115.0,187.5,0.45,37.5,0.675
139,110.0,157.5,0.5,52.5,0.65
140,31.25,60.0,0.55,18.75,0.35
141,138.75,217.5,0.55,33.75,0.475
142,26.25,45.0,0.5,108.75,0.475
143,0.0,60.0,0.45,390.0,0.325
144,83.75,157.5,0.375,138.75,0.725
145,118.75,172.5,0.375,108.75,0.675
146,-6.25,202.5,0.4,273.75,0.425
147,92.5,112.5,0.45,135.0,0.7
148,25.0,318.75,0.325,26.25,0.5
149,82.5,120.0,0.475,67.5,0.5
150,57.5,112.5,0.5,0.0,0.525
151,40.0,41.25,0.525,48.75,0.45
152,173.75,157.5,0.55,168.75,0.65
153,62.5,225.0,0.475,202.5,0.325
154,127.5,127.5,0.5,15.0,0.825
155,107.5,112.5,0.6,270.0,0.475
156,102.5,97.5,0.5,0.0,0.625
157,51.25,97.5,0.45,11.25,0.575
158,117.5,150.0,0.5,52.5,0.5
159,110.0,93.75,0.475,86.25,0.75
160,113.75,120.0,0.525,56.25,0.375
161,247.5,195.0,0.5,127.5,0.725
162,201.25,225.0,0.475,153.75,0.575
163,55.0,15.0,0.55,0.0,0.325
164,77.5,30.0,0.6,52.5,0.725
165,185.0,146.25,0.475,168.75,0.625
166,185.0,60.0,0.5,45.0,0.85
167,170.0,180.0,0.55,0.0,0.475
168,236.25,15.0,0.55,48.75,0.9
169,170.0,60.0,0.55,180.0,0.575
170,55.0,67.5,0.5,67.5,0.475
171,157.5,262.5,0.525,0.0,0.5
172,233.75,157.5,0.5,78.75,0.85
173,185.0,78.75,0.525,176.25,0.625
174,270.0,187.5,0.55,112.5,0.75
175,282.5,172.5,0.525,75.0,0.8
176,222.5,213.75,0.4,3.75,0.975
177,65.0,90.0,0.55,375.0,0.375
178,260.0,172.5,0.475,67.5,0.85
179,57.5,112.5,0.45,0.0,0.475
180,226.25,0.0,0.5,33.75,0.925
181,73.75,142.5,0.475,3.75,0.475
182,130.0,90.0,0.5,60.0,0.475
183,205.0,255.0,0.5,60.0,0.825
184,215.0,172.5,0.5,52.5,0.825
185,241.25,150.0,0.45,48.75,0.9
186,52.5,153.75,0.475,3.75,0.325
187,35.0,71.25,0.475,33.75,0.425
188,22.5,67.5,0.5,0.0,0.225
189,241.25,7.5,0.575,41.25,0.85
190,35.0,135.0,0.375,0.0,0.275
191,57.5,105.0,0.475,7.5,0.45
192,222.5,37.5,0.5,90.0,0.825
193,113.75,187.5,0.5,78.75,0.525
194,142.5,63.75,0.45,63.75,0.8
195,121.25,108.75,0.575,0.0,0.5
196,131.25,45.0,0.45,93.75,0.75
197,41.25,45.0,0.5,3.75,0.375
198,108.75,161.25,0.475,0.0,0.65
199,186.25,37.5,0.5,56.25,0.825
200,315.0,180.0,0.55,135.0,0.75
201,118.75,172.5,0.525,18.75,0.6
202,285.0,187.5,0.45,67.5,0.85
203,170.0,142.5,0.5,97.5,0.675
204,277.5,120.0,0.4,112.5,0.8
205,157.5,243.75,0.425,78.75,0.725
206,53.75,93.75,0.475,22.5,0.575
207,232.5,45.0,0.525,112.5,0.775
208,75.0,75.0,0.45,0.0,0.425
209,61.25,63.75,0.45,75.0,0.6
210,188.75,123.75,0.525,7.5,0.85
211,271.25,157.5,0.525,191.25,0.675
212,65.0,71.25,0.55,123.75,0.525
213,167.5,131.25,0.425,41.25,0.85
214,98.75,123.75,0.575,67.5,0.475
215,260.0,213.75,0.55,86.25,0.775
216,241.25,172.5,0.6,56.25,0.8
217,27.5,135.0,0.45,37.5,0.175
218,68.75,67.5,0.475,123.75,0.6
219,41.25,37.5,0.5,101.25,0.4
220,183.75,26.25,0.5,180.0,0.65
221,57.5,90.0,0.525,52.5,0.125
222,52.5,123.75,0.5,33.75,0.35
223,-2.5,75.0,0.5,127.5,0.3
224,21.25,60.0,0.475,168.75,0.4
225,80.0,157.5,0.6,202.5,0.15
226,57.5,60.0,0.5,232.5,0.4
227,25.0,60.0,0.5,135.0,0.5
228,212.5,277.5,0.45,150.0,0.675
229,88.75,123.75,0.475,157.5,0.55
230,40.0,90.0,0.55,30.0,0.325
231,30.0,52.5,0.5,37.5,0.475
232,235.0,112.5,0.525,172.5,0.675
233,202.5,30.0,0.55,157.5,0.7
234,56.25,90.0,0.5,3.75,0.275
235,27.5,82.5,0.55,150.0,0.45
236,121.25,195.0,0.55,183.75,0.475
237,26.25,127.5,0.5,86.25,0.225
238,307.5,247.5,0.525,135.0,0.7
239,135.0,292.5,0.5,82.5,0.625
240,6.25,135.0,0.5,138.75,0.35
241,191.25,112.5,0.45,116.25,0.725
242,-10.0,71.25,0.4,198.75,0.375
243,52.5,168.75,0.475,78.75,0.3
244,227.5,161.25,0.325,191.25,0.675
245,115.0,157.5,0.55,37.5,0.325
246,223.75,165.0,0.525,131.25,0.675
247,212.5,82.5,0.575,105.0,0.75
248,50.0,180.0,0.5,0.0,0.175
249,40.0,127.5,0.5,172.5,0.375
250,86.25,52.5,0.55,101.25,0.45
251,101.25,247.5,0.525,71.25,0.375
252,166.25,131.25,0.475,112.5,0.7
253,85.0,30.0,0.475,75.0,0.65
254,83.75,90.0,0.5,146.25,0.525
255,92.5,116.25,0.6,191.25,0.45
256,185.0,45.0,0.5,120.0,0.725
257,55.0,78.75,0.55,176.25,0.45
258,57.5,120.0,0.5,142.5,0.475
259,72.5,195.0,0.5,112.5,0.575
260,-8.75,67.5,0.45,161.25,0.375
261,86.25,123.75,0.475,120.0,0.525
262,63.75,180.0,0.475,26.25,0.15
263,100.0,82.5,0.475,67.5,0.7
264,78.75,37.5,0.55,183.75,0.525
265,201.25,60.0,0.525,108.75,0.75
266,55.0,105.0,0.475,120.0,0.4
267,247.5,127.5,0.5,165.0,0.7
268,98.75,97.5,0.575,153.75,0.45
269,27.5,97.5,0.525,135.0,0.3
270,12.5,41.25,0.475,26.25,0.225
271,13.75,22.5,0.5,3.75,0.275
272,10.0,22.5,0.5,97.5,0.25
273,3.75,22.5,0.5,153.75,0.325
274,81.25,198.75,0.525,120.0,0.3
275,55.0,131.25,0.525,63.75,0.15
276,-2.5,7.5,0.55,105.0,0.175
277,5.0,150.0,0.525,195.0,0.0
278,48.75,161.25,0.525,90.0,0.175
279,11.25,45.0,0.475,33.75,0.075
280,-27.5,82.5,0.5,255.0,0.375
281,25.0,52.5,0.55,22.5,0.275
282,57.5,150.0,0.5,142.5,0.325
283,37.5,172.5,0.5,60.0,0.275
284,23.75,52.5,0.5,3.75,0.125
285,50.0,90.0,0.525,120.0,0.3
286,-40.0,127.5,0.4,262.5,0.15
287,85.0,0.0,0.5,135.0,0.525
288,-31.25,56.25,0.475,225.0,0.225
289,-16.25,176.25,0.5,210.0,0.075
290,-31.25,41.25,0.5,150.0,0.075
291,33.75,41.25,0.45,15.0,0.325
292,87.5,90.0,0.425,172.5,0.575
293,256.25,135.0,0.425,138.75,0.75
294,173.75,7.5,0.5,138.75,0.6
295,130.0,75.0,0.5,195.0,0.575
296,-5.0,0.0,0.55,15.0,0.1
297,67.5,187.5,0.45,165.0,0.35
298,-42.5,60.0,0.475,232.5,0.15
299,177.5,292.5,0.45,150.0,0.5
300,90.0,247.5,0.575,202.5,0.15
301,91.25,195.0,0.5,183.75,0.425
302,102.5,37.5,0.5,180.0,0.525
303,30.0,22.5,0.5,37.5,0.3
304,-3.75,165.0,0.45,138.75,0.075
305,135.0,135.0,0.65,0.0,0.2
306,295.0,262.5,0.5,172.5,0.7
307,2.5,97.5,0.6,180.0,0.225
308,33.75,161.25,0.375,45.0,0.325
309,-1.25,93.75,0.425,67.5,0.175
310,157.5,120.0,0.55,82.5,0.65
311,167.5,67.5,0.5,195.0,0.65
312,35.0,127.5,0.5,67.5,0.525
313,137.5,108.75,0.475,153.75,0.6
314,260.0,157.5,0.5,172.5,0.7
315,228.75,168.75,0.6,142.5,0.65
316,22.5,90.0,0.475,127.5,0.45
317,161.25,120.0,0.55,198.75,0.55
318,26.25,86.25,0.55,97.5,0.475
319,142.5,30.0,0.45,157.5,0.65
320,192.5,15.0,0.55,112.5,0.75
321,262.5,157.5,0.5,150.0,0.725
322,55.0,195.0,0.425,60.0,0.7
323,121.25,101.25,0.5,157.5,0.6
324,125.0,56.25,0.5,108.75,0.65
325,155.0,112.5,0.5,142.5,0.675
326,153.75,153.75,0.425,172.5,0.65
327,145.0,0.0,0.45,105.0,0.725
328,207.5,7.5,0.55,135.0,0.7
329,120.0,150.0,0.5,150.0,0.575
330,135.0,90.0,0.575,135.0,0.625
331,171.25,67.5,0.475,251.25,0.575
332,45.0,153.75,0.45,11.25,0.7
333,212.5,255.0,0.4,82.5,0.775
334,175.0,78.75,0.5,86.25,0.75
335,62.5,142.5,0.35,105.0,0.6
336,117.5,153.75,0.5,78.75,0.625
337,61.25,105.0,0.475,63.75,0.6
338,120.0,187.5,0.5,82.5,0.7
339,32.5,97.5,0.5,0.0,0.7
340,125.0,187.5,0.475,217.5,0.5
341,228.75,277.5,0.5,153.75,0.675
342,215.0,187.5,0.525,217.5,0.625
343,77.5,112.5,0.5,30.0,0.775
344,153.75,60.0,0.5,206.25,0.6
345,95.0,120.0,0.5,15.0,0.775
346,93.75,56.25,0.35,180.0,0.575
347,110.0,157.5,0.45,112.5,0.65
348,165.0,187.5,0.55,67.5,0.7
349,90.0,82.5,0.5,157.5,0.575
350,115.0,138.75,0.475,56.25,0.7
351,126.25,112.5,0.5,161.25,0.55
352,123.75,240.0,0.45,236.25,0.55
353,76.25,135.0,0.5,108.75,0.525
354,22.5,52.5,0.5,15.0,0.7
355,101.25,45.0,0.525,123.75,0.625
356,61.25,7.5,0.375,101.25,0.6
357,93.75,45.0,0.6,101.25,0.6
358,187.5,180.0,0.6,142.5,0.55
359,112.5,202.5,0.45,135.0,0.6
360,66.25,67.5,0.5,86.25,0.625
361,15.0,15.0,0.5,60.0,0.5
362,40.0,127.5,0.425,82.5,0.6
363,50.0,37.5,0.55,112.5,0.5
364,57.5,150.0,0.45,172.5,0.45
365,37.5,52.5,0.5,60.0,0.65
366,36.25,22.5,0.55,161.25,0.45
367,50.0,86.25,0.5,123.75,0.525
368,26.25,63.75,0.525,0.0,0.725
369,75.0,165.0,0.45,120.0,0.55
370,17.5,22.5,0.45,30.0,0.7
371,100.0,195.0,0.45,135.0,0.45
372,56.25,120.0,0.5,123.75,0.425
373,103.75,67.5,0.6,78.75,0.6
374,95.0,210.0,0.5,135.0,0.525
375,45.0,30.0,0.5,105.0,0.475
376,70.0,97.5,0.5,142.5,0.45
377,97.5,90.0,0.525,202.5,0.525
378,21.25,41.25,0.45,67.5,0.45
379,75.0,150.0,0.45,285.0,0.4
380,137.5,112.5,0.475,300.0,0.5
381,88.75,180.0,0.45,131.25,0.575
382,205.0,277.5,0.5,277.5,0.525
383,98.75,71.25,0.475,330.0,0.45
384,91.25,277.5,0.475,41.25,0.7
385,41.25,161.25,0.475,67.5,0.525
386,41.25,180.0,0.475,108.75,0.5
387,53.75,26.25,0.525,60.0,0.5
388,63.75,206.25,0.475,0.0,0.625
389,7.5,135.0,0.45,7.5,0.625
390,83.75,217.5,0.5,138.75,0.425
391,88.75,195.0,0.5,26.25,0.7
392,98.75,198.75,0.475,142.5,0.5
393,118.75,123.75,0.525,217.5,0.475
394,60.0,120.0,0.5,60.0,0.725
395,90.0,116.25,0.5,153.75,0.5
396,101.25,120.0,0.55,138.75,0.5
397,63.75,78.75,0.475,127.5,0.575
398,125.0,270.0,0.525,45.0,0.8
399,10.0,7.5,0.525,22.5,0.7
400,107.5,161.25,0.575,71.25,0.575
401,110.0,142.5,0.55,187.5,0.45
402,45.0,108.75,0.475,86.25,0.6
403,105.0,292.5,0.5,22.5,0.625
404,152.5,120.0,0.55,217.5,0.5
405,52.5,120.0,0.5,67.5,0.55
406,153.75,285.0,0.5,161.25,0.525
407,67.5,108.75,0.45,123.75,0.525
408,55.0,330.0,0.425,15.0,0.55
409,50.0,97.5,0.5,112.5,0.45
410,131.25,22.5,0.5,236.25,0.575
411,63.75,18.75,0.525,187.5,0.45
412,51.25,97.5,0.5,71.25,0.625
413,125.0,123.75,0.525,311.25,0.475
414,95.0,180.0,0.475,15.0,0.75
415,20.0,90.0,0.45,150.0,0.35
416,86.25,56.25,0.475,217.5,0.5
417,60.0,67.5,0.575,82.5,0.475
418,32.5,67.5,0.55,30.0,0.575
419,11.25,93.75,0.5,75.0,0.35
420,67.5,37.5,0.5,45.0,0.675
421,113.75,86.25,0.575,120.0,0.55
422,118.75,195.0,0.5,116.25,0.55
423,16.25,67.5,0.425,26.25,0.425
424,66.25,206.25,0.475,67.5,0.65
425,147.5,97.5,0.6,255.0,0.5
426,150.0,112.5,0.5,187.5,0.6
427,45.0,60.0,0.475,195.0,0.4
428,57.5,202.5,0.425,60.0,0.45
429,25.0,90.0,0.425,75.0,0.35
430,30.0,45.0,0.55,45.0,0.45
431,35.0,45.0,0.525,0.0,0.6
432,52.5,176.25,0.5,41.25,0.325
433,141.25,63.75,0.525,195.0,0.6
434,106.25,71.25,0.5,202.5,0.525
435,77.5,120.0,0.5,52.5,0.475
436,142.5,210.0,0.5,127.5,0.625
437,241.25,195.0,0.45,183.75,0.675
438,21.25,37.5,0.5,41.25,0.375
439,16.25,52.5,0.375,71.25,0.375
440,67.5,97.5,0.6,75.0,0.4
441,105.0,131.25,0.525,123.75,0.625
442,143.75,82.5,0.55,213.75,0.575
443,61.25,82.5,0.5,86.25,0.55
444,175.0,105.0,0.575,90.0,0.75
445,87.5,75.0,0.45,157.5,0.575
446,147.5,105.0,0.5,127.5,0.7
447,127.5,146.25,0.525,86.25,0.7
448,72.5,97.5,0.425,60.0,0.825
449,65.0,202.5,0.475,52.5,0.6
450,97.5,75.0,0.5,37.5,0.8
451,245.0,52.5,0.45,142.5,0.75
452,147.5,82.5,0.525,60.0,0.8
453,51.25,120.0,0.5,18.75,0.85
454,136.25,30.0,0.5,33.75,0.8
455,192.5,78.75,0.525,168.75,0.675
456,133.75,97.5,0.675,18.75,0.85
457,61.25,131.25,0.5,7.5,0.85
458,138.75,30.0,0.525,11.25,0.9
459,201.25,232.5,0.425,56.25,0.825
460,180.0,15.0,0.55,165.0,0.675
461,42.5,52.5,0.625,105.0,0.65
462,135.0,22.5,0.525,22.5,0.85
463,202.5,191.25,0.475,116.25,0.725
464,57.5,22.5,0.5,30.0,0.85
465,187.5,180.0,0.5,52.5,0.825
466,151.25,112.5,0.5,236.25,0.55
467,166.25,52.5,0.525,71.25,0.8
468,157.5,101.25,0.45,131.25,0.75
469,172.5,161.25,0.475,86.25,0.725
470,226.25,142.5,0.55,131.25,0.7
471,32.5,86.25,0.475,11.25,0.95
472,16.25,22.5,0.5,41.25,0.725
473,142.5,127.5,0.45,180.0,0.65
474,66.25,37.5,0.525,26.25,0.8
475,153.75,0.0,0.55,176.25,0.65
476,175.0,75.0,0.525,210.0,0.625
477,217.5,67.5,0.5,45.0,0.9
478,195.0,97.5,0.575,67.5,0.775
479,136.25,135.0,0.475,78.75,0.675
480,182.5,172.5,0.525,75.0,0.775
481,55.0,37.5,0.525,7.5,0.95
482,143.75,90.0,0.475,26.25,0.875
483,185.0,127.5,0.55,37.5,0.85
484,36.25,52.5,0.5,11.25,0.825
485,275.0,165.0,0.5,180.0,0.7
486,257.5,202.5,0.5,90.0,0.8
487,245.0,165.0,0.5,150.0,0.725
488,172.5,180.0,0.5,37.5,0.8
489,210.0,165.0,0.475,195.0,0.65
490,97.5,206.25,0.475,26.25,0.75
491,48.75,67.5,0.5,33.75,0.85
492,146.25,67.5,0.5,26.25,0.85
493,243.75,75.0,0.5,161.25,0.7
494,118.75,127.5,0.425,33.75,0.85
495,163.75,116.25,0.55,30.0,0.85
496,82.5,135.0,0.425,22.5,0.85
497,223.75,187.5,0.525,18.75,0.85
498,235.0,191.25,0.525,93.75,0.75
499,75.0,112.5,0.475,22.5,0.825
500,222.5,217.5,0.5,90.0,0.75
501,135.0,33.75,0.525,11.25,0.925
502,176.25,78.75,0.525,135.0,0.725
503,156.25,157.5,0.5,26.25,0.875
504,176.25,322.5,0.425,11.25,0.825
505,97.5,127.5,0.5,45.0,0.725
506,220.0,206.25,0.6,33.75,0.8
507,125.0,195.0,0.425,120.0,0.675
508,67.5,187.5,0.5,45.0,0.7
509,170.0,262.5,0.55,37.5,0.8
510,101.25,187.5,0.5,11.25,0.825
511,218.75,270.0,0.425,41.25,0.875
512,151.25,30.0,0.475,108.75,0.725
513,175.0,0.0,0.6,105.0,0.75
514,108.75,90.0,0.5,11.25,0.875
515,206.25,176.25,0.55,67.5,0.825
516,192.5,273.75,0.5,33.75,0.9
517,168.75,30.0,0.5,221.25,0.625
518,45.0,0.0,0.45,15.0,0.9
519,175.0,206.25,0.575,18.75,0.9
520,162.5,97.5,0.575,0.0,0.975
521,122.5,75.0,0.475,82.5,0.8
522,153.75,127.5,0.6,48.75,0.8
523,206.25,60.0,0.475,93.75,0.775
524,282.5,52.5,0.525,135.0,0.775
525,210.0,157.5,0.525,82.5,0.75
526,231.25,90.0,0.55,78.75,0.8
527,203.75,67.5,0.475,168.75,0.675
528,175.0,90.0,0.55,75.0,0.775
529,276.25,206.25,0.525,67.5,0.825
530,203.75,247.5,0.5,78.75,0.725
531,146.25,30.0,0.55,33.75,0.825
532,250.0,300.0,0.45,180.0,0.625
533,127.5,45.0,0.475,37.5,0.825
534,212.5,277.5,0.5,120.0,0.7
535,182.5,67.5,0.55,120.0,0.75
536,150.0,217.5,0.4,22.5,0.9
537,161.25,7.5,0.55,71.25,0.825
538,185.0,270.0,0.425,15.0,0.875
539,201.25,37.5,0.575,71.25,0.825
540,187.5,187.5,0.45,15.0,0.925
541,62.5,127.5,0.5,0.0,0.875
542,57.5,45.0,0.5,7.5,0.875
543,148.75,67.5,0.5,63.75,0.7
544,201.25,150.0,0.5,48.75,0.825
545,210.0,52.5,0.525,187.5,0.675
546,201.25,142.5,0.475,26.25,0.925
547,262.5,213.75,0.55,33.75,0.9
548,81.25,105.0,0.4,33.75,0.825
549,195.0,277.5,0.475,247.5,0.55
550,180.0,142.5,0.425,67.5,0.825
551,188.75,146.25,0.475,105.0,0.7
552,23.75,52.5,0.5,3.75,0.925
553,257.5,168.75,0.5,123.75,0.725
554,131.25,210.0,0.55,48.75,0.9
555,96.25,180.0,0.575,3.75,0.975
556,272.5,217.5,0.5,90.0,0.825
557,107.5,97.5,0.475,15.0,0.9
558,158.75,56.25,0.5,45.0,0.85
559,190.0,135.0,0.525,45.0,0.9
560,127.5,45.0,0.45,37.5,0.875
561,7.5,108.75,0.4,3.75,0.825
562,100.0,210.0,0.475,120.0,0.7
563,127.5,135.0,0.5,7.5,0.95
564,167.5,22.5,0.4,30.0,0.9
565,136.25,150.0,0.5,123.75,0.7
566,198.75,0.0,0.2,41.25,0.825
567,30.0,210.0,0.4,0.0,0.925
568,116.25,105.0,0.55,18.75,0.875
569,283.75,180.0,0.45,146.25,0.75
570,256.25,172.5,0.475,101.25,0.775
571,33.75,86.25,0.525,0.0,0.9
572,51.25,45.0,0.425,33.75,0.875
573,153.75,97.5,0.5,108.75,0.8
574,253.75,202.5,0.55,93.75,0.775
575,277.5,180.0,0.525,22.5,0.9
576,235.0,52.5,0.425,112.5,0.775
577,200.0,45.0,0.35,165.0,0.65
578,188.75,93.75,0.4,37.5,0.9
579,221.25,255.0,0.575,33.75,0.875
580,191.25,82.5,0.25,86.25,0.825
581,276.25,225.0,0.5,138.75,0.725
582,107.5,187.5,0.5,15.0,0.875
583,246.25,105.0,0.35,138.75,0.75
584,58.75,7.5,0.1,3.75,0.775
585,278.75,105.0,0.55,146.25,0.75
586,247.5,195.0,0.575,37.5,0.9
587,252.5,187.5,0.55,30.0,0.925
588,231.25,180.0,0.55,18.75,0.925
589,206.25,187.5,0.5,56.25,0.8
590,72.5,82.5,0.35,45.0,0.775
591,203.75,22.5,0.375,153.75,0.7
592,96.25,142.5,0.5,11.25,0.95
593,211.25,75.0,0.475,3.75,0.975
594,136.25,146.25,0.475,97.5,0.625
595,205.0,161.25,0.525,63.75,0.8
596,201.25,108.75,0.525,30.0,0.875
597,220.0,108.75,0.475,131.25,0.7
598,263.75,251.25,0.525,15.0,0.925
599,296.25,270.0,0.425,123.75,0.775
600,33.75,7.5,0.1,18.75,0.875
601,86.25,217.5,0.475,86.25,0.725
602,76.25,135.0,0.55,18.75,0.85
603,123.75,82.5,0.45,3.75,0.95
604,177.5,183.75,0.475,78.75,0.6
605,205.0,105.0,0.475,90.0,0.8
606,256.25,217.5,0.5,56.25,0.825
607,98.75,97.5,0.5,3.75,0.975
608,183.75,153.75,0.475,82.5,0.75
609,152.5,60.0,0.375,187.5,0.575
610,110.0,71.25,0.475,78.75,0.675
611,190.0,90.0,0.4,90.0,0.775
612,276.25,142.5,0.6,71.25,0.825
613,215.0,123.75,0.425,131.25,0.725
614,190.0,30.0,0.15,60.0,0.825
615,180.0,52.5,0.3,37.5,0.85
616,175.0,15.0,0.35,90.0,0.725
617,176.25,165.0,0.525,78.75,0.8
618,252.5,63.75,0.325,123.75,0.775
619,132.5,161.25,0.325,146.25,0.7
620,183.75,97.5,0.4,78.75,0.8
621,103.75,112.5,0.3,63.75,0.7
622,271.25,120.0,0.45,138.75,0.75
623,35.0,105.0,0.475,0.0,0.875
624,245.0,41.25,0.35,123.75,0.775
625,231.25,206.25,0.525,142.5,0.675
626,210.0,78.75,0.325,101.25,0.75
627,185.0,195.0,0.425,150.0,0.65
628,140.0,157.5,0.525,22.5,0.875
629,220.0,71.25,0.45,168.75,0.65
630,122.5,93.75,0.325,63.75,0.775
631,88.75,90.0,0.4,71.25,0.65
632,117.5,90.0,0.475,52.5,0.725
