episode,investor_return,a1_return,a1_repay,a2_return,a2_repay
4621,190.0,45.0,0.225,135.0,0.75
4622,78.75,116.25,0.125,45.0,0.8
4623,-1.25,206.25,0.25,15.0,0.8
4624,100.0,153.75,0.1,146.25,0.675
4625,7.5,75.0,0.3,67.5,0.625
4626,70.0,123.75,0.175,26.25,0.825
4627,-38.75,210.0,0.125,18.75,0.75
4628,151.25,120.0,0.2,138.75,0.725
4629,0.0,26.25,0.125,3.75,0.825
4630,91.25,60.0,0.225,138.75,0.65
4631,7.5,75.0,0.25,7.5,0.75
4632,206.25,236.25,0.175,127.5,0.775
4633,45.0,45.0,0.275,30.0,0.75
4634,60.0,180.0,0.25,90.0,0.675
4635,70.0,206.25,0.075,213.75,0.6
4636,30.0,210.0,0.175,60.0,0.75
4637,46.25,120.0,0.15,93.75,0.65
4638,66.25,30.0,0.3,33.75,0.775
4639,97.5,165.0,0.225,127.5,0.675
4640,36.25,172.5,0.15,71.25,0.7
4641,218.75,146.25,0.1,135.0,0.775
4642,70.0,90.0,0.2,60.0,0.75
4643,53.75,221.25,0.05,75.0,0.75
4644,130.0,285.0,0.125,75.0,0.775
4645,28.75,105.0,0.2,86.25,0.7
4646,118.75,82.5,0.2,78.75,0.75
4647,22.5,172.5,0.15,75.0,0.65
4648,13.75,101.25,0.3,15.0,0.7
4649,21.25,243.75,0.1,165.0,0.675
4650,50.0,60.0,0.05,30.0,0.775
4651,107.5,281.25,0.225,71.25,0.8
4652,58.75,296.25,0.025,75.0,0.8
4653,192.5,41.25,0.35,116.25,0.75
4654,46.25,180.0,0.025,93.75,0.725
4655,166.25,90.0,0.225,93.75,0.8
4656,68.75,30.0,0.225,71.25,0.675
4657,-35.0,480.0,0.1,105.0,0.675
4658,21.25,150.0,0.175,18.75,0.825
4659,-92.5,450.0,0.0,52.5,0.725
4660,227.5,86.25,0.2,146.25,0.75
4661,85.0,213.75,0.075,101.25,0.75
4662,83.75,120.0,0.225,56.25,0.8
4663,152.5,30.0,0.2,97.5,0.75
4664,92.5,165.0,0.2,82.5,0.775
4665,58.75,112.5,0.275,198.75,0.55
4666,30.0,45.0,0.225,45.0,0.675
4667,10.0,120.0,0.3,30.0,0.8
4668,-20.0,90.0,0.275,0.0,0.725
4669,38.75,146.25,0.025,45.0,0.75
4670,38.75,120.0,0.15,41.25,0.85
4671,95.0,375.0,0.0,120.0,0.775
4672,135.0,116.25,0.275,78.75,0.775
4673,53.75,78.75,0.15,37.5,0.775
4674,72.5,101.25,0.125,116.25,0.725
4675,160.0,82.5,0.1,127.5,0.725
4676,50.0,146.25,0.1,123.75,0.6
4677,46.25,390.0,0.1,93.75,0.775
4678,101.25,202.5,0.175,116.25,0.725
4679,128.75,120.0,0.2,161.25,0.7
4680,117.5,105.0,0.25,67.5,0.725
4681,-11.25,270.0,0.075,41.25,0.775
4682,-36.25,232.5,0.1,3.75,0.75
4683,56.25,161.25,0.075,82.5,0.7
4684,67.5,270.0,0.125,112.5,0.75
4685,75.0,161.25,0.075,123.75,0.725
4686,127.5,191.25,0.025,161.25,0.7
4687,148.75,131.25,0.1,210.0,0.65
4688,101.25,330.0,0.1,138.75,0.7
4689,133.75,300.0,0.15,116.25,0.8
4690,35.0,326.25,0.1,48.75,0.8
4691,137.5,116.25,0.275,86.25,0.775
4692,75.0,101.25,0.15,63.75,0.75
4693,141.25,116.25,0.175,172.5,0.675
4694,56.25,183.75,0.175,150.0,0.65
4695,95.0,101.25,0.175,63.75,0.775
4696,-55.0,352.5,0.075,82.5,0.65
4697,138.75,41.25,0.225,240.0,0.575
4698,73.75,120.0,0.25,86.25,0.725
4699,-27.5,247.5,0.1,0.0,0.8
4700,111.25,131.25,0.2,67.5,0.8
4701,136.25,165.0,0.25,78.75,0.825
4702,117.5,161.25,0.025,101.25,0.775
4703,41.25,270.0,0.1,108.75,0.725
4704,38.75,236.25,0.075,45.0,0.8
4705,145.0,30.0,0.275,105.0,0.725
4706,85.0,90.0,0.175,105.0,0.75
4707,81.25,97.5,0.3,71.25,0.725
4708,16.25,465.0,0.0,78.75,0.775
4709,72.5,168.75,0.125,48.75,0.8
4710,-6.25,142.5,0.25,3.75,0.825
4711,108.75,135.0,0.275,86.25,0.75
4712,6.25,236.25,0.125,37.5,0.775
4713,2.5,255.0,0.1,82.5,0.725
4714,73.75,157.5,0.275,48.75,0.8
4715,18.75,337.5,0.075,183.75,0.625
4716,130.0,71.25,0.125,78.75,0.775
4717,45.0,30.0,0.25,15.0,0.85
4718,41.25,165.0,0.175,33.75,0.75
4719,141.25,187.5,0.275,161.25,0.675
4720,88.75,161.25,0.175,60.0,0.775
4721,-1.25,90.0,0.125,41.25,0.675
4722,116.25,127.5,0.15,56.25,0.825
4723,21.25,405.0,0.1,63.75,0.775
4724,-1.25,135.0,0.175,26.25,0.8
4725,128.75,101.25,0.125,90.0,0.75
4726,95.0,352.5,0.15,142.5,0.725
4727,65.0,285.0,0.05,90.0,0.75
4728,32.5,251.25,0.025,86.25,0.725
4729,-15.0,90.0,0.35,15.0,0.725
4730,15.0,191.25,0.075,63.75,0.775
4731,83.75,225.0,0.125,101.25,0.725
4732,-21.25,97.5,0.075,3.75,0.8
4733,-103.75,420.0,0.1,33.75,0.675
4734,93.75,75.0,0.3,131.25,0.675
4735,-21.25,127.5,0.225,33.75,0.675
4736,-42.5,176.25,0.075,26.25,0.65
4737,10.0,30.0,0.2,30.0,0.7
4738,15.0,315.0,0.0,60.0,0.775
4739,37.5,105.0,0.2,37.5,0.75
4740,153.75,90.0,0.2,116.25,0.725
4741,-30.0,525.0,0.025,105.0,0.725
4742,118.75,236.25,0.1,105.0,0.775
4743,107.5,142.5,0.15,90.0,0.75
4744,-11.25,183.75,0.225,7.5,0.85
4745,185.0,150.0,0.125,165.0,0.725
4746,83.75,210.0,0.125,86.25,0.725
4747,33.75,281.25,0.2,135.0,0.625
4748,200.0,67.5,0.275,142.5,0.725
4749,117.5,307.5,0.15,195.0,0.65
4750,45.0,41.25,0.15,123.75,0.625
4751,66.25,150.0,0.225,93.75,0.675
4752,191.25,0.0,0.25,138.75,0.7
4753,52.5,71.25,0.225,86.25,0.65
4754,-92.5,303.75,0.125,18.75,0.675
4755,111.25,225.0,0.2,123.75,0.7
4756,192.5,45.0,0.225,142.5,0.725
4757,-3.75,157.5,0.175,26.25,0.775
4758,160.0,150.0,0.15,150.0,0.725
4759,-51.25,213.75,0.075,7.5,0.775
4760,-56.25,225.0,0.025,11.25,0.775
4761,75.0,60.0,0.225,165.0,0.6
4762,130.0,172.5,0.175,127.5,0.725
4763,1.25,15.0,0.275,33.75,0.625
4764,102.5,45.0,0.4,142.5,0.675
4765,-20.0,210.0,0.175,30.0,0.8
4766,-17.5,240.0,0.25,67.5,0.625
4767,-48.75,217.5,0.05,11.25,0.775
4768,145.0,161.25,0.125,153.75,0.7
4769,216.25,127.5,0.175,146.25,0.75
4770,75.0,105.0,0.225,60.0,0.775
4771,68.75,90.0,0.175,71.25,0.725
4772,30.0,45.0,0.225,15.0,0.775
4773,91.25,131.25,0.15,67.5,0.75
4774,-25.0,157.5,0.15,37.5,0.5
4775,90.0,71.25,0.25,138.75,0.55
4776,10.0,135.0,0.175,45.0,0.7
4777,113.75,213.75,0.1,82.5,0.8
4778,-42.5,210.0,0.1,22.5,0.55
4779,60.0,0.0,0.25,60.0,0.7
4780,127.5,150.0,0.25,232.5,0.6
4781,1.25,352.5,0.15,56.25,0.625
4782,113.75,75.0,0.3,101.25,0.725
4783,117.5,0.0,0.225,82.5,0.725
4784,-1.25,198.75,0.075,22.5,0.75
4785,132.5,195.0,0.15,142.5,0.725
4786,128.75,142.5,0.1,198.75,0.65
4787,-11.25,150.0,0.125,11.25,0.75
4788,66.25,82.5,0.275,101.25,0.55
4789,-37.5,206.25,0.2,11.25,0.775
4790,-11.25,221.25,0.05,60.0,0.7
4791,-43.75,135.0,0.2,48.75,0.65
4792,-10.0,176.25,0.175,63.75,0.675
4793,155.0,135.0,0.225,180.0,0.675
4794,47.5,26.25,0.3,26.25,0.7
4795,-42.5,142.5,0.275,0.0,0.725
4796,45.0,30.0,0.225,105.0,0.6
4797,16.25,210.0,0.225,63.75,0.625
4798,21.25,187.5,0.2,41.25,0.65
4799,65.0,30.0,0.325,105.0,0.7
4800,142.5,26.25,0.2,101.25,0.725
4801,75.0,60.0,0.25,45.0,0.725
4802,22.5,37.5,0.225,60.0,0.55
4803,-1.25,135.0,0.275,26.25,0.725
4804,72.5,337.5,0.05,120.0,0.75
4805,52.5,165.0,0.225,172.5,0.625
4806,15.0,243.75,0.175,41.25,0.75
4807,41.25,116.25,0.2,112.5,0.6
4808,45.0,195.0,0.2,90.0,0.725
4809,-16.25,266.25,0.125,30.0,0.625
4810,17.5,60.0,0.325,82.5,0.55
4811,-105.0,480.0,0.1,15.0,0.7
4812,96.25,236.25,0.125,127.5,0.675
4813,60.0,405.0,0.1,135.0,0.675
4814,63.75,285.0,0.25,191.25,0.65
4815,178.75,45.0,0.225,176.25,0.675
4816,8.75,75.0,0.225,146.25,0.575
4817,21.25,210.0,0.075,48.75,0.65
4818,68.75,123.75,0.15,97.5,0.7
4819,23.75,60.0,0.25,26.25,0.775
4820,-92.5,315.0,0.025,67.5,0.575
4821,11.25,101.25,0.25,97.5,0.55
4822,118.75,142.5,0.225,78.75,0.775
4823,-120.0,416.25,0.15,63.75,0.625
4824,16.25,0.0,0.35,33.75,0.625
4825,56.25,101.25,0.175,82.5,0.7
4826,77.5,56.25,0.325,86.25,0.7
4827,-5.0,90.0,0.4,15.0,0.75
4828,183.75,157.5,0.075,138.75,0.75
4829,-37.5,251.25,0.025,56.25,0.675
4830,35.0,251.25,0.1,123.75,0.65
4831,22.5,90.0,0.25,67.5,0.6
4832,-10.0,172.5,0.125,67.5,0.7
4833,-20.0,360.0,0.05,120.0,0.675
4834,-6.25,352.5,0.025,63.75,0.725
4835,46.25,60.0,0.35,63.75,0.625
4836,62.5,172.5,0.075,105.0,0.675
4837,-27.5,292.5,0.075,105.0,0.6
4838,127.5,243.75,0.1,108.75,0.75
4839,177.5,127.5,0.1,165.0,0.725
4840,61.25,300.0,0.025,108.75,0.725
4841,-1.25,258.75,0.075,82.5,0.6
4842,30.0,168.75,0.225,41.25,0.75
4843,11.25,277.5,0.075,41.25,0.825
4844,97.5,228.75,0.1,93.75,0.75
4845,146.25,176.25,0.15,157.5,0.7
4846,-38.75,217.5,0.075,41.25,0.675
4847,128.75,195.0,0.175,176.25,0.675
4848,182.5,131.25,0.35,86.25,0.725
4849,-18.75,435.0,0.075,63.75,0.75
4850,27.5,105.0,0.2,97.5,0.65
4851,50.0,228.75,0.075,101.25,0.625
4852,118.75,281.25,0.05,90.0,0.85
4853,25.0,165.0,0.15,90.0,0.6
4854,38.75,82.5,0.225,48.75,0.675
4855,106.25,7.5,0.325,56.25,0.775
4856,33.75,120.0,0.2,26.25,0.8
4857,-50.0,315.0,0.15,105.0,0.75
4858,173.75,105.0,0.25,161.25,0.725
4859,106.25,135.0,0.175,138.75,0.7
4860,196.25,60.0,0.275,153.75,0.725
4861,96.25,247.5,0.1,176.25,0.675
4862,36.25,176.25,0.25,37.5,0.7
4863,108.75,228.75,0.275,112.5,0.7
4864,65.0,45.0,0.25,90.0,0.675
4865,37.5,525.0,0.1,127.5,0.725
4866,-2.5,112.5,0.225,30.0,0.725
4867,117.5,82.5,0.225,90.0,0.75
4868,16.25,90.0,0.225,63.75,0.675
4869,83.75,187.5,0.15,78.75,0.775
4870,73.75,90.0,0.225,86.25,0.65
4871,87.5,131.25,0.125,101.25,0.725
4872,65.0,56.25,0.225,108.75,0.7
4873,-66.25,386.25,0.15,60.0,0.725
4874,126.25,71.25,0.225,142.5,0.675
4875,116.25,15.0,0.325,108.75,0.7
4876,-11.25,311.25,0.025,90.0,0.7
4877,-85.0,367.5,0.075,7.5,0.825
4878,3.75,232.5,0.1,33.75,0.725
4879,103.75,101.25,0.3,105.0,0.7
4880,-27.5,243.75,0.225,3.75,0.85
4881,20.0,303.75,0.075,56.25,0.775
4882,-52.5,510.0,0.075,82.5,0.7
4883,35.0,191.25,0.075,63.75,0.75
4884,7.5,105.0,0.225,37.5,0.75
4885,65.0,191.25,0.175,93.75,0.725
4886,33.75,172.5,0.1,33.75,0.8
4887,123.75,183.75,0.1,142.5,0.725
4888,-30.0,307.5,0.05,82.5,0.55
4889,111.25,258.75,0.1,210.0,0.65
4890,18.75,90.0,0.2,161.25,0.45
4891,-28.75,180.0,0.2,18.75,0.8
4892,73.75,15.0,0.35,71.25,0.675
4893,85.0,183.75,0.1,131.25,0.675
4894,112.5,90.0,0.325,97.5,0.75
4895,192.5,105.0,0.275,82.5,0.8
4896,82.5,127.5,0.15,120.0,0.675
4897,-33.75,243.75,0.2,30.0,0.55
4898,-98.75,401.25,0.025,7.5,0.725
4899,138.75,101.25,0.15,120.0,0.725
4900,13.75,52.5,0.35,3.75,0.8
4901,73.75,97.5,0.15,78.75,0.725
4902,75.0,30.0,0.275,45.0,0.75
4903,77.5,168.75,0.1,93.75,0.7
4904,52.5,288.75,0.1,108.75,0.675
4905,-113.75,360.0,0.15,3.75,0.725
4906,-15.0,146.25,0.175,18.75,0.75
4907,50.0,112.5,0.125,37.5,0.775
4908,-36.25,146.25,0.15,30.0,0.725
4909,125.0,52.5,0.35,142.5,0.625
4910,-70.0,457.5,0.05,52.5,0.725
4911,-40.0,311.25,0.05,78.75,0.675
4912,153.75,127.5,0.15,138.75,0.725
4913,10.0,195.0,0.025,105.0,0.6
4914,40.0,183.75,0.2,86.25,0.7
4915,1.25,206.25,0.075,52.5,0.7
4916,163.75,165.0,0.025,131.25,0.75
4917,117.5,101.25,0.15,71.25,0.775
4918,13.75,326.25,0.025,150.0,0.625
4919,71.25,326.25,0.125,82.5,0.775
4920,112.5,45.0,0.2,52.5,0.775
4921,66.25,138.75,0.125,75.0,0.725
4922,160.0,228.75,0.075,161.25,0.725
4923,12.5,258.75,0.1,48.75,0.75
4924,1.25,221.25,0.025,37.5,0.75
4925,-75.0,262.5,0.05,52.5,0.575
4926,133.75,86.25,0.25,120.0,0.725
4927,58.75,101.25,0.175,30.0,0.8
4928,122.5,270.0,0.125,127.5,0.75
4929,66.25,30.0,0.275,33.75,0.775
4930,52.5,187.5,0.125,90.0,0.7
4931,47.5,198.75,0.175,63.75,0.8
4932,81.25,120.0,0.125,198.75,0.575
4933,153.75,30.0,0.175,86.25,0.75
4934,-13.75,236.25,0.25,97.5,0.7
4935,37.5,90.0,0.25,112.5,0.625
4936,42.5,120.0,0.2,37.5,0.775
4937,-7.5,146.25,0.125,11.25,0.725
4938,51.25,90.0,0.125,78.75,0.7
4939,78.75,127.5,0.2,63.75,0.75
4940,72.5,26.25,0.2,41.25,0.75
4941,18.75,213.75,0.175,37.5,0.75
4942,177.5,202.5,0.175,120.0,0.8
4943,157.5,105.0,0.15,97.5,0.825
4944,10.0,367.5,0.05,112.5,0.7
4945,102.5,131.25,0.1,116.25,0.725
4946,96.25,120.0,0.2,63.75,0.75
4947,202.5,150.0,0.15,127.5,0.775
4948,-68.75,558.75,0.025,120.0,0.675
4949,120.0,187.5,0.125,82.5,0.8
4950,175.0,176.25,0.075,138.75,0.75
4951,8.75,165.0,0.225,26.25,0.85
4952,7.5,135.0,0.2,37.5,0.7
4953,-21.25,480.0,0.075,71.25,0.775
4954,93.75,157.5,0.125,78.75,0.775
4955,61.25,172.5,0.15,86.25,0.725
4956,42.5,296.25,0.175,131.25,0.65
4957,-45.0,307.5,0.225,7.5,0.85
4958,43.75,187.5,0.1,48.75,0.8
4959,-2.5,120.0,0.225,22.5,0.725
4960,5.0,165.0,0.025,60.0,0.675
4961,58.75,105.0,0.2,56.25,0.725
4962,-23.75,270.0,0.1,33.75,0.8
4963,107.5,26.25,0.25,116.25,0.675
4964,165.0,112.5,0.325,172.5,0.675
4965,32.5,41.25,0.2,56.25,0.775
4966,110.0,210.0,0.225,60.0,0.825
4967,-58.75,330.0,0.125,18.75,0.775
4968,27.5,165.0,0.175,37.5,0.775
4969,3.75,217.5,0.1,18.75,0.75
4970,28.75,82.5,0.325,48.75,0.725
4971,50.0,142.5,0.225,37.5,0.7
4972,98.75,63.75,0.375,67.5,0.775
4973,-3.75,270.0,0.025,33.75,0.825
4974,93.75,172.5,0.075,63.75,0.825
4975,122.5,183.75,0.125,63.75,0.825
4976,72.5,45.0,0.15,52.5,0.75
4977,41.25,45.0,0.225,33.75,0.725
4978,67.5,60.0,0.25,22.5,0.85
4979,91.25,266.25,0.125,82.5,0.825
4980,26.25,221.25,0.05,82.5,0.7
4981,125.0,135.0,0.15,90.0,0.775
4982,112.5,135.0,0.225,82.5,0.775
4983,-2.5,202.5,0.075,60.0,0.725
4984,170.0,120.0,0.075,150.0,0.725
4985,153.75,191.25,0.225,105.0,0.8
4986,20.0,127.5,0.2,22.5,0.775
4987,50.0,45.0,0.225,15.0,0.825
4988,81.25,60.0,0.175,48.75,0.8
4989,91.25,37.5,0.35,41.25,0.8
4990,0.0,90.0,0.225,0.0,0.75
4991,6.25,135.0,0.2,18.75,0.7
4992,112.5,120.0,0.3,67.5,0.75
4993,191.25,120.0,0.175,138.75,0.75
4994,11.25,165.0,0.05,93.75,0.7
4995,81.25,206.25,0.15,52.5,0.825
4996,158.75,146.25,0.05,195.0,0.675
4997,66.25,165.0,0.175,48.75,0.8
4998,-56.25,236.25,0.025,0.0,0.8
4999,-95.0,311.25,0.15,3.75,0.85
5000,53.75,142.5,0.125,33.75,0.775
5001,25.0,240.0,0.05,105.0,0.65
5002,127.5,30.0,0.325,52.5,0.8
5003,45.0,506.25,0.1,108.75,0.75
5004,76.25,251.25,0.175,142.5,0.7
5005,5.0,453.75,0.025,71.25,0.775
5006,85.0,180.0,0.15,45.0,0.825
5007,108.75,307.5,0.05,153.75,0.725
5008,12.5,202.5,0.125,45.0,0.75
5009,175.0,56.25,0.225,108.75,0.75
5010,207.5,93.75,0.25,138.75,0.75
5011,118.75,198.75,0.125,172.5,0.675
5012,136.25,93.75,0.225,60.0,0.8
5013,-2.5,116.25,0.075,56.25,0.675
5014,127.5,56.25,0.275,86.25,0.75
5015,201.25,82.5,0.275,116.25,0.775
5016,93.75,105.0,0.15,41.25,0.8
5017,76.25,90.0,0.2,63.75,0.8
5018,12.5,251.25,0.025,26.25,0.825
5019,-6.25,101.25,0.2,15.0,0.65
5020,87.5,228.75,0.075,93.75,0.75
5021,42.5,67.5,0.325,30.0,0.85
5022,133.75,153.75,0.125,172.5,0.7
5023,121.25,127.5,0.1,71.25,0.8
5024,18.75,146.25,0.15,45.0,0.75
5025,61.25,195.0,0.175,93.75,0.675
5026,200.0,116.25,0.15,123.75,0.775
5027,70.0,191.25,0.175,108.75,0.7
5028,8.75,326.25,0.2,15.0,0.8
5029,112.5,251.25,0.125,206.25,0.65
5030,61.25,247.5,0.1,131.25,0.725
5031,-11.25,236.25,0.075,45.0,0.75
5032,71.25,60.0,0.225,48.75,0.75
5033,-17.5,127.5,0.1,0.0,0.775
5034,72.5,90.0,0.125,157.5,0.6
5035,200.0,135.0,0.125,135.0,0.775
5036,-18.75,168.75,0.2,30.0,0.7
5037,107.5,251.25,0.125,131.25,0.775
5038,106.25,221.25,0.025,112.5,0.75
5039,76.25,165.0,0.225,78.75,0.725
5040,-13.75,195.0,0.075,18.75,0.825
5041,7.5,251.25,0.025,41.25,0.825
5042,82.5,90.0,0.2,37.5,0.825
5043,110.0,90.0,0.125,120.0,0.7
5044,61.25,161.25,0.15,127.5,0.625
5045,145.0,56.25,0.125,108.75,0.725
5046,30.0,135.0,0.1,75.0,0.65
5047,31.25,101.25,0.075,7.5,0.825
5048,137.5,210.0,0.075,142.5,0.725
5049,17.5,135.0,0.2,97.5,0.725
5050,62.5,180.0,0.25,37.5,0.775
5051,101.25,225.0,0.0,153.75,0.7
5052,35.0,180.0,0.0,45.0,0.725
5053,-3.75,465.0,0.0,138.75,0.725
5054,53.75,127.5,0.075,108.75,0.65
5055,-2.5,82.5,0.15,30.0,0.775
5056,28.75,90.0,0.125,41.25,0.825
5057,126.25,423.75,0.125,120.0,0.775
5058,110.0,131.25,0.125,48.75,0.825
5059,3.75,318.75,0.075,97.5,0.625
5060,47.5,210.0,0.125,82.5,0.75
5061,63.75,101.25,0.075,75.0,0.7
5062,60.0,315.0,0.075,105.0,0.725
5063,153.75,150.0,0.05,146.25,0.725
5064,28.75,315.0,0.05,56.25,0.8
5065,13.75,180.0,0.05,26.25,0.75
5066,-12.5,206.25,0.05,26.25,0.825
5067,81.25,240.0,0.25,78.75,0.725
5068,-2.5,210.0,0.05,52.5,0.65
5069,198.75,165.0,0.225,116.25,0.75
5070,75.0,247.5,0.05,127.5,0.7
5071,127.5,322.5,0.1,180.0,0.7
5072,87.5,105.0,0.125,67.5,0.75
5073,91.25,135.0,0.075,63.75,0.8
5074,93.75,105.0,0.2,41.25,0.825
5075,63.75,120.0,0.175,206.25,0.575
5076,157.5,112.5,0.225,180.0,0.675
5077,62.5,195.0,0.1,52.5,0.775
5078,63.75,206.25,0.1,60.0,0.775
5079,177.5,165.0,0.05,127.5,0.75
5080,-107.5,585.0,0.0,82.5,0.7
5081,-22.5,210.0,0.05,22.5,0.85
5082,-27.5,210.0,0.1,37.5,0.8
5083,46.25,127.5,0.075,26.25,0.85
5084,-52.5,382.5,0.05,30.0,0.75
5085,-42.5,420.0,0.175,22.5,0.725
5086,-11.25,255.0,0.05,56.25,0.8
5087,71.25,221.25,0.025,127.5,0.7
5088,141.25,405.0,0.225,153.75,0.725
5089,67.5,15.0,0.225,67.5,0.725
5090,85.0,135.0,0.1,30.0,0.85
5091,32.5,150.0,0.075,97.5,0.725
5092,111.25,243.75,0.325,165.0,0.65
5093,25.0,41.25,0.125,33.75,0.75
5094,13.75,318.75,0.125,97.5,0.675
5095,176.25,60.0,0.125,93.75,0.8
5096,80.0,225.0,0.025,75.0,0.75
5097,17.5,300.0,0.1,52.5,0.75
5098,15.0,30.0,0.225,75.0,0.7
5099,70.0,360.0,0.125,120.0,0.725
5100,76.25,90.0,0.25,93.75,0.725
5101,95.0,150.0,0.125,75.0,0.75
5102,-27.5,165.0,0.2,22.5,0.8
5103,140.0,60.0,0.175,180.0,0.65
5104,-80.0,266.25,0.025,3.75,0.85
5105,120.0,120.0,0.125,90.0,0.725
5106,0.0,277.5,0.1,22.5,0.825
5107,5.0,135.0,0.275,30.0,0.625
5108,-27.5,307.5,0.075,30.0,0.75
5109,118.75,30.0,0.275,161.25,0.65
5110,56.25,210.0,0.0,63.75,0.8
5111,51.25,180.0,0.125,78.75,0.675
5112,123.75,191.25,0.075,105.0,0.75
5113,32.5,56.25,0.075,41.25,0.725
5114,0.0,198.75,0.05,41.25,0.7
5115,2.5,187.5,0.075,60.0,0.675
5116,52.5,120.0,0.125,37.5,0.75
5117,112.5,116.25,0.2,101.25,0.675
5118,105.0,101.25,0.05,153.75,0.675
5119,-98.75,435.0,0.05,33.75,0.725
5120,21.25,300.0,0.0,138.75,0.675
5121,143.75,15.0,0.275,131.25,0.675
5122,-56.25,191.25,0.075,45.0,0.575
5123,71.25,90.0,0.15,108.75,0.675
5124,52.5,303.75,0.175,63.75,0.775
5125,-25.0,270.0,0.0,105.0,0.625
5126,47.5,30.0,0.2,52.5,0.625
5127,-27.5,255.0,0.0,22.5,0.825
5128,-15.0,232.5,0.075,22.5,0.825
5129,113.75,135.0,0.25,101.25,0.7
5130,-37.5,161.25,0.05,86.25,0.575
5131,8.75,270.0,0.075,71.25,0.7
5132,-15.0,337.5,0.125,97.5,0.7
5133,160.0,45.0,0.325,165.0,0.675
5134,56.25,251.25,0.025,172.5,0.575
5135,30.0,165.0,0.075,75.0,0.675
5136,-21.25,97.5,0.225,3.75,0.725
5137,50.0,262.5,0.225,67.5,0.65
5138,68.75,45.0,0.2,86.25,0.675
5139,-21.25,240.0,0.025,41.25,0.675
5140,93.75,131.25,0.075,105.0,0.725
5141,-10.0,60.0,0.15,30.0,0.6
5142,152.5,198.75,0.15,168.75,0.7
5143,43.75,442.5,0.15,93.75,0.75
5144,35.0,56.25,0.2,48.75,0.7
5145,127.5,247.5,0.1,195.0,0.675
5146,156.25,150.0,0.15,123.75,0.75
5147,-73.75,210.0,0.1,33.75,0.55
5148,93.75,105.0,0.225,101.25,0.725
5149,25.0,135.0,0.075,30.0,0.625
5150,7.5,228.75,0.2,93.75,0.55
5151,-63.75,435.0,0.025,108.75,0.6
5152,126.25,236.25,0.125,97.5,0.775
5153,83.75,45.0,0.35,101.25,0.625
5154,-63.75,360.0,0.1,63.75,0.625
5155,-75.0,465.0,0.1,120.0,0.55
5156,88.75,127.5,0.25,123.75,0.675
5157,20.0,120.0,0.3,60.0,0.675
5158,16.25,210.0,0.125,123.75,0.625
5159,-16.25,146.25,0.275,30.0,0.725
5160,77.5,135.0,0.175,127.5,0.65
5161,0.0,108.75,0.15,41.25,0.6
5162,150.0,247.5,0.475,112.5,0.675
5163,-155.0,585.0,0.0,150.0,0.525
5164,7.5,180.0,0.125,112.5,0.575
5165,65.0,210.0,0.075,105.0,0.725
5166,63.75,168.75,0.175,97.5,0.675
5167,107.5,195.0,0.2,127.5,0.725
5168,-53.75,210.0,0.2,33.75,0.55
5169,16.25,161.25,0.075,52.5,0.7
5170,43.75,86.25,0.25,90.0,0.6
5171,-8.75,48.75,0.175,0.0,0.8
5172,-35.0,480.0,0.1,75.0,0.625
5173,41.25,153.75,0.3,105.0,0.65
5174,187.5,0.0,0.4,172.5,0.65
5175,-31.25,225.0,0.125,146.25,0.525
5176,-12.5,67.5,0.25,15.0,0.75
5177,21.25,45.0,0.275,63.75,0.675
5178,201.25,101.25,0.275,157.5,0.725
5179,35.0,135.0,0.025,60.0,0.725
5180,-46.25,198.75,0.1,37.5,0.525
5181,-17.5,105.0,0.225,52.5,0.65
5182,-3.75,108.75,0.225,15.0,0.7
5183,90.0,210.0,0.125,180.0,0.625
5184,17.5,78.75,0.2,153.75,0.475
5185,31.25,225.0,0.0,63.75,0.75
5186,122.5,281.25,0.075,146.25,0.725
5187,-7.5,210.0,0.125,97.5,0.6
5188,-36.25,150.0,0.25,56.25,0.55
5189,67.5,60.0,0.2,82.5,0.7
5190,-127.5,412.5,0.1,45.0,0.55
5191,-42.5,165.0,0.025,37.5,0.6
5192,-7.5,60.0,0.175,67.5,0.525
5193,-21.25,161.25,0.1,90.0,0.575
5194,-17.5,90.0,0.25,67.5,0.5
5195,26.25,187.5,0.275,56.25,0.575
5196,133.75,210.0,0.025,146.25,0.7
5197,-30.0,420.0,0.25,60.0,0.65
5198,-45.0,131.25,0.15,33.75,0.45
5199,71.25,90.0,0.2,138.75,0.65
5200,115.0,168.75,0.125,146.25,0.7
5201,-5.0,165.0,0.375,90.0,0.575
5202,-72.5,277.5,0.125,45.0,0.525
5203,-91.25,420.0,0.15,41.25,0.75
5204,18.75,15.0,0.3,116.25,0.525
5205,-18.75,127.5,0.25,11.25,0.525
5206,40.0,30.0,0.2,90.0,0.525
5207,171.25,90.0,0.175,168.75,0.65
5208,80.0,60.0,0.25,120.0,0.55
5209,28.75,135.0,0.35,116.25,0.6
5210,33.75,157.5,0.1,168.75,0.55
5211,-5.0,165.0,0.125,90.0,0.625
5212,5.0,45.0,0.3,0.0,0.675
5213,107.5,90.0,0.175,202.5,0.6
5214,-48.75,198.75,0.075,90.0,0.475
5215,-51.25,251.25,0.025,90.0,0.55
5216,-6.25,240.0,0.075,86.25,0.6
5217,-48.75,180.0,0.125,48.75,0.55
5218,18.75,213.75,0.2,67.5,0.55
5219,-18.75,273.75,0.275,45.0,0.55
5220,-22.5,225.0,0.125,187.5,0.5
5221,-52.5,210.0,0.05,112.5,0.475
