episode,investor_return,fair_1_return,max_1_return,rnd_1_return
604,1205.3,813.0,131.7,1920.0
605,1432.3,804.0,157.2,1666.5
606,1496.5,735.0,135.0,973.5
607,1574.8,813.0,171.45,1530.75
608,1770.3,735.75,130.95,1425.0
609,1550.75,900.75,108.0,1042.5
610,1323.8,1008.75,127.95,1591.5
611,1439.55,809.25,127.2,1320.0
612,1880.75,720.0,139.5,1347.75
613,1596.0,876.75,97.5,1371.75
614,1271.3,830.25,138.45,1170.0
615,1559.3,1027.5,202.95,1076.25
616,870.9,1053.0,175.35,1368.75
617,1808.1,1071.0,180.15,798.75
618,1209.9,1047.0,194.85,1256.25
619,1337.1,993.0,180.15,1503.75
620,1446.6,1152.0,141.15,1322.25
621,960.5,1119.0,141.75,1848.75
622,1418.9,1071.0,140.1,1470.0
623,1137.15,1137.0,137.1,1398.75
624,1221.9,986.7,186.15,1301.25
625,1219.4,1140.0,120.6,1560.0
626,1023.8,1277.25,118.95,1650.0
627,1362.35,1311.0,121.65,1305.0
628,1064.1,1491.0,159.15,1251.75
629,1220.45,1353.0,208.05,1372.5
630,1112.95,1383.0,175.05,1485.0
631,1293.25,1134.0,138.75,1590.0
632,1115.2,1200.0,83.55,1691.25
633,1076.45,1405.5,271.05,1275.0
634,1076.9,1423.2,99.9,1230.0
635,1259.6,1395.0,131.4,1380.0
636,1062.2,1374.0,91.8,1590.0
637,962.35,1395.0,139.65,1563.0
638,1391.15,1200.0,389.85,1365.0
639,1495.5,1176.0,169.5,1335.0
640,1276.85,1141.5,106.65,1545.0
641,1356.15,1125.0,143.85,1209.0
642,1041.3,1179.0,149.7,1710.0
643,1173.3,1179.0,146.7,1563.0
644,1093.05,1125.0,187.95,1710.0
645,1044.3,1116.0,149.7,1710.0
646,1308.25,1230.0,229.5,1220.25
647,1352.95,1123.5,142.05,1417.5
648,1388.55,1107.0,97.2,1457.25
649,1468.55,1043.7,162.75,1425.0
650,1396.6,1158.0,883.65,1143.75
651,1416.15,1212.0,111.6,1322.25
652,1190.3,1350.0,119.7,1440.0
653,1266.6,1374.0,683.4,1230.0
654,1209.5,1428.0,184.5,1278.0
655,961.1,1488.0,172.65,1436.25
656,838.5,1428.0,175.5,1608.0
657,1351.35,1224.0,148.65,1338.0
658,1071.4,1125.0,146.85,1680.75
659,865.9,1218.0,146.1,1860.0
660,1314.65,1197.0,148.35,1440.0
661,1410.1,1236.0,681.9,1170.0
662,1326.05,1329.0,139.95,1305.0
663,1465.95,1176.0,113.55,1342.5
664,1450.65,1002.0,97.35,1530.0
665,1697.35,879.0,277.65,1410.0
666,1354.85,789.0,198.15,1128.0
667,1220.5,990.0,146.25,1751.25
668,1438.6,1101.0,113.4,1455.0
669,1267.25,1104.0,138.75,1590.0
670,1032.3,1224.0,184.2,1627.5
671,821.8,1425.0,143.7,1033.5
672,807.3,1623.0,127.2,1522.5
673,588.4,1734.0,124.35,1577.25
674,929.1,1638.0,296.4,1282.5
675,997.0,1512.0,178.5,1192.5
676,1056.0,1302.0,147.0,1575.0
677,1120.55,1186.5,157.2,1203.75
678,1370.9,1074.0,254.1,1485.0
679,932.75,1055.25,586.5,1567.5
680,1298.3,1191.0,325.2,1357.5
681,1553.15,864.0,104.1,1548.75
682,1631.25,840.0,81.0,1053.75
683,1586.4,825.0,83.1,1225.5
684,1882.45,810.75,83.55,1217.25
