episode,investor_return,fair_1_return,fair_1_repay,max_1_return,max_1_repay
77,-16.25,75.0,0.75,341.25,0.05
78,-10.0,45.0,0.725,225.0,0.05
79,65.0,97.5,0.65,127.5,0.225
80,96.25,75.0,0.675,138.75,0.4
81,63.75,90.0,0.675,116.25,0.125
82,-7.5,56.25,0.575,71.25,0.3
83,77.5,15.0,0.8,97.5,0.025
84,161.25,52.5,0.875,356.25,0.125
85,-28.75,135.0,0.575,303.75,0.075
86,58.75,33.75,0.725,37.5,0.2
87,183.75,78.75,0.75,127.5,0.15
88,138.75,82.5,0.675,108.75,0.25
89,17.5,26.25,0.675,56.25,0.25
90,276.25,120.0,0.8,93.75,0.15
91,298.75,120.0,0.8,71.25,0.225
92,-35.0,206.25,0.35,168.75,0.15
93,35.0,101.25,0.7,123.75,0.25
94,128.75,161.25,0.625,90.0,0.125
95,-42.5,108.75,0.6,423.75,0.125
96,0.0,195.0,0.5,255.0,0.175
97,67.5,168.75,0.45,153.75,0.3
98,91.25,30.0,0.65,78.75,0.35
99,-12.5,22.5,0.475,90.0,0.225
100,27.5,82.5,0.675,120.0,0.225
101,-46.25,15.0,0.525,371.25,0.225
102,-28.75,45.0,0.425,93.75,0.125
103,-18.75,146.25,0.525,292.5,0.15
104,-53.75,105.0,0.45,258.75,0.075
105,10.0,37.5,0.55,82.5,0.15
106,85.0,168.75,0.525,176.25,0.15
107,-42.5,138.75,0.425,213.75,0.05
108,-57.5,112.5,0.525,315.0,0.125
109,16.25,93.75,0.4,0.0,0.15
110,13.75,90.0,0.675,146.25,0.125
111,12.5,90.0,0.5,37.5,0.2
112,1.25,138.75,0.525,120.0,0.225
113,50.0,15.0,0.7,45.0,0.2
114,3.75,3.75,0.55,172.5,0.3
115,23.75,232.5,0.475,213.75,0.05
116,-46.25,22.5,0.5,153.75,0.2
117,-20.0,22.5,0.6,187.5,0.175
118,-58.75,33.75,0.5,315.0,0.1
119,-3.75,33.75,0.425,0.0,0.225
120,25.0,82.5,0.6,172.5,0.175
121,-48.75,90.0,0.525,228.75,0.175
122,-46.25,0.0,0.375,206.25,0.2
123,28.75,97.5,0.625,183.75,0.2
124,96.25,153.75,0.65,90.0,0.25
125,151.25,90.0,0.775,48.75,0.2
126,10.0,30.0,0.45,30.0,0.225
127,-40.0,37.5,0.525,172.5,0.15
128,76.25,202.5,0.525,41.25,0.15
129,47.5,101.25,0.475,11.25,0.125
130,42.5,123.75,0.55,153.75,0.125
131,-11.25,22.5,0.6,48.75,0.15
132,-98.75,112.5,0.525,356.25,0.125
133,-186.25,71.25,0.475,555.0,0.05
134,-28.75,60.0,0.7,408.75,0.15
135,17.5,11.25,0.575,131.25,0.225
136,20.0,78.75,0.525,161.25,0.1
137,-27.5,90.0,0.475,217.5,0.15
138,40.0,303.75,0.45,26.25,0.15
139,2.5,108.75,0.55,198.75,0.125
140,67.5,131.25,0.575,71.25,0.075
141,8.75,123.75,0.55,157.5,0.075
142,-36.25,337.5,0.4,228.75,0.025
143,-10.0,86.25,0.45,153.75,0.1
144,11.25,232.5,0.4,86.25,0.2
145,-11.25,150.0,0.475,191.25,0.1
146,-72.5,247.5,0.35,225.0,0.05
147,-43.75,93.75,0.35,210.0,0.225
148,-77.5,247.5,0.3,300.0,0.1
149,-95.0,165.0,0.475,510.0,0.15
150,-18.75,183.75,0.3,15.0,0.15
151,147.5,135.0,0.65,97.5,0.225
152,2.5,108.75,0.55,108.75,0.05
153,-51.25,67.5,0.45,213.75,0.1
154,-38.75,101.25,0.425,127.5,0.15
155,100.0,157.5,0.65,172.5,0.05
156,6.25,150.0,0.525,273.75,0.075
157,-58.75,48.75,0.5,270.0,0.225
158,-17.5,67.5,0.575,150.0,0.1
159,17.5,123.75,0.5,138.75,0.1
160,-63.75,142.5,0.45,251.25,0.075
161,97.5,202.5,0.55,150.0,0.125
162,20.0,213.75,0.4,146.25,0.125
163,-18.75,22.5,0.65,206.25,0.125
164,-45.0,138.75,0.5,146.25,0.125
165,-43.75,63.75,0.375,120.0,0.2
166,-36.25,127.5,0.475,198.75,0.1
167,-27.5,48.75,0.425,168.75,0.15
168,6.25,30.0,0.6,183.75,0.2
169,18.75,172.5,0.475,138.75,0.15
170,12.5,150.0,0.525,97.5,0.125
171,-13.75,11.25,0.625,172.5,0.375
172,1.25,180.0,0.425,168.75,0.3
173,105.0,26.25,0.6,228.75,0.275
174,11.25,45.0,0.6,93.75,0.125
175,-60.0,135.0,0.45,225.0,0.05
176,-98.75,217.5,0.325,341.25,0.075
177,31.25,153.75,0.45,45.0,0.075
178,31.25,142.5,0.45,86.25,0.075
179,53.75,176.25,0.5,150.0,0.15
180,-12.5,67.5,0.525,165.0,0.125
181,-40.0,0.0,0.425,150.0,0.175
182,102.5,86.25,0.7,101.25,0.3
183,8.75,168.75,0.4,142.5,0.125
184,1.25,71.25,0.425,37.5,0.225
185,-22.5,101.25,0.4,251.25,0.2
186,-17.5,202.5,0.35,105.0,0.1
187,10.0,116.25,0.475,183.75,0.35
188,-40.0,135.0,0.4,135.0,0.2
189,1.25,138.75,0.375,0.0,0.15
190,-32.5,153.75,0.3,168.75,0.25
191,56.25,165.0,0.5,18.75,0.3
192,-22.5,22.5,0.4,210.0,0.325
193,45.0,78.75,0.625,296.25,0.125
194,-28.75,45.0,0.35,153.75,0.2
195,35.0,26.25,0.7,258.75,0.175
196,67.5,198.75,0.5,153.75,0.3
197,-32.5,123.75,0.425,78.75,0.1
198,-36.25,78.75,0.45,217.5,0.15
199,-35.0,258.75,0.275,56.25,0.075
200,-1.25,281.25,0.375,90.0,0.35
201,28.75,78.75,0.4,52.5,0.325
202,-37.5,202.5,0.425,255.0,0.125
203,-50.0,108.75,0.375,161.25,0.2
204,-46.25,217.5,0.3,108.75,0.1
205,-25.0,153.75,0.325,221.25,0.25
206,-37.5,135.0,0.375,442.5,0.25
207,-7.5,48.75,0.45,228.75,0.2
208,-105.0,86.25,0.4,498.75,0.125
209,103.75,217.5,0.525,138.75,0.15
210,-30.0,82.5,0.4,127.5,0.2
211,-121.25,300.0,0.35,491.25,0.1
212,5.0,243.75,0.475,371.25,0.15
213,51.25,236.25,0.45,112.5,0.25
214,52.5,262.5,0.5,45.0,0.2
215,67.5,225.0,0.525,97.5,0.225
216,-16.25,0.0,0.7,146.25,0.25
217,-100.0,183.75,0.425,386.25,0.125
218,-111.25,52.5,0.375,468.75,0.15
219,-108.75,168.75,0.475,390.0,0.15
220,116.25,116.25,0.725,157.5,0.2
221,16.25,262.5,0.525,431.25,0.125
222,-11.25,71.25,0.425,30.0,0.35
223,23.75,52.5,0.575,423.75,0.25
224,-15.0,33.75,0.575,131.25,0.25
225,70.0,157.5,0.575,202.5,0.1
226,28.75,45.0,0.65,86.25,0.175
227,52.5,86.25,0.575,191.25,0.3
228,33.75,240.0,0.425,116.25,0.25
229,12.5,101.25,0.575,116.25,0.25
230,-20.0,71.25,0.55,138.75,0.35
231,143.75,86.25,0.75,90.0,0.45
232,-3.75,112.5,0.575,191.25,0.125
233,8.75,281.25,0.425,0.0,0.1
234,21.25,75.0,0.5,243.75,0.3
235,21.25,75.0,0.55,153.75,0.25
236,52.5,90.0,0.625,247.5,0.225
237,10.0,90.0,0.35,0.0,0.275
238,11.25,123.75,0.5,135.0,0.175
239,-8.75,198.75,0.425,240.0,0.175
240,73.75,135.0,0.575,41.25,0.225
241,36.25,30.0,0.6,393.75,0.3
242,27.5,112.5,0.475,60.0,0.075
243,-52.5,75.0,0.45,457.5,0.2
244,-91.25,127.5,0.3,273.75,0.1
245,66.25,97.5,0.65,146.25,0.175
246,60.0,11.25,0.625,318.75,0.35
247,113.75,93.75,0.625,172.5,0.275
248,11.25,108.75,0.475,60.0,0.225
249,57.5,322.5,0.425,180.0,0.325
250,113.75,127.5,0.675,108.75,0.125
251,97.5,270.0,0.475,52.5,0.25
252,80.0,116.25,0.575,63.75,0.1
253,-38.75,120.0,0.5,468.75,0.2
254,76.25,37.5,0.575,26.25,0.35
255,-90.0,30.0,0.625,330.0,0.075
256,5.0,108.75,0.625,206.25,0.275
257,38.75,131.25,0.55,30.0,0.175
258,-42.5,82.5,0.6,390.0,0.2
259,76.25,273.75,0.525,210.0,0.15
260,-15.0,93.75,0.575,161.25,0.2
261,2.5,86.25,0.575,161.25,0.1
262,-53.75,86.25,0.55,187.5,0.05
263,118.75,116.25,0.625,165.0,0.325
264,-92.5,63.75,0.725,408.75,0.025
265,73.75,97.5,0.725,108.75,0.15
266,31.25,120.0,0.625,78.75,0.275
267,-41.25,93.75,0.55,247.5,0.125
268,47.5,90.0,0.65,112.5,0.075
269,103.75,105.0,0.65,41.25,0.15
270,72.5,45.0,0.65,112.5,0.275
271,146.25,123.75,0.7,180.0,0.25
272,75.0,213.75,0.525,41.25,0.175
273,40.0,112.5,0.6,67.5,0.15
274,111.25,206.25,0.625,172.5,0.075
275,41.25,97.5,0.6,71.25,0.1
276,82.5,123.75,0.6,93.75,0.1
277,-6.25,0.0,0.675,56.25,0.225
278,-6.25,56.25,0.6,0.0,0.175
279,-30.0,131.25,0.45,138.75,0.05
280,18.75,150.0,0.525,101.25,0.15
281,-26.25,26.25,0.7,180.0,0.3
282,87.5,168.75,0.6,63.75,0.15
283,-17.5,33.75,0.675,183.75,0.275
284,0.0,112.5,0.65,337.5,0.1
285,-7.5,3.75,0.625,63.75,0.25
286,-28.75,63.75,0.5,225.0,0.225
287,21.25,63.75,0.475,75.0,0.25
288,153.75,150.0,0.6,86.25,0.2
289,-28.75,71.25,0.575,247.5,0.1
290,-15.0,37.5,0.65,67.5,0.2
291,-3.75,11.25,0.575,112.5,0.35
292,22.5,202.5,0.425,165.0,0.2
293,33.75,146.25,0.525,60.0,0.225
294,46.25,112.5,0.55,11.25,0.275
295,13.75,63.75,0.625,82.5,0.125
296,45.0,33.75,0.775,101.25,0.2
297,17.5,330.0,0.425,142.5,0.1
298,28.75,90.0,0.55,71.25,0.175
299,-23.75,93.75,0.525,180.0,0.175
300,45.0,120.0,0.625,45.0,0.05
301,148.75,228.75,0.6,52.5,0.175
302,11.25,142.5,0.625,206.25,0.05
303,-117.5,37.5,0.525,510.0,0.125
304,-33.75,93.75,0.475,240.0,0.075
305,31.25,206.25,0.575,352.5,0.2
306,-20.0,138.75,0.5,251.25,0.075
307,-16.25,157.5,0.625,228.75,0.15
308,-42.5,142.5,0.325,210.0,0.175
309,-48.75,30.0,0.475,228.75,0.1
310,106.25,82.5,0.7,101.25,0.125
311,-17.5,56.25,0.45,41.25,0.175
312,-23.75,101.25,0.55,82.5,0.075
313,-40.0,168.75,0.45,191.25,0.05
314,68.75,48.75,0.6,22.5,0.275
315,8.75,67.5,0.575,153.75,0.15
316,-45.0,187.5,0.3,127.5,0.075
317,33.75,187.5,0.45,48.75,0.1
318,47.5,146.25,0.475,236.25,0.15
319,-35.0,123.75,0.5,221.25,0.15
320,-8.75,161.25,0.525,307.5,0.1
321,-12.5,146.25,0.525,386.25,0.175
322,-26.25,176.25,0.4,180.0,0.175
323,45.0,78.75,0.65,206.25,0.15
324,-17.5,45.0,0.4,112.5,0.225
325,6.25,131.25,0.575,262.5,0.1
326,40.0,172.5,0.525,37.5,0.05
327,-18.75,75.0,0.55,93.75,0.225
328,-20.0,41.25,0.6,138.75,0.15
329,22.5,142.5,0.525,105.0,0.125
330,97.5,142.5,0.575,0.0,0.15
331,21.25,52.5,0.575,56.25,0.25
332,-23.75,22.5,0.55,71.25,0.2
333,25.0,135.0,0.525,150.0,0.15
334,22.5,105.0,0.525,142.5,0.175
335,-87.5,71.25,0.375,326.25,0.175
336,-35.0,82.5,0.55,292.5,0.125
337,-86.25,26.25,0.5,420.0,0.2
338,63.75,206.25,0.575,150.0,0.05
339,23.75,108.75,0.55,97.5,0.15
340,58.75,157.5,0.6,183.75,0.125
341,48.75,22.5,0.725,228.75,0.2
342,40.0,33.75,0.65,146.25,0.2
343,48.75,240.0,0.425,71.25,0.225
344,48.75,112.5,0.725,378.75,0.1
345,188.75,116.25,0.775,165.0,0.25
346,-20.0,288.75,0.35,221.25,0.125
347,22.5,138.75,0.55,168.75,0.2
348,77.5,82.5,0.725,240.0,0.275
349,5.0,105.0,0.575,0.0,0.15
350,200.0,67.5,0.725,112.5,0.325
351,7.5,30.0,0.7,112.5,0.125
352,106.25,108.75,0.6,165.0,0.25
353,-95.0,0.0,0.725,375.0,0.075
354,96.25,105.0,0.75,168.75,0.075
355,0.0,22.5,0.725,127.5,0.15
356,22.5,60.0,0.55,127.5,0.275
357,198.75,90.0,0.8,191.25,0.275
358,58.75,22.5,0.875,348.75,0.325
359,30.0,78.75,0.7,191.25,0.275
360,22.5,56.25,0.475,41.25,0.25
361,106.25,116.25,0.725,427.5,0.15
362,67.5,93.75,0.6,108.75,0.25
363,166.25,67.5,0.825,116.25,0.15
364,202.5,161.25,0.7,56.25,0.075
365,136.25,142.5,0.7,161.25,0.075
366,-71.25,0.0,0.825,251.25,0.075
367,65.0,123.75,0.6,41.25,0.075
368,116.25,41.25,0.775,22.5,0.35
369,153.75,101.25,0.75,45.0,0.05
370,26.25,71.25,0.675,52.5,0.275
371,-3.75,108.75,0.625,375.0,0.15
372,66.25,153.75,0.575,90.0,0.075
373,92.5,15.0,0.85,112.5,0.275
374,47.5,86.25,0.55,26.25,0.15
375,-26.25,18.75,0.725,187.5,0.15
376,-8.75,138.75,0.65,210.0,0.125
377,133.75,67.5,0.725,108.75,0.225
378,192.5,161.25,0.675,236.25,0.225
379,8.75,0.0,0.675,71.25,0.2
380,105.0,26.25,0.775,408.75,0.275
381,56.25,172.5,0.55,101.25,0.25
382,28.75,52.5,0.675,78.75,0.225
383,32.5,142.5,0.55,15.0,0.1
384,98.75,67.5,0.625,153.75,0.475
385,87.5,86.25,0.6,146.25,0.175
386,60.0,120.0,0.7,240.0,0.225
387,38.75,90.0,0.625,11.25,0.35
388,183.75,135.0,0.725,11.25,0.1
389,11.25,75.0,0.65,183.75,0.15
390,17.5,41.25,0.825,191.25,0.2
391,117.5,150.0,0.6,52.5,0.25
392,81.25,146.25,0.625,22.5,0.075
393,47.5,67.5,0.625,105.0,0.3
394,12.5,26.25,0.775,371.25,0.2
395,33.75,105.0,0.65,161.25,0.2
396,111.25,26.25,0.85,172.5,0.2
397,121.25,120.0,0.725,138.75,0.1
398,47.5,45.0,0.8,187.5,0.125
399,-28.75,15.0,0.75,333.75,0.175
400,85.0,52.5,0.675,142.5,0.3
401,52.5,15.0,0.75,112.5,0.15
402,53.75,90.0,0.625,116.25,0.175
403,96.25,78.75,0.75,135.0,0.175
404,-52.5,3.75,0.8,198.75,0.075
405,211.25,116.25,0.75,142.5,0.225
406,-12.5,48.75,0.7,153.75,0.15
407,-1.25,60.0,0.6,41.25,0.1
408,-1.25,123.75,0.525,187.5,0.15
409,-43.75,52.5,0.65,191.25,0.175
410,148.75,78.75,0.7,112.5,0.2
411,112.5,63.75,0.8,183.75,0.075
412,77.5,97.5,0.7,105.0,0.225
413,152.5,63.75,0.725,123.75,0.15
414,146.25,146.25,0.7,247.5,0.2
415,75.0,52.5,0.775,172.5,0.1
416,40.0,63.75,0.775,326.25,0.2
417,107.5,37.5,0.875,135.0,0.2
418,62.5,101.25,0.75,176.25,0.225
419,32.5,56.25,0.675,191.25,0.15
420,-1.25,18.75,0.85,142.5,0.25
421,101.25,11.25,0.95,157.5,0.25
422,72.5,30.0,0.9,67.5,0.325
423,-35.0,93.75,0.65,191.25,0.125
424,23.75,56.25,0.7,120.0,0.275
425,213.75,37.5,0.825,288.75,0.175
426,35.0,93.75,0.675,251.25,0.1
427,82.5,45.0,0.825,112.5,0.125
428,196.25,78.75,0.725,135.0,0.225
429,182.5,195.0,0.675,112.5,0.1
430,81.25,63.75,0.825,165.0,0.3
431,141.25,112.5,0.75,116.25,0.325
432,100.0,93.75,0.8,86.25,0.175
433,87.5,48.75,0.775,213.75,0.2
434,162.5,56.25,0.775,191.25,0.2
435,177.5,67.5,0.85,165.0,0.225
436,43.75,33.75,0.8,82.5,0.325
437,161.25,168.75,0.675,150.0,0.2
438,126.25,45.0,0.9,168.75,0.125
439,50.0,180.0,0.625,420.0,0.15
440,50.0,127.5,0.625,202.5,0.1
441,215.0,90.0,0.85,45.0,0.15
442,71.25,56.25,0.825,412.5,0.075
443,88.75,33.75,0.85,37.5,0.2
444,171.25,48.75,0.9,90.0,0.125
445,15.0,90.0,0.7,165.0,0.2
446,145.0,22.5,0.875,112.5,0.1
447,190.0,97.5,0.825,112.5,0.1
448,96.25,161.25,0.675,292.5,0.2
449,207.5,56.25,0.875,236.25,0.125
450,48.75,101.25,0.8,240.0,0.125
451,-28.75,0.0,0.85,108.75,0.15
452,138.75,63.75,0.85,217.5,0.075
453,32.5,11.25,0.925,176.25,0.2
454,-27.5,11.25,0.7,176.25,0.25
455,191.25,127.5,0.75,41.25,0.05
456,270.0,37.5,0.9,202.5,0.25
457,100.0,75.0,0.775,45.0,0.15
458,285.0,45.0,0.925,150.0,0.075
459,85.0,86.25,0.675,198.75,0.325
460,131.25,33.75,0.9,285.0,0.05
461,296.25,33.75,0.925,30.0,0.125
462,81.25,56.25,0.775,112.5,0.1
463,148.75,108.75,0.65,142.5,0.175
464,153.75,33.75,0.9,292.5,0.2
465,110.0,30.0,0.95,60.0,0.15
466,3.75,18.75,0.8,67.5,0.1
467,96.25,90.0,0.7,123.75,0.125
468,57.5,45.0,0.625,37.5,0.25
469,120.0,45.0,0.85,165.0,0.15
470,270.0,90.0,0.85,120.0,0.075
471,33.75,22.5,0.75,153.75,0.125
472,180.0,45.0,0.85,165.0,0.075
473,185.0,82.5,0.75,172.5,0.25
474,-53.75,90.0,0.8,153.75,0.125
475,147.5,18.75,0.9,183.75,0.1
476,7.5,33.75,0.775,348.75,0.175
477,95.0,11.25,0.85,33.75,0.15
478,211.25,63.75,0.875,375.0,0.125
479,153.75,187.5,0.65,138.75,0.125
480,81.25,82.5,0.825,206.25,0.25
481,221.25,105.0,0.825,183.75,0.125
482,223.75,56.25,0.85,30.0,0.175
483,47.5,22.5,0.775,90.0,0.2
484,93.75,56.25,0.8,240.0,0.225
485,26.25,48.75,0.8,165.0,0.2
486,270.0,30.0,0.95,0.0,0.4
487,173.75,45.0,0.825,221.25,0.2
488,-31.25,15.0,0.875,356.25,0.15
489,0.0,78.75,0.725,341.25,0.1
490,83.75,123.75,0.725,382.5,0.175
491,215.0,33.75,0.875,11.25,0.075
492,192.5,67.5,0.85,240.0,0.075
493,73.75,63.75,0.75,352.5,0.05
494,25.0,112.5,0.625,232.5,0.125
495,70.0,93.75,0.725,116.25,0.125
496,-15.0,45.0,0.675,90.0,0.225
497,77.5,26.25,0.775,146.25,0.075
498,130.0,71.25,0.8,288.75,0.15
499,180.0,26.25,0.825,213.75,0.175
500,166.25,60.0,0.85,213.75,0.025
501,87.5,56.25,0.775,206.25,0.125
502,62.5,37.5,0.825,210.0,0.05
503,220.0,0.0,0.925,90.0,0.3
504,96.25,101.25,0.725,202.5,0.075
505,41.25,71.25,0.75,217.5,0.15
506,136.25,18.75,0.95,195.0,0.125
507,11.25,11.25,0.7,187.5,0.35
508,116.25,71.25,0.825,172.5,0.05
509,-8.75,26.25,0.825,112.5,0.15
510,246.25,22.5,0.925,11.25,0.025
511,-55.0,41.25,0.675,213.75,0.075
512,36.25,11.25,0.875,52.5,0.3
513,217.5,75.0,0.875,427.5,0.2
514,-23.75,93.75,0.7,180.0,0.125
515,28.75,37.5,0.875,93.75,0.35
516,20.0,90.0,0.675,120.0,0.075
517,147.5,22.5,0.925,120.0,0.15
518,31.25,30.0,0.825,108.75,0.1
519,18.75,11.25,0.9,180.0,0.1
520,50.0,56.25,0.775,273.75,0.025
521,131.25,11.25,0.85,67.5,0.1
522,140.0,0.0,0.925,120.0,0.225
523,276.25,108.75,0.8,45.0,0.05
524,11.25,33.75,0.775,285.0,0.15
525,135.0,101.25,0.825,483.75,0.175
526,177.5,52.5,0.8,150.0,0.1
527,103.75,97.5,0.725,138.75,0.175
528,291.25,105.0,0.825,123.75,0.325
529,191.25,82.5,0.825,86.25,0.1
530,117.5,71.25,0.825,161.25,0.2
531,-37.5,33.75,0.75,123.75,0.075
532,16.25,78.75,0.75,255.0,0.075
533,157.5,63.75,0.8,168.75,0.1
534,236.25,90.0,0.85,123.75,0.225
535,172.5,93.75,0.775,93.75,0.325
536,-15.0,26.25,0.625,108.75,0.225
537,10.0,0.0,0.9,240.0,0.075
538,38.75,150.0,0.55,131.25,0.05
539,-15.0,56.25,0.7,348.75,0.125
540,51.25,33.75,0.75,135.0,0.15
541,96.25,37.5,0.825,116.25,0.075
542,225.0,123.75,0.775,161.25,0.125
543,182.5,75.0,0.8,232.5,0.2
544,103.75,75.0,0.825,41.25,0.25
545,-93.75,63.75,0.6,420.0,0.0
546,176.25,60.0,0.85,243.75,0.175
547,-5.0,22.5,0.825,52.5,0.2
548,8.75,82.5,0.6,108.75,0.075
549,143.75,168.75,0.7,97.5,0.2
550,-118.75,123.75,0.5,525.0,0.025
551,126.25,157.5,0.625,86.25,0.175
552,177.5,101.25,0.775,71.25,0.075
553,88.75,138.75,0.65,172.5,0.125
554,-12.5,56.25,0.7,206.25,0.175
555,80.0,93.75,0.75,206.25,0.05
556,165.0,180.0,0.7,195.0,0.1
557,-8.75,3.75,0.7,135.0,0.1
558,30.0,15.0,0.8,105.0,0.225
559,140.0,120.0,0.725,150.0,0.025
560,96.25,60.0,0.75,93.75,0.075
561,117.5,168.75,0.6,183.75,0.275
562,-27.5,67.5,0.75,120.0,0.1
563,127.5,60.0,0.875,262.5,0.1
564,8.75,56.25,0.75,225.0,0.125
565,36.25,33.75,0.85,150.0,0.05
566,-68.75,11.25,0.65,367.5,0.125
567,-7.5,26.25,0.725,281.25,0.175
568,41.25,33.75,0.85,135.0,0.125
569,12.5,18.75,0.775,168.75,0.275
570,88.75,67.5,0.725,153.75,0.05
571,55.0,26.25,0.825,168.75,0.05
572,10.0,71.25,0.8,318.75,0.125
573,18.75,26.25,0.825,255.0,0.075
574,197.5,75.0,0.875,127.5,0.05
575,40.0,18.75,0.75,221.25,0.2
576,252.5,75.0,0.875,202.5,0.2
577,-33.75,60.0,0.675,183.75,0.15
578,58.75,112.5,0.65,228.75,0.075
579,188.75,26.25,0.875,195.0,0.125
580,92.5,90.0,0.825,157.5,0.2
581,103.75,56.25,0.85,120.0,0.15
582,128.75,22.5,0.925,108.75,0.225
583,30.0,71.25,0.725,108.75,0.05
584,127.5,41.25,0.75,131.25,0.15
585,170.0,0.0,1.0,60.0,0.05
586,-33.75,0.0,0.85,273.75,0.075
587,108.75,63.75,0.8,217.5,0.075
588,-71.25,0.0,0.8,341.25,0.075
589,11.25,101.25,0.775,97.5,0.05
590,53.75,41.25,0.825,45.0,0.05
591,156.25,90.0,0.775,123.75,0.15
592,100.0,26.25,0.875,93.75,0.225
593,67.5,108.75,0.75,273.75,0.025
594,-2.5,48.75,0.775,213.75,0.1
595,135.0,112.5,0.7,112.5,0.05
596,-90.0,30.0,0.775,510.0,0.05
597,21.25,75.0,0.65,123.75,0.275
598,58.75,56.25,0.75,225.0,0.2
599,156.25,97.5,0.675,26.25,0.125
600,275.0,33.75,0.925,71.25,0.175
601,102.5,67.5,0.775,60.0,0.2
602,247.5,86.25,0.85,146.25,0.3
603,176.25,30.0,0.95,213.75,0.175
604,138.75,56.25,0.7,75.0,0.0
605,22.5,22.5,0.775,135.0,0.1
606,17.5,33.75,0.7,168.75,0.225
607,-70.0,45.0,0.8,345.0,0.125
608,37.5,90.0,0.725,382.5,0.075
609,-7.5,22.5,0.825,285.0,0.225
610,136.25,45.0,0.875,78.75,0.175
611,158.75,0.0,0.925,11.25,0.1
612,197.5,78.75,0.85,63.75,0.175
613,188.75,157.5,0.7,123.75,0.1
614,-157.5,67.5,0.625,540.0,0.05
615,32.5,0.0,0.925,37.5,0.175
616,126.25,97.5,0.7,86.25,0.15
617,8.75,33.75,0.85,247.5,0.125
618,0.0,52.5,0.675,247.5,0.125
619,36.25,236.25,0.525,247.5,0.025
620,57.5,78.75,0.675,183.75,0.075
621,31.25,0.0,0.825,258.75,0.175
622,62.5,11.25,0.775,56.25,0.2
623,-3.75,67.5,0.7,206.25,0.025
624,143.75,131.25,0.725,75.0,0.125
625,86.25,78.75,0.775,345.0,0.1
