timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,episode
9,max_1,max,1,4,175.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,116.25,304
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,305
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-3.75,0.0,305
1,fair_1,fair,1,4,55.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,15.0,45.0,305
1,max_1,max,1,4,50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,10.0,15.0,305
2,fair_1,fair,1,4,75.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,35.0,60.0,305
2,max_1,max,1,4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,305
3,fair_1,fair,1,4,93.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,53.75,71.25,305
3,max_1,max,1,4,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75,15.0,305
4,fair_1,fair,1,4,112.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,72.5,82.5,305
4,max_1,max,1,4,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,15.0,305
5,fair_1,fair,1,4,131.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,91.25,93.75,305
5,max_1,max,1,4,126.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,86.25,30.0,305
6,fair_1,fair,1,4,138.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,98.75,101.25,305
6,max_1,max,1,4,138.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.75,30.0,305
7,fair_1,fair,1,4,145.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,105.0,105.0,305
7,max_1,max,1,4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,30.0,305
8,fair_1,fair,1,4,163.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,123.75,116.25,305
8,max_1,max,1,4,163.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,123.75,30.0,305
9,fair_1,fair,1,4,182.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,142.5,127.5,305
9,max_1,max,1,4,182.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.5,30.0,305
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,306
0,max_1,max,1,4,33.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-6.25,22.5,306
1,fair_1,fair,1,4,46.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,6.25,41.25,306
1,max_1,max,1,4,36.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-3.75,52.5,306
2,fair_1,fair,1,4,42.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,2.5,45.0,306
2,max_1,max,1,4,27.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-12.5,97.5,306
3,fair_1,fair,1,4,40.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,0.0,52.5,306
3,max_1,max,1,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,142.5,306
4,fair_1,fair,1,4,37.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-2.5,60.0,306
4,max_1,max,1,4,27.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-12.5,172.5,306
5,fair_1,fair,1,4,27.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-12.5,60.0,306
5,max_1,max,1,4,22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-17.5,187.5,306
6,fair_1,fair,1,4,22.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-17.5,60.0,306
6,max_1,max,1,4,17.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-22.5,202.5,306
7,fair_1,fair,1,4,17.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-22.5,60.0,306
7,max_1,max,1,4,12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-27.5,217.5,306
8,fair_1,fair,1,4,18.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-21.25,63.75,306
8,max_1,max,1,4,8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-31.25,247.5,306
9,fair_1,fair,1,4,8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-31.25,63.75,306
9,max_1,max,1,4,8.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-31.25,247.5,306
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307
0,max_1,max,1,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,307
1,fair_1,fair,1,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,307
1,max_1,max,1,4,10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-30.0,90.0,307
2,fair_1,fair,1,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,307
2,max_1,max,1,4,0.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-40.0,120.0,307
3,fair_1,fair,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.0,0.0,307
3,max_1,max,1,4,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-50.0,150.0,307
4,fair_1,fair,1,4,0.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-40.0,0.0,307
4,max_1,max,1,4,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-50.0,180.0,307
5,fair_1,fair,1,4,-10.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-50.0,0.0,307
5,max_1,max,1,4,-15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-55.0,195.0,307
6,fair_1,fair,1,4,-15.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-55.0,0.0,307
6,max_1,max,1,4,-20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-60.0,210.0,307
7,fair_1,fair,1,4,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-60.0,0.0,307
7,max_1,max,1,4,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-65.0,225.0,307
8,fair_1,fair,1,4,-12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-52.5,7.5,307
8,max_1,max,1,4,-12.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-52.5,225.0,307
9,fair_1,fair,1,4,0.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-40.0,15.0,307
9,max_1,max,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-40.0,225.0,307
0,fair_1,fair,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,308
0,max_1,max,1,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,30.0,308
1,fair_1,fair,1,4,35.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-5.0,15.0,308
1,max_1,max,1,4,30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-10.0,45.0,308
2,fair_1,fair,1,4,42.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,2.5,22.5,308
2,max_1,max,1,4,32.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-7.5,75.0,308
3,fair_1,fair,1,4,45.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,5.0,30.0,308
3,max_1,max,1,4,40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,0.0,90.0,308
4,fair_1,fair,1,4,58.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,18.75,41.25,308
4,max_1,max,1,4,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,90.0,308
5,fair_1,fair,1,4,71.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,31.25,48.75,308
5,max_1,max,1,4,66.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,26.25,105.0,308
6,fair_1,fair,1,4,72.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,32.5,52.5,308
6,max_1,max,1,4,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,105.0,308
7,fair_1,fair,1,4,72.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,32.5,52.5,308
7,max_1,max,1,4,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,105.0,308
8,fair_1,fair,1,4,72.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,32.5,52.5,308
8,max_1,max,1,4,72.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.5,105.0,308
9,fair_1,fair,1,4,72.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,32.5,52.5,308
9,max_1,max,1,4,72.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.5,105.0,308
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309
0,max_1,max,1,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,45.0,309
1,fair_1,fair,1,4,35.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-5.0,0.0,309
1,max_1,max,1,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,45.0,309
2,fair_1,fair,1,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,30.0,309
2,max_1,max,1,4,25.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-15.0,45.0,309
3,fair_1,fair,1,4,45.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,5.0,30.0,309
3,max_1,max,1,4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,309
4,fair_1,fair,1,4,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,30.0,309
4,max_1,max,1,4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,309
5,fair_1,fair,1,4,45.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,5.0,30.0,309
5,max_1,max,1,4,35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-5.0,75.0,309
6,fair_1,fair,1,4,47.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,7.5,37.5,309
6,max_1,max,1,4,42.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,2.5,90.0,309
7,fair_1,fair,1,4,55.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,15.0,45.0,309
7,max_1,max,1,4,55.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,15.0,90.0,309
8,fair_1,fair,1,4,61.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,21.25,48.75,309
8,max_1,max,1,4,61.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.25,90.0,309
9,fair_1,fair,1,4,67.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,27.5,52.5,309
9,max_1,max,1,4,67.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.5,90.0,309
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,310
0,max_1,max,1,4,33.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-6.25,22.5,310
1,fair_1,fair,1,4,52.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,12.5,45.0,310
1,max_1,max,1,4,37.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-2.5,67.5,310
2,fair_1,fair,1,4,27.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-12.5,75.0,310
2,max_1,max,1,4,12.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-27.5,112.5,310
3,fair_1,fair,1,4,12.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-27.5,75.0,310
3,max_1,max,1,4,2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-37.5,142.5,310
4,fair_1,fair,1,4,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-37.5,75.0,310
4,max_1,max,1,4,-12.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-52.5,187.5,310
5,fair_1,fair,1,4,-6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-46.25,78.75,310
5,max_1,max,1,4,-16.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-56.25,217.5,310
6,fair_1,fair,1,4,-3.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-43.75,86.25,310
6,max_1,max,1,4,-18.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-58.75,262.5,310
7,fair_1,fair,1,4,0.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-40.0,97.5,310
7,max_1,max,1,4,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-50.0,292.5,310
8,fair_1,fair,1,4,8.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-31.25,108.75,310
8,max_1,max,1,4,-1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-41.25,322.5,310
9,fair_1,fair,1,4,17.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-22.5,120.0,310
9,max_1,max,1,4,-2.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-42.5,382.5,310
0,fair_1,fair,1,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311
0,max_1,max,1,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,311
1,fair_1,fair,1,4,10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-30.0,30.0,311
1,max_1,max,1,4,-5.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-45.0,105.0,311
2,fair_1,fair,1,4,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-55.0,60.0,311
2,max_1,max,1,4,-35.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-75.0,165.0,311
3,fair_1,fair,1,4,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-75.0,60.0,311
3,max_1,max,1,4,-55.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-95.0,225.0,311
4,fair_1,fair,1,4,-55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-95.0,60.0,311
4,max_1,max,1,4,-75.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-115.0,285.0,311
5,fair_1,fair,1,4,-35.0,20.0,20.0,60.0,60.0,1.0,40.0,0.0,-75.0,60.0,311
5,max_1,max,1,4,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-85.0,315.0,311
6,fair_1,fair,1,4,-50.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-90.0,105.0,311
6,max_1,max,1,4,-52.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-92.5,337.5,311
7,fair_1,fair,1,4,-52.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-92.5,105.0,311
7,max_1,max,1,4,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.5,337.5,311
8,fair_1,fair,1,4,-52.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-92.5,105.0,311
8,max_1,max,1,4,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.5,337.5,311
9,fair_1,fair,1,4,-52.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-92.5,105.0,311
9,max_1,max,1,4,-52.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-92.5,337.5,311
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,312
0,max_1,max,1,4,35.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-5.0,11.25,312
1,fair_1,fair,1,4,60.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,20.0,48.75,312
1,max_1,max,1,4,55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,26.25,312
2,fair_1,fair,1,4,67.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,27.5,56.25,312
2,max_1,max,1,4,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,26.25,312
3,fair_1,fair,1,4,86.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,46.25,67.5,312
3,max_1,max,1,4,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,26.25,312
4,fair_1,fair,1,4,105.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,65.0,78.75,312
4,max_1,max,1,4,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,26.25,312
5,fair_1,fair,1,4,111.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,71.25,82.5,312
5,max_1,max,1,4,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,26.25,312
6,fair_1,fair,1,4,123.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,83.75,90.0,312
6,max_1,max,1,4,123.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,26.25,312
7,fair_1,fair,1,4,142.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,102.5,101.25,312
7,max_1,max,1,4,142.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,102.5,26.25,312
8,fair_1,fair,1,4,161.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,121.25,112.5,312
8,max_1,max,1,4,161.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121.25,26.25,312
9,fair_1,fair,1,4,180.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,140.0,123.75,312
9,max_1,max,1,4,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,26.25,312
0,fair_1,fair,1,4,30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-10.0,30.0,313
0,max_1,max,1,4,28.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-11.25,11.25,313
1,fair_1,fair,1,4,35.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-5.0,33.75,313
1,max_1,max,1,4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,11.25,313
2,fair_1,fair,1,4,41.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,1.25,37.5,313
2,max_1,max,1,4,41.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,11.25,313
3,fair_1,fair,1,4,41.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.25,37.5,313
3,max_1,max,1,4,31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-8.75,41.25,313
4,fair_1,fair,1,4,37.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-2.5,41.25,313
4,max_1,max,1,4,32.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-7.5,56.25,313
5,fair_1,fair,1,4,51.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,52.5,313
5,max_1,max,1,4,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,56.25,313
6,fair_1,fair,1,4,63.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,23.75,60.0,313
6,max_1,max,1,4,63.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,23.75,56.25,313
7,fair_1,fair,1,4,76.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,36.25,67.5,313
7,max_1,max,1,4,61.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,21.25,101.25,313
8,fair_1,fair,1,4,73.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,33.75,75.0,313
8,max_1,max,1,4,68.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,28.75,116.25,313
9,fair_1,fair,1,4,81.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,41.25,82.5,313
9,max_1,max,1,4,66.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,26.25,161.25,313
0,fair_1,fair,1,4,36.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-3.75,33.75,314
0,max_1,max,1,4,36.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-3.75,0.0,314
1,fair_1,fair,1,4,55.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,15.0,45.0,314
1,max_1,max,1,4,45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,5.0,30.0,314
2,fair_1,fair,1,4,57.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,17.5,52.5,314
2,max_1,max,1,4,47.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,7.5,60.0,314
3,fair_1,fair,1,4,60.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,20.0,60.0,314
3,max_1,max,1,4,55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,75.0,314
4,fair_1,fair,1,4,61.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,21.25,63.75,314
4,max_1,max,1,4,56.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,16.25,90.0,314
5,fair_1,fair,1,4,68.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,28.75,71.25,314
5,max_1,max,1,4,63.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,23.75,105.0,314
6,fair_1,fair,1,4,82.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,42.5,82.5,314
6,max_1,max,1,4,77.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,37.5,120.0,314
7,fair_1,fair,1,4,96.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,56.25,93.75,314
7,max_1,max,1,4,86.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,46.25,150.0,314
8,fair_1,fair,1,4,98.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,58.75,101.25,314
8,max_1,max,1,4,83.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,43.75,195.0,314
9,fair_1,fair,1,4,108.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,68.75,116.25,314
9,max_1,max,1,4,103.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,63.75,210.0,314
0,fair_1,fair,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,315
0,max_1,max,1,4,20.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-20.0,45.0,315
1,fair_1,fair,1,4,30.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-10.0,15.0,315
1,max_1,max,1,4,15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-25.0,90.0,315
2,fair_1,fair,1,4,5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-35.0,45.0,315
2,max_1,max,1,4,-10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-50.0,135.0,315
3,fair_1,fair,1,4,10.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,-30.0,45.0,315
3,max_1,max,1,4,0.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-40.0,165.0,315
4,fair_1,fair,1,4,20.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,-20.0,45.0,315
4,max_1,max,1,4,15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-25.0,180.0,315
5,fair_1,fair,1,4,33.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-6.25,56.25,315
5,max_1,max,1,4,28.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-11.25,195.0,315
6,fair_1,fair,1,4,41.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,1.25,63.75,315
6,max_1,max,1,4,31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-8.75,225.0,315
7,fair_1,fair,1,4,50.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,10.0,75.0,315
7,max_1,max,1,4,35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-5.0,270.0,315
8,fair_1,fair,1,4,60.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,20.0,90.0,315
8,max_1,max,1,4,60.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,20.0,270.0,315
9,fair_1,fair,1,4,72.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,32.5,97.5,315
9,max_1,max,1,4,72.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,32.5,270.0,315
0,fair_1,fair,1,4,35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-5.0,15.0,316
0,max_1,max,1,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,30.0,316
1,fair_1,fair,1,4,35.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,-5.0,15.0,316
1,max_1,max,1,4,25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-15.0,60.0,316
2,fair_1,fair,1,4,31.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-8.75,18.75,316
2,max_1,max,1,4,26.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-13.75,75.0,316
3,fair_1,fair,1,4,45.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,5.0,30.0,316
3,max_1,max,1,4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,316
4,fair_1,fair,1,4,51.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,11.25,33.75,316
4,max_1,max,1,4,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,75.0,316
5,fair_1,fair,1,4,57.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,17.5,37.5,316
5,max_1,max,1,4,52.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,12.5,90.0,316
6,fair_1,fair,1,4,65.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,25.0,45.0,316
6,max_1,max,1,4,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.0,316
7,fair_1,fair,1,4,77.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,37.5,52.5,316
7,max_1,max,1,4,77.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,37.5,90.0,316
8,fair_1,fair,1,4,90.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,50.0,60.0,316
8,max_1,max,1,4,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,90.0,316
9,fair_1,fair,1,4,102.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,62.5,67.5,316
9,max_1,max,1,4,102.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.5,90.0,316
0,fair_1,fair,1,4,65.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,25.0,15.0,317
0,max_1,max,1,4,55.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,15.0,30.0,317
1,fair_1,fair,1,4,50.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,10.0,60.0,317
1,max_1,max,1,4,48.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,8.75,41.25,317
2,fair_1,fair,1,4,73.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,33.75,75.0,317
2,max_1,max,1,4,73.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,41.25,317
3,fair_1,fair,1,4,72.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,32.5,86.25,317
