episode,investor_return,fair_1_return,max_1_return,rnd_1_return
199,2406.9,2200.95,568.65,2977.5
200,1844.8,2974.2,567.75,2585.25
201,1866.7,2756.25,352.8,2936.25
202,2343.25,2164.5,405.75,2794.5
203,2239.1,2229.0,639.9,2850.0
204,1940.65,2487.75,609.6,3030.0
205,2163.45,2605.5,475.05,2820.0
206,1678.15,2670.0,497.1,2838.75
207,1627.55,2799.75,1000.2,2926.5
208,1708.05,2896.5,438.45,2955.0
209,678.2,2881.05,758.25,2260.5
210,561.3,3375.15,376.05,3085.5
211,802.35,3641.4,570.0,2816.25
212,764.85,2389.8,605.85,2263.5
213,429.4,2515.2,679.65,2343.75
214,4201.9,424.5,554.1,2791.5
215,4528.15,140.25,1373.85,2589.75
216,4157.55,221.7,860.25,2992.5
217,4469.45,146.25,460.05,2858.25
218,3557.05,509.25,1091.7,3420.0
219,4052.75,414.0,1754.25,2745.0
220,3744.05,412.5,2398.2,2957.25
221,1807.05,2103.75,1781.7,3361.5
222,2165.85,2265.0,1431.9,2789.25
223,2810.2,2062.5,568.8,2812.5
224,3012.8,1884.0,1060.2,2535.0
225,2318.8,2505.0,334.95,2861.25
226,2238.95,2336.25,507.3,3037.5
227,1822.7,2226.0,1450.8,3082.5
228,2597.25,1938.75,1013.25,2868.75
229,2920.75,1676.25,400.5,3130.5
230,2855.1,1652.7,874.2,2958.0
231,2898.65,1623.0,460.35,3180.0
232,3182.2,1623.75,523.05,2937.0
233,2931.45,1707.75,1470.3,2776.5
234,3378.15,1509.0,754.35,2812.5
235,2770.0,1476.75,1109.25,2940.0
236,3117.3,1601.25,409.2,2960.25
237,2890.3,1438.5,371.7,3187.5
238,3244.95,1335.0,1690.05,2676.0
239,3520.25,804.75,871.5,3187.5
240,2888.25,1749.75,663.0,2931.0
241,2981.2,1822.2,744.6,2214.0
242,3399.45,1693.5,445.05,2550.0
243,2502.65,1942.5,708.6,3176.25
244,2836.65,2088.75,384.6,2700.0
245,2684.05,2093.25,295.95,2868.75
246,2465.55,2023.5,539.7,3035.25
247,3035.25,1751.25,643.5,2832.0
248,2338.7,2165.25,397.05,3075.0
249,2446.75,2323.5,457.5,2822.25
250,2189.3,2336.25,915.45,2775.0
251,2705.7,1926.9,456.9,2782.5
252,2321.35,1782.0,548.4,3386.25
253,2822.65,1851.75,695.85,2679.75
254,3100.6,1800.75,294.15,2872.5
255,2655.75,1560.0,756.75,2701.5
256,2924.5,1740.0,324.0,3067.5
257,2599.95,2000.25,343.8,2736.0
258,3241.95,1505.25,481.05,2625.75
259,2838.8,1470.0,493.2,3246.0
260,3192.4,1557.0,552.6,2886.0
261,2937.35,1888.5,297.9,2750.25
262,2164.1,2346.0,306.15,3183.75
263,2336.8,2654.25,523.2,2691.75
264,2166.1,2705.25,346.65,2676.0
265,2067.75,2616.0,446.25,2874.0
266,2293.85,2390.25,322.65,3053.25
267,2568.25,2360.25,285.75,2913.75
268,3104.55,1915.5,474.45,2647.5
269,3240.55,1665.75,277.2,2806.5
270,3547.35,1620.75,438.9,2595.0
271,2621.9,2127.75,442.35,2880.0
272,2865.1,2228.25,359.4,2621.25
273,1916.15,2610.0,519.6,3116.25
274,2512.5,2241.75,488.25,2881.5
275,2626.3,1955.25,339.45,3165.0
276,3224.25,1701.75,480.75,2777.25
277,3101.05,1587.0,925.95,2814.0
278,3339.7,1625.25,382.8,2786.25
279,3251.55,1867.5,431.7,2477.25
280,2694.15,2026.5,371.1,2936.25
281,2460.3,1966.5,497.7,3271.5
282,3010.3,1383.0,929.7,2715.0
283,3957.45,750.75,582.3,2839.5
284,3604.7,429.0,1404.3,3306.0
285,3906.15,634.5,974.1,2993.25
286,4039.65,774.0,537.6,2766.75
287,3358.55,594.0,1659.45,3300.0
288,4117.9,668.25,603.6,2852.25
289,3488.35,1134.0,1375.65,2844.0
290,2876.5,1776.0,501.0,2932.5
291,3311.85,1670.25,1157.4,2536.5
292,3602.05,1482.75,406.95,2666.25
293,2909.05,1916.25,956.7,2700.0
294,2801.65,2184.0,332.85,2827.5
295,3447.75,1560.75,595.5,2640.0
296,3033.1,1550.25,678.9,3105.75
297,3244.5,1562.25,1726.5,2496.75
298,3159.75,1611.75,422.25,2876.25
299,2972.6,1668.0,472.65,2874.75
300,2505.35,2146.5,489.15,2955.0
301,2651.05,1871.25,1062.45,2945.25
302,2188.05,1712.25,1673.7,3306.0
303,2312.55,1711.5,1765.2,3288.75
304,3104.3,1622.25,427.95,3007.5
305,2665.35,2155.5,612.9,2732.25
306,2785.25,1944.75,405.0,2703.0
307,2457.6,1920.0,426.9,3037.5
308,2909.2,2100.75,462.3,2529.75
309,2717.4,1863.75,559.35,3061.5
310,2767.05,1633.5,856.95,3082.5
311,2752.75,1706.25,582.75,3176.25
312,2552.95,2109.0,556.8,2981.25
313,2110.6,2537.25,414.15,2964.0
