timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
1107,rnd_1,random,0,4,21962.75,10.0,30.0,15.0,0.5,5.0,15.0,11962.75,18360.0,,
1108,fair_1,fair,0,4,21992.75,15.0,45.0,45.0,1.0,30.0,0.0,11992.75,3174.0,,
1108,max_1,max,0,4,21982.75,10.0,30.0,0.0,0.0,-10.0,30.0,11982.75,35027.25,,
1108,rnd_1,random,0,4,22001.5,15.0,45.0,33.75,0.75,18.75,11.25,12001.5,18371.25,,
1109,fair_1,fair,0,4,22031.5,15.0,45.0,45.0,1.0,30.0,0.0,12031.5,3174.0,,
1109,max_1,max,0,4,22016.5,15.0,45.0,0.0,0.0,-15.0,45.0,12016.5,35072.25,,
1109,rnd_1,random,0,4,22024.0,15.0,45.0,22.5,0.5,7.5,22.5,12024.0,18393.75,,
1110,fair_1,fair,0,4,22044.0,10.0,30.0,30.0,1.0,20.0,0.0,12044.0,3174.0,,
1110,max_1,max,0,4,22029.0,15.0,45.0,0.0,0.0,-15.0,45.0,12029.0,35117.25,,
1110,rnd_1,random,0,4,22047.75,15.0,45.0,33.75,0.75,18.75,11.25,12047.75,18405.0,,
1111,fair_1,fair,0,4,22077.75,15.0,45.0,45.0,1.0,30.0,0.0,12077.75,3174.0,,
1111,max_1,max,0,4,22072.75,5.0,15.0,0.0,0.0,-5.0,15.0,12072.75,35132.25,,
1111,rnd_1,random,0,4,22082.75,20.0,60.0,30.0,0.5,10.0,30.0,12082.75,18435.0,,
1112,fair_1,fair,0,4,22102.75,10.0,30.0,30.0,1.0,20.0,0.0,12102.75,3174.0,,
1112,max_1,max,0,4,22082.75,20.0,60.0,0.0,0.0,-20.0,60.0,12082.75,35192.25,,
1112,rnd_1,random,0,4,22079.0,15.0,45.0,11.25,0.25,-3.75,33.75,12079.0,18468.75,,
1113,fair_1,fair,0,4,22109.0,15.0,45.0,45.0,1.0,30.0,0.0,12109.0,3174.0,,
1113,max_1,max,0,4,22089.0,20.0,60.0,0.0,0.0,-20.0,60.0,12089.0,35252.25,,
1113,rnd_1,random,0,4,22114.0,20.0,60.0,45.0,0.75,25.0,15.0,12114.0,18483.75,,
1114,fair_1,fair,0,4,22154.0,20.0,60.0,60.0,1.0,40.0,0.0,12154.0,3174.0,,
1114,max_1,max,0,4,22153.75,1.0,3.0,0.75,0.25,-0.25,2.25,12153.75,35254.5,,
1114,rnd_1,random,0,4,22178.75,20.0,60.0,45.0,0.75,25.0,15.0,12178.75,18498.75,,
1115,fair_1,fair,0,4,22208.75,15.0,45.0,45.0,1.0,30.0,0.0,12208.75,3174.0,,
1115,max_1,max,0,4,22207.5,5.0,15.0,3.75,0.25,-1.25,11.25,12207.5,35265.75,,
1115,rnd_1,random,0,4,22187.5,20.0,60.0,0.0,0.0,-20.0,60.0,12187.5,18558.75,,
1116,fair_1,fair,0,4,22227.5,20.0,60.0,60.0,1.0,40.0,0.0,12227.5,3174.0,,
1116,max_1,max,0,4,22226.5,1.0,3.0,0.0,0.0,-1.0,3.0,12226.5,35268.75,,
1116,rnd_1,random,0,4,22222.75,15.0,45.0,11.25,0.25,-3.75,33.75,12222.75,18592.5,,
1117,fair_1,fair,0,4,22262.75,20.0,60.0,60.0,1.0,40.0,0.0,12262.75,3174.0,,
1117,max_1,max,0,4,22242.75,20.0,60.0,0.0,0.0,-20.0,60.0,12242.75,35328.75,,
1117,rnd_1,random,0,4,22244.0,1.0,3.0,2.25,0.75,1.25,0.75,12244.0,18593.25,,
1118,fair_1,fair,0,4,22284.0,20.0,60.0,60.0,1.0,40.0,0.0,12284.0,3174.0,,
1118,max_1,max,0,4,22283.0,1.0,3.0,0.0,0.0,-1.0,3.0,12283.0,35331.75,,
1118,rnd_1,random,0,4,22285.0,1.0,3.0,3.0,1.0,2.0,0.0,12285.0,18593.25,,
1119,fair_1,fair,0,4,22325.0,20.0,60.0,60.0,1.0,40.0,0.0,12325.0,3174.0,,
1119,max_1,max,0,4,22324.75,1.0,3.0,0.75,0.25,-0.25,2.25,12324.75,35334.0,,
1119,rnd_1,random,0,4,22332.25,15.0,45.0,22.5,0.5,7.5,22.5,12332.25,18615.75,,
1120,fair_1,fair,0,4,22372.25,20.0,60.0,60.0,1.0,40.0,0.0,12372.25,3174.0,,
1120,max_1,max,0,4,22352.25,20.0,60.0,0.0,0.0,-20.0,60.0,12352.25,35394.0,,
1120,rnd_1,random,0,4,22372.25,10.0,30.0,30.0,1.0,20.0,0.0,12372.25,18615.75,,
1121,fair_1,fair,0,4,22382.25,5.0,15.0,15.0,1.0,10.0,0.0,12382.25,3174.0,,
1121,max_1,max,0,4,22362.25,20.0,60.0,0.0,0.0,-20.0,60.0,12362.25,35454.0,,
1121,rnd_1,random,0,4,22362.75,1.0,3.0,1.5,0.5,0.5,1.5,12362.75,18617.25,,
1122,fair_1,fair,0,4,22372.75,5.0,15.0,15.0,1.0,10.0,0.0,12372.75,3174.0,,
1122,max_1,max,0,4,22371.5,5.0,15.0,3.75,0.25,-1.25,11.25,12371.5,35465.25,,
1122,rnd_1,random,0,4,22374.0,5.0,15.0,7.5,0.5,2.5,7.5,12374.0,18624.75,,
1123,fair_1,fair,0,4,22384.0,5.0,15.0,15.0,1.0,10.0,0.0,12384.0,3174.0,,
1123,max_1,max,0,4,22364.0,20.0,60.0,0.0,0.0,-20.0,60.0,12364.0,35525.25,,
1123,rnd_1,random,0,4,22359.0,5.0,15.0,0.0,0.0,-5.0,15.0,12359.0,18639.75,,
1124,fair_1,fair,0,4,22379.0,10.0,30.0,30.0,1.0,20.0,0.0,12379.0,3174.0,,
1124,max_1,max,0,4,22359.0,20.0,60.0,0.0,0.0,-20.0,60.0,12359.0,35585.25,,
1124,rnd_1,random,0,4,22365.25,5.0,15.0,11.25,0.75,6.25,3.75,12365.25,18643.5,,
1125,fair_1,fair,0,4,22385.25,10.0,30.0,30.0,1.0,20.0,0.0,12385.25,3174.0,,
1125,max_1,max,0,4,22384.0,5.0,15.0,3.75,0.25,-1.25,11.25,12384.0,35596.5,,
1125,rnd_1,random,0,4,22389.0,10.0,30.0,15.0,0.5,5.0,15.0,12389.0,18658.5,,
1126,fair_1,fair,0,4,22419.0,15.0,45.0,45.0,1.0,30.0,0.0,12419.0,3174.0,,
1126,max_1,max,0,4,22399.0,20.0,60.0,0.0,0.0,-20.0,60.0,12399.0,35656.5,,
1126,rnd_1,random,0,4,22389.0,10.0,30.0,0.0,0.0,-10.0,30.0,12389.0,18688.5,,
1127,fair_1,fair,0,4,22409.0,10.0,30.0,30.0,1.0,20.0,0.0,12409.0,3174.0,,
1127,max_1,max,0,4,22394.0,15.0,45.0,0.0,0.0,-15.0,45.0,12394.0,35701.5,,
1127,rnd_1,random,0,4,22404.0,5.0,15.0,15.0,1.0,10.0,0.0,12404.0,18688.5,,
1128,fair_1,fair,0,4,22444.0,20.0,60.0,60.0,1.0,40.0,0.0,12444.0,3174.0,,
1128,max_1,max,0,4,22442.75,5.0,15.0,3.75,0.25,-1.25,11.25,12442.75,35712.75,,
1128,rnd_1,random,0,4,22432.75,10.0,30.0,0.0,0.0,-10.0,30.0,12432.75,18718.5,,
1129,fair_1,fair,0,4,22431.5,5.0,15.0,3.75,0.25,-1.25,11.25,12431.5,3185.25,,
1129,max_1,max,0,4,22416.5,15.0,45.0,0.0,0.0,-15.0,45.0,12416.5,35757.75,,
1129,rnd_1,random,0,4,22436.5,10.0,30.0,30.0,1.0,20.0,0.0,12436.5,18718.5,,
1130,fair_1,fair,0,4,22446.5,5.0,15.0,15.0,1.0,10.0,0.0,12446.5,3185.25,,
1130,max_1,max,0,4,22426.5,20.0,60.0,0.0,0.0,-20.0,60.0,12426.5,35817.75,,
1130,rnd_1,random,0,4,22432.75,5.0,15.0,11.25,0.75,6.25,3.75,12432.75,18722.25,,
1131,fair_1,fair,0,4,22434.75,1.0,3.0,3.0,1.0,2.0,0.0,12434.75,3185.25,,
1131,max_1,max,0,4,22429.75,20.0,60.0,15.0,0.25,-5.0,45.0,12429.75,35862.75,,
1131,rnd_1,random,0,4,22434.75,10.0,30.0,15.0,0.5,5.0,15.0,12434.75,18737.25,,
1132,fair_1,fair,0,4,22433.5,5.0,15.0,3.75,0.25,-1.25,11.25,12433.5,3196.5,,
1132,max_1,max,0,4,22418.5,15.0,45.0,0.0,0.0,-15.0,45.0,12418.5,35907.75,,
1132,rnd_1,random,0,4,22417.25,5.0,15.0,3.75,0.25,-1.25,11.25,12417.25,18748.5,,
1133,fair_1,fair,0,4,22423.5,5.0,15.0,11.25,0.75,6.25,3.75,12423.5,3200.25,,
1133,max_1,max,0,4,22422.25,5.0,15.0,3.75,0.25,-1.25,11.25,12422.25,35919.0,,
1133,rnd_1,random,0,4,22432.25,5.0,15.0,15.0,1.0,10.0,0.0,12432.25,18748.5,,
1134,fair_1,fair,0,4,22438.5,5.0,15.0,11.25,0.75,6.25,3.75,12438.5,3204.0,,
1134,max_1,max,0,4,22423.5,15.0,45.0,0.0,0.0,-15.0,45.0,12423.5,35964.0,,
1134,rnd_1,random,0,4,22428.5,10.0,30.0,15.0,0.5,5.0,15.0,12428.5,18763.5,,
1135,fair_1,fair,0,4,22434.75,5.0,15.0,11.25,0.75,6.25,3.75,12434.75,3207.75,,
1135,max_1,max,0,4,22433.75,1.0,3.0,0.0,0.0,-1.0,3.0,12433.75,35967.0,,
1135,rnd_1,random,0,4,22432.5,5.0,15.0,3.75,0.25,-1.25,11.25,12432.5,18774.75,,
1136,fair_1,fair,0,4,22445.0,10.0,30.0,22.5,0.75,12.5,7.5,12445.0,3215.25,,
1136,max_1,max,0,4,22444.75,1.0,3.0,0.75,0.25,-0.25,2.25,12444.75,35969.25,,
1136,rnd_1,random,0,4,22441.0,15.0,45.0,11.25,0.25,-3.75,33.75,12441.0,18808.5,,
1137,fair_1,fair,0,4,22453.5,10.0,30.0,22.5,0.75,12.5,7.5,12453.5,3222.75,,
1137,max_1,max,0,4,22448.5,5.0,15.0,0.0,0.0,-5.0,15.0,12448.5,35984.25,,
1137,rnd_1,random,0,4,22458.5,5.0,15.0,15.0,1.0,10.0,0.0,12458.5,18808.5,,
1138,fair_1,fair,0,4,22477.25,15.0,45.0,33.75,0.75,18.75,11.25,12477.25,3234.0,,
1138,max_1,max,0,4,22476.25,1.0,3.0,0.0,0.0,-1.0,3.0,12476.25,35987.25,,
1138,rnd_1,random,0,4,22481.25,10.0,30.0,15.0,0.5,5.0,15.0,12481.25,18823.5,,
1139,fair_1,fair,0,4,22487.5,5.0,15.0,11.25,0.75,6.25,3.75,12487.5,3237.75,,
1139,max_1,max,0,4,22487.25,1.0,3.0,0.75,0.25,-0.25,2.25,12487.25,35989.5,,
1139,rnd_1,random,0,4,22486.0,5.0,15.0,3.75,0.25,-1.25,11.25,12486.0,18834.75,,
1140,fair_1,fair,0,4,22526.0,20.0,60.0,60.0,1.0,40.0,0.0,12526.0,3237.75,,
1140,max_1,max,0,4,22516.0,10.0,30.0,0.0,0.0,-10.0,30.0,12516.0,36019.5,,
1140,rnd_1,random,0,4,22506.0,10.0,30.0,0.0,0.0,-10.0,30.0,12506.0,18864.75,,
1141,fair_1,fair,0,4,22503.5,10.0,30.0,7.5,0.25,-2.5,22.5,12503.5,3260.25,,
1141,max_1,max,0,4,22498.5,5.0,15.0,0.0,0.0,-5.0,15.0,12498.5,36034.5,,
1141,rnd_1,random,0,4,22488.5,10.0,30.0,0.0,0.0,-10.0,30.0,12488.5,18894.75,,
1142,fair_1,fair,0,4,22498.5,5.0,15.0,15.0,1.0,10.0,0.0,12498.5,3260.25,,
1142,max_1,max,0,4,22483.5,15.0,45.0,0.0,0.0,-15.0,45.0,12483.5,36079.5,,
1142,rnd_1,random,0,4,22491.0,15.0,45.0,22.5,0.5,7.5,22.5,12491.0,18917.25,,
1143,fair_1,fair,0,4,22488.5,10.0,30.0,7.5,0.25,-2.5,22.5,12488.5,3282.75,,
1143,max_1,max,0,4,22483.5,5.0,15.0,0.0,0.0,-5.0,15.0,12483.5,36094.5,,
1143,rnd_1,random,0,4,22489.75,5.0,15.0,11.25,0.75,6.25,3.75,12489.75,18921.0,,
1144,fair_1,fair,0,4,22509.75,10.0,30.0,30.0,1.0,20.0,0.0,12509.75,3282.75,,
1144,max_1,max,0,4,22504.75,5.0,15.0,0.0,0.0,-5.0,15.0,12504.75,36109.5,,
1144,rnd_1,random,0,4,22499.75,5.0,15.0,0.0,0.0,-5.0,15.0,12499.75,18936.0,,
1145,fair_1,fair,0,4,22509.75,5.0,15.0,15.0,1.0,10.0,0.0,12509.75,3282.75,,
1145,max_1,max,0,4,22499.75,10.0,30.0,0.0,0.0,-10.0,30.0,12499.75,36139.5,,
1145,rnd_1,random,0,4,22509.75,5.0,15.0,15.0,1.0,10.0,0.0,12509.75,18936.0,,
1146,fair_1,fair,0,4,22528.5,15.0,45.0,33.75,0.75,18.75,11.25,12528.5,3294.0,,
1146,max_1,max,0,4,22518.5,10.0,30.0,0.0,0.0,-10.0,30.0,12518.5,36169.5,,
1146,rnd_1,random,0,4,22526.0,15.0,45.0,22.5,0.5,7.5,22.5,12526.0,18958.5,,
1147,fair_1,fair,0,4,22538.5,10.0,30.0,22.5,0.75,12.5,7.5,12538.5,3301.5,,
1147,max_1,max,0,4,22537.5,1.0,3.0,0.0,0.0,-1.0,3.0,12537.5,36172.5,,
1147,rnd_1,random,0,4,22535.0,10.0,30.0,7.5,0.25,-2.5,22.5,12535.0,18981.0,,
1148,fair_1,fair,0,4,22555.0,10.0,30.0,30.0,1.0,20.0,0.0,12555.0,3301.5,,
1148,max_1,max,0,4,22535.0,20.0,60.0,0.0,0.0,-20.0,60.0,12535.0,36232.5,,
1148,rnd_1,random,0,4,22525.0,10.0,30.0,0.0,0.0,-10.0,30.0,12525.0,19011.0,,
1149,fair_1,fair,0,4,22545.0,10.0,30.0,30.0,1.0,20.0,0.0,12545.0,3301.5,,
1149,max_1,max,0,4,22540.0,5.0,15.0,0.0,0.0,-5.0,15.0,12540.0,36247.5,,
1149,rnd_1,random,0,4,22542.5,5.0,15.0,7.5,0.5,2.5,7.5,12542.5,19018.5,,
1150,fair_1,fair,0,4,22572.5,15.0,45.0,45.0,1.0,30.0,0.0,12572.5,3301.5,,
1150,max_1,max,0,4,22567.5,5.0,15.0,0.0,0.0,-5.0,15.0,12567.5,36262.5,,
1150,rnd_1,random,0,4,22570.0,5.0,15.0,7.5,0.5,2.5,7.5,12570.0,19026.0,,
1151,fair_1,fair,0,4,22600.0,15.0,45.0,45.0,1.0,30.0,0.0,12600.0,3301.5,,
1151,max_1,max,0,4,22585.0,15.0,45.0,0.0,0.0,-15.0,45.0,12585.0,36307.5,,
1151,rnd_1,random,0,4,22591.25,5.0,15.0,11.25,0.75,6.25,3.75,12591.25,19029.75,,
1152,fair_1,fair,0,4,22601.25,5.0,15.0,15.0,1.0,10.0,0.0,12601.25,3301.5,,
1152,max_1,max,0,4,22581.25,20.0,60.0,0.0,0.0,-20.0,60.0,12581.25,36367.5,,
1152,rnd_1,random,0,4,22580.0,5.0,15.0,3.75,0.25,-1.25,11.25,12580.0,19041.0,,
1153,fair_1,fair,0,4,22590.0,5.0,15.0,15.0,1.0,10.0,0.0,12590.0,3301.5,,
1153,max_1,max,0,4,22586.25,15.0,45.0,11.25,0.25,-3.75,33.75,12586.25,36401.25,,
1153,rnd_1,random,0,4,22585.0,5.0,15.0,3.75,0.25,-1.25,11.25,12585.0,19052.25,,
1154,fair_1,fair,0,4,22587.0,1.0,3.0,3.0,1.0,2.0,0.0,12587.0,3301.5,,
1154,max_1,max,0,4,22572.0,15.0,45.0,0.0,0.0,-15.0,45.0,12572.0,36446.25,,
1154,rnd_1,random,0,4,22569.5,10.0,30.0,7.5,0.25,-2.5,22.5,12569.5,19074.75,,
1155,fair_1,fair,0,4,22599.5,15.0,45.0,45.0,1.0,30.0,0.0,12599.5,3301.5,,
1155,max_1,max,0,4,22594.5,5.0,15.0,0.0,0.0,-5.0,15.0,12594.5,36461.25,,
1155,rnd_1,random,0,4,22624.5,15.0,45.0,45.0,1.0,30.0,0.0,12624.5,19074.75,,
1156,fair_1,fair,0,4,22634.5,5.0,15.0,15.0,1.0,10.0,0.0,12634.5,3301.5,,
1156,max_1,max,0,4,22619.5,15.0,45.0,0.0,0.0,-15.0,45.0,12619.5,36506.25,,
1156,rnd_1,random,0,4,22622.0,5.0,15.0,7.5,0.5,2.5,7.5,12622.0,19082.25,,
1157,fair_1,fair,0,4,22640.75,15.0,45.0,33.75,0.75,18.75,11.25,12640.75,3312.75,,
1157,max_1,max,0,4,22620.75,20.0,60.0,0.0,0.0,-20.0,60.0,12620.75,36566.25,,
1157,rnd_1,random,0,4,22630.75,5.0,15.0,15.0,1.0,10.0,0.0,12630.75,19082.25,,
1158,fair_1,fair,0,4,22629.5,5.0,15.0,3.75,0.25,-1.25,11.25,12629.5,3324.0,,
1158,max_1,max,0,4,22625.75,15.0,45.0,11.25,0.25,-3.75,33.75,12625.75,36600.0,,
1158,rnd_1,random,0,4,22645.75,10.0,30.0,30.0,1.0,20.0,0.0,12645.75,19082.25,,
1159,fair_1,fair,0,4,22655.75,5.0,15.0,15.0,1.0,10.0,0.0,12655.75,3324.0,,
1159,max_1,max,0,4,22654.75,1.0,3.0,0.0,0.0,-1.0,3.0,12654.75,36603.0,,
1159,rnd_1,random,0,4,22657.25,5.0,15.0,7.5,0.5,2.5,7.5,12657.25,19089.75,,
1160,fair_1,fair,0,4,22667.25,5.0,15.0,15.0,1.0,10.0,0.0,12667.25,3324.0,,
1160,max_1,max,0,4,22647.25,20.0,60.0,0.0,0.0,-20.0,60.0,12647.25,36663.0,,
1160,rnd_1,random,0,4,22646.0,5.0,15.0,3.75,0.25,-1.25,11.25,12646.0,19101.0,,
1161,fair_1,fair,0,4,22666.0,10.0,30.0,30.0,1.0,20.0,0.0,12666.0,3324.0,,
1161,max_1,max,0,4,22646.0,20.0,60.0,0.0,0.0,-20.0,60.0,12646.0,36723.0,,
1161,rnd_1,random,0,4,22653.5,15.0,45.0,22.5,0.5,7.5,22.5,12653.5,19123.5,,
1162,fair_1,fair,0,4,22659.75,5.0,15.0,11.25,0.75,6.25,3.75,12659.75,3327.75,,
1162,max_1,max,0,4,22658.5,5.0,15.0,3.75,0.25,-1.25,11.25,12658.5,36734.25,,
1162,rnd_1,random,0,4,22671.0,10.0,30.0,22.5,0.75,12.5,7.5,12671.0,19131.0,,
1163,fair_1,fair,0,4,22683.5,10.0,30.0,22.5,0.75,12.5,7.5,12683.5,3335.25,,
1163,max_1,max,0,4,22663.5,20.0,60.0,0.0,0.0,-20.0,60.0,12663.5,36794.25,,
1163,rnd_1,random,0,4,22666.0,5.0,15.0,7.5,0.5,2.5,7.5,12666.0,19138.5,,
1164,fair_1,fair,0,4,22678.5,10.0,30.0,22.5,0.75,12.5,7.5,12678.5,3342.75,,
1164,max_1,max,0,4,22658.5,20.0,60.0,0.0,0.0,-20.0,60.0,12658.5,36854.25,,
1164,rnd_1,random,0,4,22661.0,5.0,15.0,7.5,0.5,2.5,7.5,12661.0,19146.0,,
1165,fair_1,fair,0,4,22671.0,5.0,15.0,15.0,1.0,10.0,0.0,12671.0,3342.75,,
1165,max_1,max,0,4,22668.5,10.0,30.0,7.5,0.25,-2.5,22.5,12668.5,36876.75,,
1165,rnd_1,random,0,4,22663.5,5.0,15.0,0.0,0.0,-5.0,15.0,12663.5,19161.0,,
1166,fair_1,fair,0,4,22683.5,10.0,30.0,30.0,1.0,20.0,0.0,12683.5,3342.75,,
1166,max_1,max,0,4,22673.5,10.0,30.0,0.0,0.0,-10.0,30.0,12673.5,36906.75,,
1166,rnd_1,random,0,4,22679.75,5.0,15.0,11.25,0.75,6.25,3.75,12679.75,19164.75,,
1167,fair_1,fair,0,4,22699.75,10.0,30.0,30.0,1.0,20.0,0.0,12699.75,3342.75,,
1167,max_1,max,0,4,22679.75,20.0,60.0,0.0,0.0,-20.0,60.0,12679.75,36966.75,,
1167,rnd_1,random,0,4,22674.75,5.0,15.0,0.0,0.0,-5.0,15.0,12674.75,19179.75,,
1168,fair_1,fair,0,4,22714.75,20.0,60.0,60.0,1.0,40.0,0.0,12714.75,3342.75,,
1168,max_1,max,0,4,22694.75,20.0,60.0,0.0,0.0,-20.0,60.0,12694.75,37026.75,,
1168,rnd_1,random,0,4,22692.25,10.0,30.0,7.5,0.25,-2.5,22.5,12692.25,19202.25,,
1169,fair_1,fair,0,4,22689.75,10.0,30.0,7.5,0.25,-2.5,22.5,12689.75,3365.25,,
1169,max_1,max,0,4,22684.75,20.0,60.0,15.0,0.25,-5.0,45.0,12684.75,37071.75,,
1169,rnd_1,random,0,4,22682.25,10.0,30.0,7.5,0.25,-2.5,22.5,12682.25,19224.75,,
1170,fair_1,fair,0,4,22712.25,15.0,45.0,45.0,1.0,30.0,0.0,12712.25,3365.25,,
1170,max_1,max,0,4,22692.25,20.0,60.0,0.0,0.0,-20.0,60.0,12692.25,37131.75,,
1170,rnd_1,random,0,4,22711.0,15.0,45.0,33.75,0.75,18.75,11.25,12711.0,19236.0,,
1171,fair_1,fair,0,4,22741.0,15.0,45.0,45.0,1.0,30.0,0.0,12741.0,3365.25,,
1171,max_1,max,0,4,22736.0,5.0,15.0,0.0,0.0,-5.0,15.0,12736.0,37146.75,,
1171,rnd_1,random,0,4,22756.0,10.0,30.0,30.0,1.0,20.0,0.0,12756.0,19236.0,,
1172,fair_1,fair,0,4,22776.0,10.0,30.0,30.0,1.0,20.0,0.0,12776.0,3365.25,,
1172,max_1,max,0,4,22775.0,1.0,3.0,0.0,0.0,-1.0,3.0,12775.0,37149.75,,
1172,rnd_1,random,0,4,22780.0,10.0,30.0,15.0,0.5,5.0,15.0,12780.0,19251.0,,
1173,fair_1,fair,0,4,22810.0,15.0,45.0,45.0,1.0,30.0,0.0,12810.0,3365.25,,
1173,max_1,max,0,4,22805.0,5.0,15.0,0.0,0.0,-5.0,15.0,12805.0,37164.75,,
1173,rnd_1,random,0,4,22800.0,5.0,15.0,0.0,0.0,-5.0,15.0,12800.0,19266.0,,
1174,fair_1,fair,0,4,22830.0,15.0,45.0,45.0,1.0,30.0,0.0,12830.0,3365.25,,
1174,max_1,max,0,4,22810.0,20.0,60.0,0.0,0.0,-20.0,60.0,12810.0,37224.75,,
1174,rnd_1,random,0,4,22828.75,15.0,45.0,33.75,0.75,18.75,11.25,12828.75,19277.25,,
1175,fair_1,fair,0,4,22858.75,15.0,45.0,45.0,1.0,30.0,0.0,12858.75,3365.25,,
1175,max_1,max,0,4,22838.75,20.0,60.0,0.0,0.0,-20.0,60.0,12838.75,37284.75,,
1175,rnd_1,random,0,4,22823.75,15.0,45.0,0.0,0.0,-15.0,45.0,12823.75,19322.25,,
1176,fair_1,fair,0,4,22825.75,1.0,3.0,3.0,1.0,2.0,0.0,12825.75,3365.25,,
1176,max_1,max,0,4,22820.75,20.0,60.0,15.0,0.25,-5.0,45.0,12820.75,37329.75,,
1176,rnd_1,random,0,4,22828.25,15.0,45.0,22.5,0.5,7.5,22.5,12828.25,19344.75,,
1177,fair_1,fair,0,4,22838.25,5.0,15.0,15.0,1.0,10.0,0.0,12838.25,3365.25,,
1177,max_1,max,0,4,22837.25,1.0,3.0,0.0,0.0,-1.0,3.0,12837.25,37332.75,,
1177,rnd_1,random,0,4,22847.25,5.0,15.0,15.0,1.0,10.0,0.0,12847.25,19344.75,,
1178,fair_1,fair,0,4,22857.25,5.0,15.0,15.0,1.0,10.0,0.0,12857.25,3365.25,,
1178,max_1,max,0,4,22852.25,20.0,60.0,15.0,0.25,-5.0,45.0,12852.25,37377.75,,
1178,rnd_1,random,0,4,22847.25,5.0,15.0,0.0,0.0,-5.0,15.0,12847.25,19359.75,,
1179,fair_1,fair,0,4,22867.25,10.0,30.0,30.0,1.0,20.0,0.0,12867.25,3365.25,,
1179,max_1,max,0,4,22847.25,20.0,60.0,0.0,0.0,-20.0,60.0,12847.25,37437.75,,
1179,rnd_1,random,0,4,22859.75,10.0,30.0,22.5,0.75,12.5,7.5,12859.75,19367.25,,
1180,fair_1,fair,0,4,22889.75,15.0,45.0,45.0,1.0,30.0,0.0,12889.75,3365.25,,
1180,max_1,max,0,4,22888.5,5.0,15.0,3.75,0.25,-1.25,11.25,12888.5,37449.0,,
1180,rnd_1,random,0,4,22898.5,20.0,60.0,30.0,0.5,10.0,30.0,12898.5,19397.25,,
1181,fair_1,fair,0,4,22938.5,20.0,60.0,60.0,1.0,40.0,0.0,12938.5,3365.25,,
1181,max_1,max,0,4,22918.5,20.0,60.0,0.0,0.0,-20.0,60.0,12918.5,37509.0,,
1181,rnd_1,random,0,4,22926.0,15.0,45.0,22.5,0.5,7.5,22.5,12926.0,19419.75,,
1182,fair_1,fair,0,4,22966.0,20.0,60.0,60.0,1.0,40.0,0.0,12966.0,3365.25,,
1182,max_1,max,0,4,22946.0,20.0,60.0,0.0,0.0,-20.0,60.0,12946.0,37569.0,,
1182,rnd_1,random,0,4,22948.0,1.0,3.0,3.0,1.0,2.0,0.0,12948.0,19419.75,,
1183,fair_1,fair,0,4,22978.0,15.0,45.0,45.0,1.0,30.0,0.0,12978.0,3365.25,,
1183,max_1,max,0,4,22973.0,20.0,60.0,15.0,0.25,-5.0,45.0,12973.0,37614.0,,
1183,rnd_1,random,0,4,22979.25,5.0,15.0,11.25,0.75,6.25,3.75,12979.25,19423.5,,
1184,fair_1,fair,0,4,23019.25,20.0,60.0,60.0,1.0,40.0,0.0,13019.25,3365.25,,
1184,max_1,max,0,4,23018.25,1.0,3.0,0.0,0.0,-1.0,3.0,13018.25,37617.0,,
1184,rnd_1,random,0,4,23025.75,15.0,45.0,22.5,0.5,7.5,22.5,13025.75,19446.0,,
1185,fair_1,fair,0,4,23055.75,15.0,45.0,45.0,1.0,30.0,0.0,13055.75,3365.25,,
1185,max_1,max,0,4,23052.0,15.0,45.0,11.25,0.25,-3.75,33.75,13052.0,37650.75,,
1185,rnd_1,random,0,4,23037.0,15.0,45.0,0.0,0.0,-15.0,45.0,13037.0,19491.0,,
1186,fair_1,fair,0,4,23067.0,15.0,45.0,45.0,1.0,30.0,0.0,13067.0,3365.25,,
1186,max_1,max,0,4,23057.0,10.0,30.0,0.0,0.0,-10.0,30.0,13057.0,37680.75,,
1186,rnd_1,random,0,4,23054.5,10.0,30.0,7.5,0.25,-2.5,22.5,13054.5,19513.5,,
1187,fair_1,fair,0,4,23074.5,10.0,30.0,30.0,1.0,20.0,0.0,13074.5,3365.25,,
1187,max_1,max,0,4,23064.5,10.0,30.0,0.0,0.0,-10.0,30.0,13064.5,37710.75,,
1187,rnd_1,random,0,4,23070.75,5.0,15.0,11.25,0.75,6.25,3.75,13070.75,19517.25,,
1188,fair_1,fair,0,4,23080.75,5.0,15.0,15.0,1.0,10.0,0.0,13080.75,3365.25,,
1188,max_1,max,0,4,23060.75,20.0,60.0,0.0,0.0,-20.0,60.0,13060.75,37770.75,,
1188,rnd_1,random,0,4,23040.75,20.0,60.0,0.0,0.0,-20.0,60.0,13040.75,19577.25,,
1189,fair_1,fair,0,4,23060.75,10.0,30.0,30.0,1.0,20.0,0.0,13060.75,3365.25,,
1189,max_1,max,0,4,23040.75,20.0,60.0,0.0,0.0,-20.0,60.0,13040.75,37830.75,,
1189,rnd_1,random,0,4,23070.75,15.0,45.0,45.0,1.0,30.0,0.0,13070.75,19577.25,,
1190,fair_1,fair,0,4,23080.75,5.0,15.0,15.0,1.0,10.0,0.0,13080.75,3365.25,,
1190,max_1,max,0,4,23060.75,20.0,60.0,0.0,0.0,-20.0,60.0,13060.75,37890.75,,
