timestep,dyad_idx,agent_name,agent_type,ii_edge,aa_edge,observation_depth,investor_wealth,investor_cumulative,dyad_investor_cumulative,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,agent_cumulative,episode
0,1,a2,fair,0,1,4,17.5,-12.5,-2.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,22.5,622
1,0,a1,max,0,1,4,-5.0,-27.5,-25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,75.0,622
1,1,a2,fair,0,1,4,7.5,-37.5,-12.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,52.5,622
2,0,a1,max,0,1,4,-25.0,-57.5,-45.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,135.0,622
2,1,a2,fair,0,1,4,2.5,-62.5,-17.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,67.5,622
3,0,a1,max,0,1,4,-45.0,-82.5,-65.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,195.0,622
3,1,a2,fair,0,1,4,-2.5,-87.5,-22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,82.5,622
4,0,a1,max,0,1,4,-45.0,-87.5,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,622
4,1,a2,fair,0,1,4,3.75,-81.25,-16.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,86.25,622
5,0,a1,max,0,1,4,-45.0,-81.25,-65.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,195.0,622
5,1,a2,fair,0,1,4,6.25,-78.75,-13.75,5.0,5.0,15.0,7.5,0.5,2.5,7.5,93.75,622
6,0,a1,max,0,1,4,-45.0,-78.75,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,622
6,1,a2,fair,0,1,4,6.25,-78.75,-13.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,93.75,622
7,0,a1,max,0,1,4,-55.0,-88.75,-75.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,225.0,622
7,1,a2,fair,0,1,4,6.25,-88.75,-13.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,93.75,622
8,0,a1,max,0,1,4,-60.0,-93.75,-80.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,240.0,622
8,1,a2,fair,0,1,4,6.25,-93.75,-13.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,93.75,622
9,0,a1,max,0,1,4,-65.0,-98.75,-85.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,255.0,622
9,1,a2,fair,0,1,4,6.25,-98.75,-13.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,93.75,622
0,0,a1,max,0,1,4,5.0,-15.0,-15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,45.0,623
0,1,a2,fair,0,1,4,15.0,-20.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,623
1,0,a1,max,0,1,4,0.0,-25.0,-20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,60.0,623
1,1,a2,fair,0,1,4,10.0,-30.0,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,623
2,0,a1,max,0,1,4,0.0,-30.0,-20.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,60.0,623
2,1,a2,fair,0,1,4,30.0,-10.0,10.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,30.0,623
3,0,a1,max,0,1,4,0.0,-10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,623
3,1,a2,fair,0,1,4,42.5,2.5,22.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,37.5,623
4,0,a1,max,0,1,4,-5.0,-2.5,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,623
4,1,a2,fair,0,1,4,47.5,2.5,27.5,10.0,10.0,30.0,15.0,0.5,5.0,15.0,52.5,623
5,0,a1,max,0,1,4,-15.0,-7.5,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,623
5,1,a2,fair,0,1,4,45.0,-10.0,25.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,75.0,623
6,0,a1,max,0,1,4,-20.0,-15.0,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,623
6,1,a2,fair,0,1,4,52.5,-7.5,32.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,97.5,623
7,0,a1,max,0,1,4,-25.0,-12.5,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,623
7,1,a2,fair,0,1,4,71.25,6.25,51.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,108.75,623
8,0,a1,max,0,1,4,-25.0,6.25,-45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135.0,623
8,1,a2,fair,0,1,4,83.75,18.75,63.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,116.25,623
9,0,a1,max,0,1,4,-30.0,13.75,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,623
9,1,a2,fair,0,1,4,102.5,32.5,82.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,127.5,623
0,0,a1,max,0,1,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,624
0,1,a2,fair,0,1,4,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,624
1,0,a1,max,0,1,4,5.0,-15.0,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,45.0,624
1,1,a2,fair,0,1,4,20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,624
2,0,a1,max,0,1,4,0.0,-20.0,-20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,60.0,624
2,1,a2,fair,0,1,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624
3,0,a1,max,0,1,4,-5.0,-25.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,624
3,1,a2,fair,0,1,4,20.0,-25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,624
4,0,a1,max,0,1,4,-15.0,-35.0,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,624
4,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,624
5,0,a1,max,0,1,4,-20.0,-40.0,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,624
5,1,a2,fair,0,1,4,30.0,-30.0,10.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,0.0,624
6,0,a1,max,0,1,4,-20.0,-30.0,-40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,624
6,1,a2,fair,0,1,4,36.25,-23.75,16.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,624
7,0,a1,max,0,1,4,-25.0,-28.75,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,624
7,1,a2,fair,0,1,4,55.0,-10.0,35.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,15.0,624
8,0,a1,max,0,1,4,-30.0,-15.0,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,624
8,1,a2,fair,0,1,4,61.25,-8.75,41.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,18.75,624
9,0,a1,max,0,1,4,-40.0,-18.75,-60.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,180.0,624
9,1,a2,fair,0,1,4,67.5,-12.5,47.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,22.5,624
0,0,a1,max,0,1,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,625
0,1,a2,fair,0,1,4,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,625
1,0,a1,max,0,1,4,10.0,-10.0,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,625
1,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,625
2,0,a1,max,0,1,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,625
2,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,625
3,0,a1,max,0,1,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,625
3,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,625
4,0,a1,max,0,1,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,625
4,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,625
5,0,a1,max,0,1,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,625
5,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,625
6,0,a1,max,0,1,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,625
6,1,a2,fair,0,1,4,26.25,-3.75,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,625
7,0,a1,max,0,1,4,10.0,-3.75,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,625
7,1,a2,fair,0,1,4,32.5,2.5,12.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,7.5,625
8,0,a1,max,0,1,4,10.0,2.5,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,625
8,1,a2,fair,0,1,4,38.75,8.75,18.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,11.25,625
9,0,a1,max,0,1,4,10.0,8.75,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,625
9,1,a2,fair,0,1,4,45.0,15.0,25.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,15.0,625
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,626
0,1,a2,fair,0,1,4,0.0,-40.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,626
1,0,a1,max,0,1,4,10.0,-30.0,-10.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,60.0,626
1,1,a2,fair,0,1,4,25.0,-5.0,5.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,75.0,626
2,0,a1,max,0,1,4,5.0,-10.0,-15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,626
2,1,a2,fair,0,1,4,50.0,15.0,30.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,90.0,626
3,0,a1,max,0,1,4,5.0,15.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,626
3,1,a2,fair,0,1,4,75.0,40.0,55.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,105.0,626
4,0,a1,max,0,1,4,-5.0,30.0,-25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,626
4,1,a2,fair,0,1,4,100.0,55.0,80.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,120.0,626
5,0,a1,max,0,1,4,-10.0,50.0,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,626
5,1,a2,fair,0,1,4,125.0,75.0,105.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,135.0,626
6,0,a1,max,0,1,4,-15.0,70.0,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,626
6,1,a2,fair,0,1,4,150.0,95.0,130.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,150.0,626
7,0,a1,max,0,1,4,-15.0,95.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,626
7,1,a2,fair,0,1,4,175.0,120.0,155.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,165.0,626
8,0,a1,max,0,1,4,-20.0,115.0,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,626
8,1,a2,fair,0,1,4,200.0,140.0,180.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,180.0,626
9,0,a1,max,0,1,4,-25.0,135.0,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,626
9,1,a2,fair,0,1,4,225.0,160.0,205.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,195.0,626
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,627
0,1,a2,fair,0,1,4,10.0,-30.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,627
1,0,a1,max,0,1,4,0.0,-30.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
1,1,a2,fair,0,1,4,0.0,-40.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,627
2,0,a1,max,0,1,4,0.0,-40.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
2,1,a2,fair,0,1,4,-2.5,-42.5,-22.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,82.5,627
3,0,a1,max,0,1,4,0.0,-42.5,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
3,1,a2,fair,0,1,4,-7.5,-47.5,-27.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,97.5,627
4,0,a1,max,0,1,4,0.0,-47.5,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,627
4,1,a2,fair,0,1,4,5.0,-35.0,-15.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,105.0,627
5,0,a1,max,0,1,4,0.0,-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,627
5,1,a2,fair,0,1,4,30.0,-10.0,10.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,120.0,627
6,0,a1,max,0,1,4,0.0,-10.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
6,1,a2,fair,0,1,4,55.0,15.0,35.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,135.0,627
7,0,a1,max,0,1,4,0.0,15.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
7,1,a2,fair,0,1,4,80.0,40.0,60.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,150.0,627
8,0,a1,max,0,1,4,0.0,40.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,627
8,1,a2,fair,0,1,4,105.0,65.0,85.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,165.0,627
9,0,a1,max,0,1,4,-5.0,60.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,627
9,1,a2,fair,0,1,4,111.25,66.25,91.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,168.75,627
0,0,a1,max,0,1,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,628
0,1,a2,fair,0,1,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,628
1,0,a1,max,0,1,4,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628
1,1,a2,fair,0,1,4,30.0,10.0,10.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,30.0,628
2,0,a1,max,0,1,4,10.0,0.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,628
2,1,a2,fair,0,1,4,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,628
3,0,a1,max,0,1,4,10.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,628
3,1,a2,fair,0,1,4,28.75,-1.25,8.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,41.25,628
4,0,a1,max,0,1,4,10.0,-1.25,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,628
4,1,a2,fair,0,1,4,28.75,-1.25,8.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,41.25,628
5,0,a1,max,0,1,4,10.0,-1.25,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,628
5,1,a2,fair,0,1,4,28.75,-1.25,8.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.25,628
6,0,a1,max,0,1,4,0.0,-11.25,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,628
6,1,a2,fair,0,1,4,26.25,-13.75,6.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,63.75,628
7,0,a1,max,0,1,4,0.0,-13.75,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,628
7,1,a2,fair,0,1,4,26.25,-13.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,63.75,628
8,0,a1,max,0,1,4,0.0,-13.75,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,628
8,1,a2,fair,0,1,4,38.75,-1.25,18.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,71.25,628
9,0,a1,max,0,1,4,10.0,8.75,-10.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,60.0,628
9,1,a2,fair,0,1,4,38.75,8.75,18.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,628
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,629
0,1,a2,fair,0,1,4,10.0,-30.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,629
1,0,a1,max,0,1,4,-10.0,-40.0,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,629
1,1,a2,fair,0,1,4,10.0,-40.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,629
2,0,a1,max,0,1,4,-20.0,-50.0,-40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,120.0,629
2,1,a2,fair,0,1,4,5.0,-55.0,-15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,45.0,629
3,0,a1,max,0,1,4,-35.0,-70.0,-55.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,165.0,629
3,1,a2,fair,0,1,4,15.0,-60.0,-5.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,45.0,629
4,0,a1,max,0,1,4,-50.0,-75.0,-70.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,210.0,629
4,1,a2,fair,0,1,4,25.0,-65.0,5.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,45.0,629
5,0,a1,max,0,1,4,-60.0,-75.0,-80.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,240.0,629
5,1,a2,fair,0,1,4,45.0,-55.0,25.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,45.0,629
6,0,a1,max,0,1,4,-70.0,-65.0,-90.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,270.0,629
6,1,a2,fair,0,1,4,65.0,-45.0,45.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,45.0,629
7,0,a1,max,0,1,4,-90.0,-65.0,-110.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,330.0,629
7,1,a2,fair,0,1,4,75.0,-55.0,55.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,45.0,629
8,0,a1,max,0,1,4,-90.0,-55.0,-110.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,330.0,629
8,1,a2,fair,0,1,4,87.5,-42.5,67.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,52.5,629
9,0,a1,max,0,1,4,-95.0,-47.5,-115.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,345.0,629
9,1,a2,fair,0,1,4,100.0,-35.0,80.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,60.0,629
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,630
0,1,a2,fair,0,1,4,15.0,-25.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,630
1,0,a1,max,0,1,4,-10.0,-35.0,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,630
1,1,a2,fair,0,1,4,10.0,-40.0,-10.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,30.0,630
2,0,a1,max,0,1,4,-15.0,-45.0,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,630
2,1,a2,fair,0,1,4,20.0,-35.0,0.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,30.0,630
3,0,a1,max,0,1,4,-25.0,-45.0,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,135.0,630
3,1,a2,fair,0,1,4,40.0,-25.0,20.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,30.0,630
4,0,a1,max,0,1,4,-35.0,-35.0,-55.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,165.0,630
4,1,a2,fair,0,1,4,60.0,-15.0,40.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,30.0,630
5,0,a1,max,0,1,4,-35.0,-15.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,630
5,1,a2,fair,0,1,4,72.5,-2.5,52.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,37.5,630
6,0,a1,max,0,1,4,-40.0,-7.5,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,630
6,1,a2,fair,0,1,4,91.25,11.25,71.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,48.75,630
7,0,a1,max,0,1,4,-45.0,6.25,-65.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,195.0,630
7,1,a2,fair,0,1,4,103.75,18.75,83.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,56.25,630
8,0,a1,max,0,1,4,-45.0,18.75,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,630
8,1,a2,fair,0,1,4,110.0,25.0,90.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,60.0,630
9,0,a1,max,0,1,4,-45.0,25.0,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,630
9,1,a2,fair,0,1,4,122.5,37.5,102.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,67.5,630
0,0,a1,max,0,1,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,631
0,1,a2,fair,0,1,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,631
1,0,a1,max,0,1,4,10.0,-7.5,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,631
1,1,a2,fair,0,1,4,20.0,-10.0,0.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,30.0,631
2,0,a1,max,0,1,4,-5.0,-25.0,-25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,75.0,631
2,1,a2,fair,0,1,4,10.0,-35.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,631
3,0,a1,max,0,1,4,-5.0,-35.0,-25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,631
3,1,a2,fair,0,1,4,8.75,-36.25,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,71.25,631
4,0,a1,max,0,1,4,-15.0,-46.25,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,631
4,1,a2,fair,0,1,4,18.75,-36.25,-1.25,5.0,5.0,15.0,15.0,1.0,10.0,0.0,71.25,631
5,0,a1,max,0,1,4,-30.0,-51.25,-50.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,150.0,631
5,1,a2,fair,0,1,4,18.75,-51.25,-1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.25,631
6,0,a1,max,0,1,4,-30.0,-51.25,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,631
6,1,a2,fair,0,1,4,18.75,-51.25,-1.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,631
7,0,a1,max,0,1,4,-30.0,-51.25,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,631
7,1,a2,fair,0,1,4,18.75,-51.25,-1.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,71.25,631
8,0,a1,max,0,1,4,-30.0,-51.25,-50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,631
8,1,a2,fair,0,1,4,18.75,-51.25,-1.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,631
9,0,a1,max,0,1,4,-32.5,-53.75,-52.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,172.5,631
9,1,a2,fair,0,1,4,25.0,-47.5,5.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,75.0,631
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,632
0,1,a2,fair,0,1,4,15.0,-25.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,632
1,0,a1,max,0,1,4,-1.25,-26.25,-21.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,71.25,632
1,1,a2,fair,0,1,4,5.0,-36.25,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,45.0,632
2,0,a1,max,0,1,4,-11.25,-46.25,-31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,101.25,632
2,1,a2,fair,0,1,4,25.0,-26.25,5.0,10.0,10.0,30.0,30.0,1.0,20.0,0.0,45.0,632
3,0,a1,max,0,1,4,-11.25,-26.25,-31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.25,632
3,1,a2,fair,0,1,4,15.0,-36.25,-5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,75.0,632
4,0,a1,max,0,1,4,-11.25,-36.25,-31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.25,632
4,1,a2,fair,0,1,4,22.5,-28.75,2.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,97.5,632
5,0,a1,max,0,1,4,-26.25,-43.75,-46.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,146.25,632
5,1,a2,fair,0,1,4,22.5,-43.75,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,97.5,632
6,0,a1,max,0,1,4,-31.25,-48.75,-51.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,161.25,632
6,1,a2,fair,0,1,4,22.5,-48.75,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,97.5,632
7,0,a1,max,0,1,4,-36.25,-53.75,-56.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,176.25,632
7,1,a2,fair,0,1,4,22.5,-53.75,2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,97.5,632
8,0,a1,max,0,1,4,-36.25,-53.75,-56.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176.25,632
8,1,a2,fair,0,1,4,22.5,-53.75,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.5,632
9,0,a1,max,0,1,4,-36.25,-53.75,-56.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176.25,632
