timestep,dyad_idx,agent_name,agent_type,ii_edge,aa_edge,observation_depth,investor_wealth,investor_cumulative,dyad_investor_cumulative,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,agent_cumulative,episode
6,0,a1,max,0,1,4,-25.0,-28.75,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,125
6,1,a2,fair,0,1,4,42.5,-22.5,22.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,67.5,125
7,0,a1,max,0,1,4,-25.0,-22.5,-45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135.0,125
7,1,a2,fair,0,1,4,55.0,-10.0,35.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,75.0,125
8,0,a1,max,0,1,4,-25.0,-10.0,-45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135.0,125
8,1,a2,fair,0,1,4,80.0,15.0,60.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,90.0,125
9,0,a1,max,0,1,4,-25.0,15.0,-45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135.0,125
9,1,a2,fair,0,1,4,80.0,15.0,60.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,90.0,125
0,0,a1,max,0,1,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,126
0,1,a2,fair,0,1,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,126
1,0,a1,max,0,1,4,-5.0,-25.0,-25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,75.0,126
1,1,a2,fair,0,1,4,20.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126
2,0,a1,max,0,1,4,-15.0,-35.0,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,126
2,1,a2,fair,0,1,4,0.0,-55.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,126
3,0,a1,max,0,1,4,-25.0,-65.0,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,135.0,126
3,1,a2,fair,0,1,4,0.0,-65.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,126
4,0,a1,max,0,1,4,-25.0,-65.0,-45.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,135.0,126
4,1,a2,fair,0,1,4,10.0,-55.0,-10.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,60.0,126
5,0,a1,max,0,1,4,-25.0,-55.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,126
5,1,a2,fair,0,1,4,22.5,-42.5,2.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,67.5,126
6,0,a1,max,0,1,4,-30.0,-47.5,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,126
6,1,a2,fair,0,1,4,25.0,-45.0,5.0,5.0,5.0,15.0,7.5,0.5,2.5,7.5,75.0,126
7,0,a1,max,0,1,4,-30.0,-45.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,126
7,1,a2,fair,0,1,4,31.25,-38.75,11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,78.75,126
8,0,a1,max,0,1,4,-30.0,-38.75,-50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,126
8,1,a2,fair,0,1,4,43.75,-26.25,23.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,86.25,126
9,0,a1,max,0,1,4,-35.0,-31.25,-55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,126
9,1,a2,fair,0,1,4,43.75,-31.25,23.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,86.25,126
0,0,a1,max,0,1,4,5.0,-15.0,-15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,45.0,127
0,1,a2,fair,0,1,4,5.0,-30.0,-15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,45.0,127
1,0,a1,max,0,1,4,5.0,-30.0,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,127
1,1,a2,fair,0,1,4,1.25,-33.75,-18.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,78.75,127
2,0,a1,max,0,1,4,-5.0,-43.75,-25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,75.0,127
2,1,a2,fair,0,1,4,0.0,-45.0,-20.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,90.0,127
3,0,a1,max,0,1,4,-15.0,-55.0,-35.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,105.0,127
3,1,a2,fair,0,1,4,-15.0,-70.0,-35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,135.0,127
4,0,a1,max,0,1,4,-25.0,-80.0,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,135.0,127
4,1,a2,fair,0,1,4,-16.25,-81.25,-36.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,146.25,127
5,0,a1,max,0,1,4,-30.0,-86.25,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,127
5,1,a2,fair,0,1,4,-6.25,-76.25,-26.25,5.0,5.0,15.0,15.0,1.0,10.0,0.0,146.25,127
6,0,a1,max,0,1,4,-40.0,-86.25,-60.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,180.0,127
6,1,a2,fair,0,1,4,13.75,-66.25,-6.25,10.0,10.0,30.0,30.0,1.0,20.0,0.0,146.25,127
7,0,a1,max,0,1,4,-50.0,-76.25,-70.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,210.0,127
7,1,a2,fair,0,1,4,26.25,-63.75,6.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,153.75,127
8,0,a1,max,0,1,4,-55.0,-68.75,-75.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,225.0,127
8,1,a2,fair,0,1,4,26.25,-68.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,153.75,127
9,0,a1,max,0,1,4,-65.0,-78.75,-85.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,255.0,127
9,1,a2,fair,0,1,4,26.25,-78.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,153.75,127
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,128
0,1,a2,fair,0,1,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
1,0,a1,max,0,1,4,-15.0,-35.0,-35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,105.0,128
1,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
2,0,a1,max,0,1,4,-35.0,-55.0,-55.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,165.0,128
2,1,a2,fair,0,1,4,20.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
3,0,a1,max,0,1,4,-55.0,-75.0,-75.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,225.0,128
3,1,a2,fair,0,1,4,20.0,-75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128
4,0,a1,max,0,1,4,-75.0,-95.0,-95.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,285.0,128
4,1,a2,fair,0,1,4,20.0,-95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128
5,0,a1,max,0,1,4,-65.0,-85.0,-85.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,285.0,128
5,1,a2,fair,0,1,4,26.25,-78.75,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,128
6,0,a1,max,0,1,4,-85.0,-98.75,-105.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,345.0,128
6,1,a2,fair,0,1,4,26.25,-98.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,128
7,0,a1,max,0,1,4,-105.0,-118.75,-125.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,405.0,128
7,1,a2,fair,0,1,4,26.25,-118.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,128
8,0,a1,max,0,1,4,-120.0,-133.75,-140.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,450.0,128
8,1,a2,fair,0,1,4,26.25,-133.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,128
9,0,a1,max,0,1,4,-110.0,-123.75,-130.0,5.0,5.0,15.0,15.0,1.0,10.0,0.0,450.0,128
9,1,a2,fair,0,1,4,26.25,-123.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,128
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,129
0,1,a2,fair,0,1,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
1,0,a1,max,0,1,4,-10.0,-30.0,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,129
1,1,a2,fair,0,1,4,20.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
2,0,a1,max,0,1,4,-15.0,-35.0,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,129
2,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
3,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,129
3,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,129
4,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,129
4,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,129
5,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,129
5,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,129
6,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,105.0,129
6,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,129
7,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,129
7,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,129
8,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,129
8,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,129
9,0,a1,max,0,1,4,-15.0,-35.0,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,129
9,1,a2,fair,0,1,4,20.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,129
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,130
0,1,a2,fair,0,1,4,0.0,-40.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,130
1,0,a1,max,0,1,4,-20.0,-60.0,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,120.0,130
1,1,a2,fair,0,1,4,0.0,-60.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,130
2,0,a1,max,0,1,4,-20.0,-60.0,-40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,120.0,130
2,1,a2,fair,0,1,4,-5.0,-65.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,130
3,0,a1,max,0,1,4,-20.0,-65.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,130
3,1,a2,fair,0,1,4,-5.0,-65.0,-25.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,75.0,130
4,0,a1,max,0,1,4,-20.0,-65.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,130
4,1,a2,fair,0,1,4,7.5,-52.5,-12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,82.5,130
5,0,a1,max,0,1,4,-20.0,-52.5,-40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,130
5,1,a2,fair,0,1,4,20.0,-40.0,0.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,90.0,130
6,0,a1,max,0,1,4,-20.0,-40.0,-40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,130
6,1,a2,fair,0,1,4,38.75,-21.25,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,101.25,130
7,0,a1,max,0,1,4,-20.0,-21.25,-40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,130
7,1,a2,fair,0,1,4,57.5,-2.5,37.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,112.5,130
8,0,a1,max,0,1,4,-25.0,-7.5,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,130
8,1,a2,fair,0,1,4,63.75,-1.25,43.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,116.25,130
9,0,a1,max,0,1,4,-30.0,-6.25,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,130
9,1,a2,fair,0,1,4,82.5,12.5,62.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,127.5,130
0,0,a1,max,0,1,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,131
0,1,a2,fair,0,1,4,18.75,-11.25,-1.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,11.25,131
1,0,a1,max,0,1,4,5.0,-16.25,-15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,45.0,131
1,1,a2,fair,0,1,4,15.0,-20.0,-5.0,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,45.0,131
2,0,a1,max,0,1,4,-5.0,-30.0,-25.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,75.0,131
2,1,a2,fair,0,1,4,12.5,-32.5,-7.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,67.5,131
3,0,a1,max,0,1,4,-10.0,-37.5,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,90.0,131
3,1,a2,fair,0,1,4,32.5,-17.5,12.5,10.0,10.0,30.0,30.0,1.0,20.0,0.0,67.5,131
4,0,a1,max,0,1,4,-20.0,-27.5,-40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,120.0,131
4,1,a2,fair,0,1,4,42.5,-17.5,22.5,5.0,5.0,15.0,15.0,1.0,10.0,0.0,67.5,131
5,0,a1,max,0,1,4,-25.0,-22.5,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,131
5,1,a2,fair,0,1,4,42.5,-22.5,22.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.5,131
6,0,a1,max,0,1,4,-30.0,-27.5,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,131
6,1,a2,fair,0,1,4,48.75,-21.25,28.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,71.25,131
7,0,a1,max,0,1,4,-50.0,-41.25,-70.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,210.0,131
7,1,a2,fair,0,1,4,61.25,-28.75,41.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,78.75,131
8,0,a1,max,0,1,4,-50.0,-28.75,-70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,131
8,1,a2,fair,0,1,4,73.75,-16.25,53.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,86.25,131
9,0,a1,max,0,1,4,-50.0,-16.25,-70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,131
9,1,a2,fair,0,1,4,86.25,-3.75,66.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,93.75,131
0,0,a1,max,0,1,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,132
0,1,a2,fair,0,1,4,22.5,2.5,2.5,5.0,5.0,15.0,7.5,0.5,2.5,7.5,7.5,132
1,0,a1,max,0,1,4,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
1,1,a2,fair,0,1,4,22.5,2.5,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,7.5,132
2,0,a1,max,0,1,4,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
2,1,a2,fair,0,1,4,27.5,7.5,7.5,10.0,10.0,30.0,15.0,0.5,5.0,15.0,22.5,132
3,0,a1,max,0,1,4,10.0,-2.5,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,132
3,1,a2,fair,0,1,4,25.0,-5.0,5.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,45.0,132
4,0,a1,max,0,1,4,0.0,-15.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,132
4,1,a2,fair,0,1,4,22.5,-17.5,2.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,67.5,132
5,0,a1,max,0,1,4,-20.0,-37.5,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,120.0,132
5,1,a2,fair,0,1,4,7.5,-52.5,-12.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,112.5,132
6,0,a1,max,0,1,4,-30.0,-62.5,-50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,150.0,132
6,1,a2,fair,0,1,4,27.5,-42.5,7.5,10.0,10.0,30.0,30.0,1.0,20.0,0.0,112.5,132
7,0,a1,max,0,1,4,-35.0,-47.5,-55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,132
7,1,a2,fair,0,1,4,40.0,-35.0,20.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,120.0,132
8,0,a1,max,0,1,4,-40.0,-40.0,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,132
8,1,a2,fair,0,1,4,52.5,-27.5,32.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,127.5,132
9,0,a1,max,0,1,4,-45.0,-32.5,-65.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,195.0,132
9,1,a2,fair,0,1,4,65.0,-20.0,45.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,135.0,132
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,133
0,1,a2,fair,0,1,4,5.0,-35.0,-15.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,45.0,133
1,0,a1,max,0,1,4,0.0,-35.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,133
1,1,a2,fair,0,1,4,0.0,-40.0,-20.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,90.0,133
2,0,a1,max,0,1,4,0.0,-40.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,133
2,1,a2,fair,0,1,4,25.0,-15.0,5.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,105.0,133
3,0,a1,max,0,1,4,0.0,-15.0,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,133
3,1,a2,fair,0,1,4,50.0,10.0,30.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,120.0,133
4,0,a1,max,0,1,4,-5.0,5.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,133
4,1,a2,fair,0,1,4,75.0,30.0,55.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,135.0,133
5,0,a1,max,0,1,4,-10.0,25.0,-30.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,90.0,133
5,1,a2,fair,0,1,4,100.0,50.0,80.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,150.0,133
6,0,a1,max,0,1,4,-15.0,45.0,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,133
6,1,a2,fair,0,1,4,118.75,63.75,98.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,161.25,133
7,0,a1,max,0,1,4,-20.0,58.75,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,133
7,1,a2,fair,0,1,4,143.75,83.75,123.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,176.25,133
8,0,a1,max,0,1,4,-20.0,83.75,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,133
8,1,a2,fair,0,1,4,168.75,108.75,148.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,191.25,133
9,0,a1,max,0,1,4,-25.0,103.75,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,133
9,1,a2,fair,0,1,4,193.75,128.75,173.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,206.25,133
0,0,a1,max,0,1,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,134
0,1,a2,fair,0,1,4,16.25,-8.75,-3.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,33.75,134
1,0,a1,max,0,1,4,5.0,-18.75,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,45.0,134
1,1,a2,fair,0,1,4,11.25,-23.75,-8.75,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,78.75,134
2,0,a1,max,0,1,4,-10.0,-38.75,-30.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,90.0,134
2,1,a2,fair,0,1,4,1.25,-48.75,-18.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,108.75,134
3,0,a1,max,0,1,4,-20.0,-58.75,-40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,120.0,134
3,1,a2,fair,0,1,4,-13.75,-73.75,-33.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,153.75,134
4,0,a1,max,0,1,4,-35.0,-88.75,-55.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,165.0,134
4,1,a2,fair,0,1,4,-3.75,-78.75,-23.75,5.0,5.0,15.0,15.0,1.0,10.0,0.0,153.75,134
5,0,a1,max,0,1,4,-40.0,-83.75,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,134
5,1,a2,fair,0,1,4,8.75,-71.25,-11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,161.25,134
6,0,a1,max,0,1,4,-45.0,-76.25,-65.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,195.0,134
6,1,a2,fair,0,1,4,21.25,-63.75,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,168.75,134
7,0,a1,max,0,1,4,-45.0,-63.75,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,134
7,1,a2,fair,0,1,4,33.75,-51.25,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,176.25,134
8,0,a1,max,0,1,4,-45.0,-51.25,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,134
8,1,a2,fair,0,1,4,46.25,-38.75,26.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,183.75,134
9,0,a1,max,0,1,4,-45.0,-38.75,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.0,134
9,1,a2,fair,0,1,4,58.75,-26.25,38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,191.25,134
0,0,a1,max,0,1,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,135
0,1,a2,fair,0,1,4,16.25,-8.75,-3.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,33.75,135
1,0,a1,max,0,1,4,0.0,-23.75,-20.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,60.0,135
1,1,a2,fair,0,1,4,6.25,-33.75,-13.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,63.75,135
2,0,a1,max,0,1,4,0.0,-33.75,-20.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,60.0,135
2,1,a2,fair,0,1,4,2.5,-37.5,-17.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,97.5,135
3,0,a1,max,0,1,4,0.0,-37.5,-20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,135
3,1,a2,fair,0,1,4,-1.25,-41.25,-21.25,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,131.25,135
4,0,a1,max,0,1,4,0.0,-41.25,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,135
4,1,a2,fair,0,1,4,11.25,-28.75,-8.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,138.75,135
5,0,a1,max,0,1,4,-10.0,-38.75,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,135
5,1,a2,fair,0,1,4,8.75,-41.25,-11.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,161.25,135
6,0,a1,max,0,1,4,-15.0,-46.25,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,135
6,1,a2,fair,0,1,4,6.25,-48.75,-13.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,183.75,135
7,0,a1,max,0,1,4,-20.0,-53.75,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,135
7,1,a2,fair,0,1,4,25.0,-35.0,5.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,195.0,135
8,0,a1,max,0,1,4,-25.0,-40.0,-45.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,135.0,135
8,1,a2,fair,0,1,4,43.75,-21.25,23.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,206.25,135
9,0,a1,max,0,1,4,-30.0,-26.25,-50.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,150.0,135
9,1,a2,fair,0,1,4,68.75,-1.25,48.75,20.0,20.0,60.0,45.0,0.75,25.0,15.0,221.25,135
0,0,a1,max,0,1,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,136
0,1,a2,fair,0,1,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
1,0,a1,max,0,1,4,-15.0,-35.0,-35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,105.0,136
1,1,a2,fair,0,1,4,15.0,-40.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,136
2,0,a1,max,0,1,4,-30.0,-55.0,-50.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,150.0,136
2,1,a2,fair,0,1,4,5.0,-65.0,-15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,45.0,136
3,0,a1,max,0,1,4,-45.0,-80.0,-65.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,195.0,136
3,1,a2,fair,0,1,4,35.0,-50.0,15.0,15.0,15.0,45.0,45.0,1.0,30.0,0.0,45.0,136
4,0,a1,max,0,1,4,-45.0,-50.0,-65.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,195.0,136
