iter,dgp,e_ii,sutva_status,tau_hat,se_hat,ci_low,ci_high
268,DGP 1: No investor communication,0,Fulfilled,8.044999999999968,1.390139504982168,5.3203265702349185,10.769673429765017
268,DGP 2: Investor communication,1,Violated,5.369375000000035,1.7381364052009707,1.962627645806133,8.776122354193937
269,DGP 1: No investor communication,0,Fulfilled,7.47249999999997,1.3612991994820647,4.804353569015124,10.140646430984816
269,DGP 2: Investor communication,1,Violated,7.16625,1.7700395869466112,3.696972409584642,10.635527590415357
270,DGP 1: No investor communication,0,Fulfilled,9.582499999999996,1.336443725650965,6.963070297724105,12.201929702275887
270,DGP 2: Investor communication,1,Violated,8.725625000000004,1.7402145546758554,5.314804472835328,12.136445527164682
271,DGP 1: No investor communication,0,Fulfilled,8.577500000000006,1.3597374979778831,5.912414503963355,11.242585496036657
271,DGP 2: Investor communication,1,Violated,6.5099999999999945,1.7681523186640418,3.0444214554184725,9.975578544581516
272,DGP 1: No investor communication,0,Fulfilled,9.89999999999999,1.341713773117788,7.270241004689126,12.529758995310853
272,DGP 2: Investor communication,1,Violated,7.963125000000012,1.7286820206845415,4.574908239458312,11.351341760541713
273,DGP 1: No investor communication,0,Fulfilled,8.84625,1.3474083462109556,6.205329641426527,11.487170358573472
273,DGP 2: Investor communication,1,Violated,9.1325,1.7248519205257928,5.751790235769446,12.513209764230554
274,DGP 1: No investor communication,0,Fulfilled,9.869999999999992,1.3717498522077658,7.181370289672771,12.558629710327214
274,DGP 2: Investor communication,1,Violated,9.54999999999998,1.6997981720028723,6.21839558287435,12.881604417125608
275,DGP 1: No investor communication,0,Fulfilled,10.789375000000012,1.328406024263544,8.185699192443465,13.393050807556559
275,DGP 2: Investor communication,1,Violated,12.406874999999996,1.694724760395585,9.085214469624649,15.728535530375343
276,DGP 1: No investor communication,0,Fulfilled,9.540000000000001,1.3629664635293495,6.868585731482476,12.211414268517526
276,DGP 2: Investor communication,1,Violated,7.623749999999992,1.7640045061833949,4.166301167880539,11.081198832119446
277,DGP 1: No investor communication,0,Fulfilled,8.334374999999996,1.2852186739127898,5.815346399130928,10.853403600869065
277,DGP 2: Investor communication,1,Violated,9.939374999999993,1.7129622821341977,6.581968927016966,13.29678107298302
278,DGP 1: No investor communication,0,Fulfilled,8.70000000000001,1.3321586111703498,6.088969122106125,11.311030877893895
278,DGP 2: Investor communication,1,Violated,6.065625000000004,1.684297084941439,2.764402713514784,9.366847286485225
279,DGP 1: No investor communication,0,Fulfilled,12.26750000000001,1.3443584443781063,9.632557449018922,14.9024425509811
279,DGP 2: Investor communication,1,Violated,8.0675,1.6995387361014314,4.736404077241195,11.398595922758807
280,DGP 1: No investor communication,0,Fulfilled,6.946875000000009,1.3303791149325908,4.339331934732131,9.554418065267887
280,DGP 2: Investor communication,1,Violated,9.539999999999996,1.73906839180389,6.131425952064371,12.94857404793562
281,DGP 1: No investor communication,0,Fulfilled,8.058749999999986,1.3303785266651404,5.45120808773631,10.666291912263661
281,DGP 2: Investor communication,1,Violated,8.085625000000016,1.7306896865377022,4.69347321438612,11.477776785613912
282,DGP 1: No investor communication,0,Fulfilled,8.336875000000028,1.365922427542075,5.659667042017561,11.014082957982495
282,DGP 2: Investor communication,1,Violated,6.8037499999999875,1.7159543876216223,3.4404794002616077,10.167020599738368
283,DGP 1: No investor communication,0,Fulfilled,8.240625000000009,1.2926745775417723,5.706982828018135,10.774267171981883
283,DGP 2: Investor communication,1,Violated,5.9674999999999905,1.6922391845814349,2.650711198220378,9.284288801779603
284,DGP 1: No investor communication,0,Fulfilled,11.141874999999981,1.3441167549818331,8.507406160235588,13.776343839764374
284,DGP 2: Investor communication,1,Violated,4.863125000000011,1.7887934197932263,1.3570898972052876,8.369160102794734
285,DGP 1: No investor communication,0,Fulfilled,9.87562500000001,1.3315790464910175,7.265730068877616,12.485519931122404
285,DGP 2: Investor communication,1,Violated,7.4956250000000075,1.7523434021892206,4.0610319317091355,10.93021806829088
286,DGP 1: No investor communication,0,Fulfilled,10.934375000000005,1.3578051412476224,8.273076923154665,13.595673076845344
286,DGP 2: Investor communication,1,Violated,6.551250000000019,1.7074967782081882,3.2045563147119704,9.897943685288068
287,DGP 1: No investor communication,0,Fulfilled,8.450624999999997,1.2854564660308179,5.931130326579594,10.970119673420399
287,DGP 2: Investor communication,1,Violated,7.848125000000001,1.7357749503752535,4.446006097264505,11.250243902735498
288,DGP 1: No investor communication,0,Fulfilled,9.7843749999999865,1.3611878179130865,7.116446876890337,12.452303123109637
288,DGP 2: Investor communication,1,Violated,11.831875,1.7048974318085481,8.490276033655245,15.173473966344755
289,DGP 1: No investor communication,0,Fulfilled,7.382499999999988,1.3350685393940929,4.765765662787565,9.99923433721241
289,DGP 2: Investor communication,1,Violated,10.561875000000002,1.7858530118585711,7.061603096757203,14.062146903242802
290,DGP 1: No investor communication,0,Fulfilled,10.387500000000008,1.3766515311393053,7.68926299896697,13.085737001033046
290,DGP 2: Investor communication,1,Violated,11.041249999999984,1.8050256275060033,7.503399770088217,14.57910022991175
291,DGP 1: No investor communication,0,Fulfilled,6.954999999999998,1.3388079655003702,4.330936387619273,9.579063612380724
291,DGP 2: Investor communication,1,Violated,6.381875000000033,1.706493593782296,3.0371475561867327,9.7266024438133325
292,DGP 1: No investor communication,0,Fulfilled,5.993125000000003,1.3222833482937935,3.4014496373441676,8.584800362655837
292,DGP 2: Investor communication,1,Violated,9.927499999999998,1.74500991855803,6.50728055962626,13.347719440373737
293,DGP 1: No investor communication,0,Fulfilled,9.183125000000004,1.3278305340993863,6.580577153165207,11.785672846834801
293,DGP 2: Investor communication,1,Violated,8.42875000000001,1.7905800940384853,4.919213015684578,11.938286984315441
294,DGP 1: No investor communication,0,Fulfilled,12.133749999999992,1.3683451334885668,9.451793538362402,14.815706461637582
294,DGP 2: Investor communication,1,Violated,9.029375000000016,1.752438629937883,5.594595285321765,12.464154714678266
295,DGP 1: No investor communication,0,Fulfilled,8.434999999999997,1.3211052260274294,5.845633756986235,11.024366243013759
295,DGP 2: Investor communication,1,Violated,6.769999999999973,1.7779221686301274,3.2852725494849233,10.254727450515023
296,DGP 1: No investor communication,0,Fulfilled,7.738750000000001,1.3481264094696979,5.096422237439393,10.38107776256061
296,DGP 2: Investor communication,1,Violated,8.823750000000004,1.7391773410901086,5.414962411463391,12.232537588536616
297,DGP 1: No investor communication,0,Fulfilled,11.471874999999995,1.3746793970291704,8.777503381822822,14.16624661817717
297,DGP 2: Investor communication,1,Violated,7.687499999999991,1.7387343977444185,4.279580580420931,11.095419419579052
298,DGP 1: No investor communication,0,Fulfilled,10.64625000000002,1.33206979298041,8.035393205758416,13.257106794241624
298,DGP 2: Investor communication,1,Violated,9.265625,1.7515559291047937,5.832575378954605,12.698674621045395
299,DGP 1: No investor communication,0,Fulfilled,7.130625000000009,1.4077750432399472,4.3713859152497125,9.889864084750306
299,DGP 2: Investor communication,1,Violated,7.925000000000011,1.7235026811585477,4.546934744929258,11.303065255070765
300,DGP 1: No investor communication,0,Fulfilled,11.994374999999982,1.372122711132748,9.305014486179797,14.683735513820167
300,DGP 2: Investor communication,1,Violated,9.180624999999967,1.7590131836102016,5.732959160123972,12.628290839875962
301,DGP 1: No investor communication,0,Fulfilled,8.550000000000004,1.343694621970374,5.916358540938071,11.183641459061938
301,DGP 2: Investor communication,1,Violated,9.67062499999999,1.680154843934462,6.377521505888446,12.963728494111535
302,DGP 1: No investor communication,0,Fulfilled,7.883749999999991,1.2949882081714312,5.345573111983986,10.421926888015996
302,DGP 2: Investor communication,1,Violated,10.280000000000053,1.7535582423969356,6.8430258449020585,13.716974155098047
303,DGP 1: No investor communication,0,Fulfilled,5.796249999999997,1.358122544280442,3.1343298132103303,8.458170186789664
303,DGP 2: Investor communication,1,Violated,8.948125,1.7134692918530796,5.589725187967963,12.306524812032036
304,DGP 1: No investor communication,0,Fulfilled,9.503124999999988,1.374970578644873,6.808182665856037,12.19806733414394
304,DGP 2: Investor communication,1,Violated,8.66187500000001,1.7377325977774123,5.255919108356283,12.06783089164374
305,DGP 1: No investor communication,0,Fulfilled,9.490625000000009,1.3472870224985007,6.849942435902947,12.131307564097071
305,DGP 2: Investor communication,1,Violated,9.765000000000004,1.7355553900371141,6.36331143552726,13.166688564472748
306,DGP 1: No investor communication,0,Fulfilled,9.291250000000023,1.3601882079991432,6.625281112321702,11.957218887678344
306,DGP 2: Investor communication,1,Violated,6.3224999999999945,1.7414453578214946,2.909267098669865,9.735732901330124
307,DGP 1: No investor communication,0,Fulfilled,6.3668749999999905,1.3861229124884271,3.6500740915226735,9.083675908477307
307,DGP 2: Investor communication,1,Violated,9.919374999999985,1.6851563818613982,6.616468491551644,13.222281508448326
308,DGP 1: No investor communication,0,Fulfilled,6.994375000000007,1.3139294790475964,4.419073221066718,9.569676778933296
308,DGP 2: Investor communication,1,Violated,8.901250000000022,1.76665570593729,5.438604816362934,12.36389518363711
309,DGP 1: No investor communication,0,Fulfilled,8.809999999999999,1.3492655590352864,6.165439504290838,11.45456049570916
309,DGP 2: Investor communication,1,Violated,9.623124999999984,1.642804109103633,6.4032289461568634,12.843021053843104
310,DGP 1: No investor communication,0,Fulfilled,8.751875000000005,1.3277428541074932,6.149499005949319,11.354250994050691
310,DGP 2: Investor communication,1,Violated,6.171875000000009,1.7516309055244972,2.7386784251719947,9.605071574828024
311,DGP 1: No investor communication,0,Fulfilled,8.709999999999997,1.2947476112530916,6.172294681943938,11.247705318056056
311,DGP 2: Investor communication,1,Violated,9.251875000000002,1.6797371299730743,5.959590225252777,12.544159774747227
312,DGP 1: No investor communication,0,Fulfilled,9.160000000000014,1.3579827194353529,6.4983538699067225,11.821646130093306
312,DGP 2: Investor communication,1,Violated,9.405624999999997,1.7550572744453266,5.965712742087157,12.845537257912838
313,DGP 1: No investor communication,0,Fulfilled,6.250624999999999,1.367122608033849,3.5710646882536556,8.930185311746342
313,DGP 2: Investor communication,1,Violated,7.462499999999988,1.778604519385948,3.9764351420035298,10.948564857996447
314,DGP 1: No investor communication,0,Fulfilled,8.465625000000001,1.3691967984624431,5.781999275013613,11.14925072498639
314,DGP 2: Investor communication,1,Violated,9.234374999999996,1.7783085800882212,5.748890183027083,12.71985981697291
315,DGP 1: No investor communication,0,Fulfilled,8.998750000000005,1.3701191850597392,6.313316397282916,11.684183602717093
315,DGP 2: Investor communication,1,Violated,9.46499999999999,1.7037540449884572,6.125642071822613,12.804357928177366
316,DGP 1: No investor communication,0,Fulfilled,9.168750000000006,1.3175324451746309,6.58638640745773,11.751113592542282
316,DGP 2: Investor communication,1,Violated,6.205000000000009,1.7289299034695211,2.8162973891997476,9.593702610800271
317,DGP 1: No investor communication,0,Fulfilled,7.643749999999995,1.357549382624352,4.982953210056266,10.304546789943725
317,DGP 2: Investor communication,1,Violated,11.495625000000018,1.7348623216294077,8.095294849606379,14.895955150393657
318,DGP 1: No investor communication,0,Fulfilled,10.05375000000001,1.3784898694795509,7.3519098558200895,12.75559014417993
318,DGP 2: Investor communication,1,Violated,6.090625000000022,1.8079002240214732,2.547140560917935,9.63410943908211
319,DGP 1: No investor communication,0,Fulfilled,7.417499999999995,1.3213973322432768,4.827561228803173,10.007438771196817
319,DGP 2: Investor communication,1,Violated,10.736249999999993,1.7630346688557574,7.280702049042708,14.191797950957277
320,DGP 1: No investor communication,0,Fulfilled,8.52312499999998,1.331823659543369,5.912750627294978,11.133499372704984
320,DGP 2: Investor communication,1,Violated,5.625625000000031,1.732897193226325,2.229146501276434,9.022103498723629
321,DGP 1: No investor communication,0,Fulfilled,8.87937500000001,1.3561396338516818,6.2213413176507135,11.537408682349307
321,DGP 2: Investor communication,1,Violated,8.586249999999957,1.716427243163782,5.222052603398945,11.95044739660097
322,DGP 1: No investor communication,0,Fulfilled,7.279999999999989,1.3405767911058393,4.652469489432544,9.907530510567433
322,DGP 2: Investor communication,1,Violated,8.850000000000009,1.710943100825685,5.496551522381666,12.203448477618352
323,DGP 1: No investor communication,0,Fulfilled,8.754375,1.2964219377579485,6.213388001994421,11.295361998005578
323,DGP 2: Investor communication,1,Violated,8.58249999999999,1.762314505108238,5.128363569987844,12.036636430012138
324,DGP 1: No investor communication,0,Fulfilled,9.853750000000009,1.346696777079717,7.214224316923763,12.493275683076254
324,DGP 2: Investor communication,1,Violated,6.695625000000015,1.730001010199752,3.304823020008501,10.08642697999153
325,DGP 1: No investor communication,0,Fulfilled,9.25875000000002,1.3265402278723692,6.6587311533701765,11.858768846629864
325,DGP 2: Investor communication,1,Violated,11.524999999999984,1.7166452318700307,8.160375345534725,14.889624654465244
326,DGP 1: No investor communication,0,Fulfilled,7.469999999999979,1.322414661438229,4.87806726358105,10.061932736418909
326,DGP 2: Investor communication,1,Violated,11.186250000000015,1.7096873577733678,7.835262778764214,14.537237221235817
327,DGP 1: No investor communication,0,Fulfilled,7.420624999999988,1.338610743885438,4.796947941984529,10.044302058015447
327,DGP 2: Investor communication,1,Violated,7.296874999999979,1.7240481044552847,3.917740715267621,10.676009284732336
328,DGP 1: No investor communication,0,Fulfilled,6.783749999999981,1.318273792459532,4.199933366779298,9.367566633220664
328,DGP 2: Investor communication,1,Violated,10.448750000000006,1.7009593136831793,7.114869745180974,13.782630254819036
329,DGP 1: No investor communication,0,Fulfilled,9.377499999999989,1.3680229733471578,6.696174972239559,12.058825027760419
329,DGP 2: Investor communication,1,Violated,7.125624999999999,1.6989470264646553,3.795688828129275,10.455561171870723
330,DGP 1: No investor communication,0,Fulfilled,10.819375000000015,1.3604747041814464,8.15284457980438,13.48590542019565
330,DGP 2: Investor communication,1,Violated,8.854999999999993,1.737527784532024,5.4494455423172266,12.26055445768276
331,DGP 1: No investor communication,0,Fulfilled,10.909999999999997,1.3426250630867818,8.278454876349905,13.541545123650089
331,DGP 2: Investor communication,1,Violated,6.303749999999985,1.7568898127537502,2.8602459670026343,9.747254032997336
332,DGP 1: No investor communication,0,Fulfilled,7.185625000000016,1.3691830819584727,4.502026159361409,9.869223840638622
332,DGP 2: Investor communication,1,Violated,8.98812500000002,1.7476502500875286,5.562730509828464,12.413519490171575
333,DGP 1: No investor communication,0,Fulfilled,10.76749999999999,1.3472296643087236,8.126929857954892,13.408070142045087
333,DGP 2: Investor communication,1,Violated,4.229374999999996,1.7088592740122708,0.8800108229359451,7.578739177064046
334,DGP 1: No investor communication,0,Fulfilled,7.889375000000007,1.340996785319639,5.261021300773515,10.517728699226499
334,DGP 2: Investor communication,1,Violated,7.660625000000001,1.7305516219801749,4.268743820918859,11.052506179081144
335,DGP 1: No investor communication,0,Fulfilled,9.799375000000026,1.327728117406055,7.197027889884159,12.401722110115895
335,DGP 2: Investor communication,1,Violated,7.219374999999989,1.7349145863648021,3.8189424107249765,10.619807589275002
336,DGP 1: No investor communication,0,Fulfilled,8.82312499999999,1.348793157475793,6.179490411347436,11.466759588652545
336,DGP 2: Investor communication,1,Violated,7.009999999999992,1.6768124221623204,3.723447652561844,10.29655234743814
337,DGP 1: No investor communication,0,Fulfilled,10.93187499999998,1.3283357881953535,8.328336855137088,13.535413144862872
337,DGP 2: Investor communication,1,Violated,10.434999999999997,1.735675174697754,7.0330766575923995,13.836923342407594
338,DGP 1: No investor communication,0,Fulfilled,10.646250000000007,1.3319872116952245,8.035555065077368,13.256944934922647
338,DGP 2: Investor communication,1,Violated,8.529999999999996,1.7517713791141323,5.0965280969362965,11.963471903063695
339,DGP 1: No investor communication,0,Fulfilled,11.146874999999987,1.3536975312049475,8.49362783883829,13.800122161161685
339,DGP 2: Investor communication,1,Violated,8.241250000000006,1.7387993650290934,4.833203244542983,11.64929675545703
340,DGP 1: No investor communication,0,Fulfilled,9.332500000000008,1.3472994143120356,6.6917931479484185,11.973206852051598
340,DGP 2: Investor communication,1,Violated,8.71687499999998,1.698992229552705,5.3868502300766785,12.046899769923282
341,DGP 1: No investor communication,0,Fulfilled,7.713125000000005,1.3207142941581527,5.124524983450026,10.301725016549984
341,DGP 2: Investor communication,1,Violated,10.010625000000005,1.7640198415971449,6.5531461104696005,13.468103889530408
342,DGP 1: No investor communication,0,Fulfilled,7.165625000000031,1.350437621825724,4.518767261221613,9.81248273877845
342,DGP 2: Investor communication,1,Violated,5.787499999999985,1.7358001806402898,2.3853316459450173,9.189668354054954
343,DGP 1: No investor communication,0,Fulfilled,7.502499999999987,1.3372216319454826,4.881545601386842,10.123454398613132
343,DGP 2: Investor communication,1,Violated,9.199374999999986,1.7217413134883208,5.824762025562877,12.573987974437095
344,DGP 1: No investor communication,0,Fulfilled,7.449374999999992,1.3496654236291732,4.804030769686813,10.09471923031317
344,DGP 2: Investor communication,1,Violated,7.466875000000027,1.7185362109962596,4.098544026447358,10.835205973552696
345,DGP 1: No investor communication,0,Fulfilled,10.63812499999999,1.3526120637277488,7.987005355093602,13.289244644906377
345,DGP 2: Investor communication,1,Violated,8.74187499999998,1.7230380546790784,5.364720412828987,12.119029587170974
346,DGP 1: No investor communication,0,Fulfilled,8.524999999999967,1.330949197524607,5.9163395728517365,11.133660427148197
346,DGP 2: Investor communication,1,Violated,10.050000000000018,1.750261603677099,6.619487256792905,13.480512743207132
347,DGP 1: No investor communication,0,Fulfilled,8.24000000000001,1.340512105112802,5.6125962739789195,10.867403726021102
347,DGP 2: Investor communication,1,Violated,7.166874999999992,1.6986865840172183,3.8374492953262442,10.49630070467374
348,DGP 1: No investor communication,0,Fulfilled,6.924375000000008,1.3543966048429428,4.26975765450784,9.578992345492177
348,DGP 2: Investor communication,1,Violated,9.48687499999999,1.7668188871073396,6.023909981269606,12.949840018730375
349,DGP 1: No investor communication,0,Fulfilled,9.072500000000005,1.3035223570691552,6.51759618014446,11.62740381985555
349,DGP 2: Investor communication,1,Violated,10.561874999999997,1.7940575459067438,7.04552221002278,14.078227789977214
350,DGP 1: No investor communication,0,Fulfilled,9.816874999999992,1.3564430530307912,7.158246616059642,12.475503383940342
350,DGP 2: Investor communication,1,Violated,8.673750000000009,1.7686999934568786,5.2070980128245274,12.14040198717549
351,DGP 1: No investor communication,0,Fulfilled,8.200000000000003,1.3671579352945171,5.520370446822749,10.879629553177256
351,DGP 2: Investor communication,1,Violated,7.185000000000013,1.711015418183382,3.831409780360584,10.538590219639442
352,DGP 1: No investor communication,0,Fulfilled,9.043749999999992,1.3486611631639636,6.400374120198624,11.68712587980136
352,DGP 2: Investor communication,1,Violated,8.621250000000007,1.746425374164329,5.198256266637922,12.04424373336209
353,DGP 1: No investor communication,0,Fulfilled,8.080625000000008,1.3262010698370772,5.481270903119337,10.679979096880679
353,DGP 2: Investor communication,1,Violated,7.36437500000002,1.7427215115843442,3.9486408372947057,10.780109162705335
354,DGP 1: No investor communication,0,Fulfilled,8.440625000000022,1.3308987313954819,5.832063486464877,11.049186513535167
354,DGP 2: Investor communication,1,Violated,7.920624999999994,1.731088101184037,4.5276923216792815,11.313557678320706
355,DGP 1: No investor communication,0,Fulfilled,8.51875,1.305062452602439,5.9608275928992205,11.07667240710078
355,DGP 2: Investor communication,1,Violated,10.876874999999988,1.7346542117144252,7.476952745039714,14.276797254960261
356,DGP 1: No investor communication,0,Fulfilled,8.779374999999996,1.3536060185853247,6.12630720357276,11.432442796427232
356,DGP 2: Investor communication,1,Violated,8.402499999999979,1.6851167920883035,5.099671087506904,11.705328912493053
357,DGP 1: No investor communication,0,Fulfilled,9.680625000000001,1.3849568513457238,6.966109571362383,12.39514042863762
357,DGP 2: Investor communication,1,Violated,9.32875,1.725729674687659,5.946319837612188,12.71118016238781
358,DGP 1: No investor communication,0,Fulfilled,8.613750000000007,1.3265720525467495,6.013668777008378,11.213831222991637
358,DGP 2: Investor communication,1,Violated,10.176874999999999,1.7103672763157527,6.824555138421124,13.529194861578874
359,DGP 1: No investor communication,0,Fulfilled,7.6712500000000095,1.30190396272033,5.119518233068163,10.222981766931856
359,DGP 2: Investor communication,1,Violated,5.298750000000011,1.7542246489439963,1.8604696880697782,8.737030311930244
360,DGP 1: No investor communication,0,Fulfilled,8.817500000000006,1.3482384792747155,6.174952580621564,11.460047419378448
360,DGP 2: Investor communication,1,Violated,7.421875000000002,1.703820702835018,4.082386422443367,10.761363577556637
361,DGP 1: No investor communication,0,Fulfilled,9.358124999999998,1.3368372829295272,6.737923925458125,11.97832607454187
361,DGP 2: Investor communication,1,Violated,6.5675000000000034,1.7478743901189326,3.1416661953668954,9.993333804633112
362,DGP 1: No investor communication,0,Fulfilled,9.344999999999997,1.3674886103065242,6.664722323799209,12.025277676200785
362,DGP 2: Investor communication,1,Violated,5.726875000000019,1.7548929495837806,2.2872848188158095,9.166465181184229
363,DGP 1: No investor communication,0,Fulfilled,7.2087500000000135,1.3388061056431062,4.584690032939525,9.832809967060502
363,DGP 2: Investor communication,1,Violated,7.518750000000003,1.738038748022358,4.112194053876182,10.925305946123824
364,DGP 1: No investor communication,0,Fulfilled,9.041874999999992,1.366305487659147,6.363916244188064,11.71983375581192
364,DGP 2: Investor communication,1,Violated,9.202499999999992,1.7305273570583206,5.810666380165683,12.5943336198343
365,DGP 1: No investor communication,0,Fulfilled,10.047500000000005,1.356812891474896,7.388146732709209,12.7068532672908
365,DGP 2: Investor communication,1,Violated,10.88937499999999,1.7148799421389054,7.528210313407736,14.250539686592244
366,DGP 1: No investor communication,0,Fulfilled,8.665625000000006,1.3326695019248902,6.053592776227221,11.27765722377279
366,DGP 2: Investor communication,1,Violated,6.341874999999975,1.7755121169008221,2.861871250874364,9.821878749125586
367,DGP 1: No investor communication,0,Fulfilled,7.366249999999992,1.3075511337271148,4.803449777894847,9.929050222105136
367,DGP 2: Investor communication,1,Violated,8.534999999999998,1.7378414005191485,5.128830854982468,11.941169145017529
368,DGP 1: No investor communication,0,Fulfilled,9.68437500000002,1.3069563299974487,7.122740593205021,12.24600940679502
368,DGP 2: Investor communication,1,Violated,9.36,1.7366690368525375,5.956128687769025,12.763871312230973
369,DGP 1: No investor communication,0,Fulfilled,10.255624999999997,1.3798906697161721,7.5510392873563,12.960210712643693
369,DGP 2: Investor communication,1,Violated,6.193749999999998,1.7474274606042521,2.768792177215664,9.618707822784332
370,DGP 1: No investor communication,0,Fulfilled,9.346874999999997,1.3460444228637845,6.70862793118698,11.985122068813014
370,DGP 2: Investor communication,1,Violated,10.502500000000012,1.6826193768474018,7.2045660213791045,13.80043397862092
371,DGP 1: No investor communication,0,Fulfilled,12.53687499999999,1.2896534712851644,10.009154196281067,15.064595803718912
371,DGP 2: Investor communication,1,Violated,9.363124999999998,1.7038694961562695,6.02354078753371,12.702709212466287
372,DGP 1: No investor communication,0,Fulfilled,6.59187499999998,1.328292761294206,3.9884211878633367,9.195328812136625
372,DGP 2: Investor communication,1,Violated,8.646250000000004,1.793895750680085,5.130214328667037,12.16228567133297
373,DGP 1: No investor communication,0,Fulfilled,9.058124999999999,1.3616909227008345,6.389210791506363,11.727039208493634
373,DGP 2: Investor communication,1,Violated,9.808750000000007,1.7653283604354346,6.348706413546555,13.268793586453459
374,DGP 1: No investor communication,0,Fulfilled,8.959999999999996,1.3382222350825075,6.3370844192382805,11.58291558076171
374,DGP 2: Investor communication,1,Violated,3.843750000000007,1.7318085707633857,0.44940520130377104,7.238094798696244
375,DGP 1: No investor communication,0,Fulfilled,8.955625000000012,1.372181763388563,6.2661487437584285,11.645101256241595
375,DGP 2: Investor communication,1,Violated,6.438124999999994,1.7213396037725655,3.064299376605766,9.811950623394223
376,DGP 1: No investor communication,0,Fulfilled,7.993125000000017,1.3629044194305704,5.321832337916099,10.664417662083935
376,DGP 2: Investor communication,1,Violated,8.259999999999987,1.7135967541141959,4.901350361936164,11.618649638063811
377,DGP 1: No investor communication,0,Fulfilled,7.1875,1.3837986820858514,4.475254583111731,9.899745416888269
377,DGP 2: Investor communication,1,Violated,10.581250000000004,1.738474067759358,7.173840827191663,13.988659172808346
378,DGP 1: No investor communication,0,Fulfilled,10.21562499999999,1.3290282711222938,7.610729588600295,12.820520411399686
378,DGP 2: Investor communication,1,Violated,5.321874999999977,1.7249698149995405,1.940934162600878,8.702815837399076
379,DGP 1: No investor communication,0,Fulfilled,8.653125,1.3012477010792107,6.102679505884746,11.203570494115253
379,DGP 2: Investor communication,1,Violated,7.096250000000008,1.7874022761372128,3.5929415387710715,10.599558461228945
380,DGP 1: No investor communication,0,Fulfilled,11.240624999999996,1.3376406623327115,8.618849301827883,13.86240069817211
380,DGP 2: Investor communication,1,Violated,8.824375000000003,1.7079836270232678,5.476727091034398,12.172022908965609
381,DGP 1: No investor communication,0,Fulfilled,10.224374999999995,1.3751184438873243,7.52914284998084,12.91960715001915
381,DGP 2: Investor communication,1,Violated,3.946875000000004,1.7591528610983835,0.4989353922471724,7.394814607752835
382,DGP 1: No investor communication,0,Fulfilled,8.414374999999986,1.3489248558114681,5.770482282609509,11.058267717390462
382,DGP 2: Investor communication,1,Violated,8.195625000000021,1.7443540617021958,4.776691039063717,11.614558960936325
383,DGP 1: No investor communication,0,Fulfilled,6.3874999999999975,1.373059435460482,3.696303506497453,9.078696493502541
383,DGP 2: Investor communication,1,Violated,8.068750000000009,1.7015208722632431,4.733769090364052,11.403730909635964
384,DGP 1: No investor communication,0,Fulfilled,8.382500000000023,1.3700051751014664,5.697289856801149,11.067710143198898
384,DGP 2: Investor communication,1,Violated,8.370625000000011,1.8120821054221492,4.818944073372599,11.922305926627423
385,DGP 1: No investor communication,0,Fulfilled,11.519375,1.3212349498299012,8.929754498333393,14.108995501666607
385,DGP 2: Investor communication,1,Violated,6.495624999999986,1.6855405423681873,3.1919655369583393,9.799284463041634
386,DGP 1: No investor communication,0,Fulfilled,9.687500000000004,1.3354804089789274,7.069958398401306,12.3050416015987
386,DGP 2: Investor communication,1,Violated,10.041874999999962,1.7260317686896494,6.658852733368249,13.424897266631675
387,DGP 1: No investor communication,0,Fulfilled,9.573124999999997,1.3318172474254566,6.962763195046103,12.183486804953892
387,DGP 2: Investor communication,1,Violated,10.703125,1.7294001437721573,7.313500718206572,14.092749281793427
388,DGP 1: No investor communication,0,Fulfilled,11.148749999999993,1.344451627066311,8.513624810950024,13.783875189049962
388,DGP 2: Investor communication,1,Violated,6.430000000000007,1.7416730830592904,3.0163207572037978,9.843679242796217
389,DGP 1: No investor communication,0,Fulfilled,9.48687499999999,1.3937915722028227,6.755043518482458,12.218706481517522
389,DGP 2: Investor communication,1,Violated,7.260000000000007,1.7128503556107066,3.902813303003022,10.617186696996992
390,DGP 1: No investor communication,0,Fulfilled,9.21812500000001,1.3663260189828519,6.54012600279362,11.896123997206399
390,DGP 2: Investor communication,1,Violated,9.555625,1.7384705440607693,6.148222733640891,12.963027266359108
391,DGP 1: No investor communication,0,Fulfilled,9.290000000000012,1.3467133984640558,6.650441739010462,11.92955826098956
391,DGP 2: Investor communication,1,Violated,7.007500000000029,1.7666408317544815,3.544883969761245,10.470116030238813
392,DGP 1: No investor communication,0,Fulfilled,9.167499999999999,1.3591442486777168,6.503577272591674,11.831422727408324
392,DGP 2: Investor communication,1,Violated,8.342500000000003,1.7143437856043473,4.982386180215482,11.702613819784524
393,DGP 1: No investor communication,0,Fulfilled,9.768125,1.3830881382010347,7.057272249125972,12.478977750874026
393,DGP 2: Investor communication,1,Violated,5.325000000000005,1.746159866830792,1.9025266610116525,8.747473338988357
394,DGP 1: No investor communication,0,Fulfilled,9.706875000000002,1.3402824464765672,7.07992140490593,12.333828595094074
394,DGP 2: Investor communication,1,Violated,10.151875000000002,1.6938980963099772,6.831834731232447,13.471915268767557
395,DGP 1: No investor communication,0,Fulfilled,9.024999999999993,1.311009259942377,6.455421850512934,11.594578149487052
395,DGP 2: Investor communication,1,Violated,9.348749999999999,1.7108289183701795,5.995525319994448,12.70197468000555
396,DGP 1: No investor communication,0,Fulfilled,9.605625000000005,1.3949074114823816,6.871606473494538,12.339643526505473
