timestep,dyad_idx,agent_name,agent_type,ii_edge,aa_edge,observation_depth,investor_wealth,investor_cumulative,dyad_investor_cumulative,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,agent_cumulative,episode
7,0,a1,max,0,0,4,-45.0,-13.75,-65.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,195.0,199
7,1,a2,fair,0,0,4,90.0,5.0,70.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,150.0,199
8,0,a1,max,0,0,4,-45.0,5.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,199
8,1,a2,fair,0,0,4,102.5,17.5,82.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,157.5,199
9,0,a1,max,0,0,4,-45.0,17.5,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,199
9,1,a2,fair,0,0,4,121.25,36.25,101.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,168.75,199
0,0,a1,max,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,200
0,1,a2,fair,0,0,4,0.0,-30.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,200
1,0,a1,max,0,0,4,0.0,-40.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,200
1,1,a2,fair,0,0,4,0.0,-40.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,200
2,0,a1,max,0,0,4,-10.0,-50.0,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,200
2,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,200
3,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,200
3,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,200
4,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,90.0,200
4,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
5,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,90.0,200
5,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
6,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,200
6,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
7,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,200
7,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
8,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,200
8,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
9,0,a1,max,0,0,4,-10.0,-50.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,200
9,1,a2,fair,0,0,4,0.0,-50.0,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,200
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,201
0,1,a2,fair,0,0,4,16.25,15.0,-3.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,33.75,201
1,0,a1,max,0,0,4,18.75,-5.0,-1.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,71.25,201
1,1,a2,fair,0,0,4,6.25,-15.0,-13.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,63.75,201
2,0,a1,max,0,0,4,3.75,-30.0,-16.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,116.25,201
2,1,a2,fair,0,0,4,2.5,-33.75,-17.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,97.5,201
3,0,a1,max,0,0,4,-16.25,-53.75,-36.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,176.25,201
3,1,a2,fair,0,0,4,8.75,-47.5,-11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,101.25,201
4,0,a1,max,0,0,4,-36.25,-67.5,-56.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,236.25,201
4,1,a2,fair,0,0,4,21.25,-55.0,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,108.75,201
5,0,a1,max,0,0,4,-51.25,-70.0,-71.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,281.25,201
5,1,a2,fair,0,0,4,40.0,-51.25,20.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,120.0,201
6,0,a1,max,0,0,4,-61.25,-61.25,-81.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,311.25,201
6,1,a2,fair,0,0,4,52.5,-48.75,32.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,127.5,201
7,0,a1,max,0,0,4,-71.25,-58.75,-91.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,341.25,201
7,1,a2,fair,0,0,4,71.25,-40.0,51.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,138.75,201
8,0,a1,max,0,0,4,-71.25,-40.0,-91.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.25,201
8,1,a2,fair,0,0,4,83.75,-27.5,63.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,146.25,201
9,0,a1,max,0,0,4,-71.25,-27.5,-91.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,341.25,201
9,1,a2,fair,0,0,4,96.25,-15.0,76.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,153.75,201
0,0,a1,max,0,0,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,202
0,1,a2,fair,0,0,4,0.0,-40.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,202
1,0,a1,max,0,0,4,-15.0,-55.0,-35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,105.0,202
1,1,a2,fair,0,0,4,0.0,-55.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,202
2,0,a1,max,0,0,4,-30.0,-70.0,-50.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,150.0,202
2,1,a2,fair,0,0,4,-3.75,-73.75,-23.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,93.75,202
3,0,a1,max,0,0,4,-45.0,-88.75,-65.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,195.0,202
3,1,a2,fair,0,0,4,2.5,-82.5,-17.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,97.5,202
4,0,a1,max,0,0,4,-60.0,-97.5,-80.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,240.0,202
4,1,a2,fair,0,0,4,8.75,-91.25,-11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,101.25,202
5,0,a1,max,0,0,4,-75.0,-106.25,-95.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,285.0,202
5,1,a2,fair,0,0,4,21.25,-93.75,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,108.75,202
6,0,a1,max,0,0,4,-85.0,-103.75,-105.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,315.0,202
6,1,a2,fair,0,0,4,46.25,-78.75,26.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,123.75,202
7,0,a1,max,0,0,4,-90.0,-83.75,-110.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,330.0,202
7,1,a2,fair,0,0,4,71.25,-58.75,51.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,138.75,202
8,0,a1,max,0,0,4,-100.0,-68.75,-120.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,360.0,202
8,1,a2,fair,0,0,4,96.25,-43.75,76.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,153.75,202
9,0,a1,max,0,0,4,-115.0,-58.75,-135.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,405.0,202
9,1,a2,fair,0,0,4,121.25,-33.75,101.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,168.75,202
0,0,a1,max,0,0,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,203
0,1,a2,fair,0,0,4,0.0,-40.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,203
1,0,a1,max,0,0,4,-20.0,-60.0,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,120.0,203
1,1,a2,fair,0,0,4,-20.0,-80.0,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,120.0,203
2,0,a1,max,0,0,4,-30.0,-90.0,-50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,150.0,203
2,1,a2,fair,0,0,4,-20.0,-90.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,203
3,0,a1,max,0,0,4,-35.0,-95.0,-55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,203
3,1,a2,fair,0,0,4,-20.0,-95.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,203
4,0,a1,max,0,0,4,-40.0,-100.0,-60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,180.0,203
4,1,a2,fair,0,0,4,-20.0,-100.0,-40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,120.0,203
5,0,a1,max,0,0,4,-40.0,-100.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,203
5,1,a2,fair,0,0,4,-20.0,-100.0,-40.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,120.0,203
6,0,a1,max,0,0,4,-50.0,-110.0,-70.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,210.0,203
6,1,a2,fair,0,0,4,5.0,-85.0,-15.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,135.0,203
7,0,a1,max,0,0,4,-55.0,-90.0,-75.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,225.0,203
7,1,a2,fair,0,0,4,11.25,-83.75,-8.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,138.75,203
8,0,a1,max,0,0,4,-55.0,-83.75,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,203
8,1,a2,fair,0,0,4,17.5,-77.5,-2.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,142.5,203
9,0,a1,max,0,0,4,-55.0,-77.5,-75.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,225.0,203
9,1,a2,fair,0,0,4,30.0,-65.0,10.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,150.0,203
0,0,a1,max,0,0,4,26.25,6.25,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,204
0,1,a2,fair,0,0,4,0.0,-13.75,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,204
1,0,a1,max,0,0,4,32.5,-7.5,12.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,7.5,204
1,1,a2,fair,0,0,4,-5.0,-12.5,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,204
2,0,a1,max,0,0,4,22.5,-22.5,2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,37.5,204
2,1,a2,fair,0,0,4,-5.0,-22.5,-25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,75.0,204
3,0,a1,max,0,0,4,22.5,-22.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,204
3,1,a2,fair,0,0,4,-6.25,-23.75,-26.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,86.25,204
4,0,a1,max,0,0,4,22.5,-23.75,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,37.5,204
4,1,a2,fair,0,0,4,-7.5,-25.0,-27.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,97.5,204
5,0,a1,max,0,0,4,17.5,-30.0,-2.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,52.5,204
5,1,a2,fair,0,0,4,11.25,-11.25,-8.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,108.75,204
6,0,a1,max,0,0,4,17.5,-11.25,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,204
6,1,a2,fair,0,0,4,36.25,13.75,16.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,123.75,204
7,0,a1,max,0,0,4,17.5,13.75,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,204
7,1,a2,fair,0,0,4,61.25,38.75,41.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,138.75,204
8,0,a1,max,0,0,4,12.5,33.75,-7.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,67.5,204
8,1,a2,fair,0,0,4,86.25,58.75,66.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,153.75,204
9,0,a1,max,0,0,4,7.5,53.75,-12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,82.5,204
9,1,a2,fair,0,0,4,111.25,78.75,91.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,168.75,204
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,205
0,1,a2,fair,0,0,4,10.0,8.75,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,205
1,0,a1,max,0,0,4,28.75,-1.25,8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,41.25,205
1,1,a2,fair,0,0,4,10.0,-1.25,-10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,205
2,0,a1,max,0,0,4,23.75,-6.25,3.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,56.25,205
2,1,a2,fair,0,0,4,10.0,-6.25,-10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,205
3,0,a1,max,0,0,4,18.75,-11.25,-1.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,71.25,205
3,1,a2,fair,0,0,4,8.75,-12.5,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,41.25,205
4,0,a1,max,0,0,4,13.75,-17.5,-6.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,86.25,205
4,1,a2,fair,0,0,4,8.75,-17.5,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.25,205
5,0,a1,max,0,0,4,-1.25,-32.5,-21.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,131.25,205
5,1,a2,fair,0,0,4,8.75,-32.5,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.25,205
6,0,a1,max,0,0,4,-1.25,-32.5,-21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.25,205
6,1,a2,fair,0,0,4,8.75,-32.5,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.25,205
7,0,a1,max,0,0,4,-11.25,-42.5,-31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,161.25,205
7,1,a2,fair,0,0,4,8.75,-42.5,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.25,205
8,0,a1,max,0,0,4,-11.25,-42.5,-31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.25,205
8,1,a2,fair,0,0,4,8.75,-42.5,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,41.25,205
9,0,a1,max,0,0,4,-11.25,-42.5,-31.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,161.25,205
9,1,a2,fair,0,0,4,21.25,-30.0,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,48.75,205
0,0,a1,max,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,206
0,1,a2,fair,0,0,4,15.0,-15.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,206
1,0,a1,max,0,0,4,0.0,-25.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,206
1,1,a2,fair,0,0,4,12.5,-27.5,-7.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,37.5,206
2,0,a1,max,0,0,4,-10.0,-37.5,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,206
2,1,a2,fair,0,0,4,11.25,-38.75,-8.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,48.75,206
3,0,a1,max,0,0,4,-15.0,-43.75,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,206
3,1,a2,fair,0,0,4,10.0,-45.0,-10.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,60.0,206
4,0,a1,max,0,0,4,-20.0,-50.0,-40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,120.0,206
4,1,a2,fair,0,0,4,8.75,-51.25,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,71.25,206
5,0,a1,max,0,0,4,-30.0,-61.25,-50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,150.0,206
5,1,a2,fair,0,0,4,21.25,-48.75,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,78.75,206
6,0,a1,max,0,0,4,-35.0,-53.75,-55.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,165.0,206
6,1,a2,fair,0,0,4,33.75,-41.25,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,86.25,206
7,0,a1,max,0,0,4,-45.0,-51.25,-65.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,195.0,206
7,1,a2,fair,0,0,4,46.25,-38.75,26.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,93.75,206
8,0,a1,max,0,0,4,-50.0,-43.75,-70.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,210.0,206
8,1,a2,fair,0,0,4,52.5,-37.5,32.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,97.5,206
9,0,a1,max,0,0,4,-55.0,-42.5,-75.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,225.0,206
9,1,a2,fair,0,0,4,58.75,-36.25,38.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,101.25,206
0,0,a1,max,0,0,4,26.25,6.25,6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,3.75,207
0,1,a2,fair,0,0,4,10.0,-3.75,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,207
1,0,a1,max,0,0,4,26.25,-3.75,6.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.75,207
1,1,a2,fair,0,0,4,-10.0,-23.75,-30.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,90.0,207
2,0,a1,max,0,0,4,28.75,-21.25,8.75,5.0,5.0,15.0,7.5,0.5,2.5,7.5,11.25,207
2,1,a2,fair,0,0,4,2.5,-8.75,-17.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,97.5,207
3,0,a1,max,0,0,4,28.75,-8.75,8.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,11.25,207
3,1,a2,fair,0,0,4,8.75,-2.5,-11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,101.25,207
4,0,a1,max,0,0,4,28.75,-2.5,8.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,11.25,207
4,1,a2,fair,0,0,4,21.25,10.0,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,108.75,207
5,0,a1,max,0,0,4,28.75,10.0,8.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,11.25,207
5,1,a2,fair,0,0,4,46.25,35.0,26.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,123.75,207
6,0,a1,max,0,0,4,28.75,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,207
6,1,a2,fair,0,0,4,58.75,47.5,38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,131.25,207
7,0,a1,max,0,0,4,28.75,47.5,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,207
7,1,a2,fair,0,0,4,77.5,66.25,57.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,142.5,207
8,0,a1,max,0,0,4,23.75,61.25,3.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,26.25,207
8,1,a2,fair,0,0,4,96.25,80.0,76.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,153.75,207
9,0,a1,max,0,0,4,23.75,80.0,3.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,26.25,207
9,1,a2,fair,0,0,4,115.0,98.75,95.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,165.0,207
0,0,a1,max,0,0,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,208
0,1,a2,fair,0,0,4,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208
1,0,a1,max,0,0,4,-20.0,-40.0,-40.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,120.0,208
1,1,a2,fair,0,0,4,0.0,-60.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,208
2,0,a1,max,0,0,4,-40.0,-80.0,-60.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,180.0,208
2,1,a2,fair,0,0,4,-5.0,-85.0,-25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,75.0,208
3,0,a1,max,0,0,4,-55.0,-100.0,-75.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,225.0,208
3,1,a2,fair,0,0,4,7.5,-87.5,-12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,82.5,208
4,0,a1,max,0,0,4,-55.0,-87.5,-75.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,225.0,208
4,1,a2,fair,0,0,4,13.75,-81.25,-6.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,86.25,208
5,0,a1,max,0,0,4,-65.0,-91.25,-85.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,255.0,208
5,1,a2,fair,0,0,4,20.0,-85.0,0.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,90.0,208
6,0,a1,max,0,0,4,-80.0,-100.0,-100.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,300.0,208
6,1,a2,fair,0,0,4,45.0,-75.0,25.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,105.0,208
7,0,a1,max,0,0,4,-80.0,-75.0,-100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,300.0,208
7,1,a2,fair,0,0,4,45.0,-75.0,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,105.0,208
8,0,a1,max,0,0,4,-90.0,-85.0,-110.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,330.0,208
8,1,a2,fair,0,0,4,45.0,-85.0,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,105.0,208
9,0,a1,max,0,0,4,-100.0,-95.0,-120.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,360.0,208
9,1,a2,fair,0,0,4,45.0,-95.0,25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,105.0,208
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,209
0,1,a2,fair,0,0,4,10.0,8.75,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,209
1,0,a1,max,0,0,4,23.75,-6.25,3.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,56.25,209
1,1,a2,fair,0,0,4,0.0,-16.25,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,209
2,0,a1,max,0,0,4,8.75,-31.25,-11.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,101.25,209
2,1,a2,fair,0,0,4,-1.25,-32.5,-21.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,71.25,209
3,0,a1,max,0,0,4,-6.25,-47.5,-26.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,146.25,209
3,1,a2,fair,0,0,4,-3.75,-50.0,-23.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,93.75,209
4,0,a1,max,0,0,4,-11.25,-55.0,-31.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,161.25,209
4,1,a2,fair,0,0,4,-3.75,-55.0,-23.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,93.75,209
5,0,a1,max,0,0,4,-26.25,-70.0,-46.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,206.25,209
5,1,a2,fair,0,0,4,2.5,-63.75,-17.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,97.5,209
6,0,a1,max,0,0,4,-31.25,-68.75,-51.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,221.25,209
6,1,a2,fair,0,0,4,15.0,-56.25,-5.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,105.0,209
7,0,a1,max,0,0,4,-46.25,-71.25,-66.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,266.25,209
7,1,a2,fair,0,0,4,27.5,-58.75,7.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,112.5,209
8,0,a1,max,0,0,4,-51.25,-63.75,-71.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,281.25,209
8,1,a2,fair,0,0,4,40.0,-51.25,20.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,120.0,209
9,0,a1,max,0,0,4,-51.25,-51.25,-71.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,281.25,209
9,1,a2,fair,0,0,4,58.75,-32.5,38.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,131.25,209
0,0,a1,max,0,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,210
0,1,a2,fair,0,0,4,15.0,-5.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,210
1,0,a1,max,0,0,4,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,210
1,1,a2,fair,0,0,4,13.75,-6.25,-6.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,26.25,210
2,0,a1,max,0,0,4,20.0,-6.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,210
2,1,a2,fair,0,0,4,12.5,-7.5,-7.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,37.5,210
3,0,a1,max,0,0,4,20.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,210
3,1,a2,fair,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,60.0,210
4,0,a1,max,0,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,210
4,1,a2,fair,0,0,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,210
5,0,a1,max,0,0,4,15.0,-15.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,210
