timestep,dyad_idx,agent_name,agent_type,ii_edge,aa_edge,observation_depth,investor_wealth,investor_cumulative,dyad_investor_cumulative,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,agent_cumulative,episode
3,1,a2,fair,0,0,4,21.25,-6.25,1.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,78.75,640
4,0,a1,max,0,0,4,12.5,-6.25,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,640
4,1,a2,fair,0,0,4,33.75,6.25,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,86.25,640
5,0,a1,max,0,0,4,12.5,6.25,-7.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,37.5,640
5,1,a2,fair,0,0,4,46.25,18.75,26.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,93.75,640
6,0,a1,max,0,0,4,7.5,13.75,-12.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,52.5,640
6,1,a2,fair,0,0,4,58.75,26.25,38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,101.25,640
7,0,a1,max,0,0,4,7.5,26.25,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,640
7,1,a2,fair,0,0,4,65.0,32.5,45.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,105.0,640
8,0,a1,max,0,0,4,2.5,27.5,-17.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,67.5,640
8,1,a2,fair,0,0,4,71.25,33.75,51.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,108.75,640
9,0,a1,max,0,0,4,-2.5,28.75,-22.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,82.5,640
9,1,a2,fair,0,0,4,77.5,35.0,57.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,112.5,640
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,641
0,1,a2,fair,0,0,4,15.0,13.75,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,641
1,0,a1,max,0,0,4,18.75,-6.25,-1.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,71.25,641
1,1,a2,fair,0,0,4,12.5,-8.75,-7.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,37.5,641
2,0,a1,max,0,0,4,-1.25,-28.75,-21.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,131.25,641
2,1,a2,fair,0,0,4,11.25,-30.0,-8.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,48.75,641
3,0,a1,max,0,0,4,-11.25,-40.0,-31.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,161.25,641
3,1,a2,fair,0,0,4,11.25,-40.0,-8.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,48.75,641
4,0,a1,max,0,0,4,-16.25,-45.0,-36.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,176.25,641
4,1,a2,fair,0,0,4,11.25,-45.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
5,0,a1,max,0,0,4,-36.25,-65.0,-56.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,236.25,641
5,1,a2,fair,0,0,4,11.25,-65.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
6,0,a1,max,0,0,4,-36.25,-65.0,-56.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,236.25,641
6,1,a2,fair,0,0,4,11.25,-65.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
7,0,a1,max,0,0,4,-36.25,-65.0,-56.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,236.25,641
7,1,a2,fair,0,0,4,11.25,-65.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
8,0,a1,max,0,0,4,-36.25,-65.0,-56.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,236.25,641
8,1,a2,fair,0,0,4,11.25,-65.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
9,0,a1,max,0,0,4,-36.25,-65.0,-56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.25,641
9,1,a2,fair,0,0,4,11.25,-65.0,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,48.75,641
0,0,a1,max,0,0,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,642
0,1,a2,fair,0,0,4,15.0,-25.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,642
1,0,a1,max,0,0,4,-15.0,-40.0,-35.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,105.0,642
1,1,a2,fair,0,0,4,11.25,-43.75,-8.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,48.75,642
2,0,a1,max,0,0,4,-25.0,-53.75,-45.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,135.0,642
2,1,a2,fair,0,0,4,17.5,-47.5,-2.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,52.5,642
3,0,a1,max,0,0,4,-40.0,-62.5,-60.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,180.0,642
3,1,a2,fair,0,0,4,16.25,-63.75,-3.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,63.75,642
4,0,a1,max,0,0,4,-50.0,-73.75,-70.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,210.0,642
4,1,a2,fair,0,0,4,15.0,-75.0,-5.0,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,75.0,642
5,0,a1,max,0,0,4,-55.0,-80.0,-75.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,225.0,642
5,1,a2,fair,0,0,4,21.25,-73.75,1.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,78.75,642
6,0,a1,max,0,0,4,-55.0,-73.75,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,642
6,1,a2,fair,0,0,4,33.75,-61.25,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,86.25,642
7,0,a1,max,0,0,4,-60.0,-66.25,-80.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,240.0,642
7,1,a2,fair,0,0,4,46.25,-53.75,26.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,93.75,642
8,0,a1,max,0,0,4,-65.0,-58.75,-85.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,255.0,642
8,1,a2,fair,0,0,4,58.75,-46.25,38.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,101.25,642
9,0,a1,max,0,0,4,-65.0,-46.25,-85.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,255.0,642
9,1,a2,fair,0,0,4,58.75,-46.25,38.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,101.25,642
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,643
0,1,a2,fair,0,0,4,16.25,15.0,-3.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,33.75,643
1,0,a1,max,0,0,4,23.75,0.0,3.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,56.25,643
1,1,a2,fair,0,0,4,12.5,-3.75,-7.5,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,67.5,643
2,0,a1,max,0,0,4,8.75,-18.75,-11.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,101.25,643
2,1,a2,fair,0,0,4,25.0,-6.25,5.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,75.0,643
3,0,a1,max,0,0,4,-6.25,-21.25,-26.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,146.25,643
3,1,a2,fair,0,0,4,37.5,-8.75,17.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,82.5,643
4,0,a1,max,0,0,4,-16.25,-18.75,-36.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,176.25,643
4,1,a2,fair,0,0,4,50.0,-6.25,30.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,90.0,643
5,0,a1,max,0,0,4,-21.25,-11.25,-41.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,191.25,643
5,1,a2,fair,0,0,4,62.5,1.25,42.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,97.5,643
6,0,a1,max,0,0,4,-26.25,-3.75,-46.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,206.25,643
6,1,a2,fair,0,0,4,75.0,8.75,55.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,105.0,643
7,0,a1,max,0,0,4,-31.25,3.75,-51.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,221.25,643
7,1,a2,fair,0,0,4,87.5,16.25,67.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,112.5,643
8,0,a1,max,0,0,4,-51.25,-3.75,-71.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,281.25,643
8,1,a2,fair,0,0,4,93.75,2.5,73.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,116.25,643
9,0,a1,max,0,0,4,-56.25,-2.5,-76.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,296.25,643
9,1,a2,fair,0,0,4,93.75,-2.5,73.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,116.25,643
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,644
0,1,a2,fair,0,0,4,20.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644
1,0,a1,max,0,0,4,18.75,-1.25,-1.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,71.25,644
1,1,a2,fair,0,0,4,20.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644
2,0,a1,max,0,0,4,13.75,-6.25,-6.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,86.25,644
2,1,a2,fair,0,0,4,20.0,-6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644
3,0,a1,max,0,0,4,8.75,-11.25,-11.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,101.25,644
3,1,a2,fair,0,0,4,20.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644
4,0,a1,max,0,0,4,3.75,-16.25,-16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,116.25,644
4,1,a2,fair,0,0,4,20.0,-16.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,644
5,0,a1,max,0,0,4,-11.25,-31.25,-31.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,161.25,644
5,1,a2,fair,0,0,4,32.5,-18.75,12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,7.5,644
6,0,a1,max,0,0,4,-21.25,-28.75,-41.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,191.25,644
6,1,a2,fair,0,0,4,57.5,-3.75,37.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,22.5,644
7,0,a1,max,0,0,4,-31.25,-13.75,-51.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,221.25,644
7,1,a2,fair,0,0,4,82.5,11.25,62.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,37.5,644
8,0,a1,max,0,0,4,-41.25,1.25,-61.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,251.25,644
8,1,a2,fair,0,0,4,82.5,1.25,62.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,37.5,644
9,0,a1,max,0,0,4,-56.25,-13.75,-76.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,296.25,644
9,1,a2,fair,0,0,4,88.75,-7.5,68.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,41.25,644
0,0,a1,max,0,0,4,0.0,-20.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,645
0,1,a2,fair,0,0,4,0.0,-40.0,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,645
1,0,a1,max,0,0,4,6.25,-33.75,-13.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,63.75,645
1,1,a2,fair,0,0,4,0.0,-33.75,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,645
2,0,a1,max,0,0,4,1.25,-38.75,-18.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,78.75,645
2,1,a2,fair,0,0,4,0.0,-38.75,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,645
3,0,a1,max,0,0,4,-8.75,-48.75,-28.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,108.75,645
3,1,a2,fair,0,0,4,0.0,-48.75,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,645
4,0,a1,max,0,0,4,-13.75,-53.75,-33.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,123.75,645
4,1,a2,fair,0,0,4,-1.25,-55.0,-21.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,71.25,645
5,0,a1,max,0,0,4,-23.75,-65.0,-43.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,153.75,645
5,1,a2,fair,0,0,4,-1.25,-65.0,-21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,645
6,0,a1,max,0,0,4,-33.75,-75.0,-53.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,183.75,645
6,1,a2,fair,0,0,4,-1.25,-75.0,-21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,645
7,0,a1,max,0,0,4,-38.75,-80.0,-58.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,198.75,645
7,1,a2,fair,0,0,4,-1.25,-80.0,-21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,645
8,0,a1,max,0,0,4,-43.75,-85.0,-63.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,213.75,645
8,1,a2,fair,0,0,4,5.0,-78.75,-15.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,75.0,645
9,0,a1,max,0,0,4,-48.75,-83.75,-68.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,228.75,645
9,1,a2,fair,0,0,4,11.25,-77.5,-8.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,78.75,645
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,646
0,1,a2,fair,0,0,4,0.0,-1.25,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,646
1,0,a1,max,0,0,4,23.75,-16.25,3.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,56.25,646
1,1,a2,fair,0,0,4,-10.0,-26.25,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,646
2,0,a1,max,0,0,4,3.75,-46.25,-16.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,116.25,646
2,1,a2,fair,0,0,4,-15.0,-51.25,-35.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,105.0,646
3,0,a1,max,0,0,4,-16.25,-71.25,-36.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,176.25,646
3,1,a2,fair,0,0,4,-16.25,-72.5,-36.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,116.25,646
4,0,a1,max,0,0,4,-36.25,-92.5,-56.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,236.25,646
4,1,a2,fair,0,0,4,-17.5,-93.75,-37.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,127.5,646
5,0,a1,max,0,0,4,-56.25,-113.75,-76.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,296.25,646
5,1,a2,fair,0,0,4,-17.5,-113.75,-37.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,127.5,646
6,0,a1,max,0,0,4,-66.25,-123.75,-86.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,326.25,646
6,1,a2,fair,0,0,4,-17.5,-123.75,-37.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,127.5,646
7,0,a1,max,0,0,4,-71.25,-128.75,-91.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,341.25,646
7,1,a2,fair,0,0,4,-11.25,-122.5,-31.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,131.25,646
8,0,a1,max,0,0,4,-71.25,-122.5,-91.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,341.25,646
8,1,a2,fair,0,0,4,-5.0,-116.25,-25.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,135.0,646
9,0,a1,max,0,0,4,-71.25,-116.25,-91.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,341.25,646
9,1,a2,fair,0,0,4,-5.0,-116.25,-25.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,135.0,646
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,647
0,1,a2,fair,0,0,4,0.0,-1.25,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,647
1,0,a1,max,0,0,4,28.75,-11.25,8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,41.25,647
1,1,a2,fair,0,0,4,0.0,-11.25,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,647
2,0,a1,max,0,0,4,18.75,-21.25,-1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,71.25,647
2,1,a2,fair,0,0,4,0.0,-21.25,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,647
3,0,a1,max,0,0,4,13.75,-26.25,-6.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,86.25,647
3,1,a2,fair,0,0,4,0.0,-26.25,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,647
4,0,a1,max,0,0,4,3.75,-36.25,-16.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,116.25,647
4,1,a2,fair,0,0,4,0.0,-36.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
5,0,a1,max,0,0,4,-1.25,-41.25,-21.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,131.25,647
5,1,a2,fair,0,0,4,0.0,-41.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
6,0,a1,max,0,0,4,-6.25,-46.25,-26.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,146.25,647
6,1,a2,fair,0,0,4,0.0,-46.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
7,0,a1,max,0,0,4,-16.25,-56.25,-36.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,176.25,647
7,1,a2,fair,0,0,4,0.0,-56.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
8,0,a1,max,0,0,4,-31.25,-71.25,-51.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,221.25,647
8,1,a2,fair,0,0,4,0.0,-71.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
9,0,a1,max,0,0,4,-41.25,-81.25,-61.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,251.25,647
9,1,a2,fair,0,0,4,0.0,-81.25,-20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,60.0,647
0,0,a1,max,0,0,4,38.75,18.75,18.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,11.25,648
0,1,a2,fair,0,0,4,0.0,-1.25,-20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,60.0,648
1,0,a1,max,0,0,4,38.75,-1.25,18.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,11.25,648
1,1,a2,fair,0,0,4,-10.0,-11.25,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,648
2,0,a1,max,0,0,4,28.75,-21.25,8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,41.25,648
2,1,a2,fair,0,0,4,-13.75,-25.0,-33.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,123.75,648
3,0,a1,max,0,0,4,23.75,-30.0,3.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,56.25,648
3,1,a2,fair,0,0,4,-13.75,-30.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
4,0,a1,max,0,0,4,8.75,-45.0,-11.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,101.25,648
4,1,a2,fair,0,0,4,-13.75,-45.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
5,0,a1,max,0,0,4,3.75,-50.0,-16.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,116.25,648
5,1,a2,fair,0,0,4,-13.75,-50.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
6,0,a1,max,0,0,4,3.75,-50.0,-16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.25,648
6,1,a2,fair,0,0,4,-13.75,-50.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
7,0,a1,max,0,0,4,-16.25,-70.0,-36.25,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,176.25,648
7,1,a2,fair,0,0,4,-13.75,-70.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
8,0,a1,max,0,0,4,-21.25,-75.0,-41.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,191.25,648
8,1,a2,fair,0,0,4,-13.75,-75.0,-33.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,123.75,648
9,0,a1,max,0,0,4,-21.25,-75.0,-41.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,191.25,648
9,1,a2,fair,0,0,4,-7.5,-68.75,-27.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,127.5,648
0,0,a1,max,0,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,649
0,1,a2,fair,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,649
1,0,a1,max,0,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,649
1,1,a2,fair,0,0,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,649
2,0,a1,max,0,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,649
2,1,a2,fair,0,0,4,10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,30.0,649
3,0,a1,max,0,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,649
3,1,a2,fair,0,0,4,8.75,-11.25,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,41.25,649
4,0,a1,max,0,0,4,15.0,-16.25,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,649
4,1,a2,fair,0,0,4,6.25,-18.75,-13.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,63.75,649
5,0,a1,max,0,0,4,15.0,-18.75,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,649
5,1,a2,fair,0,0,4,12.5,-12.5,-7.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,67.5,649
6,0,a1,max,0,0,4,15.0,-12.5,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,649
6,1,a2,fair,0,0,4,18.75,-6.25,-1.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,71.25,649
7,0,a1,max,0,0,4,15.0,-6.25,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,649
7,1,a2,fair,0,0,4,25.0,0.0,5.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,75.0,649
8,0,a1,max,0,0,4,15.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,649
8,1,a2,fair,0,0,4,31.25,6.25,11.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,78.75,649
9,0,a1,max,0,0,4,15.0,6.25,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,649
9,1,a2,fair,0,0,4,31.25,6.25,11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,78.75,649
0,0,a1,max,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,650
0,1,a2,fair,0,0,4,15.0,-15.0,-5.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,15.0,650
1,0,a1,max,0,0,4,0.0,-25.0,-20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,60.0,650
1,1,a2,fair,0,0,4,13.75,-26.25,-6.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,26.25,650
2,0,a1,max,0,0,4,-10.0,-36.25,-30.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,90.0,650
2,1,a2,fair,0,0,4,12.5,-37.5,-7.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,37.5,650
3,0,a1,max,0,0,4,-20.0,-47.5,-40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,120.0,650
3,1,a2,fair,0,0,4,11.25,-48.75,-8.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,48.75,650
4,0,a1,max,0,0,4,-30.0,-58.75,-50.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,150.0,650
4,1,a2,fair,0,0,4,8.75,-61.25,-11.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,71.25,650
5,0,a1,max,0,0,4,-45.0,-76.25,-65.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,195.0,650
5,1,a2,fair,0,0,4,8.75,-76.25,-11.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,71.25,650
6,0,a1,max,0,0,4,-55.0,-86.25,-75.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,225.0,650
6,1,a2,fair,0,0,4,15.0,-80.0,-5.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,75.0,650
7,0,a1,max,0,0,4,-70.0,-95.0,-90.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,270.0,650
7,1,a2,fair,0,0,4,27.5,-82.5,7.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,82.5,650
8,0,a1,max,0,0,4,-75.0,-87.5,-95.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,285.0,650
8,1,a2,fair,0,0,4,46.25,-68.75,26.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,93.75,650
9,0,a1,max,0,0,4,-75.0,-68.75,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,650
9,1,a2,fair,0,0,4,52.5,-62.5,32.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,97.5,650
0,0,a1,max,0,0,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,651
0,1,a2,fair,0,0,4,10.0,-10.0,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,30.0,651
1,0,a1,max,0,0,4,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,651
1,1,a2,fair,0,0,4,8.75,-11.25,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,41.25,651
