episode,investor_return,fair_1_return,fair_1_repay,max_1_return,max_1_repay
127,-31.25,18.75,0.675,202.5,0.125
128,107.5,97.5,0.725,75.0,0.125
129,91.25,67.5,0.675,11.25,0.1
130,106.25,75.0,0.75,168.75,0.125
131,-15.0,15.0,0.775,60.0,0.025
132,10.0,33.75,0.725,356.25,0.125
133,-142.5,172.5,0.525,480.0,0.075
134,31.25,63.75,0.8,405.0,0.125
135,57.5,11.25,0.875,131.25,0.225
136,51.25,67.5,0.725,161.25,0.1
137,-23.75,75.0,0.65,228.75,0.125
138,121.25,153.75,0.675,135.0,0.125
139,55.0,71.25,0.75,243.75,0.125
140,73.75,105.0,0.6,71.25,0.075
141,48.75,78.75,0.8,172.5,0.075
142,130.0,161.25,0.7,228.75,0.025
143,-1.25,82.5,0.6,198.75,0.1
144,51.25,195.0,0.475,93.75,0.175
145,1.25,127.5,0.55,221.25,0.1
146,-18.75,123.75,0.6,255.0,0.05
147,-10.0,52.5,0.675,217.5,0.175
148,-80.0,232.5,0.35,337.5,0.075
149,-51.25,116.25,0.575,495.0,0.175
150,-5.0,165.0,0.425,120.0,0.15
151,96.25,157.5,0.65,176.25,0.225
152,-6.25,112.5,0.6,123.75,0.05
153,-45.0,101.25,0.625,213.75,0.1
154,0.0,86.25,0.5,123.75,0.175
155,68.75,63.75,0.75,247.5,0.05
156,15.0,176.25,0.55,288.75,0.075
157,-5.0,93.75,0.475,281.25,0.2
158,31.25,138.75,0.525,150.0,0.075
159,-1.25,123.75,0.5,187.5,0.075
160,90.0,146.25,0.625,243.75,0.1
161,47.5,202.5,0.5,150.0,0.125
162,55.0,153.75,0.525,251.25,0.125
163,-15.0,30.0,0.7,225.0,0.125
164,-41.25,135.0,0.525,146.25,0.125
165,13.75,123.75,0.5,112.5,0.2
166,122.5,138.75,0.625,198.75,0.1
167,-18.75,90.0,0.525,258.75,0.15
168,-25.0,48.75,0.575,206.25,0.125
169,1.25,120.0,0.475,138.75,0.15
170,-2.5,165.0,0.45,97.5,0.125
171,-18.75,11.25,0.55,247.5,0.35
172,-6.25,187.5,0.4,168.75,0.3
173,81.25,116.25,0.525,202.5,0.275
174,-50.0,71.25,0.425,168.75,0.075
175,-102.5,127.5,0.45,375.0,0.05
176,-126.25,247.5,0.3,348.75,0.05
177,-17.5,202.5,0.325,45.0,0.075
178,-5.0,198.75,0.4,86.25,0.075
179,20.0,225.0,0.4,165.0,0.125
180,-80.0,90.0,0.325,300.0,0.075
181,-41.25,30.0,0.35,161.25,0.125
182,50.0,120.0,0.425,150.0,0.3
183,-51.25,221.25,0.275,150.0,0.075
184,-10.0,172.5,0.35,37.5,0.225
185,-1.25,176.25,0.375,255.0,0.2
186,-46.25,191.25,0.275,105.0,0.125
187,-16.25,135.0,0.375,191.25,0.325
188,-25.0,105.0,0.4,180.0,0.2
189,21.25,101.25,0.5,97.5,0.15
190,-48.75,191.25,0.3,277.5,0.225
191,18.75,187.5,0.4,153.75,0.275
192,-38.75,15.0,0.3,273.75,0.275
193,-37.5,157.5,0.4,300.0,0.1
194,-20.0,206.25,0.3,153.75,0.15
195,16.25,48.75,0.55,225.0,0.175
196,3.75,262.5,0.375,153.75,0.3
197,-30.0,187.5,0.375,202.5,0.1
198,-93.75,251.25,0.275,232.5,0.075
199,-50.0,270.0,0.275,90.0,0.05
200,-12.5,67.5,0.3,195.0,0.35
201,2.5,101.25,0.325,56.25,0.275
202,-77.5,251.25,0.225,206.25,0.1
203,-57.5,108.75,0.35,168.75,0.175
204,-65.0,202.5,0.225,112.5,0.05
205,-40.0,176.25,0.325,243.75,0.2
206,-65.0,277.5,0.275,397.5,0.25
207,-26.25,90.0,0.325,236.25,0.175
208,-108.75,105.0,0.275,363.75,0.1
209,15.0,161.25,0.425,183.75,0.15
210,-21.25,93.75,0.425,307.5,0.175
211,-170.0,322.5,0.3,457.5,0.075
212,8.75,180.0,0.425,341.25,0.15
213,-2.5,240.0,0.3,112.5,0.25
214,7.5,292.5,0.4,90.0,0.2
215,22.5,270.0,0.45,97.5,0.2
216,-33.75,11.25,0.4,172.5,0.075
217,-132.5,213.75,0.325,378.75,0.1
218,-148.75,75.0,0.3,483.75,0.125
219,-81.25,217.5,0.425,303.75,0.15
220,6.25,198.75,0.5,195.0,0.175
221,-141.25,120.0,0.475,461.25,0.075
222,-21.25,71.25,0.425,60.0,0.35
223,-15.0,90.0,0.475,375.0,0.2
224,-1.25,75.0,0.425,266.25,0.275
225,31.25,187.5,0.5,251.25,0.1
226,26.25,146.25,0.475,97.5,0.125
227,33.75,127.5,0.425,198.75,0.275
228,15.0,251.25,0.35,123.75,0.2
229,-28.75,127.5,0.4,101.25,0.25
230,-20.0,71.25,0.475,138.75,0.35
231,55.0,157.5,0.5,127.5,0.4
232,0.0,138.75,0.475,191.25,0.125
233,78.75,206.25,0.55,15.0,0.1
234,18.75,97.5,0.575,243.75,0.3
235,33.75,63.75,0.55,232.5,0.15
236,30.0,142.5,0.575,217.5,0.225
237,37.5,71.25,0.45,11.25,0.275
238,68.75,180.0,0.475,131.25,0.2
239,-22.5,78.75,0.475,243.75,0.15
240,0.0,183.75,0.4,86.25,0.2
241,36.25,48.75,0.525,315.0,0.3
242,-45.0,135.0,0.325,210.0,0.075
243,13.75,75.0,0.45,161.25,0.225
244,-117.5,135.0,0.25,292.5,0.025
245,18.75,142.5,0.55,168.75,0.175
246,80.0,22.5,0.625,187.5,0.35
247,63.75,157.5,0.475,228.75,0.275
248,0.0,120.0,0.4,60.0,0.225
249,145.0,217.5,0.6,217.5,0.3
250,93.75,157.5,0.6,78.75,0.125
251,31.25,236.25,0.5,52.5,0.225
252,45.0,116.25,0.45,198.75,0.1
253,-31.25,120.0,0.5,371.25,0.15
254,37.5,37.5,0.55,165.0,0.325
255,-101.25,101.25,0.5,330.0,0.05
256,-22.5,131.25,0.45,221.25,0.275
257,31.25,191.25,0.475,67.5,0.15
258,-28.75,75.0,0.675,303.75,0.15
259,128.75,213.75,0.625,217.5,0.125
260,-45.0,116.25,0.4,168.75,0.175
261,6.25,82.5,0.45,161.25,0.1
262,-66.25,45.0,0.275,191.25,0.025
263,131.25,105.0,0.675,183.75,0.275
264,-77.5,146.25,0.575,341.25,0.05
265,73.75,296.25,0.5,120.0,0.1
266,35.0,112.5,0.575,112.5,0.275
267,-83.75,116.25,0.425,247.5,0.075
268,32.5,105.0,0.625,112.5,0.075
269,126.25,82.5,0.725,41.25,0.2
270,46.25,63.75,0.45,120.0,0.225
271,-18.75,213.75,0.4,195.0,0.175
272,66.25,202.5,0.5,41.25,0.175
273,1.25,108.75,0.475,150.0,0.15
274,93.75,213.75,0.575,172.5,0.1
275,55.0,116.25,0.625,78.75,0.05
276,30.0,180.0,0.45,90.0,0.125
277,-11.25,11.25,0.475,90.0,0.025
278,11.25,78.75,0.5,0.0,0.1
279,-61.25,153.75,0.45,367.5,0.075
280,-15.0,180.0,0.45,165.0,0.125
281,136.25,82.5,0.725,191.25,0.225
282,51.25,131.25,0.65,157.5,0.15
283,88.75,60.0,0.725,221.25,0.275
284,-63.75,176.25,0.475,337.5,0.1
285,-12.5,11.25,0.55,71.25,0.125
286,-20.0,75.0,0.5,225.0,0.2
287,58.75,243.75,0.5,157.5,0.275
288,213.75,90.0,0.7,86.25,0.2
289,-58.75,90.0,0.45,258.75,0.05
290,1.25,48.75,0.6,150.0,0.15
291,-2.5,15.0,0.575,127.5,0.25
292,-61.25,255.0,0.275,176.25,0.175
293,98.75,146.25,0.65,105.0,0.225
294,53.75,105.0,0.575,11.25,0.275
295,-56.25,93.75,0.475,232.5,0.075
296,10.0,60.0,0.575,150.0,0.175
297,78.75,247.5,0.525,153.75,0.125
298,-125.0,168.75,0.3,296.25,0.05
299,47.5,67.5,0.475,165.0,0.175
300,71.25,108.75,0.65,60.0,0.1
301,25.0,127.5,0.6,37.5,0.15
302,-47.5,191.25,0.3,206.25,0.025
303,-127.5,67.5,0.55,510.0,0.125
304,-60.0,116.25,0.3,243.75,0.075
305,158.75,127.5,0.65,333.75,0.25
306,-131.25,217.5,0.275,363.75,0.075
307,85.0,86.25,0.65,228.75,0.175
308,-38.75,262.5,0.3,206.25,0.15
309,-95.0,112.5,0.2,232.5,0.025
310,-3.75,37.5,0.425,176.25,0.075
311,-17.5,176.25,0.4,41.25,0.1
312,-52.5,135.0,0.325,127.5,0.05
313,-76.25,195.0,0.275,191.25,0.075
314,77.5,56.25,0.65,26.25,0.25
315,1.25,78.75,0.475,150.0,0.15
316,-77.5,202.5,0.225,135.0,0.05
317,67.5,153.75,0.525,48.75,0.1
318,26.25,191.25,0.5,262.5,0.175
319,-55.0,142.5,0.325,232.5,0.125
320,-65.0,225.0,0.35,270.0,0.075
321,-32.5,191.25,0.4,191.25,0.175
322,-81.25,236.25,0.3,225.0,0.15
323,-38.75,183.75,0.35,195.0,0.15
324,96.25,221.25,0.5,112.5,0.225
325,-75.0,198.75,0.325,266.25,0.1
326,8.75,168.75,0.45,142.5,0.1
327,-27.5,105.0,0.475,172.5,0.225
328,-32.5,48.75,0.425,153.75,0.125
329,-57.5,225.0,0.325,142.5,0.1
330,113.75,101.25,0.7,105.0,0.15
331,5.0,63.75,0.525,71.25,0.175
332,-8.75,11.25,0.425,67.5,0.15
333,-36.25,180.0,0.325,176.25,0.125
334,21.25,108.75,0.575,120.0,0.175
335,-88.75,210.0,0.3,348.75,0.125
336,-5.0,52.5,0.625,292.5,0.125
337,-17.5,67.5,0.65,390.0,0.225
338,178.75,90.0,0.775,191.25,0.125
339,26.25,101.25,0.6,112.5,0.15
340,13.75,202.5,0.55,183.75,0.125
341,7.5,63.75,0.75,228.75,0.2
342,127.5,90.0,0.6,142.5,0.2
343,212.5,105.0,0.725,82.5,0.25
344,47.5,135.0,0.675,247.5,0.1
345,231.25,90.0,0.825,168.75,0.25
346,95.0,168.75,0.625,266.25,0.175
347,33.75,127.5,0.625,168.75,0.2
348,185.0,22.5,0.9,232.5,0.275
349,116.25,60.0,0.725,213.75,0.125
350,113.75,15.0,0.75,131.25,0.275
351,-18.75,52.5,0.75,116.25,0.075
352,132.5,82.5,0.75,165.0,0.25
353,-92.5,0.0,0.825,352.5,0.075
354,221.25,0.0,0.95,198.75,0.075
355,-15.0,30.0,0.775,135.0,0.075
356,28.75,180.0,0.625,131.25,0.275
357,283.75,71.25,0.85,75.0,0.25
358,178.75,3.75,0.975,367.5,0.275
359,22.5,75.0,0.65,202.5,0.225
360,27.5,116.25,0.675,116.25,0.25
361,173.75,52.5,0.85,393.75,0.125
362,63.75,97.5,0.575,108.75,0.25
363,146.25,30.0,0.95,273.75,0.125
364,130.0,153.75,0.675,56.25,0.075
365,262.5,11.25,0.975,176.25,0.05
366,-80.0,0.0,0.95,270.0,0.05
367,125.0,93.75,0.65,41.25,0.075
368,172.5,52.5,0.775,75.0,0.35
369,150.0,120.0,0.8,60.0,0.075
370,117.5,90.0,0.7,52.5,0.25
371,63.75,45.0,0.8,371.25,0.075
372,168.75,101.25,0.725,90.0,0.075
373,88.75,11.25,0.975,120.0,0.25
374,52.5,48.75,0.675,258.75,0.15
375,7.5,15.0,0.85,187.5,0.075
376,40.0,60.0,0.85,270.0,0.1
377,160.0,37.5,0.875,142.5,0.175
378,205.0,97.5,0.8,247.5,0.2
379,66.25,15.0,0.825,78.75,0.125
380,248.75,60.0,0.85,221.25,0.225
381,142.5,116.25,0.675,131.25,0.275
382,25.0,52.5,0.675,82.5,0.2
383,137.5,67.5,0.725,15.0,0.125
384,162.5,71.25,0.75,176.25,0.5
385,72.5,101.25,0.725,146.25,0.175
386,75.0,93.75,0.75,161.25,0.175
387,107.5,41.25,0.675,251.25,0.3
388,101.25,142.5,0.7,26.25,0.05
389,135.0,30.0,0.85,195.0,0.175
390,38.75,26.25,0.85,195.0,0.175
391,185.0,82.5,0.8,52.5,0.225
392,98.75,101.25,0.775,270.0,0.075
393,135.0,3.75,0.975,101.25,0.325
394,28.75,7.5,0.875,333.75,0.15
395,56.25,60.0,0.825,213.75,0.15
396,126.25,7.5,0.975,176.25,0.175
397,56.25,90.0,0.8,183.75,0.1
398,90.0,7.5,0.925,262.5,0.075
399,-17.5,3.75,0.9,333.75,0.175
400,168.75,11.25,0.925,150.0,0.3
401,56.25,11.25,0.925,112.5,0.1
402,83.75,37.5,0.875,288.75,0.15
403,122.5,41.25,0.875,146.25,0.125
404,-55.0,0.0,0.9,345.0,0.05
405,306.25,22.5,0.925,191.25,0.175
406,21.25,15.0,0.9,153.75,0.15
407,-13.75,37.5,0.725,146.25,0.05
408,85.0,93.75,0.7,221.25,0.175
409,150.0,60.0,0.8,180.0,0.125
410,163.75,30.0,0.875,206.25,0.15
411,121.25,7.5,0.875,191.25,0.05
412,87.5,82.5,0.75,120.0,0.2
413,158.75,41.25,0.9,150.0,0.05
414,238.75,33.75,0.925,277.5,0.15
415,111.25,33.75,0.825,195.0,0.075
416,126.25,37.5,0.875,356.25,0.1
417,120.0,11.25,0.975,138.75,0.1
418,173.75,0.0,0.95,176.25,0.225
419,77.5,41.25,0.85,191.25,0.15
420,36.25,7.5,0.95,236.25,0.2
421,101.25,3.75,0.975,165.0,0.225
422,40.0,30.0,0.9,240.0,0.275
423,-50.0,93.75,0.65,206.25,0.075
424,295.0,45.0,0.925,120.0,0.25
425,165.0,26.25,0.9,258.75,0.175
426,122.5,30.0,0.875,247.5,0.05
427,107.5,0.0,0.925,112.5,0.075
428,242.5,41.25,0.825,176.25,0.125
429,220.0,75.0,0.825,285.0,0.075
430,155.0,22.5,0.925,172.5,0.275
431,238.75,11.25,0.975,120.0,0.3
432,175.0,45.0,0.9,90.0,0.125
433,68.75,33.75,0.875,307.5,0.175
434,177.5,33.75,0.85,198.75,0.15
435,150.0,0.0,1.0,210.0,0.225
436,128.75,0.0,0.95,131.25,0.3
437,266.25,45.0,0.9,168.75,0.15
438,162.5,0.0,1.0,187.5,0.1
439,80.0,90.0,0.725,420.0,0.125
440,70.0,56.25,0.8,213.75,0.075
441,230.0,45.0,0.925,135.0,0.15
442,76.25,0.0,1.0,423.75,0.05
443,112.5,0.0,1.0,97.5,0.175
444,195.0,15.0,0.975,120.0,0.05
445,125.0,45.0,0.85,180.0,0.15
446,136.25,0.0,0.95,213.75,0.05
447,112.5,75.0,0.825,112.5,0.075
448,152.5,82.5,0.825,315.0,0.15
449,203.75,56.25,0.875,240.0,0.1
450,150.0,0.0,1.0,240.0,0.125
451,-65.0,15.0,0.85,180.0,0.0
452,130.0,41.25,0.925,228.75,0.025
453,25.0,0.0,1.0,195.0,0.1
454,-3.75,7.5,0.85,176.25,0.225
455,211.25,82.5,0.825,116.25,0.05
456,312.5,15.0,0.975,172.5,0.175
457,-23.75,63.75,0.85,450.0,0.05
458,263.75,37.5,0.925,198.75,0.025
459,127.5,26.25,0.825,206.25,0.3
460,160.0,0.0,1.0,270.0,0.0
461,286.25,33.75,0.925,30.0,0.125
462,165.0,11.25,0.925,123.75,0.1
463,205.0,52.5,0.825,142.5,0.125
464,182.5,0.0,1.0,307.5,0.15
465,110.0,30.0,0.95,60.0,0.075
466,3.75,15.0,0.9,71.25,0.05
467,175.0,11.25,0.925,123.75,0.125
468,128.75,123.75,0.7,67.5,0.225
469,127.5,22.5,0.925,180.0,0.1
470,352.5,0.0,1.0,127.5,0.05
471,40.0,52.5,0.775,247.5,0.075
472,200.0,0.0,1.0,210.0,0.025
473,207.5,60.0,0.825,172.5,0.2
474,-8.75,45.0,0.925,153.75,0.075
475,117.5,0.0,1.0,352.5,0.1
476,111.25,11.25,0.925,337.5,0.2
477,96.25,0.0,0.975,63.75,0.1
478,275.0,15.0,0.975,300.0,0.1
479,302.5,33.75,0.925,153.75,0.1
480,173.75,26.25,0.925,210.0,0.225
481,286.25,15.0,0.975,228.75,0.125
482,241.25,33.75,0.925,45.0,0.15
483,228.75,0.0,1.0,101.25,0.125
484,152.5,0.0,1.0,277.5,0.15
485,175.0,0.0,1.0,165.0,0.2
486,192.5,0.0,0.95,37.5,0.375
487,198.75,0.0,1.0,251.25,0.125
488,31.25,0.0,1.0,378.75,0.075
489,90.0,33.75,0.875,326.25,0.1
490,72.5,45.0,0.875,322.5,0.175
491,171.25,22.5,0.95,146.25,0.025
492,210.0,0.0,1.0,240.0,0.075
493,107.5,30.0,0.85,352.5,0.05
494,47.5,86.25,0.725,236.25,0.1
495,155.0,3.75,0.95,221.25,0.125
496,73.75,56.25,0.825,210.0,0.175
497,101.25,18.75,0.875,150.0,0.05
498,105.0,7.5,0.975,367.5,0.125
499,182.5,11.25,0.925,266.25,0.125
500,188.75,37.5,0.9,213.75,0.025
501,158.75,15.0,0.975,206.25,0.125
502,88.75,3.75,0.975,217.5,0.025
503,236.25,0.0,1.0,93.75,0.275
504,106.25,63.75,0.825,240.0,0.05
505,138.75,48.75,0.875,202.5,0.125
506,126.25,15.0,0.95,198.75,0.1
507,33.75,78.75,0.775,187.5,0.35
508,145.0,37.5,0.9,187.5,0.05
509,240.0,30.0,0.9,210.0,0.075
510,223.75,0.0,1.0,146.25,0.025
511,-78.75,30.0,0.775,318.75,0.025
512,36.25,11.25,0.85,52.5,0.275
513,262.5,45.0,0.925,352.5,0.175
514,13.75,37.5,0.85,198.75,0.075
515,150.0,18.75,0.925,101.25,0.325
516,72.5,67.5,0.75,120.0,0.075
517,300.0,0.0,1.0,120.0,0.1
518,-3.75,30.0,0.9,213.75,0.025
519,70.0,15.0,0.975,195.0,0.075
520,107.5,7.5,0.975,225.0,0.0
521,133.75,11.25,0.925,105.0,0.075
522,170.0,0.0,1.0,180.0,0.2
523,171.25,168.75,0.7,60.0,0.025
524,27.5,22.5,0.925,300.0,0.1
525,155.0,45.0,0.925,510.0,0.125
526,176.25,18.75,0.925,225.0,0.05
527,67.5,90.0,0.775,412.5,0.15
528,286.25,75.0,0.85,138.75,0.3
529,130.0,120.0,0.775,180.0,0.025
530,190.0,11.25,0.925,168.75,0.175
531,-66.25,33.75,0.85,232.5,0.05
532,25.0,71.25,0.775,273.75,0.025
533,96.25,60.0,0.725,213.75,0.05
534,176.25,90.0,0.8,303.75,0.2
535,103.75,131.25,0.675,105.0,0.25
536,32.5,112.5,0.65,135.0,0.15
537,33.75,56.25,0.875,300.0,0.0
538,-7.5,195.0,0.475,142.5,0.025
539,17.5,11.25,0.875,371.25,0.075
540,17.5,67.5,0.625,105.0,0.075
541,166.25,78.75,0.8,135.0,0.0
542,108.75,198.75,0.625,172.5,0.1
543,186.25,52.5,0.85,251.25,0.15
544,163.75,75.0,0.8,161.25,0.25
545,-76.25,71.25,0.575,375.0,0.0
546,68.75,86.25,0.75,225.0,0.1
547,-21.25,56.25,0.675,135.0,0.1
548,12.5,150.0,0.6,127.5,0.05
549,113.75,183.75,0.65,112.5,0.175
550,-17.5,112.5,0.525,225.0,0.0
551,91.25,138.75,0.625,90.0,0.125
552,110.0,165.0,0.675,75.0,0.05
553,38.75,183.75,0.575,187.5,0.075
554,23.75,56.25,0.7,210.0,0.15
555,-11.25,116.25,0.625,285.0,0.0
556,48.75,172.5,0.625,198.75,0.075
557,-53.75,26.25,0.575,187.5,0.05
558,-2.5,37.5,0.7,105.0,0.175
559,85.0,120.0,0.7,195.0,0.0
560,68.75,82.5,0.675,108.75,0.075
561,70.0,165.0,0.6,255.0,0.25
562,21.25,123.75,0.7,225.0,0.05
563,5.0,161.25,0.625,273.75,0.075
564,75.0,60.0,0.775,225.0,0.1
565,35.0,75.0,0.675,150.0,0.0
566,-77.5,22.5,0.55,375.0,0.1
567,-26.25,41.25,0.6,285.0,0.15
568,36.25,78.75,0.675,165.0,0.1
569,1.25,18.75,0.725,180.0,0.225
570,-7.5,112.5,0.6,285.0,0.0
571,6.25,63.75,0.65,180.0,0.025
572,6.25,60.0,0.75,333.75,0.1
573,13.75,86.25,0.65,270.0,0.05
574,96.25,168.75,0.65,135.0,0.025
575,2.5,105.0,0.75,232.5,0.15
576,52.5,93.75,0.7,213.75,0.175
577,-60.0,82.5,0.525,187.5,0.125
578,-1.25,153.75,0.55,247.5,0.025
579,122.5,82.5,0.75,225.0,0.1
580,-41.25,161.25,0.6,360.0,0.15
581,31.25,101.25,0.625,127.5,0.125
582,48.75,78.75,0.7,202.5,0.2
583,-22.5,112.5,0.525,120.0,0.0
584,45.0,105.0,0.575,150.0,0.1
585,75.0,75.0,0.725,150.0,0.05
586,12.5,26.25,0.7,161.25,0.025
587,88.75,78.75,0.75,232.5,0.075
588,-52.5,30.0,0.675,352.5,0.05
589,-11.25,120.0,0.625,161.25,0.025
590,-2.5,82.5,0.525,60.0,0.0
591,53.75,138.75,0.65,157.5,0.1
592,17.5,93.75,0.65,108.75,0.175
593,-18.75,153.75,0.6,285.0,0.0
594,-26.25,101.25,0.625,225.0,0.075
595,30.0,112.5,0.725,397.5,0.05
596,17.5,37.5,0.675,135.0,0.025
597,-27.5,78.75,0.575,228.75,0.25
598,42.5,75.0,0.675,232.5,0.175
599,13.75,86.25,0.5,30.0,0.1
600,46.25,90.0,0.65,93.75,0.15
601,73.75,101.25,0.6,75.0,0.15
602,135.0,131.25,0.7,153.75,0.275
603,60.0,56.25,0.775,213.75,0.175
604,37.5,157.5,0.45,75.0,0.0
605,0.0,45.0,0.65,135.0,0.05
606,-13.75,30.0,0.55,183.75,0.2
607,-63.75,93.75,0.6,360.0,0.1
608,-51.25,71.25,0.525,300.0,0.05
609,-48.75,52.5,0.6,296.25,0.2
610,63.75,120.0,0.625,86.25,0.15
611,87.5,67.5,0.65,15.0,0.075
612,38.75,60.0,0.725,71.25,0.125
613,46.25,228.75,0.5,135.0,0.075
614,-155.0,75.0,0.5,450.0,0.05
615,-6.25,18.75,0.8,187.5,0.1
616,71.25,138.75,0.6,120.0,0.125
617,3.75,41.25,0.725,255.0,0.1
618,-30.0,90.0,0.575,300.0,0.1
619,-52.5,277.5,0.425,255.0,0.0
620,37.5,142.5,0.55,120.0,0.05
621,10.0,41.25,0.625,258.75,0.175
622,37.5,22.5,0.775,90.0,0.15
623,-21.25,90.0,0.625,251.25,0.025
624,7.5,82.5,0.55,90.0,0.1
