episode,investor_return,fair_1,max_1,fair_1_repay,max_1_repay
1,145823.75,187588.5,122247.75,0.6417799999999977,0.20509499999999034
2,183785.25,168282.0,115902.75,0.6877249999999945,0.25408499999999384
3,221419.5,112521.0,176779.5,0.7937099999999758,0.19946499999998404
4,20975.0,338916.0,57099.0,0.3766050000000047,0.298779999999997
5,37602.0,317076.0,60882.0,0.4145550000000074,0.265429999999991
6,105353.25,241943.25,87373.5,0.5561850000000036,0.1696899999999891
7,172096.0,180645.0,75579.0,0.6709199999999863,0.20639000000000038
8,143260.0,222616.5,72703.5,0.5943099999999836,0.312625000000005
9,166234.75,197562.75,67852.5,0.6417749999999938,0.27491500000000413
10,-10000.0,117120.75,58046.25,0.44945500000000554,0.19034999999999527
11,205042.5,150663.0,83344.5,0.7269949999999907,0.22447499999998954
12,43732.25,295536.0,126621.75,0.4496550000000147,0.22960499999999287
13,253494.0,126266.25,284289.75,0.7695299999999851,0.34882499999998606
14,162984.75,211523.25,110622.0,0.6219349999999852,0.33274999999999677
15,184376.5,207711.0,234052.5,0.6294549999999637,0.35396500000000114
16,97330.5,303980.25,208859.25,0.44539999999999463,0.4119449999999907
17,171196.5,218631.0,227152.5,0.6090699999999977,0.37325
18,139286.75,248766.75,194056.5,0.5593899999999968,0.35087500000000016
19,156917.5,248001.75,234030.75,0.5564099999999859,0.40096999999999594
20,337562.0,108134.25,250383.75,0.8098249999999863,0.47863999999998014
21,163229.75,232896.0,215894.25,0.5877450000000072,0.37102000000000673
22,-10000.0,119245.4925,63116.3025,0.22019999999999046,0.475200000000012
23,321751.75,118164.75,256303.5,0.7923099999999804,0.4625400000000109
24,233228.0,157182.0,192450.0,0.7237349999999882,0.3860000000000096
25,121437.0,269253.75,212729.25,0.5190500000000118,0.3597949999999997
26,84434.5,319996.5,278649.0,0.4313700000000071,0.3757049999999969
27,303353.75,137937.75,257878.5,0.7594349999999502,0.44718499999999783
28,114552.75,313659.0,294248.25,0.4499700000000308,0.4203850000000044
29,192088.0,225002.25,276189.75,0.6079300000000135,0.399265000000008
30,94949.5,292235.25,258935.25,0.4747650000000285,0.34262500000000357
31,247016.5,137069.25,168314.25,0.7605299999999788,0.34106999999999194
32,36322.75,224640.75,192166.5,0.36206499999999353,0.39407499999998724
33,17630.0,246444.75,186485.25,0.33392500000004194,0.3450600000000019
34,32976.5,245144.25,112409.25,0.43935499999998284,0.2676899999999909
35,311551.25,46756.5,182102.25,0.9160849999999262,0.2375049999999937
36,138612.0,227976.75,227891.25,0.5649849999999904,0.3303599999999986
37,60905.0,192129.75,135155.25,0.40957500000000635,0.2979650000000073
38,210569.75,188554.5,271215.75,0.6724949999999702,0.35284500000001273
39,156140.75,222331.5,84987.75,0.6063600000000023,0.2944999999999842
40,143329.0,171459.75,279431.25,0.62071499999997,0.3858000000000062
