timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
30,max_1,max,1,4,9894.5,20.0,60.0,6.0,0.1,-14.0,54.0,-105.5,751.5,,
31,fair_1,fair,1,4,9883.5,20.0,60.0,9.0,0.15,-11.0,51.0,-116.5,585.0,,
31,max_1,max,1,4,9883.5,0.0,0.0,0.0,0.85,0.0,0.0,-116.5,751.5,,
32,fair_1,fair,1,4,9883.5,0.0,0.0,0.0,0.0,0.0,0.0,-116.5,585.0,,
32,max_1,max,1,4,9883.5,0.0,0.0,0.0,0.1,0.0,0.0,-116.5,751.5,,
33,fair_1,fair,1,4,9883.5,0.0,0.0,0.0,0.0,0.0,0.0,-116.5,585.0,,
33,max_1,max,1,4,9863.5,20.0,60.0,0.0,0.0,-20.0,60.0,-136.5,811.5,,
34,fair_1,fair,1,4,9846.5,20.0,60.0,3.0,0.05,-17.0,57.0,-153.5,642.0,,
34,max_1,max,1,4,9846.5,0.0,0.0,0.0,0.85,0.0,0.0,-153.5,811.5,,
35,fair_1,fair,1,4,9846.5,0.0,0.0,0.0,0.0,0.0,0.0,-153.5,642.0,,
35,max_1,max,1,4,9846.5,0.0,0.0,0.0,0.7,0.0,0.0,-153.5,811.5,,
36,fair_1,fair,1,4,9829.5,20.0,60.0,3.0,0.05,-17.0,57.0,-170.5,699.0,,
36,max_1,max,1,4,9826.75,5.0,15.0,2.25,0.15,-2.75,12.75,-173.25,824.25,,
37,fair_1,fair,1,4,9826.75,0.0,0.0,0.0,0.05,0.0,0.0,-173.25,699.0,,
37,max_1,max,1,4,9826.75,0.0,0.0,0.0,0.0,0.0,0.0,-173.25,824.25,,
38,fair_1,fair,1,4,9806.75,20.0,60.0,0.0,0.0,-20.0,60.0,-193.25,759.0,,
38,max_1,max,1,4,9795.75,20.0,60.0,9.0,0.15,-11.0,51.0,-204.25,875.25,,
39,fair_1,fair,1,4,9795.75,0.0,0.0,0.0,0.05,0.0,0.0,-204.25,759.0,,
39,max_1,max,1,4,9795.75,0.0,0.0,0.0,0.85,0.0,0.0,-204.25,875.25,,
40,fair_1,fair,1,4,9775.75,20.0,60.0,0.0,0.0,-20.0,60.0,-224.25,819.0,,
40,max_1,max,1,4,9761.75,20.0,60.0,6.0,0.1,-14.0,54.0,-238.25,929.25,,
41,fair_1,fair,1,4,9749.0,15.0,45.0,2.25,0.05,-12.75,42.75,-251.0,861.75,,
41,max_1,max,1,4,9749.0,0.0,0.0,0.0,0.85,0.0,0.0,-251.0,929.25,,
42,fair_1,fair,1,4,9749.0,0.0,0.0,0.0,1.0,0.0,0.0,-251.0,861.75,,
42,max_1,max,1,4,9749.0,0.0,0.0,0.0,0.85,0.0,0.0,-251.0,929.25,,
43,fair_1,fair,1,4,9732.0,20.0,60.0,3.0,0.05,-17.0,57.0,-268.0,918.75,,
43,max_1,max,1,4,9732.0,0.0,0.0,0.0,0.15,0.0,0.0,-268.0,929.25,,
44,fair_1,fair,1,4,9732.0,0.0,0.0,0.0,0.1,0.0,0.0,-268.0,918.75,,
44,max_1,max,1,4,9732.0,0.0,0.0,0.0,0.6,0.0,0.0,-268.0,929.25,,
45,fair_1,fair,1,4,9712.0,20.0,60.0,0.0,0.0,-20.0,60.0,-288.0,978.75,,
45,max_1,max,1,4,9712.0,0.0,0.0,0.0,0.5,0.0,0.0,-288.0,929.25,,
46,fair_1,fair,1,4,9712.0,0.0,0.0,0.0,0.15,0.0,0.0,-288.0,978.75,,
46,max_1,max,1,4,9712.0,0.0,0.0,0.0,0.85,0.0,0.0,-288.0,929.25,,
47,fair_1,fair,1,4,9692.0,20.0,60.0,0.0,0.0,-20.0,60.0,-308.0,1038.75,,
47,max_1,max,1,4,9692.0,0.0,0.0,0.0,0.5,0.0,0.0,-308.0,929.25,,
48,fair_1,fair,1,4,9692.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.0,1038.75,,
48,max_1,max,1,4,9692.0,0.0,0.0,0.0,0.85,0.0,0.0,-308.0,929.25,,
49,fair_1,fair,1,4,9672.0,20.0,60.0,0.0,0.0,-20.0,60.0,-328.0,1098.75,,
49,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
50,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,1098.75,,
50,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
51,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,1098.75,,
51,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
52,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
52,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
53,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,1098.75,,
53,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
54,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
54,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
55,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
55,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
56,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
56,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
57,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
57,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
58,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
58,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
59,fair_1,fair,1,4,9672.0,0.0,0.0,0.0,0.9,0.0,0.0,-328.0,1098.75,,
59,max_1,max,1,4,9672.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.0,929.25,,
60,fair_1,fair,1,4,9689.0,10.0,30.0,27.0,0.9,17.0,3.0,-311.0,1101.75,,
60,max_1,max,1,4,9689.0,0.0,0.0,0.0,0.0,0.0,0.0,-311.0,929.25,,
61,fair_1,fair,1,4,9703.0,10.0,30.0,24.0,0.8,14.0,6.0,-297.0,1107.75,,
61,max_1,max,1,4,9698.0,5.0,15.0,0.0,0.0,-5.0,15.0,-302.0,944.25,,
62,fair_1,fair,1,4,9689.5,10.0,30.0,1.5,0.05,-8.5,28.5,-310.5,1136.25,,
62,max_1,max,1,4,9689.5,0.0,0.0,0.0,0.0,0.0,0.0,-310.5,944.25,,
63,fair_1,fair,1,4,9689.5,0.0,0.0,0.0,0.05,0.0,0.0,-310.5,1136.25,,
63,max_1,max,1,4,9689.5,0.0,0.0,0.0,0.0,0.0,0.0,-310.5,944.25,,
64,fair_1,fair,1,4,9689.5,0.0,0.0,0.0,0.05,0.0,0.0,-310.5,1136.25,,
64,max_1,max,1,4,9689.5,0.0,0.0,0.0,0.0,0.0,0.0,-310.5,944.25,,
65,fair_1,fair,1,4,9689.5,0.0,0.0,0.0,0.8,0.0,0.0,-310.5,1136.25,,
65,max_1,max,1,4,9689.5,0.0,0.0,0.0,0.0,0.0,0.0,-310.5,944.25,,
66,fair_1,fair,1,4,9689.5,0.0,0.0,0.0,0.05,0.0,0.0,-310.5,1136.25,,
66,max_1,max,1,4,9684.5,5.0,15.0,0.0,0.0,-5.0,15.0,-315.5,959.25,,
67,fair_1,fair,1,4,9718.5,20.0,60.0,54.0,0.9,34.0,6.0,-281.5,1142.25,,
67,max_1,max,1,4,9718.5,0.0,0.0,0.0,0.0,0.0,0.0,-281.5,959.25,,
68,fair_1,fair,1,4,9729.5,10.0,30.0,21.0,0.7,11.0,9.0,-270.5,1151.25,,
68,max_1,max,1,4,9714.5,15.0,45.0,0.0,0.0,-15.0,45.0,-285.5,1004.25,,
69,fair_1,fair,1,4,9706.0,10.0,30.0,1.5,0.05,-8.5,28.5,-294.0,1179.75,,
69,max_1,max,1,4,9696.0,10.0,30.0,0.0,0.0,-10.0,30.0,-304.0,1034.25,,
70,fair_1,fair,1,4,9687.5,10.0,30.0,1.5,0.05,-8.5,28.5,-312.5,1208.25,,
70,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.85,0.0,0.0,-312.5,1034.25,,
71,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.05,0.0,0.0,-312.5,1208.25,,
71,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.85,0.0,0.0,-312.5,1034.25,,
72,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.05,0.0,0.0,-312.5,1208.25,,
72,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.6,0.0,0.0,-312.5,1034.25,,
73,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.05,0.0,0.0,-312.5,1208.25,,
73,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.0,0.0,0.0,-312.5,1034.25,,
74,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.05,0.0,0.0,-312.5,1208.25,,
74,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.0,0.0,0.0,-312.5,1034.25,,
75,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.9,0.0,0.0,-312.5,1208.25,,
75,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.1,0.0,0.0,-312.5,1034.25,,
76,fair_1,fair,1,4,9687.5,0.0,0.0,0.0,0.9,0.0,0.0,-312.5,1208.25,,
76,max_1,max,1,4,9687.5,0.0,0.0,0.0,0.0,0.0,0.0,-312.5,1034.25,,
77,fair_1,fair,1,4,9673.5,20.0,60.0,6.0,0.1,-14.0,54.0,-326.5,1262.25,,
77,max_1,max,1,4,9673.5,0.0,0.0,0.0,0.0,0.0,0.0,-326.5,1034.25,,
78,fair_1,fair,1,4,9673.5,0.0,0.0,0.0,0.05,0.0,0.0,-326.5,1262.25,,
78,max_1,max,1,4,9673.5,0.0,0.0,0.0,0.0,0.0,0.0,-326.5,1034.25,,
79,fair_1,fair,1,4,9665.0,10.0,30.0,1.5,0.05,-8.5,28.5,-335.0,1290.75,,
79,max_1,max,1,4,9650.0,15.0,45.0,0.0,0.0,-15.0,45.0,-350.0,1079.25,,
80,fair_1,fair,1,4,9641.5,10.0,30.0,1.5,0.05,-8.5,28.5,-358.5,1319.25,,
80,max_1,max,1,4,9641.5,0.0,0.0,0.0,0.85,0.0,0.0,-358.5,1079.25,,
81,fair_1,fair,1,4,9641.5,0.0,0.0,0.0,0.0,0.0,0.0,-358.5,1319.25,,
81,max_1,max,1,4,9641.5,0.0,0.0,0.0,0.85,0.0,0.0,-358.5,1079.25,,
82,fair_1,fair,1,4,9641.5,0.0,0.0,0.0,0.05,0.0,0.0,-358.5,1319.25,,
82,max_1,max,1,4,9641.5,0.0,0.0,0.0,0.85,0.0,0.0,-358.5,1079.25,,
83,fair_1,fair,1,4,9628.75,15.0,45.0,2.25,0.05,-12.75,42.75,-371.25,1362.0,,
83,max_1,max,1,4,9617.75,20.0,60.0,9.0,0.15,-11.0,51.0,-382.25,1130.25,,
84,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.1,0.0,0.0,-382.25,1362.0,,
84,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.85,0.0,0.0,-382.25,1130.25,,
85,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.05,0.0,0.0,-382.25,1362.0,,
85,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.85,0.0,0.0,-382.25,1130.25,,
86,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.05,0.0,0.0,-382.25,1362.0,,
86,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.85,0.0,0.0,-382.25,1130.25,,
87,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.0,0.0,0.0,-382.25,1362.0,,
87,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.1,0.0,0.0,-382.25,1130.25,,
88,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.9,0.0,0.0,-382.25,1362.0,,
88,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.0,0.0,0.0,-382.25,1130.25,,
89,fair_1,fair,1,4,9617.75,0.0,0.0,0.0,0.9,0.0,0.0,-382.25,1362.0,,
89,max_1,max,1,4,9617.75,0.0,0.0,0.0,0.0,0.0,0.0,-382.25,1130.25,,
90,fair_1,fair,1,4,9628.75,10.0,30.0,21.0,0.7,11.0,9.0,-371.25,1371.0,,
90,max_1,max,1,4,9628.75,0.0,0.0,0.0,0.0,0.0,0.0,-371.25,1130.25,,
91,fair_1,fair,1,4,9645.75,10.0,30.0,27.0,0.9,17.0,3.0,-354.25,1374.0,,
91,max_1,max,1,4,9640.75,5.0,15.0,0.0,0.0,-5.0,15.0,-359.25,1145.25,,
92,fair_1,fair,1,4,9632.25,10.0,30.0,1.5,0.05,-8.5,28.5,-367.75,1402.5,,
92,max_1,max,1,4,9632.25,0.0,0.0,0.0,0.0,0.0,0.0,-367.75,1145.25,,
93,fair_1,fair,1,4,9632.25,0.0,0.0,0.0,0.05,0.0,0.0,-367.75,1402.5,,
93,max_1,max,1,4,9632.25,0.0,0.0,0.0,0.0,0.0,0.0,-367.75,1145.25,,
94,fair_1,fair,1,4,9632.25,0.0,0.0,0.0,0.05,0.0,0.0,-367.75,1402.5,,
94,max_1,max,1,4,9632.25,0.0,0.0,0.0,0.0,0.0,0.0,-367.75,1145.25,,
95,fair_1,fair,1,4,9627.25,5.0,15.0,0.0,0.0,-5.0,15.0,-372.75,1417.5,,
95,max_1,max,1,4,9627.25,0.0,0.0,0.0,0.0,0.0,0.0,-372.75,1145.25,,
96,fair_1,fair,1,4,9627.25,0.0,0.0,0.0,0.05,0.0,0.0,-372.75,1417.5,,
96,max_1,max,1,4,9627.25,0.0,0.0,0.0,0.0,0.0,0.0,-372.75,1145.25,,
97,fair_1,fair,1,4,9627.25,0.0,0.0,0.0,0.05,0.0,0.0,-372.75,1417.5,,
97,max_1,max,1,4,9627.25,0.0,0.0,0.0,0.0,0.0,0.0,-372.75,1145.25,,
98,fair_1,fair,1,4,9627.25,0.0,0.0,0.0,0.05,0.0,0.0,-372.75,1417.5,,
98,max_1,max,1,4,9627.25,0.0,0.0,0.0,0.0,0.0,0.0,-372.75,1145.25,,
99,fair_1,fair,1,4,9627.25,0.0,0.0,0.0,0.9,0.0,0.0,-372.75,1417.5,,
99,max_1,max,1,4,9612.25,15.0,45.0,0.0,0.0,-15.0,45.0,-387.75,1190.25,,
100,fair_1,fair,1,4,9646.25,20.0,60.0,54.0,0.9,34.0,6.0,-353.75,1423.5,"[-0.9512650370597839, -0.8484290242195129, 0.8728125691413879, 0.6813476085662842, -0.8243663311004639]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [15.0, 0.0]}"
100,max_1,max,1,4,9646.25,0.0,0.0,0.0,1.0,0.0,0.0,-353.75,1190.25,"[-0.9553593397140503, -0.8723113536834717, 0.8718129992485046, 0.7092618942260742, -0.8551895618438721]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0], ""others"": [20.0, 54.0]}"
101,fair_1,fair,1,4,9657.25,10.0,30.0,21.0,0.7,11.0,9.0,-342.75,1432.5,,
101,max_1,max,1,4,9642.25,15.0,45.0,0.0,0.0,-15.0,45.0,-357.75,1235.25,,
102,fair_1,fair,1,4,9642.25,0.0,0.0,0.0,1.0,0.0,0.0,-357.75,1432.5,,
102,max_1,max,1,4,9642.25,0.0,0.0,0.0,0.85,0.0,0.0,-357.75,1235.25,,
103,fair_1,fair,1,4,9642.25,0.0,0.0,0.0,0.05,0.0,0.0,-357.75,1432.5,,
103,max_1,max,1,4,9642.25,0.0,0.0,0.0,0.05,0.0,0.0,-357.75,1235.25,,
104,fair_1,fair,1,4,9642.25,0.0,0.0,0.0,0.8,0.0,0.0,-357.75,1432.5,,
104,max_1,max,1,4,9642.25,0.0,0.0,0.0,0.85,0.0,0.0,-357.75,1235.25,,
105,fair_1,fair,1,4,9642.25,0.0,0.0,0.0,0.05,0.0,0.0,-357.75,1432.5,,
105,max_1,max,1,4,9642.25,0.0,0.0,0.0,0.05,0.0,0.0,-357.75,1235.25,,
106,fair_1,fair,1,4,9659.25,10.0,30.0,27.0,0.9,17.0,3.0,-340.75,1435.5,,
106,max_1,max,1,4,9659.25,0.0,0.0,0.0,0.0,0.0,0.0,-340.75,1235.25,,
107,fair_1,fair,1,4,9673.25,10.0,30.0,24.0,0.8,14.0,6.0,-326.75,1441.5,,
107,max_1,max,1,4,9668.25,5.0,15.0,0.0,0.0,-5.0,15.0,-331.75,1250.25,,
108,fair_1,fair,1,4,9671.75,10.0,30.0,13.5,0.45,3.5,16.5,-328.25,1458.0,,
108,max_1,max,1,4,9671.75,0.0,0.0,0.0,0.0,0.0,0.0,-328.25,1250.25,,
109,fair_1,fair,1,4,9667.5,5.0,15.0,0.75,0.05,-4.25,14.25,-332.5,1472.25,,
109,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
110,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.05,0.0,0.0,-332.5,1472.25,,
110,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
111,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.05,0.0,0.0,-332.5,1472.25,,
111,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
112,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.05,0.0,0.0,-332.5,1472.25,,
112,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
113,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
113,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1250.25,,
114,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
114,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
115,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
115,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
116,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
116,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
117,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
117,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
118,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
118,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.6,0.0,0.0,-332.5,1250.25,,
119,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
119,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
120,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
120,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
121,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
121,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
122,fair_1,fair,1,4,9667.5,0.0,0.0,0.0,0.9,0.0,0.0,-332.5,1472.25,,
122,max_1,max,1,4,9667.5,0.0,0.0,0.0,0.0,0.0,0.0,-332.5,1250.25,,
123,fair_1,fair,1,4,9693.0,15.0,45.0,40.5,0.9,25.5,4.5,-307.0,1476.75,,
123,max_1,max,1,4,9693.0,0.0,0.0,0.0,0.0,0.0,0.0,-307.0,1250.25,,
124,fair_1,fair,1,4,9707.0,10.0,30.0,24.0,0.8,14.0,6.0,-293.0,1482.75,,
