seed,world,run_id,episode,investor_return,fair_1,max_1,fair_1_repay,max_1_repay
40,0,w0_20260418_095802,1,217035.75,120004.5,121449.75,0.7702149999999759,0.1942049999999914
40,0,w0_20260418_095802,2,625.5,227664.75,59229.75,0.3593600000000181,0.1735749999999938
40,0,w0_20260418_095802,3,148806.75,202389.75,57523.5,0.6258899999999836,0.20234499999999936
40,0,w0_20260418_095802,4,56657.75,294624.75,52777.5,0.45901999999999754,0.1430549999999972
40,0,w0_20260418_095802,5,37900.25,268819.5,47000.25,0.428945000000007,0.16483499999998966
40,0,w0_20260418_095802,6,-9999.999999999996,137123.86673731965,23062.50060738554,0.36541500000002114,0.15138500000000552
40,0,w0_20260418_095802,7,-9999.999999999993,82555.83701779983,13076.473700463412,0.4065950000000259,0.13545999999999486
40,0,w0_20260418_095802,8,152294.5,203202,48103.5,0.6280400000000098,0.19669499999999812
40,0,w0_20260418_095802,9,-10000,97905,32224.5,0.3191500000000138,0.1798799999999897
40,0,w0_20260418_095802,10,149731.25,217392.75,35376,0.6072750000000028,0.3054200000000004
40,0,w0_20260418_095802,11,-2876.5,94217.25,32939.25,0.4454950000000088,0.32058000000000664
40,0,w0_20260418_095802,12,246287,106482,89781,0.8064749999999794,0.22225500000000065
40,0,w0_20260418_095802,13,19831.75,279908.25,34380,0.4010650000000168,0.16763000000000422
40,0,w0_20260418_095802,14,205265.75,150526.5,80487.75,0.7299300000000212,0.19694999999999435
40,0,w0_20260418_095802,15,146808.25,217336.5,59255.25,0.6107750000000044,0.2211449999999996
40,0,w0_20260418_095802,16,400062.75,75237,80630.25,0.8596399999999721,0.6527299999999847
40,0,w0_20260418_095802,17,108628.75,286535.25,265596,0.41934000000000976,0.4372550000000132
40,0,w0_20260418_095802,18,95864.5,266580.75,74694.75,0.5284799999999993,0.16901000000000707
40,0,w0_20260418_095802,19,296973.25,91876.5,326540.25,0.8355549999999515,0.3518200000000125
40,0,w0_20260418_095802,20,168962.75,191850,105017.25,0.6623199999999593,0.1763099999999932
40,0,w0_20260418_095802,21,26458.5,214461,167950.5,0.39734999999999326,0.3290749999999908
40,0,w0_20260418_095802,22,124901.5,236361,181357.5,0.5479000000000018,0.35088500000000716
40,0,w0_20260418_095802,23,274041,170659.5,291619.5,0.6974950000000066,0.4565200000000093
40,0,w0_20260418_095802,24,126815.75,251532.75,307591.5,0.5302349999999886,0.3634450000000208
40,0,w0_20260418_095802,25,238463.5,143938.5,261138,0.7440550000000118,0.3283150000000046
40,0,w0_20260418_095802,26,99609.75,239122.5,257937.75,0.5017750000000117,0.32923000000000285
40,0,w0_20260418_095802,27,159968.25,215869.5,194822.25,0.6094150000000055,0.3268549999999994
40,0,w0_20260418_095802,28,182314.5,213908.25,279647.25,0.6176350000000046,0.37340499999999777
40,0,w0_20260418_095802,29,115110,162807.75,296972.25,0.4269249999999832,0.3841800000000003
40,0,w0_20260418_095802,30,290652.5,119464.5,292383,0.7909349999999674,0.3833849999999986
40,0,w0_20260418_095802,31,116365.5,192257.25,209717.25,0.3536949999999943,0.4652750000000021
40,0,w0_20260418_095802,32,231147.25,141161.25,211051.5,0.7424799999999867,0.3178749999999955
40,0,w0_20260418_095802,33,300081.75,48748.5,188229.75,0.8916950000000121,0.2606349999999972
40,0,w0_20260418_095802,34,364459.5,86727.75,280392.75,0.8453599999999764,0.4763099999999956
40,0,w0_20260418_095802,35,141848.25,125207.25,242974.5,0.41666500000001216,0.4086749999999902
40,0,w0_20260418_095802,36,299243.75,71662.5,236613.75,0.8663999999999819,0.2834699999999968
40,0,w0_20260418_095802,37,65661.25,157538.25,273760.5,0.3594850000000196,0.3514649999999863
40,0,w0_20260418_095802,38,316195.5,49569.75,182784.75,0.9037049999999756,0.27386499999999125
40,0,w0_20260418_095802,39,265665.5,131155.5,239469,0.7743249999999974,0.34456000000000414
40,0,w0_20260418_095802,40,167310.75,133897.5,254691.75,0.5700299999999964,0.5195299999999992
40,0,w0_20260418_095802,41,14108.5,165162,169909.5,0.4116950000000256,0.27113499999998625
40,0,w0_20260418_095802,42,286794.25,90273,134112.75,0.840374999999978,0.3208149999999931
40,0,w0_20260418_095802,43,68871,190486.5,130012.5,0.4668050000000102,0.370399999999988
40,0,w0_20260418_095802,44,223248.75,165013.5,257307.75,0.6935599999999609,0.3740500000000052
40,0,w0_20260418_095802,45,118512,166031.25,121176.75,0.5943649999999908,0.3705249999999769
40,0,w0_20260418_095802,46,119218.25,75406.5,116495.25,0.5113200000000119,0.3563149999999841
40,0,w0_20260418_095802,47,332310.5,88767.75,282171.75,0.8285399999999581,0.4218599999999806
40,0,w0_20260418_095802,48,189168.25,188991.75,186870,0.6707699999999991,0.292295000000003
40,0,w0_20260418_095802,49,81166.25,138493.5,68720.25,0.6103500000000047,0.4013699999999954
40,0,w0_20260418_095802,50,72103.75,89490,116786.25,0.44764000000001297,0.3660099999999963
40,0,w0_20260418_095802,51,133610.25,53853.75,266436,0.7299199999999952,0.48446500000002224
40,0,w0_20260418_095802,52,133992.5,97932.75,267354.75,0.6003200000000013,0.3953849999999983
