seed,world,run_id,episode,investor_return,fair_1,max_1,fair_1_repay,max_1_repay
90,0,w0_20260421_224510,1,2007,1395,2058,0.6630000000000006,0.4925000000000001
90,0,w0_20260421_224510,2,842.5,1646.25,3251.25,0.6275,0.2240000000000002
90,0,w0_20260421_224510,3,1139.25,1095.75,3135,0.7279999999999996,0.20450000000000015
90,0,w0_20260421_224510,4,-75.5,1839,3376.5,0.5135,0.1409999999999998
90,0,w0_20260421_224510,5,302.75,1807.5,3429.75,0.5794999999999996,0.1804999999999999
90,0,w0_20260421_224510,6,-17,2188.5,3628.5,0.4950000000000003,0.16049999999999975
90,0,w0_20260421_224510,7,115.426033125,2096.250073125,3680.38363125,0.5219999999999998,0.19
90,0,w0_20260421_224510,8,373,2088.75,3938.25,0.5700000000000003,0.20700000000000032
90,0,w0_20260421_224510,9,1362,2477.25,2580.75,0.5089999999999997,0.4394999999999999
90,0,w0_20260421_224510,10,2647.25,2256.75,1986,0.5585,0.6005000000000004
90,0,w0_20260421_224510,11,4039.25,1614,1866.75,0.7145,0.6785000000000007
90,0,w0_20260421_224510,12,3536.5,1915.5,1488,0.5984999999999999,0.7154999999999996
90,0,w0_20260421_224510,13,2697.25,2135.25,2257.5,0.6040000000000003,0.5570000000000007
90,0,w0_20260421_224510,14,4304,964.5,1741.5,0.8270000000000003,0.6545000000000004
90,0,w0_20260421_224510,15,4911.25,1317,1041.75,0.7665000000000001,0.8109999999999985
90,0,w0_20260421_224510,16,3530.75,1855.5,1293.75,0.6234999999999999,0.7435000000000003
90,0,w0_20260421_224510,17,3390.25,2593.5,1556.25,0.5499999999999994,0.7240000000000011
90,0,w0_20260421_224510,18,3266.25,2629.5,1634.25,0.5345000000000002,0.7090000000000003
90,0,w0_20260421_224510,19,3824.25,2208.75,1467,0.5910000000000003,0.7435
90,0,w0_20260421_224510,20,1353.5,2349,3247.5,0.5374999999999992,0.37449999999999994
90,0,w0_20260421_224510,21,1312,2710.5,3247.5,0.49749999999999944,0.4029999999999994
90,0,w0_20260421_224510,22,2625,2492.25,2232.75,0.5469999999999994,0.601000000000001
90,0,w0_20260421_224510,23,2643.25,2421,2355.75,0.5614999999999994,0.5724999999999993
90,0,w0_20260421_224510,24,2962.75,1870.5,2706.75,0.6714999999999999,0.5185
