timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment_desired,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,episode
6,max_1,max,0,4,12.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-27.5,210.0,301
7,fair_1,fair,0,4,25.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-15.0,105.0,301
7,max_1,max,0,4,15.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-25.0,240.0,301
8,fair_1,fair,0,4,33.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-6.25,116.25,301
8,max_1,max,0,4,23.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-16.25,270.0,301
9,fair_1,fair,0,4,42.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,2.5,127.5,301
9,max_1,max,0,4,27.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-12.5,315.0,301
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,302
0,max_1,max,0,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,302
1,fair_1,fair,0,4,25.0,10.0,10.0,30.0,15.0,0.5,5.0,15.0,-15.0,15.0,302
1,max_1,max,0,4,5.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-35.0,120.0,302
2,fair_1,fair,0,4,2.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-37.5,37.5,302
2,max_1,max,0,4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,120.0,302
3,fair_1,fair,0,4,0.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-40.0,60.0,302
3,max_1,max,0,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-40.0,120.0,302
4,fair_1,fair,0,4,12.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-27.5,67.5,302
4,max_1,max,0,4,12.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-27.5,120.0,302
5,fair_1,fair,0,4,31.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-8.75,78.75,302
5,max_1,max,0,4,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75,120.0,302
6,fair_1,fair,0,4,43.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,3.75,86.25,302
6,max_1,max,0,4,33.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-6.25,150.0,302
7,fair_1,fair,0,4,40.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,0.0,90.0,302
7,max_1,max,0,4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,302
8,fair_1,fair,0,4,58.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,18.75,101.25,302
8,max_1,max,0,4,43.75,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,3.75,195.0,302
9,fair_1,fair,0,4,62.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,22.5,112.5,302
9,max_1,max,0,4,52.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,12.5,225.0,302
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,303
0,max_1,max,0,4,32.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-7.5,45.0,303
1,fair_1,fair,0,4,22.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-17.5,52.5,303
1,max_1,max,0,4,7.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-32.5,90.0,303
2,fair_1,fair,0,4,5.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-35.0,75.0,303
2,max_1,max,0,4,-5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-45.0,120.0,303
3,fair_1,fair,0,4,-8.75,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-48.75,108.75,303
3,max_1,max,0,4,-13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-53.75,135.0,303
4,fair_1,fair,0,4,11.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-28.75,123.75,303
4,max_1,max,0,4,6.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-33.75,150.0,303
5,fair_1,fair,0,4,25.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-15.0,135.0,303
5,max_1,max,0,4,20.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-20.0,165.0,303
6,fair_1,fair,0,4,45.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,5.0,150.0,303
6,max_1,max,0,4,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,165.0,303
7,fair_1,fair,0,4,51.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,11.25,153.75,303
7,max_1,max,0,4,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,165.0,303
8,fair_1,fair,0,4,76.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,36.25,168.75,303
8,max_1,max,0,4,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25,165.0,303
9,fair_1,fair,0,4,82.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,42.5,172.5,303
9,max_1,max,0,4,67.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,27.5,210.0,303
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,304
0,max_1,max,0,4,42.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,2.5,15.0,304
1,fair_1,fair,0,4,50.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,10.0,45.0,304
1,max_1,max,0,4,40.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,0.0,45.0,304
2,fair_1,fair,0,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,90.0,304
2,max_1,max,0,4,10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-30.0,90.0,304
3,fair_1,fair,0,4,5.0,20.0,20.0,60.0,15.0,0.25,-5.0,45.0,-35.0,135.0,304
3,max_1,max,0,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,90.0,304
4,fair_1,fair,0,4,23.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-16.25,146.25,304
4,max_1,max,0,4,23.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-16.25,90.0,304
5,fair_1,fair,0,4,36.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-3.75,153.75,304
5,max_1,max,0,4,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,90.0,304
6,fair_1,fair,0,4,61.25,20.0,20.0,60.0,45.0,0.75,25.0,15.0,21.25,168.75,304
6,max_1,max,0,4,61.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,90.0,304
7,fair_1,fair,0,4,80.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,40.0,180.0,304
7,max_1,max,0,4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,90.0,304
8,fair_1,fair,0,4,105.0,20.0,20.0,60.0,45.0,0.75,25.0,15.0,65.0,195.0,304
8,max_1,max,0,4,100.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,60.0,105.0,304
9,fair_1,fair,0,4,112.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,72.5,202.5,304
9,max_1,max,0,4,107.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,67.5,120.0,304
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,305
0,max_1,max,0,4,47.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,7.5,0.0,305
1,fair_1,fair,0,4,55.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,15.0,45.0,305
1,max_1,max,0,4,53.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,13.75,11.25,305
2,fair_1,fair,0,4,33.75,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-6.25,105.0,305
2,max_1,max,0,4,33.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-6.25,11.25,305
3,fair_1,fair,0,4,30.0,15.0,15.0,45.0,11.25,0.25,-3.75,33.75,-10.0,138.75,305
3,max_1,max,0,4,25.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-15.0,26.25,305
4,fair_1,fair,0,4,43.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,3.75,150.0,305
4,max_1,max,0,4,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,26.25,305
5,fair_1,fair,0,4,62.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,22.5,161.25,305
5,max_1,max,0,4,57.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,17.5,41.25,305
6,fair_1,fair,0,4,70.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,30.0,168.75,305
6,max_1,max,0,4,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.25,305
7,fair_1,fair,0,4,76.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,36.25,172.5,305
7,max_1,max,0,4,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25,41.25,305
8,fair_1,fair,0,4,88.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,48.75,180.0,305
8,max_1,max,0,4,88.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,41.25,305
9,fair_1,fair,0,4,101.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,61.25,187.5,305
9,max_1,max,0,4,101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.25,41.25,305
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,306
0,max_1,max,0,4,37.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-2.5,30.0,306
1,fair_1,fair,0,4,27.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-12.5,52.5,306
1,max_1,max,0,4,17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-22.5,60.0,306
2,fair_1,fair,0,4,16.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-23.75,63.75,306
2,max_1,max,0,4,1.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-38.75,105.0,306
3,fair_1,fair,0,4,13.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-26.25,71.25,306
3,max_1,max,0,4,-1.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-41.25,150.0,306
4,fair_1,fair,0,4,11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-28.75,78.75,306
4,max_1,max,0,4,1.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-38.75,180.0,306
5,fair_1,fair,0,4,1.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-38.75,78.75,306
5,max_1,max,0,4,-3.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-43.75,195.0,306
6,fair_1,fair,0,4,-3.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-43.75,78.75,306
6,max_1,max,0,4,-8.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-48.75,210.0,306
7,fair_1,fair,0,4,-8.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-48.75,78.75,306
7,max_1,max,0,4,-13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-53.75,225.0,306
8,fair_1,fair,0,4,-7.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-47.5,82.5,306
8,max_1,max,0,4,-17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-57.5,255.0,306
9,fair_1,fair,0,4,-17.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-57.5,82.5,306
9,max_1,max,0,4,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.5,255.0,306
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,307
0,max_1,max,0,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,307
1,fair_1,fair,0,4,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-20.0,0.0,307
1,max_1,max,0,4,10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-30.0,90.0,307
2,fair_1,fair,0,4,10.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-30.0,0.0,307
2,max_1,max,0,4,0.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-40.0,120.0,307
3,fair_1,fair,0,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-40.0,0.0,307
3,max_1,max,0,4,-10.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-50.0,150.0,307
4,fair_1,fair,0,4,-11.25,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-51.25,11.25,307
4,max_1,max,0,4,-21.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-61.25,180.0,307
5,fair_1,fair,0,4,-21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-61.25,11.25,307
5,max_1,max,0,4,-26.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-66.25,195.0,307
6,fair_1,fair,0,4,-26.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-66.25,11.25,307
6,max_1,max,0,4,-31.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-71.25,210.0,307
7,fair_1,fair,0,4,-31.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-71.25,11.25,307
7,max_1,max,0,4,-36.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-76.25,225.0,307
8,fair_1,fair,0,4,-23.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-63.75,18.75,307
8,max_1,max,0,4,-23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.75,225.0,307
9,fair_1,fair,0,4,-11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-51.25,26.25,307
9,max_1,max,0,4,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.25,225.0,307
0,fair_1,fair,0,4,38.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-1.25,11.25,308
0,max_1,max,0,4,28.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-11.25,30.0,308
1,fair_1,fair,0,4,31.25,5.0,5.0,15.0,7.5,0.5,2.5,7.5,-8.75,18.75,308
1,max_1,max,0,4,26.25,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-13.75,45.0,308
2,fair_1,fair,0,4,31.25,10.0,10.0,30.0,15.0,0.5,5.0,15.0,-8.75,33.75,308
2,max_1,max,0,4,21.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-18.75,75.0,308
3,fair_1,fair,0,4,18.75,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-21.25,56.25,308
3,max_1,max,0,4,13.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-26.25,90.0,308
4,fair_1,fair,0,4,13.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-26.25,56.25,308
4,max_1,max,0,4,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.25,90.0,308
5,fair_1,fair,0,4,20.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-20.0,60.0,308
5,max_1,max,0,4,15.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-25.0,105.0,308
6,fair_1,fair,0,4,21.25,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-18.75,63.75,308
6,max_1,max,0,4,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.75,105.0,308
7,fair_1,fair,0,4,21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-18.75,63.75,308
7,max_1,max,0,4,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.75,105.0,308
8,fair_1,fair,0,4,21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-18.75,63.75,308
8,max_1,max,0,4,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.75,105.0,308
9,fair_1,fair,0,4,21.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-18.75,63.75,308
9,max_1,max,0,4,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.75,105.0,308
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,309
0,max_1,max,0,4,25.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-15.0,45.0,309
1,fair_1,fair,0,4,23.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-16.25,11.25,309
1,max_1,max,0,4,23.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-16.25,45.0,309
2,fair_1,fair,0,4,28.75,10.0,10.0,30.0,15.0,0.5,5.0,15.0,-11.25,26.25,309
2,max_1,max,0,4,28.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-11.25,45.0,309
3,fair_1,fair,0,4,26.25,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-13.75,48.75,309
3,max_1,max,0,4,26.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-13.75,45.0,309
4,fair_1,fair,0,4,26.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-13.75,48.75,309
4,max_1,max,0,4,26.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-13.75,45.0,309
5,fair_1,fair,0,4,26.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-13.75,48.75,309
5,max_1,max,0,4,16.25,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-23.75,75.0,309
6,fair_1,fair,0,4,28.75,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-11.25,56.25,309
6,max_1,max,0,4,23.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-16.25,90.0,309
7,fair_1,fair,0,4,36.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-3.75,63.75,309
7,max_1,max,0,4,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,90.0,309
8,fair_1,fair,0,4,42.5,5.0,5.0,15.0,11.25,0.75,6.25,3.75,2.5,67.5,309
8,max_1,max,0,4,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,90.0,309
9,fair_1,fair,0,4,48.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,8.75,71.25,309
9,max_1,max,0,4,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,90.0,309
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,310
0,max_1,max,0,4,37.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-2.5,30.0,310
1,fair_1,fair,0,4,45.0,15.0,15.0,45.0,22.5,0.5,7.5,22.5,5.0,45.0,310
1,max_1,max,0,4,30.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-10.0,75.0,310
2,fair_1,fair,0,4,20.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-20.0,75.0,310
2,max_1,max,0,4,5.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-35.0,120.0,310
3,fair_1,fair,0,4,5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-35.0,75.0,310
3,max_1,max,0,4,-5.0,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-45.0,150.0,310
4,fair_1,fair,0,4,-5.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-45.0,75.0,310
4,max_1,max,0,4,-20.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-60.0,195.0,310
5,fair_1,fair,0,4,-13.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-53.75,78.75,310
5,max_1,max,0,4,-23.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-63.75,225.0,310
6,fair_1,fair,0,4,-11.25,10.0,10.0,30.0,22.5,0.75,12.5,7.5,-51.25,86.25,310
6,max_1,max,0,4,-26.25,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-66.25,270.0,310
7,fair_1,fair,0,4,-7.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-47.5,97.5,310
7,max_1,max,0,4,-17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-57.5,300.0,310
8,fair_1,fair,0,4,1.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-38.75,108.75,310
8,max_1,max,0,4,-8.75,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-48.75,330.0,310
9,fair_1,fair,0,4,10.0,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-30.0,120.0,310
9,max_1,max,0,4,-10.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-50.0,390.0,310
0,fair_1,fair,0,4,40.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,311
0,max_1,max,0,4,20.0,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-20.0,60.0,311
1,fair_1,fair,0,4,25.0,10.0,10.0,30.0,15.0,0.5,5.0,15.0,-15.0,15.0,311
1,max_1,max,0,4,10.0,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,-30.0,105.0,311
2,fair_1,fair,0,4,7.5,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-32.5,37.5,311
2,max_1,max,0,4,2.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-37.5,120.0,311
3,fair_1,fair,0,4,2.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-37.5,37.5,311
3,max_1,max,0,4,-2.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-42.5,135.0,311
4,fair_1,fair,0,4,-2.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-42.5,37.5,311
4,max_1,max,0,4,-12.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-52.5,165.0,311
5,fair_1,fair,0,4,12.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-27.5,52.5,311
5,max_1,max,0,4,2.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-37.5,195.0,311
6,fair_1,fair,0,4,27.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,-12.5,67.5,311
6,max_1,max,0,4,17.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-22.5,225.0,311
7,fair_1,fair,0,4,42.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,2.5,82.5,311
7,max_1,max,0,4,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,225.0,311
8,fair_1,fair,0,4,67.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,27.5,97.5,311
8,max_1,max,0,4,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,225.0,311
9,fair_1,fair,0,4,86.25,15.0,15.0,45.0,33.75,0.75,18.75,11.25,46.25,108.75,311
9,max_1,max,0,4,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,225.0,311
0,fair_1,fair,0,4,47.5,15.0,15.0,45.0,22.5,0.5,7.5,22.5,7.5,22.5,312
0,max_1,max,0,4,42.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,2.5,15.0,312
1,fair_1,fair,0,4,22.5,20.0,20.0,60.0,0.0,0.0,-20.0,60.0,-17.5,82.5,312
1,max_1,max,0,4,17.5,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-22.5,30.0,312
2,fair_1,fair,0,4,15.0,10.0,10.0,30.0,7.5,0.25,-2.5,22.5,-25.0,105.0,312
2,max_1,max,0,4,15.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-25.0,30.0,312
3,fair_1,fair,0,4,33.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,-6.25,116.25,312
3,max_1,max,0,4,33.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-6.25,30.0,312
4,fair_1,fair,0,4,52.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,12.5,127.5,312
4,max_1,max,0,4,52.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,12.5,30.0,312
5,fair_1,fair,0,4,58.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,18.75,131.25,312
5,max_1,max,0,4,58.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,30.0,312
6,fair_1,fair,0,4,65.0,5.0,5.0,15.0,11.25,0.75,6.25,3.75,25.0,135.0,312
6,max_1,max,0,4,60.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,20.0,45.0,312
7,fair_1,fair,0,4,78.75,15.0,15.0,45.0,33.75,0.75,18.75,11.25,38.75,146.25,312
7,max_1,max,0,4,78.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,45.0,312
8,fair_1,fair,0,4,97.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,57.5,157.5,312
8,max_1,max,0,4,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,45.0,312
9,fair_1,fair,0,4,122.5,20.0,20.0,60.0,45.0,0.75,25.0,15.0,82.5,172.5,312
9,max_1,max,0,4,122.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,45.0,312
0,fair_1,fair,0,4,45.0,10.0,10.0,30.0,15.0,0.5,5.0,15.0,5.0,15.0,313
0,max_1,max,0,4,40.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,0.0,15.0,313
1,fair_1,fair,0,4,38.75,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-1.25,26.25,313
1,max_1,max,0,4,38.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1.25,15.0,313
2,fair_1,fair,0,4,37.5,5.0,5.0,15.0,3.75,0.25,-1.25,11.25,-2.5,37.5,313
2,max_1,max,0,4,37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-2.5,15.0,313
3,fair_1,fair,0,4,37.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-2.5,37.5,313
3,max_1,max,0,4,27.5,10.0,10.0,30.0,0.0,0.0,-10.0,30.0,-12.5,45.0,313
4,fair_1,fair,0,4,33.75,5.0,5.0,15.0,11.25,0.75,6.25,3.75,-6.25,41.25,313
4,max_1,max,0,4,28.75,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,-11.25,60.0,313
5,fair_1,fair,0,4,47.5,15.0,15.0,45.0,33.75,0.75,18.75,11.25,7.5,52.5,313
5,max_1,max,0,4,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,60.0,313
6,fair_1,fair,0,4,60.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,20.0,60.0,313
6,max_1,max,0,4,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,313
7,fair_1,fair,0,4,72.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,32.5,67.5,313
7,max_1,max,0,4,57.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,17.5,105.0,313
8,fair_1,fair,0,4,70.0,10.0,10.0,30.0,22.5,0.75,12.5,7.5,30.0,75.0,313
8,max_1,max,0,4,65.0,5.0,5.0,15.0,0.0,0.0,-5.0,15.0,25.0,120.0,313
9,fair_1,fair,0,4,77.5,10.0,10.0,30.0,22.5,0.75,12.5,7.5,37.5,82.5,313
9,max_1,max,0,4,62.5,15.0,15.0,45.0,0.0,0.0,-15.0,45.0,22.5,165.0,313
